;03_DM100_1_1_1_1;03_DM100_1_2_1_1;03_DM100_1_3_1_1;03_DM100_1_4_1_1;03_DM100_1_5_1_1;03_DM100_1_6_1_1;03_DM100_1_7_1_1;03_DM100_1_9_1_1;03_DM100_1_10_1_1;03_DM100_1_11_1_1;03_DM100_1_12_1_1;03_DM100_1_13_1_1;03_DM100_1_14_1_1;03_DM100_1_15_1_1;03_DM100_1_16_1_1;03_DM100_1_17_1_1;03_DM100_1_18_1_1;03_DM100_1_19_1_1;03_DM100_1_20_1_1
1.2800000000e-04;1.0130486091e+00;1.0130488511e+00;1.0133332551e+00;1.0132558122e+00;1.0130922062e+00;1.0133325222e+00;1.0136182902e+00;1.0137881520e+00;1.0134872040e+00;1.0134045132e+00;1.0131879928e+00;1.0134689021e+00;1.0134664830e+00;1.0132770496e+00;1.0132213170e+00;1.0134119299e+00;1.0132002499e+00;1.0133495046e+00;1.0134490116e+00
1.4080000000e-04;1.0125702478e+00;1.0125053379e+00;1.0128085507e+00;1.0126393966e+00;1.0126521560e+00;1.0127857765e+00;1.0131331134e+00;1.0132833805e+00;1.0130687633e+00;1.0128609718e+00;1.0126531181e+00;1.0129232023e+00;1.0130020828e+00;1.0127787691e+00;1.0126852935e+00;1.0129137379e+00;1.0127598710e+00;1.0127738197e+00;1.0129836381e+00
1.5360000000e-04;1.0121549963e+00;1.0120936305e+00;1.0122754707e+00;1.0122201101e+00;1.0121521576e+00;1.0121748016e+00;1.0126092522e+00;1.0127859169e+00;1.0126239402e+00;1.0123897677e+00;1.0121917664e+00;1.0124361932e+00;1.0124586411e+00;1.0123952164e+00;1.0123356949e+00;1.0124792621e+00;1.0122786788e+00;1.0123168195e+00;1.0125433442e+00
1.6640000000e-04;1.0117632245e+00;1.0116327723e+00;1.0119245316e+00;1.0117990000e+00;1.0116864128e+00;1.0118591359e+00;1.0121401616e+00;1.0123640705e+00;1.0121553074e+00;1.0119690269e+00;1.0116897774e+00;1.0119950208e+00;1.0119938259e+00;1.0120249585e+00;1.0117966800e+00;1.0120040747e+00;1.0119342839e+00;1.0118764801e+00;1.0120576811e+00
1.7920000000e-04;1.0112203132e+00;1.0111865645e+00;1.0114322689e+00;1.0114728413e+00;1.0113864849e+00;1.0114179276e+00;1.0118073469e+00;1.0119875729e+00;1.0117264116e+00;1.0115175903e+00;1.0113496460e+00;1.0116429086e+00;1.0116291425e+00;1.0115668453e+00;1.0114129009e+00;1.0115586871e+00;1.0114747533e+00;1.0115121034e+00;1.0116033906e+00
1.9200000000e-04;1.0108453976e+00;1.0108291326e+00;1.0111778654e+00;1.0110600264e+00;1.0111051477e+00;1.0110329347e+00;1.0115025172e+00;1.0115790068e+00;1.0113729129e+00;1.0112298855e+00;1.0109983754e+00;1.0112232285e+00;1.0112193637e+00;1.0112074845e+00;1.0109575440e+00;1.0111784914e+00;1.0111352976e+00;1.0111242951e+00;1.0112921810e+00
2.0480000000e-04;1.0105169638e+00;1.0104614477e+00;1.0107355750e+00;1.0107843742e+00;1.0107068320e+00;1.0107070519e+00;1.0110270452e+00;1.0112710894e+00;1.0110355519e+00;1.0108177453e+00;1.0106806376e+00;1.0108424114e+00;1.0108841669e+00;1.0108425454e+00;1.0106495319e+00;1.0107580191e+00;1.0108218354e+00;1.0106769344e+00;1.0108420636e+00
2.3040000000e-04;1.0099497250e+00;1.0098902580e+00;1.0102655984e+00;1.0100988355e+00;1.0099978286e+00;1.0101077484e+00;1.0104250703e+00;1.0107025190e+00;1.0103700034e+00;1.0102311544e+00;1.0100345588e+00;1.0103177144e+00;1.0102055115e+00;1.0101934236e+00;1.0100609175e+00;1.0101219565e+00;1.0100794811e+00;1.0100948132e+00;1.0102788622e+00
2.5600000000e-04;1.0093781624e+00;1.0093773995e+00;1.0095741596e+00;1.0095704550e+00;1.0095111365e+00;1.0094797586e+00;1.0098749825e+00;1.0101434497e+00;1.0098317584e+00;1.0096388484e+00;1.0094810212e+00;1.0096738732e+00;1.0097806280e+00;1.0096399876e+00;1.0094467781e+00;1.0095924422e+00;1.0095411526e+00;1.0095511419e+00;1.0098204495e+00
2.8160000000e-04;1.0089358274e+00;1.0089101279e+00;1.0091162511e+00;1.0090494836e+00;1.0089753603e+00;1.0090199492e+00;1.0094013527e+00;1.0097585327e+00;1.0092295700e+00;1.0092190255e+00;1.0089467733e+00;1.0091892487e+00;1.0091941222e+00;1.0091021853e+00;1.0089694314e+00;1.0091076108e+00;1.0090517938e+00;1.0090454598e+00;1.0092629715e+00
3.0720000000e-04;1.0085472824e+00;1.0084276715e+00;1.0086491090e+00;1.0086373652e+00;1.0085606263e+00;1.0085729585e+00;1.0088513381e+00;1.0092784832e+00;1.0088486955e+00;1.0087271590e+00;1.0084884861e+00;1.0087572800e+00;1.0087849879e+00;1.0086050578e+00;1.0086075719e+00;1.0086537259e+00;1.0086031200e+00;1.0085923136e+00;1.0088402020e+00
3.3280000000e-04;1.0081764270e+00;1.0079884752e+00;1.0083732508e+00;1.0081805516e+00;1.0081480805e+00;1.0081963090e+00;1.0084942193e+00;1.0088607974e+00;1.0084673399e+00;1.0083457532e+00;1.0081117792e+00;1.0083745059e+00;1.0083312790e+00;1.0082226371e+00;1.0080617272e+00;1.0082922454e+00;1.0082422353e+00;1.0082147682e+00;1.0083998725e+00
3.5840000000e-04;1.0077419965e+00;1.0076922613e+00;1.0079605399e+00;1.0079170390e+00;1.0077054720e+00;1.0078007567e+00;1.0081770624e+00;1.0085241318e+00;1.0080934645e+00;1.0079550843e+00;1.0077808371e+00;1.0079537554e+00;1.0079590318e+00;1.0079103263e+00;1.0077882361e+00;1.0079008367e+00;1.0078441382e+00;1.0078271991e+00;1.0080899384e+00
3.8400000000e-04;1.0074704143e+00;1.0073675482e+00;1.0076152630e+00;1.0075327818e+00;1.0074742416e+00;1.0074951727e+00;1.0077812218e+00;1.0082293839e+00;1.0078064081e+00;1.0076954051e+00;1.0075032238e+00;1.0077051898e+00;1.0076354173e+00;1.0076623396e+00;1.0074465293e+00;1.0076131917e+00;1.0075797938e+00;1.0074456771e+00;1.0077787183e+00
4.0960000000e-04;1.0071918678e+00;1.0070071190e+00;1.0072968464e+00;1.0072156166e+00;1.0071351923e+00;1.0072227096e+00;1.0075481223e+00;1.0078524849e+00;1.0075197800e+00;1.0073410953e+00;1.0071485880e+00;1.0073910095e+00;1.0073196331e+00;1.0073750129e+00;1.0071104937e+00;1.0072559383e+00;1.0072436602e+00;1.0071232099e+00;1.0075409468e+00
4.6080000000e-04;1.0066533982e+00;1.0065239849e+00;1.0067918780e+00;1.0066834320e+00;1.0065641988e+00;1.0067108260e+00;1.0069809729e+00;1.0074230465e+00;1.0069391144e+00;1.0068611181e+00;1.0066449586e+00;1.0068508524e+00;1.0068405303e+00;1.0068647350e+00;1.0066430613e+00;1.0067255206e+00;1.0067726518e+00;1.0066485322e+00;1.0069721989e+00
5.1200000000e-04;1.0062539383e+00;1.0060793426e+00;1.0063005838e+00;1.0062283673e+00;1.0061529696e+00;1.0062719482e+00;1.0065835166e+00;1.0069345044e+00;1.0064791683e+00;1.0063721277e+00;1.0061905482e+00;1.0063788989e+00;1.0062771071e+00;1.0064455554e+00;1.0062081811e+00;1.0062941264e+00;1.0063078837e+00;1.0061734225e+00;1.0065498523e+00
5.6320000000e-04;1.0058574677e+00;1.0057587292e+00;1.0059026435e+00;1.0058302356e+00;1.0057770284e+00;1.0058677404e+00;1.0061995584e+00;1.0065686885e+00;1.0061229364e+00;1.0059802896e+00;1.0057857971e+00;1.0059823304e+00;1.0059452466e+00;1.0060935787e+00;1.0058233117e+00;1.0058753422e+00;1.0058949255e+00;1.0058575702e+00;1.0060823259e+00
6.1440000000e-04;1.0054852480e+00;1.0053292317e+00;1.0055341174e+00;1.0055050679e+00;1.0054146696e+00;1.0055562150e+00;1.0057791776e+00;1.0062699898e+00;1.0058240231e+00;1.0056254900e+00;1.0054271681e+00;1.0056401276e+00;1.0055915457e+00;1.0057057441e+00;1.0054609655e+00;1.0055189529e+00;1.0055307543e+00;1.0055791913e+00;1.0057509703e+00
6.6560000000e-04;1.0051834268e+00;1.0050489411e+00;1.0052698488e+00;1.0052134333e+00;1.0051420946e+00;1.0052652219e+00;1.0054276405e+00;1.0059856246e+00;1.0054808684e+00;1.0053474054e+00;1.0051917224e+00;1.0052948110e+00;1.0052473236e+00;1.0054109424e+00;1.0052717856e+00;1.0052267650e+00;1.0052312784e+00;1.0052326274e+00;1.0054377834e+00
7.1680000000e-04;1.0049516317e+00;1.0047890935e+00;1.0050237304e+00;1.0049583052e+00;1.0048438602e+00;1.0049969244e+00;1.0051458347e+00;1.0056877310e+00;1.0052223184e+00;1.0050283031e+00;1.0049149303e+00;1.0050256923e+00;1.0049571698e+00;1.0051621642e+00;1.0049316807e+00;1.0049292871e+00;1.0049739138e+00;1.0049113705e+00;1.0050638187e+00
7.6800000000e-04;1.0047227776e+00;1.0046079378e+00;1.0047476645e+00;1.0047081209e+00;1.0045659537e+00;1.0048007417e+00;1.0048661755e+00;1.0054640317e+00;1.0049650083e+00;1.0048242062e+00;1.0046543963e+00;1.0047822776e+00;1.0047214296e+00;1.0049007237e+00;1.0046909259e+00;1.0046570829e+00;1.0047087980e+00;1.0046691300e+00;1.0048412533e+00
8.1920000000e-04;1.0045281634e+00;1.0043643568e+00;1.0045181560e+00;1.0045187581e+00;1.0044474782e+00;1.0046007015e+00;1.0046457438e+00;1.0052182232e+00;1.0047253425e+00;1.0046975303e+00;1.0044169034e+00;1.0046313159e+00;1.0044397860e+00;1.0046749312e+00;1.0044800633e+00;1.0043813640e+00;1.0044842115e+00;1.0044850723e+00;1.0046589056e+00
9.2160000000e-04;1.0040854916e+00;1.0040363588e+00;1.0040907453e+00;1.0040944821e+00;1.0040321626e+00;1.0042323148e+00;1.0043724381e+00;1.0048637306e+00;1.0043014069e+00;1.0042962229e+00;1.0040943683e+00;1.0042583675e+00;1.0040544199e+00;1.0042320532e+00;1.0040683703e+00;1.0039828919e+00;1.0041029326e+00;1.0041417645e+00;1.0042709635e+00
1.0240000000e-03;1.0038016678e+00;1.0036532267e+00;1.0037758017e+00;1.0037838788e+00;1.0037440370e+00;1.0038880022e+00;1.0040555901e+00;1.0045752144e+00;1.0040176774e+00;1.0040342381e+00;1.0037382856e+00;1.0038766429e+00;1.0037470884e+00;1.0039247326e+00;1.0037455588e+00;1.0037119572e+00;1.0038402008e+00;1.0038170864e+00;1.0038346468e+00
1.1264000000e-03;1.0035696157e+00;1.0034229497e+00;1.0034848772e+00;1.0035545773e+00;1.0034700752e+00;1.0035547421e+00;1.0037378031e+00;1.0042939063e+00;1.0037678343e+00;1.0037642552e+00;1.0035504348e+00;1.0036222977e+00;1.0035308391e+00;1.0035756024e+00;1.0034702468e+00;1.0034111741e+00;1.0035418075e+00;1.0035297732e+00;1.0035642973e+00
1.2288000000e-03;1.0033594125e+00;1.0032064366e+00;1.0032542246e+00;1.0033335738e+00;1.0031878094e+00;1.0033365415e+00;1.0034825910e+00;1.0040730537e+00;1.0034630379e+00;1.0035427033e+00;1.0032608948e+00;1.0033387575e+00;1.0033206004e+00;1.0033343743e+00;1.0032739830e+00;1.0032470679e+00;1.0032813507e+00;1.0032979716e+00;1.0033673266e+00
1.3312000000e-03;1.0030986864e+00;1.0030314193e+00;1.0030370109e+00;1.0031218227e+00;1.0029255221e+00;1.0031016563e+00;1.0032686029e+00;1.0038874782e+00;1.0032962003e+00;1.0032735295e+00;1.0030279899e+00;1.0031066615e+00;1.0031373510e+00;1.0031155328e+00;1.0030648890e+00;1.0030060198e+00;1.0031258418e+00;1.0031016474e+00;1.0031286881e+00
1.4336000000e-03;1.0029550120e+00;1.0028376888e+00;1.0028488834e+00;1.0030019818e+00;1.0027753016e+00;1.0029193318e+00;1.0031091130e+00;1.0037365451e+00;1.0030609555e+00;1.0030309567e+00;1.0028356054e+00;1.0029163649e+00;1.0029224787e+00;1.0029500897e+00;1.0028735161e+00;1.0028132262e+00;1.0029672554e+00;1.0029410503e+00;1.0028863120e+00
1.5360000000e-03;1.0028339713e+00;1.0027076090e+00;1.0026830585e+00;1.0028583394e+00;1.0026441881e+00;1.0028061906e+00;1.0028883175e+00;1.0035058455e+00;1.0028321384e+00;1.0027801059e+00;1.0026797430e+00;1.0027143830e+00;1.0027290280e+00;1.0027835773e+00;1.0026999998e+00;1.0026773157e+00;1.0028809595e+00;1.0027720365e+00;1.0027672058e+00
1.6384000000e-03;1.0026182370e+00;1.0025662724e+00;1.0025417943e+00;1.0027361297e+00;1.0024801293e+00;1.0026670884e+00;1.0026868805e+00;1.0033629696e+00;1.0027039498e+00;1.0026102199e+00;1.0025404285e+00;1.0025449484e+00;1.0026114333e+00;1.0026047601e+00;1.0025238080e+00;1.0025742598e+00;1.0027135031e+00;1.0025888768e+00;1.0025861121e+00
1.8432000000e-03;1.0023879672e+00;1.0022730036e+00;1.0022764112e+00;1.0023793497e+00;1.0022605873e+00;1.0023403319e+00;1.0024849661e+00;1.0030731159e+00;1.0023962001e+00;1.0023791806e+00;1.0022606725e+00;1.0022675202e+00;1.0023694774e+00;1.0023334774e+00;1.0023201515e+00;1.0023262182e+00;1.0025596061e+00;1.0023548052e+00;1.0023580582e+00
2.0480000000e-03;1.0021932927e+00;1.0020481132e+00;1.0021009861e+00;1.0021623476e+00;1.0021000220e+00;1.0021356339e+00;1.0022654633e+00;1.0028490955e+00;1.0021704192e+00;1.0021539324e+00;1.0020986004e+00;1.0020886939e+00;1.0021401259e+00;1.0021307625e+00;1.0020848675e+00;1.0021095709e+00;1.0023687503e+00;1.0021818385e+00;1.0021586414e+00
2.2528000000e-03;1.0020180167e+00;1.0018988801e+00;1.0018631654e+00;1.0020017362e+00;1.0019209532e+00;1.0019568588e+00;1.0021087530e+00;1.0027098808e+00;1.0020347149e+00;1.0019675672e+00;1.0019310016e+00;1.0019125630e+00;1.0019121773e+00;1.0020323892e+00;1.0019818728e+00;1.0019542786e+00;1.0021401138e+00;1.0019256195e+00;1.0019776188e+00
2.4576000000e-03;1.0018013484e+00;1.0017511056e+00;1.0017034524e+00;1.0017774055e+00;1.0017635944e+00;1.0017138609e+00;1.0019783640e+00;1.0026028334e+00;1.0019023353e+00;1.0018676320e+00;1.0017583020e+00;1.0017725464e+00;1.0017788977e+00;1.0019404613e+00;1.0018542302e+00;1.0018190393e+00;1.0019786195e+00;1.0018180426e+00;1.0018803115e+00
2.6624000000e-03;1.0016012009e+00;1.0016432153e+00;1.0015916530e+00;1.0016004915e+00;1.0015981883e+00;1.0014969799e+00;1.0018815017e+00;1.0024929913e+00;1.0017714820e+00;1.0017836860e+00;1.0016033299e+00;1.0016625304e+00;1.0016354597e+00;1.0017345048e+00;1.0017556324e+00;1.0016998448e+00;1.0017934858e+00;1.0016980500e+00;1.0017513208e+00
2.8672000000e-03;1.0015760881e+00;1.0014906424e+00;1.0014230388e+00;1.0015018060e+00;1.0015347837e+00;1.0013874654e+00;1.0017780265e+00;1.0023849155e+00;1.0015947206e+00;1.0016431334e+00;1.0015209963e+00;1.0016201322e+00;1.0014759853e+00;1.0016792964e+00;1.0016616109e+00;1.0015650777e+00;1.0017138285e+00;1.0016255711e+00;1.0015864323e+00
3.0720000000e-03;1.0014879513e+00;1.0013879412e+00;1.0013150485e+00;1.0014012114e+00;1.0014738897e+00;1.0013635152e+00;1.0016935372e+00;1.0023680705e+00;1.0015197419e+00;1.0014832261e+00;1.0014497725e+00;1.0014637946e+00;1.0014218977e+00;1.0014961644e+00;1.0015761282e+00;1.0014479135e+00;1.0014955732e+00;1.0014545076e+00;1.0015747758e+00
3.2768000000e-03;1.0014164935e+00;1.0013338627e+00;1.0012702518e+00;1.0013411425e+00;1.0013828774e+00;1.0012234662e+00;1.0016186198e+00;1.0023261775e+00;1.0014638019e+00;1.0014357546e+00;1.0013852540e+00;1.0013577903e+00;1.0012994674e+00;1.0013920553e+00;1.0014588838e+00;1.0013431125e+00;1.0014498715e+00;1.0013439941e+00;1.0013859608e+00
3.6864000000e-03;1.0012562871e+00;1.0010980708e+00;1.0010566922e+00;1.0012323697e+00;1.0012152075e+00;1.0010473616e+00;1.0014301089e+00;1.0022513906e+00;1.0012641751e+00;1.0013162843e+00;1.0011979025e+00;1.0012078601e+00;1.0011456404e+00;1.0011272190e+00;1.0012830005e+00;1.0012553854e+00;1.0013139712e+00;1.0012155059e+00;1.0012023917e+00
4.0960000000e-03;1.0012030247e+00;1.0009058998e+00;1.0009118673e+00;1.0010685785e+00;1.0010507974e+00;1.0009624804e+00;1.0012932965e+00;1.0021437627e+00;1.0011789698e+00;1.0011743685e+00;1.0010773596e+00;1.0010655804e+00;1.0010284715e+00;1.0010065966e+00;1.0011514336e+00;1.0010665322e+00;1.0011994531e+00;1.0010571893e+00;1.0010723249e+00
4.5056000000e-03;1.0010601745e+00;1.0008478337e+00;1.0009155427e+00;1.0010063330e+00;1.0010418416e+00;1.0008386529e+00;1.0010974760e+00;1.0019935935e+00;1.0011196000e+00;1.0010324381e+00;1.0009603406e+00;1.0009314462e+00;1.0009391754e+00;1.0009169004e+00;1.0010378963e+00;1.0009040326e+00;1.0011273828e+00;1.0008818510e+00;1.0009272134e+00
4.9152000000e-03;1.0009130105e+00;1.0008257874e+00;1.0009135680e+00;1.0008571461e+00;1.0009035291e+00;1.0007485349e+00;1.0010545992e+00;1.0018556466e+00;1.0009611989e+00;1.0009597492e+00;1.0008064267e+00;1.0008428465e+00;1.0009150399e+00;1.0007806493e+00;1.0008943075e+00;1.0007914353e+00;1.0010539415e+00;1.0007998157e+00;1.0008414312e+00
5.3248000000e-03;1.0009103875e+00;1.0008332961e+00;1.0009091837e+00;1.0007154113e+00;1.0007633941e+00;1.0007207366e+00;1.0009668675e+00;1.0018256102e+00;1.0008608681e+00;1.0008307708e+00;1.0008087396e+00;1.0007185696e+00;1.0008020254e+00;1.0007624359e+00;1.0008640188e+00;1.0007308726e+00;1.0009370957e+00;1.0007196810e+00;1.0008074289e+00
5.7344000000e-03;1.0008449686e+00;1.0007333679e+00;1.0007812910e+00;1.0006532010e+00;1.0007718508e+00;1.0006230593e+00;1.0008225175e+00;1.0017161817e+00;1.0007395116e+00;1.0006848621e+00;1.0007976757e+00;1.0006855806e+00;1.0007678193e+00;1.0007466791e+00;1.0007751895e+00;1.0006487966e+00;1.0008799700e+00;1.0006699126e+00;1.0007591422e+00
6.1440000000e-03;1.0008049344e+00;1.0006763857e+00;1.0006933092e+00;1.0005618490e+00;1.0007161467e+00;1.0006351129e+00;1.0007493245e+00;1.0016217091e+00;1.0005794864e+00;1.0005730501e+00;1.0007270957e+00;1.0006217315e+00;1.0006682239e+00;1.0007267373e+00;1.0006738926e+00;1.0006820601e+00;1.0007244143e+00;1.0005904650e+00;1.0006528211e+00
6.5536000000e-03;1.0007922040e+00;1.0006016933e+00;1.0006802896e+00;1.0006027838e+00;1.0006896476e+00;1.0006380535e+00;1.0006370313e+00;1.0015646128e+00;1.0005847461e+00;1.0005366725e+00;1.0006850599e+00;1.0005669248e+00;1.0006439017e+00;1.0007032304e+00;1.0006289020e+00;1.0006530275e+00;1.0006623599e+00;1.0005586941e+00;1.0006587716e+00
7.3728000000e-03;1.0007034611e+00;1.0005836954e+00;1.0005912235e+00;1.0005660721e+00;1.0005697845e+00;1.0005595049e+00;1.0005379388e+00;1.0013474403e+00;1.0006173226e+00;1.0005099638e+00;1.0005408443e+00;1.0005123058e+00;1.0005307711e+00;1.0006392464e+00;1.0006244268e+00;1.0005743088e+00;1.0006430272e+00;1.0005070129e+00;1.0005583092e+00
8.1920000000e-03;1.0005600895e+00;1.0006012307e+00;1.0005084099e+00;1.0004649513e+00;1.0005321079e+00;1.0004277299e+00;1.0004527154e+00;1.0013296556e+00;1.0005060945e+00;1.0005382891e+00;1.0005157206e+00;1.0004459017e+00;1.0003661437e+00;1.0005303293e+00;1.0006771916e+00;1.0004664394e+00;1.0005087710e+00;1.0004625449e+00;1.0004511319e+00
9.0112000000e-03;1.0005024057e+00;1.0004976121e+00;1.0004948513e+00;1.0003794938e+00;1.0005103653e+00;1.0003780428e+00;1.0003363237e+00;1.0011815798e+00;1.0005228988e+00;1.0004740267e+00;1.0003938038e+00;1.0004112730e+00;1.0003525180e+00;1.0004614292e+00;1.0006531576e+00;1.0004783313e+00;1.0005032097e+00;1.0003897026e+00;1.0003974523e+00
9.8304000000e-03;1.0005283125e+00;1.0004020224e+00;1.0002957513e+00;1.0003596313e+00;1.0003768132e+00;1.0002821974e+00;1.0002797875e+00;1.0011618494e+00;1.0004641511e+00;1.0005550301e+00;1.0003067219e+00;1.0003364823e+00;1.0002306037e+00;1.0005010229e+00;1.0005749324e+00;1.0004940204e+00;1.0004999001e+00;1.0002738231e+00;1.0004172388e+00
1.0649600000e-02;1.0005030699e+00;1.0003756740e+00;1.0002883764e+00;1.0003699627e+00;1.0002498084e+00;1.0002821023e+00;1.0002041938e+00;1.0011958414e+00;1.0003901519e+00;1.0005243154e+00;1.0002983773e+00;1.0002491542e+00;1.0002339683e+00;1.0006017968e+00;1.0004980724e+00;1.0004092208e+00;1.0004396838e+00;1.0003064327e+00;1.0003265224e+00
1.1468800000e-02;1.0003732973e+00;1.0002983739e+00;1.0003321417e+00;1.0004443541e+00;1.0001989584e+00;1.0002145510e+00;1.0002076171e+00;1.0011452099e+00;1.0004290448e+00;1.0003946553e+00;1.0003128038e+00;1.0002585011e+00;1.0002774356e+00;1.0005190324e+00;1.0005029771e+00;1.0003542248e+00;1.0004105419e+00;1.0002965235e+00;1.0004251074e+00
1.2288000000e-02;1.0003059437e+00;1.0003687901e+00;1.0002651815e+00;1.0003317717e+00;1.0002514215e+00;1.0002919075e+00;1.0002049915e+00;1.0011187108e+00;1.0003534814e+00;1.0003741689e+00;1.0002357113e+00;1.0002900854e+00;1.0002697137e+00;1.0004646130e+00;1.0004759919e+00;1.0002596331e+00;1.0003634571e+00;1.0003272418e+00;1.0003074110e+00
1.3107200000e-02;1.0002865578e+00;1.0003583867e+00;1.0003207681e+00;1.0002935562e+00;1.0002924038e+00;1.0003433422e+00;1.0001557020e+00;1.0010470212e+00;1.0002760832e+00;1.0002575119e+00;1.0002286403e+00;1.0003007737e+00;1.0002528677e+00;1.0004445537e+00;1.0003553868e+00;1.0001950309e+00;1.0003921487e+00;1.0002788874e+00;1.0002346791e+00
1.4745600000e-02;1.0002368135e+00;1.0003567325e+00;1.0002754953e+00;1.0003092429e+00;1.0002363345e+00;1.0002270037e+00;1.0001361773e+00;1.0010306300e+00;1.0002685879e+00;1.0001809337e+00;1.0000561517e+00;1.0002101152e+00;1.0002493765e+00;1.0003833559e+00;1.0002659170e+00;1.0002957632e+00;1.0003144724e+00;1.0001605587e+00;1.0002485215e+00
1.6384000000e-02;1.0002622169e+00;1.0002801451e+00;1.0001678281e+00;1.0002644640e+00;1.0003027945e+00;1.0001477808e+00;1.0001646371e+00;1.0009806503e+00;1.0002561192e+00;1.0002448027e+00;1.0001462187e+00;1.0003349343e+00;1.0002377348e+00;1.0004256085e+00;1.0002656481e+00;1.0003392699e+00;1.0002118684e+00;1.0001326716e+00;1.0001364340e+00
1.8022400000e-02;1.0002650673e+00;1.0001617173e+00;1.0001417616e+00;1.0001737066e+00;1.0002374667e+00;1.0001266012e+00;1.0001062883e+00;1.0010131828e+00;1.0001276858e+00;1.0002019115e+00;1.0000562195e+00;1.0003273425e+00;1.0002578512e+00;1.0003038913e+00;1.0002167464e+00;1.0002796110e+00;1.0001707773e+00;1.0000503977e+00;1.0001364823e+00
1.9660800000e-02;1.0002243735e+00;1.0001878743e+00;1.0001200787e+00;1.0001005133e+00;1.0001986611e+00;1.0001509378e+00;1.0000766279e+00;1.0010682408e+00;1.0001168065e+00;1.0002502040e+00;1.0000015924e+00;1.0002964567e+00;1.0002924469e+00;1.0001788587e+00;1.0001716889e+00;1.0002119249e+00;1.0002156921e+00;1.0001049061e+00;1.0001271235e+00
2.1299200000e-02;1.0002083589e+00;1.0000834593e+00;1.0001160373e+00;1.0001762734e+00;1.0001990651e+00;1.0001767398e+00;1.0002148046e+00;1.0010941090e+00;1.0001510915e+00;1.0002067088e+00;9.9999525287e-01;1.0002575994e+00;1.0001599012e+00;1.0002503080e+00;1.0002633751e+00;1.0002054798e+00;1.0001978538e+00;1.0000445261e+00;1.0001843043e+00
2.2937600000e-02;1.0001153505e+00;1.0001429498e+00;1.0001511963e+00;1.0001643375e+00;1.0001985172e+00;1.0001185906e+00;1.0001253785e+00;1.0011056505e+00;1.0001838303e+00;1.0001217917e+00;1.0000377888e+00;1.0000818923e+00;1.0001181238e+00;1.0001446300e+00;1.0001506655e+00;1.0002206987e+00;1.0001986781e+00;1.0000134513e+00;1.0001158084e+00
2.4576000000e-02;1.0001360922e+00;1.0001470009e+00;1.0001749219e+00;1.0001689043e+00;1.0001360937e+00;9.9999117296e-01;1.0001084940e+00;1.0009684239e+00;1.0002177703e+00;1.0001636012e+00;9.9993892439e-01;1.0001280259e+00;1.0002412522e+00;1.0001560245e+00;1.0001780378e+00;1.0002638681e+00;1.0002047391e+00;1.0001501810e+00;1.0001309319e+00
2.6214400000e-02;1.0002421528e+00;1.0001017301e+00;1.0001220102e+00;1.0001903348e+00;1.0002098236e+00;1.0000947879e+00;1.0002205515e+00;1.0010291563e+00;1.0001573140e+00;1.0001818750e+00;9.9996713898e-01;1.0001105057e+00;1.0002358172e+00;1.0001061008e+00;1.0001345336e+00;1.0002340718e+00;1.0002067535e+00;1.0000630353e+00;1.0001295120e+00
2.9491200000e-02;1.0002030639e+00;1.0001701183e+00;1.0000991568e+00;1.0002521126e+00;1.0000527745e+00;1.0001073023e+00;1.0001411118e+00;1.0010975087e+00;1.0002019377e+00;1.0000749241e+00;9.9993585809e-01;1.0001513509e+00;1.0001826435e+00;1.0001176389e+00;1.0002460383e+00;1.0001006099e+00;1.0001108744e+00;9.9996140135e-01;1.0001140409e+00
3.2768000000e-02;1.0002282952e+00;1.0001703575e+00;1.0000642808e+00;1.0001656291e+00;1.0000712736e+00;1.0001045863e+00;1.0001194585e+00;1.0010118924e+00;1.0002644048e+00;1.0000544045e+00;1.0000039881e+00;1.0001132054e+00;1.0001086442e+00;1.0001762528e+00;1.0002165939e+00;1.0000352219e+00;1.0001428398e+00;9.9988952664e-01;1.0000865757e+00
3.6044800000e-02;1.0001938885e+00;1.0001510118e+00;1.0001067102e+00;1.0000891847e+00;1.0000225838e+00;1.0001414504e+00;1.0001677796e+00;1.0010156826e+00;1.0001194034e+00;1.0000913369e+00;1.0000422811e+00;1.0001109375e+00;1.0000662226e+00;1.0001449829e+00;1.0002594533e+00;1.0000959311e+00;1.0002367432e+00;9.9985149428e-01;1.0000144887e+00
3.9321600000e-02;1.0002384206e+00;1.0000792426e+00;1.0001109219e+00;1.0000438928e+00;1.0000119869e+00;1.0000720158e+00;1.0001696408e+00;1.0009558272e+00;1.0000420560e+00;9.9996909028e-01;9.9994352850e-01;1.0000730815e+00;1.0000345168e+00;1.0000758853e+00;1.0001504825e+00;1.0001173368e+00;1.0000710365e+00;9.9993603677e-01;1.0000108930e+00
4.2598400000e-02;1.0001673456e+00;1.0001508810e+00;1.0001210015e+00;1.0000321042e+00;1.0000219750e+00;1.0000109986e+00;1.0001053016e+00;1.0010065413e+00;1.0001244652e+00;9.9999856511e-01;9.9993464088e-01;1.0000877658e+00;1.0000208002e+00;1.0001252339e+00;1.0001020860e+00;1.0001716671e+00;1.0000565963e+00;1.0000391540e+00;1.0001074319e+00
