;06_mNG_3_1_1_1;06_mNG_3_2_1_1;06_mNG_3_3_1_1;06_mNG_3_4_1_1;06_mNG_3_5_1_1;06_mNG_3_6_1_1;06_mNG_3_7_1_1;06_mNG_3_8_1_1;06_mNG_3_9_1_1;06_mNG_3_10_1_1;06_mNG_3_11_1_1;06_mNG_3_12_1_1;06_mNG_3_13_1_1;06_mNG_3_14_1_1;06_mNG_3_15_1_1;06_mNG_3_16_1_1;06_mNG_3_17_1_1;06_mNG_3_18_1_1;06_mNG_3_19_1_1;06_mNG_3_20_1_1
2.0480000000e-04;1.0353948455e+00;1.0315746018e+00;1.0336768647e+00;1.0346891402e+00;1.0358285255e+00;1.0372689657e+00;1.0381378638e+00;1.0390351616e+00;1.0399069305e+00;1.0397171903e+00;1.0410013548e+00;1.0411718973e+00;1.0403578479e+00;1.0401107649e+00;1.0406481084e+00;1.0414853700e+00;1.0414532691e+00;1.0417230844e+00;1.0420869460e+00;1.0412413353e+00
2.3040000000e-04;1.0333148012e+00;1.0289408389e+00;1.0313710442e+00;1.0321741827e+00;1.0328464894e+00;1.0344930793e+00;1.0355726864e+00;1.0360664240e+00;1.0369247894e+00;1.0366430883e+00;1.0378711237e+00;1.0388537089e+00;1.0376499105e+00;1.0374982923e+00;1.0382935119e+00;1.0387892044e+00;1.0382385107e+00;1.0388144512e+00;1.0389750678e+00;1.0383086703e+00
2.5600000000e-04;1.0311708931e+00;1.0272010962e+00;1.0291353402e+00;1.0302116194e+00;1.0310190533e+00;1.0322355509e+00;1.0330890348e+00;1.0338537723e+00;1.0345572759e+00;1.0341967656e+00;1.0351720876e+00;1.0361216665e+00;1.0352905925e+00;1.0342751757e+00;1.0361248544e+00;1.0359315022e+00;1.0357658853e+00;1.0363771978e+00;1.0365256911e+00;1.0360123989e+00
2.8160000000e-04;1.0294504522e+00;1.0254957833e+00;1.0275119822e+00;1.0286540829e+00;1.0291508680e+00;1.0302652579e+00;1.0311691899e+00;1.0314677848e+00;1.0324882379e+00;1.0319910598e+00;1.0335589768e+00;1.0337646932e+00;1.0334744791e+00;1.0326460875e+00;1.0337282144e+00;1.0340764068e+00;1.0336643801e+00;1.0340761965e+00;1.0341375293e+00;1.0339481915e+00
3.0720000000e-04;1.0280698112e+00;1.0237659813e+00;1.0257335735e+00;1.0270286516e+00;1.0272995104e+00;1.0282677004e+00;1.0294294466e+00;1.0296429436e+00;1.0304424497e+00;1.0303148530e+00;1.0314370876e+00;1.0315896201e+00;1.0315147996e+00;1.0311648991e+00;1.0316582894e+00;1.0321447628e+00;1.0318093325e+00;1.0318937790e+00;1.0326553237e+00;1.0318353173e+00
3.3280000000e-04;1.0270242568e+00;1.0226295706e+00;1.0244995063e+00;1.0253602789e+00;1.0259515931e+00;1.0266477198e+00;1.0279804975e+00;1.0281970003e+00;1.0284658044e+00;1.0287515504e+00;1.0297403639e+00;1.0301803176e+00;1.0298791658e+00;1.0297411467e+00;1.0301592508e+00;1.0304842469e+00;1.0303964603e+00;1.0302777822e+00;1.0304797275e+00;1.0300634176e+00
3.5840000000e-04;1.0261823938e+00;1.0214358996e+00;1.0233156861e+00;1.0239139336e+00;1.0244070868e+00;1.0251259558e+00;1.0264869006e+00;1.0267581979e+00;1.0273327038e+00;1.0270221409e+00;1.0284818957e+00;1.0284689537e+00;1.0286245688e+00;1.0276422438e+00;1.0282588725e+00;1.0287336016e+00;1.0287426369e+00;1.0285925791e+00;1.0291214294e+00;1.0287104519e+00
3.8400000000e-04;1.0249233953e+00;1.0203940492e+00;1.0220087707e+00;1.0227387117e+00;1.0237468489e+00;1.0238858297e+00;1.0249947624e+00;1.0253048463e+00;1.0264532134e+00;1.0262547660e+00;1.0268063563e+00;1.0267008013e+00;1.0271132174e+00;1.0262510051e+00;1.0275165944e+00;1.0269674255e+00;1.0273294816e+00;1.0271259479e+00;1.0277027268e+00;1.0272580476e+00
4.0960000000e-04;1.0241789288e+00;1.0195428568e+00;1.0210764617e+00;1.0214227087e+00;1.0225237185e+00;1.0224941487e+00;1.0237532485e+00;1.0242961777e+00;1.0249756391e+00;1.0250318122e+00;1.0255266511e+00;1.0257636982e+00;1.0256556496e+00;1.0250143999e+00;1.0262572322e+00;1.0256865504e+00;1.0260811518e+00;1.0260504401e+00;1.0262221618e+00;1.0257813659e+00
4.6080000000e-04;1.0218459065e+00;1.0181914147e+00;1.0195327515e+00;1.0198595466e+00;1.0206504926e+00;1.0205783383e+00;1.0219044714e+00;1.0220922228e+00;1.0227148943e+00;1.0229487219e+00;1.0234172296e+00;1.0234181006e+00;1.0233257489e+00;1.0233039679e+00;1.0241291798e+00;1.0234495520e+00;1.0238221635e+00;1.0236437329e+00;1.0238178560e+00;1.0235999784e+00
5.1200000000e-04;1.0205858856e+00;1.0168040282e+00;1.0180454391e+00;1.0181651491e+00;1.0190805815e+00;1.0190235656e+00;1.0201292369e+00;1.0202179730e+00;1.0212265423e+00;1.0208069972e+00;1.0215359190e+00;1.0216920507e+00;1.0214276206e+00;1.0213775229e+00;1.0221067213e+00;1.0219489071e+00;1.0216649726e+00;1.0220114347e+00;1.0223281056e+00;1.0217848631e+00
5.6320000000e-04;1.0193605310e+00;1.0154607752e+00;1.0167236447e+00;1.0167581383e+00;1.0178423544e+00;1.0176222142e+00;1.0185032065e+00;1.0186047763e+00;1.0195946324e+00;1.0192251017e+00;1.0196662402e+00;1.0200094662e+00;1.0198282369e+00;1.0195802892e+00;1.0204555795e+00;1.0201701446e+00;1.0204123430e+00;1.0201769735e+00;1.0201301398e+00;1.0202905868e+00
6.1440000000e-04;1.0182573103e+00;1.0146130982e+00;1.0155925670e+00;1.0154837381e+00;1.0165779378e+00;1.0162629270e+00;1.0173292134e+00;1.0173486068e+00;1.0180927600e+00;1.0183740631e+00;1.0187059130e+00;1.0183629182e+00;1.0187377222e+00;1.0181545769e+00;1.0190186092e+00;1.0190955261e+00;1.0190522063e+00;1.0188276585e+00;1.0188969128e+00;1.0186757272e+00
6.6560000000e-04;1.0174531939e+00;1.0136800445e+00;1.0146224728e+00;1.0147167991e+00;1.0156110640e+00;1.0148805006e+00;1.0161324087e+00;1.0158331249e+00;1.0170584846e+00;1.0169108077e+00;1.0174132598e+00;1.0172821063e+00;1.0177777477e+00;1.0168464620e+00;1.0175635038e+00;1.0174005719e+00;1.0179416051e+00;1.0177348408e+00;1.0175487108e+00;1.0176654213e+00
7.1680000000e-04;1.0163703589e+00;1.0128443922e+00;1.0137945839e+00;1.0138676856e+00;1.0143315964e+00;1.0141066750e+00;1.0154651484e+00;1.0149472715e+00;1.0160866224e+00;1.0158557814e+00;1.0163860675e+00;1.0159247670e+00;1.0165691396e+00;1.0160644690e+00;1.0165466394e+00;1.0162581815e+00;1.0169635313e+00;1.0165055132e+00;1.0163665181e+00;1.0167270564e+00
7.6800000000e-04;1.0156477995e+00;1.0119690740e+00;1.0130813424e+00;1.0128032876e+00;1.0136621944e+00;1.0132338175e+00;1.0144630472e+00;1.0144499115e+00;1.0151339204e+00;1.0147759111e+00;1.0157511503e+00;1.0150580985e+00;1.0159355917e+00;1.0149496665e+00;1.0158810079e+00;1.0154850704e+00;1.0157139044e+00;1.0157341336e+00;1.0157131796e+00;1.0157114646e+00
8.1920000000e-04;1.0152084625e+00;1.0114919980e+00;1.0127106874e+00;1.0123987807e+00;1.0128738445e+00;1.0127305545e+00;1.0137424240e+00;1.0137831027e+00;1.0146751950e+00;1.0143095182e+00;1.0152859223e+00;1.0145509792e+00;1.0153106323e+00;1.0145036921e+00;1.0152117840e+00;1.0149865256e+00;1.0148108467e+00;1.0147651096e+00;1.0147918600e+00;1.0149764990e+00
9.2160000000e-04;1.0141096564e+00;1.0102875928e+00;1.0112426036e+00;1.0109545278e+00;1.0110773168e+00;1.0113067630e+00;1.0124583322e+00;1.0122588653e+00;1.0128353526e+00;1.0128868438e+00;1.0134234969e+00;1.0127165681e+00;1.0133702464e+00;1.0125676766e+00;1.0135964317e+00;1.0128725320e+00;1.0131159069e+00;1.0132513490e+00;1.0138684609e+00;1.0135084378e+00
1.0240000000e-03;1.0130447634e+00;1.0094720671e+00;1.0103634603e+00;1.0100814243e+00;1.0103671514e+00;1.0102663996e+00;1.0110238838e+00;1.0108839370e+00;1.0114762858e+00;1.0116595621e+00;1.0122046133e+00;1.0114737887e+00;1.0121524640e+00;1.0113374407e+00;1.0117745688e+00;1.0119044769e+00;1.0118664661e+00;1.0118726585e+00;1.0121287297e+00;1.0121123082e+00
1.1264000000e-03;1.0122430830e+00;1.0084745221e+00;1.0095325514e+00;1.0091730219e+00;1.0093845902e+00;1.0091533392e+00;1.0101082992e+00;1.0100743069e+00;1.0104069271e+00;1.0104833318e+00;1.0114967302e+00;1.0107099190e+00;1.0112354054e+00;1.0104036957e+00;1.0109807471e+00;1.0112000971e+00;1.0108525178e+00;1.0106323681e+00;1.0113377304e+00;1.0109990752e+00
1.2288000000e-03;1.0116350633e+00;1.0076625254e+00;1.0085059505e+00;1.0083761729e+00;1.0087890273e+00;1.0083766218e+00;1.0089480798e+00;1.0095479017e+00;1.0091422661e+00;1.0098449023e+00;1.0104641319e+00;1.0095308615e+00;1.0102086446e+00;1.0094887104e+00;1.0102067298e+00;1.0102545015e+00;1.0098408195e+00;1.0101887697e+00;1.0103904953e+00;1.0103529680e+00
1.3312000000e-03;1.0112999486e+00;1.0073142588e+00;1.0079845734e+00;1.0074771188e+00;1.0084055966e+00;1.0079641076e+00;1.0088232111e+00;1.0088250460e+00;1.0082728399e+00;1.0090383660e+00;1.0093640598e+00;1.0089974340e+00;1.0094473584e+00;1.0091177243e+00;1.0095298948e+00;1.0098063219e+00;1.0089417350e+00;1.0092530622e+00;1.0097520612e+00;1.0093297184e+00
1.4336000000e-03;1.0104727343e+00;1.0066031218e+00;1.0073441969e+00;1.0069728050e+00;1.0078395143e+00;1.0072752886e+00;1.0079959805e+00;1.0081650391e+00;1.0077601947e+00;1.0089501637e+00;1.0088965935e+00;1.0086756535e+00;1.0089097031e+00;1.0079536797e+00;1.0090542102e+00;1.0095330334e+00;1.0085210718e+00;1.0084779423e+00;1.0089498832e+00;1.0089473037e+00
1.5360000000e-03;1.0100817878e+00;1.0064264134e+00;1.0069028600e+00;1.0068685465e+00;1.0072990270e+00;1.0067843165e+00;1.0073973955e+00;1.0076655040e+00;1.0074885061e+00;1.0082613858e+00;1.0086017412e+00;1.0082868709e+00;1.0086396699e+00;1.0072958365e+00;1.0084524191e+00;1.0089151259e+00;1.0079130054e+00;1.0078583754e+00;1.0082915930e+00;1.0084857900e+00
1.6384000000e-03;1.0102907682e+00;1.0058349011e+00;1.0065354513e+00;1.0066111814e+00;1.0072607520e+00;1.0067600623e+00;1.0068980511e+00;1.0075363949e+00;1.0070163043e+00;1.0083395738e+00;1.0080584634e+00;1.0077794668e+00;1.0082326577e+00;1.0071401410e+00;1.0079172289e+00;1.0082290655e+00;1.0072917489e+00;1.0076200679e+00;1.0074749775e+00;1.0081281478e+00
1.8432000000e-03;1.0092402879e+00;1.0051022091e+00;1.0058416236e+00;1.0057915799e+00;1.0061501435e+00;1.0061854146e+00;1.0061758641e+00;1.0067389866e+00;1.0065106371e+00;1.0072851511e+00;1.0071855300e+00;1.0068487148e+00;1.0072864846e+00;1.0064940264e+00;1.0068176877e+00;1.0072718459e+00;1.0061161089e+00;1.0069583991e+00;1.0066879076e+00;1.0069242845e+00
2.0480000000e-03;1.0087353799e+00;1.0046213252e+00;1.0049917052e+00;1.0047337577e+00;1.0057675550e+00;1.0056151484e+00;1.0056590051e+00;1.0061405384e+00;1.0058600899e+00;1.0063155145e+00;1.0064745572e+00;1.0059440900e+00;1.0067042568e+00;1.0058437473e+00;1.0061347286e+00;1.0063874904e+00;1.0057304981e+00;1.0059837450e+00;1.0060700932e+00;1.0062718427e+00
2.2528000000e-03;1.0085189007e+00;1.0040185501e+00;1.0043687278e+00;1.0045878140e+00;1.0053130817e+00;1.0051108247e+00;1.0052514609e+00;1.0053134696e+00;1.0052951661e+00;1.0058384200e+00;1.0060647638e+00;1.0055299256e+00;1.0058697846e+00;1.0052488510e+00;1.0054582433e+00;1.0058108369e+00;1.0050390801e+00;1.0051864809e+00;1.0056622106e+00;1.0060291783e+00
2.4576000000e-03;1.0081283830e+00;1.0036573115e+00;1.0044344925e+00;1.0042067895e+00;1.0046096024e+00;1.0046558803e+00;1.0046762667e+00;1.0048538987e+00;1.0046874111e+00;1.0054273892e+00;1.0054852997e+00;1.0054989252e+00;1.0055004847e+00;1.0047200950e+00;1.0051484056e+00;1.0054335742e+00;1.0042634092e+00;1.0049807057e+00;1.0049901212e+00;1.0057403223e+00
2.6624000000e-03;1.0078805189e+00;1.0034633179e+00;1.0041729465e+00;1.0039791691e+00;1.0040148123e+00;1.0039947338e+00;1.0046598613e+00;1.0044760740e+00;1.0043681164e+00;1.0048201380e+00;1.0048749818e+00;1.0050650720e+00;1.0046831207e+00;1.0047295171e+00;1.0044472666e+00;1.0048093351e+00;1.0041545052e+00;1.0045017868e+00;1.0044429885e+00;1.0050212479e+00
2.8672000000e-03;1.0075045058e+00;1.0033633991e+00;1.0033702477e+00;1.0038425611e+00;1.0036281692e+00;1.0036887928e+00;1.0038501572e+00;1.0039326721e+00;1.0041861158e+00;1.0044039447e+00;1.0042566244e+00;1.0044417945e+00;1.0044149145e+00;1.0043344179e+00;1.0038913562e+00;1.0044151057e+00;1.0041356634e+00;1.0041832469e+00;1.0041034164e+00;1.0046478328e+00
3.0720000000e-03;1.0073680564e+00;1.0030897991e+00;1.0032206855e+00;1.0033762860e+00;1.0031042420e+00;1.0034175729e+00;1.0033602406e+00;1.0035173390e+00;1.0036245871e+00;1.0037557780e+00;1.0036615184e+00;1.0041746249e+00;1.0038952170e+00;1.0038601961e+00;1.0035134799e+00;1.0042202995e+00;1.0041189459e+00;1.0037072209e+00;1.0039315192e+00;1.0047299548e+00
3.2768000000e-03;1.0072669852e+00;1.0028309363e+00;1.0031159088e+00;1.0031687318e+00;1.0029598525e+00;1.0035178281e+00;1.0030189161e+00;1.0030402450e+00;1.0034648438e+00;1.0038051284e+00;1.0036317431e+00;1.0036601858e+00;1.0036899727e+00;1.0034645151e+00;1.0032252639e+00;1.0043538190e+00;1.0038042252e+00;1.0034084221e+00;1.0031543802e+00;1.0043708331e+00
3.6864000000e-03;1.0068423444e+00;1.0025730706e+00;1.0029609496e+00;1.0026514919e+00;1.0027495263e+00;1.0029081948e+00;1.0026999834e+00;1.0023309201e+00;1.0029290778e+00;1.0029275068e+00;1.0027681569e+00;1.0029962130e+00;1.0033162044e+00;1.0029230172e+00;1.0031935848e+00;1.0033556677e+00;1.0031611348e+00;1.0028386444e+00;1.0033299636e+00;1.0035939526e+00
4.0960000000e-03;1.0064990375e+00;1.0024546422e+00;1.0026339134e+00;1.0025300139e+00;1.0024023432e+00;1.0024202042e+00;1.0025648371e+00;1.0021230296e+00;1.0028152747e+00;1.0026713598e+00;1.0028464575e+00;1.0026745548e+00;1.0028614465e+00;1.0029486127e+00;1.0028813137e+00;1.0031936142e+00;1.0024273878e+00;1.0027582547e+00;1.0032028502e+00;1.0029741067e+00
4.5056000000e-03;1.0061815387e+00;1.0019381496e+00;1.0023726137e+00;1.0021149941e+00;1.0023991141e+00;1.0019274657e+00;1.0022679595e+00;1.0020481616e+00;1.0024924547e+00;1.0021783229e+00;1.0023152499e+00;1.0025366822e+00;1.0023866445e+00;1.0025885912e+00;1.0023762765e+00;1.0027894937e+00;1.0026245663e+00;1.0026609088e+00;1.0028377183e+00;1.0024440656e+00
4.9152000000e-03;1.0061428943e+00;1.0018616785e+00;1.0020978011e+00;1.0020783193e+00;1.0021139888e+00;1.0016982680e+00;1.0019987391e+00;1.0019159565e+00;1.0020633927e+00;1.0021959080e+00;1.0021259447e+00;1.0025849465e+00;1.0021024817e+00;1.0019261347e+00;1.0019680483e+00;1.0026155974e+00;1.0021130720e+00;1.0024738308e+00;1.0027246145e+00;1.0022530552e+00
5.3248000000e-03;1.0059171619e+00;1.0018126828e+00;1.0017097701e+00;1.0018944314e+00;1.0021306977e+00;1.0014619469e+00;1.0018813634e+00;1.0017497005e+00;1.0016570047e+00;1.0019946184e+00;1.0017423614e+00;1.0027327060e+00;1.0016336628e+00;1.0017926869e+00;1.0019948391e+00;1.0023599368e+00;1.0016042196e+00;1.0022939612e+00;1.0023722739e+00;1.0024323790e+00
5.7344000000e-03;1.0052809387e+00;1.0019844141e+00;1.0019072352e+00;1.0016529165e+00;1.0015904147e+00;1.0014687365e+00;1.0020041529e+00;1.0013651676e+00;1.0015320836e+00;1.0016358797e+00;1.0014270911e+00;1.0020133132e+00;1.0017856649e+00;1.0014718680e+00;1.0017828526e+00;1.0024747274e+00;1.0016457380e+00;1.0019546502e+00;1.0024163595e+00;1.0023658118e+00
6.1440000000e-03;1.0052906195e+00;1.0021339603e+00;1.0016718108e+00;1.0017856592e+00;1.0016139633e+00;1.0012195571e+00;1.0018888223e+00;1.0011916427e+00;1.0014945873e+00;1.0016249848e+00;1.0014804007e+00;1.0016420525e+00;1.0017238965e+00;1.0015883995e+00;1.0013617811e+00;1.0016631807e+00;1.0016590351e+00;1.0017750457e+00;1.0021847042e+00;1.0020148165e+00
6.5536000000e-03;1.0054022475e+00;1.0018140071e+00;1.0015452059e+00;1.0018030075e+00;1.0013580822e+00;1.0014803568e+00;1.0016884779e+00;1.0013238523e+00;1.0013124904e+00;1.0017972793e+00;1.0013925061e+00;1.0017839004e+00;1.0019506379e+00;1.0012387515e+00;1.0016594022e+00;1.0017153114e+00;1.0018346479e+00;1.0015319865e+00;1.0020683938e+00;1.0017467144e+00
7.3728000000e-03;1.0051671735e+00;1.0015301347e+00;1.0014666445e+00;1.0016132402e+00;1.0010969180e+00;1.0011987685e+00;1.0014151943e+00;1.0011671746e+00;1.0010663396e+00;1.0018091459e+00;1.0014158936e+00;1.0013753535e+00;1.0016343702e+00;1.0010264265e+00;1.0012230633e+00;1.0014913789e+00;1.0012898958e+00;1.0014027194e+00;1.0016596972e+00;1.0010021269e+00
8.1920000000e-03;1.0051555620e+00;1.0012078096e+00;1.0011844565e+00;1.0012552006e+00;1.0011802999e+00;1.0006252580e+00;1.0013681170e+00;1.0010397779e+00;1.0009502353e+00;1.0014412700e+00;1.0010417522e+00;1.0010919443e+00;1.0017289329e+00;1.0008900290e+00;1.0012240172e+00;1.0006814150e+00;1.0008081280e+00;1.0014958574e+00;1.0011773942e+00;1.0006700320e+00
9.0112000000e-03;1.0047503478e+00;1.0011850917e+00;1.0009060603e+00;1.0014460671e+00;1.0011789686e+00;1.0006769400e+00;1.0010843402e+00;1.0009747297e+00;1.0007990867e+00;1.0011072094e+00;1.0010525073e+00;1.0010162223e+00;1.0012489466e+00;1.0010839978e+00;1.0012880016e+00;1.0011505273e+00;1.0007736355e+00;1.0010932675e+00;1.0008603696e+00;1.0008757379e+00
9.8304000000e-03;1.0045587779e+00;1.0011491985e+00;1.0007766982e+00;1.0009548110e+00;1.0006649614e+00;1.0004764389e+00;1.0010681614e+00;1.0010178989e+00;1.0005717116e+00;1.0009217782e+00;1.0013726362e+00;1.0006420394e+00;1.0007383290e+00;1.0009116123e+00;1.0009152632e+00;1.0011235232e+00;1.0007581366e+00;1.0011243163e+00;1.0006192218e+00;1.0010324400e+00
1.0649600000e-02;1.0046054367e+00;1.0012154180e+00;1.0008127790e+00;1.0010370951e+00;1.0008151720e+00;1.0005691112e+00;1.0007002220e+00;1.0004631865e+00;1.0003220781e+00;1.0008542635e+00;1.0008847689e+00;1.0004212039e+00;1.0009548179e+00;1.0009232250e+00;1.0004778332e+00;1.0007271030e+00;1.0005830419e+00;1.0012528323e+00;1.0005073904e+00;1.0010570219e+00
1.1468800000e-02;1.0046253496e+00;1.0009696535e+00;1.0012821211e+00;1.0009528125e+00;1.0009621450e+00;9.9995374309e-01;1.0006224229e+00;1.0006828581e+00;1.0003225051e+00;1.0008923140e+00;1.0009244980e+00;1.0005471398e+00;1.0009474216e+00;1.0007322183e+00;1.0005197353e+00;1.0006541223e+00;1.0004667512e+00;1.0009068458e+00;1.0001494133e+00;1.0010780824e+00
1.2288000000e-02;1.0048254533e+00;1.0005760550e+00;1.0014627177e+00;1.0007506478e+00;1.0008214856e+00;1.0000319593e+00;1.0005255876e+00;1.0005811257e+00;1.0004230287e+00;1.0007358612e+00;1.0009267373e+00;1.0010321154e+00;1.0009521873e+00;1.0007222044e+00;1.0004791771e+00;1.0008597150e+00;1.0002372580e+00;1.0008389602e+00;9.9993430097e-01;1.0007923890e+00
1.3107200000e-02;1.0046218235e+00;1.0006248645e+00;1.0009367174e+00;1.0007855152e+00;1.0006821776e+00;9.9971183686e-01;1.0008617531e+00;1.0006429854e+00;1.0004181793e+00;1.0008232705e+00;1.0011545601e+00;1.0010441053e+00;1.0007921473e+00;1.0007924340e+00;1.0000757794e+00;1.0006569985e+00;1.0000900745e+00;1.0006249010e+00;1.0002505295e+00;1.0006755481e+00
1.4745600000e-02;1.0043162637e+00;1.0008151925e+00;1.0005695034e+00;1.0005496516e+00;1.0007491771e+00;1.0000392794e+00;1.0005048533e+00;1.0002940355e+00;1.0004505466e+00;1.0002496033e+00;1.0007132768e+00;1.0009394378e+00;1.0007695437e+00;1.0008756777e+00;1.0005380089e+00;1.0005195344e+00;1.0001582497e+00;1.0006282009e+00;1.0001356547e+00;1.0008586324e+00
1.6384000000e-02;1.0046151181e+00;1.0005165054e+00;1.0004348727e+00;1.0004076785e+00;1.0006702898e+00;1.0000886406e+00;1.0005955320e+00;1.0004051832e+00;1.0000719710e+00;1.0004981607e+00;1.0007791806e+00;1.0007477558e+00;1.0005289878e+00;1.0011283586e+00;1.0004504737e+00;1.0005135306e+00;1.0004753802e+00;1.0004153987e+00;1.0001068798e+00;1.0003981101e+00
1.8022400000e-02;1.0043369340e+00;1.0007227524e+00;1.0006883281e+00;1.0004759166e+00;1.0004338798e+00;9.9990762816e-01;1.0006573138e+00;1.0003088682e+00;9.9990205765e-01;1.0001916281e+00;1.0002979755e+00;1.0008373770e+00;1.0001311484e+00;1.0004510640e+00;1.0003772432e+00;1.0007270911e+00;1.0004994271e+00;1.0001750415e+00;1.0002999392e+00;1.0003841843e+00
1.9660800000e-02;1.0042427924e+00;1.0009172995e+00;1.0006073294e+00;1.0004524445e+00;1.0006335946e+00;1.0000936739e+00;1.0007036029e+00;1.0001268344e+00;1.0001917201e+00;1.0001739159e+00;1.0004631411e+00;1.0006426812e+00;1.0004250038e+00;1.0005319991e+00;1.0003524787e+00;1.0008665295e+00;1.0004082724e+00;1.0005799068e+00;1.0002622484e+00;1.0006088760e+00
2.1299200000e-02;1.0039707690e+00;1.0004356842e+00;1.0003261778e+00;1.0002680526e+00;1.0003010343e+00;1.0002537835e+00;1.0005121052e+00;1.0001783225e+00;1.0002350922e+00;9.9993278180e-01;1.0007500863e+00;1.0002658565e+00;1.0004476236e+00;1.0007820685e+00;1.0002734553e+00;1.0009015093e+00;1.0002627831e+00;1.0006914802e+00;9.9991180787e-01;1.0005566762e+00
2.2937600000e-02;1.0040245885e+00;1.0003522949e+00;1.0006112322e+00;1.0004487218e+00;1.0000847513e+00;1.0002642842e+00;1.0002829053e+00;1.0001111301e+00;1.0005247860e+00;1.0002616598e+00;1.0007997745e+00;1.0003319822e+00;1.0000086809e+00;1.0006875282e+00;1.0005716361e+00;1.0004570960e+00;1.0002158793e+00;1.0002571028e+00;9.9968039650e-01;1.0006213151e+00
2.4576000000e-02;1.0037901738e+00;1.0007526464e+00;1.0005455920e+00;1.0004199467e+00;1.0002883183e+00;1.0001119741e+00;1.0005330711e+00;1.0002543921e+00;9.9999320732e-01;1.0004674266e+00;1.0008158963e+00;9.9987431427e-01;9.9972611684e-01;1.0003916369e+00;1.0004605867e+00;1.0001984787e+00;1.0004350942e+00;1.0002529363e+00;1.0004871359e+00;1.0002356477e+00
2.6214400000e-02;1.0041292315e+00;1.0003847942e+00;1.0007651739e+00;1.0004274321e+00;1.0004021473e+00;1.0000101641e+00;1.0005716501e+00;1.0005098400e+00;1.0000500909e+00;1.0006127992e+00;1.0004213796e+00;9.9980948478e-01;9.9995058825e-01;1.0002085556e+00;9.9991731306e-01;1.0001634941e+00;1.0000245583e+00;1.0003855747e+00;1.0001713153e+00;1.0004028359e+00
2.9491200000e-02;1.0038699314e+00;1.0005356109e+00;1.0004483131e+00;1.0006633018e+00;1.0002858491e+00;1.0002674537e+00;1.0005631870e+00;1.0004927525e+00;1.0003814336e+00;1.0002024448e+00;1.0002405731e+00;1.0002994114e+00;1.0002374581e+00;1.0001439899e+00;1.0003254143e+00;1.0003977637e+00;9.9998653794e-01;1.0001646279e+00;1.0003232818e+00;1.0004942733e+00
3.2768000000e-02;1.0037336674e+00;1.0004720070e+00;1.0003915405e+00;1.0005224322e+00;1.0004411804e+00;1.0002161522e+00;1.0003063896e+00;1.0003268425e+00;1.0004136799e+00;1.0004916996e+00;1.0005081480e+00;1.0001474492e+00;1.0002654645e+00;1.0002768131e+00;1.0000948250e+00;1.0003706052e+00;1.0000184729e+00;9.9984480517e-01;1.0003347718e+00;1.0004154789e+00
3.6044800000e-02;1.0039505705e+00;1.0004400178e+00;1.0003915409e+00;1.0004025175e+00;1.0003932880e+00;1.0002116019e+00;1.0000697539e+00;1.0002946497e+00;1.0001860275e+00;1.0002049838e+00;1.0002695252e+00;1.0003536789e+00;1.0005979669e+00;1.0004478160e+00;1.0000703011e+00;9.9978900864e-01;9.9974669395e-01;1.0002498041e+00;1.0005630673e+00;1.0006032538e+00
3.9321600000e-02;1.0045180472e+00;1.0003302621e+00;1.0004741323e+00;1.0004503761e+00;1.0002606743e+00;1.0000966050e+00;1.0000356700e+00;1.0005230022e+00;1.0000021399e+00;1.0000954604e+00;1.0000544791e+00;1.0005720908e+00;1.0003730465e+00;1.0001227714e+00;1.0001652286e+00;9.9997663553e-01;9.9992944253e-01;1.0003541905e+00;1.0004744526e+00;1.0002210979e+00
4.2598400000e-02;1.0042876082e+00;1.0001017078e+00;1.0003143291e+00;1.0001159408e+00;1.0002811102e+00;1.0001067056e+00;1.0001074463e+00;1.0005959746e+00;9.9996592234e-01;1.0000112028e+00;1.0001184861e+00;1.0001395596e+00;1.0001133296e+00;1.0001336679e+00;1.0003639027e+00;1.0002654992e+00;1.0001026558e+00;9.9999861752e-01;1.0003750540e+00;9.9994886949e-01
4.5875200000e-02;1.0043788542e+00;1.0001023111e+00;1.0001718269e+00;1.0001943936e+00;1.0001722532e+00;1.0005799571e+00;1.0001018968e+00;1.0001549769e+00;9.9994228766e-01;1.0000356556e+00;1.0001192683e+00;1.0001465197e+00;1.0000653462e+00;9.9971624448e-01;1.0000400868e+00;1.0002546947e+00;1.0001233870e+00;1.0001145367e+00;1.0005728946e+00;1.0000597342e+00
4.9152000000e-02;1.0039646734e+00;1.0004095744e+00;1.0003204249e+00;1.0001530566e+00;1.0004249305e+00;1.0001566275e+00;1.0001005455e+00;1.0002293565e+00;9.9961503040e-01;9.9967255351e-01;1.0001169244e+00;1.0005308693e+00;1.0000965501e+00;9.9945819741e-01;9.9957002640e-01;1.0000474918e+00;1.0002771931e+00;9.9989208071e-01;1.0001780385e+00;1.0002040874e+00
5.2428800000e-02;1.0038772461e+00;1.0005065313e+00;1.0000881176e+00;1.0003334146e+00;1.0001109990e+00;9.9993122315e-01;1.0000646736e+00;9.9973216256e-01;1.0000545037e+00;9.9951224103e-01;1.0000657968e+00;1.0000781150e+00;9.9999751473e-01;9.9978117049e-01;9.9950368171e-01;9.9992827479e-01;1.0002313308e+00;1.0002817957e+00;9.9994245516e-01;1.0002599235e+00
