;06_mNG_1_1_1_1;06_mNG_1_2_1_1;06_mNG_1_3_1_1;06_mNG_1_4_1_1;06_mNG_1_5_1_1;06_mNG_1_6_1_1;06_mNG_1_7_1_1;06_mNG_1_8_1_1;06_mNG_1_9_1_1;06_mNG_1_10_1_1;06_mNG_1_11_1_1;06_mNG_1_12_1_1;06_mNG_1_13_1_1;06_mNG_1_14_1_1;06_mNG_1_15_1_1;06_mNG_1_16_1_1;06_mNG_1_17_1_1;06_mNG_1_18_1_1;06_mNG_1_19_1_1;06_mNG_1_20_1_1
2.2000000000e-06;1.0921386571e+00;1.0931713161e+00;1.0977639264e+00;1.1045622676e+00;1.1064681842e+00;1.1090083070e+00;1.1119869879e+00;1.1142432239e+00;1.1161656611e+00;1.1202560728e+00;1.1188278605e+00;1.1195529089e+00;1.1228152563e+00;1.1233874807e+00;1.1262878237e+00;1.1225699272e+00;1.1283102251e+00;1.1262575310e+00;1.1285454041e+00;1.1268434699e+00
2.4000000000e-06;1.0921742371e+00;1.0937075087e+00;1.0992006854e+00;1.1068225415e+00;1.1084430068e+00;1.1123237993e+00;1.1111978633e+00;1.1163470791e+00;1.1155837357e+00;1.1177676071e+00;1.1188397399e+00;1.1190918830e+00;1.1237552391e+00;1.1235327703e+00;1.1238810122e+00;1.1247213329e+00;1.1297294584e+00;1.1254353009e+00;1.1255409154e+00;1.1241667400e+00
2.6000000000e-06;1.0932358932e+00;1.0935180199e+00;1.0999370429e+00;1.1061003276e+00;1.1050772000e+00;1.1135949776e+00;1.1113893720e+00;1.1128965646e+00;1.1149131399e+00;1.1161880305e+00;1.1212459710e+00;1.1181483386e+00;1.1229191510e+00;1.1216366601e+00;1.1220193216e+00;1.1228149868e+00;1.1267475672e+00;1.1262526786e+00;1.1256932583e+00;1.1259161289e+00
2.8000000000e-06;1.0906541854e+00;1.0918944163e+00;1.0979094688e+00;1.1029012138e+00;1.1056135593e+00;1.1084164594e+00;1.1095184212e+00;1.1111194253e+00;1.1121438877e+00;1.1182694503e+00;1.1205003376e+00;1.1168393224e+00;1.1198116251e+00;1.1204234381e+00;1.1200043156e+00;1.1224588853e+00;1.1215700587e+00;1.1214527192e+00;1.1248398197e+00;1.1275777974e+00
3.0000000000e-06;1.0912722501e+00;1.0919159774e+00;1.0962278142e+00;1.1043066503e+00;1.1061933378e+00;1.1117819656e+00;1.1104948665e+00;1.1132630177e+00;1.1135853451e+00;1.1201914176e+00;1.1225537481e+00;1.1175654829e+00;1.1183786803e+00;1.1211111637e+00;1.1281494856e+00;1.1235222209e+00;1.1220745791e+00;1.1265186310e+00;1.1266415056e+00;1.1255050848e+00
3.2000000000e-06;1.0909750379e+00;1.0871419281e+00;1.0964418674e+00;1.1005102701e+00;1.1038604573e+00;1.1075912199e+00;1.1068088840e+00;1.1136294767e+00;1.1121552440e+00;1.1157926657e+00;1.1174567841e+00;1.1126041363e+00;1.1189803639e+00;1.1184304585e+00;1.1185928305e+00;1.1190240338e+00;1.1230932606e+00;1.1224317081e+00;1.1230157860e+00;1.1232393873e+00
3.6000000000e-06;1.0899363754e+00;1.0900466442e+00;1.0950504711e+00;1.0989266741e+00;1.1008269664e+00;1.1066712739e+00;1.1081992910e+00;1.1108722633e+00;1.1130932094e+00;1.1157498692e+00;1.1165336770e+00;1.1161143270e+00;1.1157726708e+00;1.1172766800e+00;1.1197975594e+00;1.1191539707e+00;1.1242862505e+00;1.1212903429e+00;1.1224493146e+00;1.1228849862e+00
4.0000000000e-06;1.0879957497e+00;1.0875625583e+00;1.0957671292e+00;1.0999112185e+00;1.0995733935e+00;1.1061794597e+00;1.1075670289e+00;1.1087595599e+00;1.1122360500e+00;1.1133423418e+00;1.1155398871e+00;1.1170590483e+00;1.1183292350e+00;1.1158685141e+00;1.1192745823e+00;1.1190847182e+00;1.1217766089e+00;1.1200940695e+00;1.1211741445e+00;1.1234401193e+00
4.4000000000e-06;1.0876216423e+00;1.0888588863e+00;1.0937379427e+00;1.0986681460e+00;1.0991400275e+00;1.1040486514e+00;1.1072659456e+00;1.1070486432e+00;1.1119938997e+00;1.1135585671e+00;1.1125350192e+00;1.1152245109e+00;1.1139905354e+00;1.1163322368e+00;1.1159673420e+00;1.1187001727e+00;1.1187490972e+00;1.1193984124e+00;1.1212252890e+00;1.1201894415e+00
4.8000000000e-06;1.0895749111e+00;1.0879168518e+00;1.0935324340e+00;1.0982061859e+00;1.0995011441e+00;1.1043226736e+00;1.1042218847e+00;1.1081524412e+00;1.1085311929e+00;1.1135400539e+00;1.1135946456e+00;1.1143012646e+00;1.1167247067e+00;1.1157923370e+00;1.1175905251e+00;1.1161815256e+00;1.1216197069e+00;1.1168878658e+00;1.1191154016e+00;1.1190340273e+00
5.2000000000e-06;1.0866427599e+00;1.0887503570e+00;1.0931780463e+00;1.0986606564e+00;1.1000947681e+00;1.1043643400e+00;1.1043779040e+00;1.1073819703e+00;1.1081583105e+00;1.1082115923e+00;1.1110284514e+00;1.1133397990e+00;1.1134576907e+00;1.1150077304e+00;1.1159916545e+00;1.1141327270e+00;1.1195737944e+00;1.1163375489e+00;1.1179202130e+00;1.1194050761e+00
5.6000000000e-06;1.0863181868e+00;1.0861006660e+00;1.0913422630e+00;1.0963443707e+00;1.0977043825e+00;1.1014688543e+00;1.1020963183e+00;1.1054160735e+00;1.1056857571e+00;1.1116587764e+00;1.1104639266e+00;1.1134819153e+00;1.1131604589e+00;1.1130474420e+00;1.1134303049e+00;1.1131435605e+00;1.1168887297e+00;1.1176356615e+00;1.1155720131e+00;1.1205029509e+00
6.0000000000e-06;1.0854880182e+00;1.0864318638e+00;1.0916428963e+00;1.0950938322e+00;1.0974284441e+00;1.1001736933e+00;1.1030253275e+00;1.1056864951e+00;1.1054993100e+00;1.1091610537e+00;1.1111027693e+00;1.1125335876e+00;1.1106026631e+00;1.1111186342e+00;1.1134181253e+00;1.1128876050e+00;1.1179197682e+00;1.1138804062e+00;1.1150367343e+00;1.1178387462e+00
6.4000000000e-06;1.0834253060e+00;1.0852288134e+00;1.0898525997e+00;1.0953887206e+00;1.0974781302e+00;1.1009832799e+00;1.1029867255e+00;1.1026941757e+00;1.1025447529e+00;1.1063534298e+00;1.1077333197e+00;1.1107850434e+00;1.1096978270e+00;1.1114104240e+00;1.1132295115e+00;1.1119319501e+00;1.1161395262e+00;1.1154021191e+00;1.1143342624e+00;1.1172622864e+00
7.2000000000e-06;1.0845028394e+00;1.0837658904e+00;1.0907195154e+00;1.0930031072e+00;1.0958284075e+00;1.0980669313e+00;1.1008055335e+00;1.1033041275e+00;1.1020320202e+00;1.1070390245e+00;1.1077744586e+00;1.1066873093e+00;1.1092279353e+00;1.1099690639e+00;1.1097153935e+00;1.1107035200e+00;1.1129024429e+00;1.1125077134e+00;1.1146723682e+00;1.1140247547e+00
8.0000000000e-06;1.0826608017e+00;1.0828053576e+00;1.0877416064e+00;1.0932635651e+00;1.0948465251e+00;1.0967993700e+00;1.0989604897e+00;1.1009535410e+00;1.1018228251e+00;1.1044944577e+00;1.1062108512e+00;1.1065170904e+00;1.1086026622e+00;1.1080045257e+00;1.1093880542e+00;1.1100793479e+00;1.1114536373e+00;1.1099561614e+00;1.1117703018e+00;1.1120698200e+00
8.8000000000e-06;1.0811181883e+00;1.0810372116e+00;1.0874043313e+00;1.0911797520e+00;1.0912114706e+00;1.0956578851e+00;1.0973104857e+00;1.1000483932e+00;1.1017960866e+00;1.1031842920e+00;1.1058333095e+00;1.1053347830e+00;1.1052415196e+00;1.1047828295e+00;1.1075648008e+00;1.1069041370e+00;1.1098702058e+00;1.1093368891e+00;1.1096604023e+00;1.1111125198e+00
9.6000000000e-06;1.0803104579e+00;1.0809940530e+00;1.0863570203e+00;1.0892162144e+00;1.0904601167e+00;1.0950196641e+00;1.0957702767e+00;1.0984086601e+00;1.0988756213e+00;1.1021026285e+00;1.1039775732e+00;1.1043285171e+00;1.1056818893e+00;1.1051097206e+00;1.1076846309e+00;1.1051058338e+00;1.1085189378e+00;1.1076573783e+00;1.1077501361e+00;1.1094686229e+00
1.0400000000e-05;1.0796407092e+00;1.0787279367e+00;1.0841886828e+00;1.0878971823e+00;1.0910900699e+00;1.0932024717e+00;1.0957644580e+00;1.0968180463e+00;1.0966815717e+00;1.1005955524e+00;1.1022287347e+00;1.1018340874e+00;1.1027138932e+00;1.1038057971e+00;1.1040975168e+00;1.1042227542e+00;1.1064679403e+00;1.1068494158e+00;1.1066876882e+00;1.1058822174e+00
1.1200000000e-05;1.0775410185e+00;1.0796111113e+00;1.0840724230e+00;1.0876867151e+00;1.0878656132e+00;1.0928666518e+00;1.0945886417e+00;1.0942406264e+00;1.0969333493e+00;1.0995022018e+00;1.1015213054e+00;1.1005669807e+00;1.1015492795e+00;1.1015344483e+00;1.1026379561e+00;1.1042375679e+00;1.1048286210e+00;1.1045364985e+00;1.1060533328e+00;1.1058182832e+00
1.2000000000e-05;1.0764993922e+00;1.0773442245e+00;1.0820792920e+00;1.0859077119e+00;1.0880190593e+00;1.0912854619e+00;1.0914629675e+00;1.0938793459e+00;1.0968162350e+00;1.0977231368e+00;1.1002184459e+00;1.1012973038e+00;1.1004594487e+00;1.1017075683e+00;1.1012198927e+00;1.1026406771e+00;1.1046619560e+00;1.1033527630e+00;1.1045493239e+00;1.1042292674e+00
1.2800000000e-05;1.0761647522e+00;1.0761681205e+00;1.0813818629e+00;1.0850817801e+00;1.0864930102e+00;1.0898558763e+00;1.0920846796e+00;1.0938765625e+00;1.0939219156e+00;1.0972235706e+00;1.0974794813e+00;1.1003453808e+00;1.0999127090e+00;1.1008915951e+00;1.1015485284e+00;1.1000459761e+00;1.1035134363e+00;1.1024460435e+00;1.1023690566e+00;1.1032154467e+00
1.4400000000e-05;1.0749177555e+00;1.0743796387e+00;1.0802821664e+00;1.0834243810e+00;1.0853814687e+00;1.0883439020e+00;1.0900386573e+00;1.0916781218e+00;1.0921613695e+00;1.0952689399e+00;1.0959465280e+00;1.0967113410e+00;1.0974410642e+00;1.0971932764e+00;1.0991282897e+00;1.0983437584e+00;1.1003856223e+00;1.1010081213e+00;1.0998470213e+00;1.1019146312e+00
1.6000000000e-05;1.0730535132e+00;1.0734094527e+00;1.0783026027e+00;1.0820005578e+00;1.0835715345e+00;1.0862477016e+00;1.0880900953e+00;1.0899036993e+00;1.0912277237e+00;1.0917980713e+00;1.0939688744e+00;1.0948547968e+00;1.0945059673e+00;1.0947151600e+00;1.0968607067e+00;1.0962919597e+00;1.0993489612e+00;1.0976689742e+00;1.0988685859e+00;1.0992309661e+00
1.7600000000e-05;1.0718577141e+00;1.0715852545e+00;1.0766821256e+00;1.0809160971e+00;1.0817027691e+00;1.0844693882e+00;1.0857518717e+00;1.0875964979e+00;1.0889142852e+00;1.0910699366e+00;1.0925787125e+00;1.0931304017e+00;1.0932258188e+00;1.0942071837e+00;1.0947267925e+00;1.0945004322e+00;1.0965574125e+00;1.0967046497e+00;1.0976686821e+00;1.0972261940e+00
1.9200000000e-05;1.0704023150e+00;1.0704047057e+00;1.0745172924e+00;1.0787780091e+00;1.0803755634e+00;1.0833989918e+00;1.0839238878e+00;1.0860265209e+00;1.0868873204e+00;1.0886396573e+00;1.0904012964e+00;1.0911499430e+00;1.0922504417e+00;1.0917307066e+00;1.0928207727e+00;1.0926976489e+00;1.0948908707e+00;1.0938253812e+00;1.0947954714e+00;1.0954672960e+00
2.0800000000e-05;1.0698030602e+00;1.0694512724e+00;1.0733822998e+00;1.0768117573e+00;1.0784335826e+00;1.0826061330e+00;1.0827935645e+00;1.0843435587e+00;1.0858578987e+00;1.0875234020e+00;1.0886322701e+00;1.0904058129e+00;1.0898028577e+00;1.0901871972e+00;1.0923899818e+00;1.0914464472e+00;1.0929325149e+00;1.0928610019e+00;1.0929037122e+00;1.0933816953e+00
2.2400000000e-05;1.0681786402e+00;1.0681012580e+00;1.0722421712e+00;1.0754027543e+00;1.0777199338e+00;1.0810716628e+00;1.0807788426e+00;1.0832653638e+00;1.0839912225e+00;1.0859146656e+00;1.0874111677e+00;1.0880490071e+00;1.0886172513e+00;1.0888973494e+00;1.0890846551e+00;1.0901755900e+00;1.0923115496e+00;1.0905871349e+00;1.0922677726e+00;1.0920028705e+00
2.4000000000e-05;1.0671084387e+00;1.0668983714e+00;1.0715445030e+00;1.0743815192e+00;1.0758274224e+00;1.0796175400e+00;1.0799527284e+00;1.0820573156e+00;1.0822211743e+00;1.0849977566e+00;1.0856980045e+00;1.0856045415e+00;1.0881144110e+00;1.0872713292e+00;1.0882063901e+00;1.0890200311e+00;1.0894102270e+00;1.0904665911e+00;1.0897679383e+00;1.0899839996e+00
2.5600000000e-05;1.0664331323e+00;1.0658987314e+00;1.0699828914e+00;1.0727917141e+00;1.0753803960e+00;1.0780859348e+00;1.0793564193e+00;1.0805698478e+00;1.0807462483e+00;1.0835099005e+00;1.0850554831e+00;1.0854606992e+00;1.0863866191e+00;1.0854466121e+00;1.0871623375e+00;1.0876432022e+00;1.0886184745e+00;1.0894413970e+00;1.0894813572e+00;1.0892022999e+00
2.8800000000e-05;1.0636182476e+00;1.0634590437e+00;1.0679437189e+00;1.0716069433e+00;1.0733222261e+00;1.0746510194e+00;1.0760852350e+00;1.0781769134e+00;1.0797074334e+00;1.0810167977e+00;1.0818459937e+00;1.0826530054e+00;1.0834918977e+00;1.0825532191e+00;1.0837681890e+00;1.0841739505e+00;1.0860996018e+00;1.0865786939e+00;1.0865615613e+00;1.0869213119e+00
3.2000000000e-05;1.0624674103e+00;1.0623287955e+00;1.0659852977e+00;1.0693550560e+00;1.0703776729e+00;1.0728833619e+00;1.0744817799e+00;1.0758931003e+00;1.0765931901e+00;1.0785789731e+00;1.0793158536e+00;1.0799921630e+00;1.0808591054e+00;1.0810710832e+00;1.0820860077e+00;1.0815185351e+00;1.0840222054e+00;1.0835115896e+00;1.0839137686e+00;1.0839690529e+00
3.5200000000e-05;1.0607397373e+00;1.0602996534e+00;1.0641067179e+00;1.0671436585e+00;1.0683776289e+00;1.0705471480e+00;1.0726057315e+00;1.0736535597e+00;1.0737685661e+00;1.0767037931e+00;1.0766969991e+00;1.0781566187e+00;1.0789366921e+00;1.0781504712e+00;1.0800428969e+00;1.0796096765e+00;1.0814441720e+00;1.0820793078e+00;1.0815774905e+00;1.0812576832e+00
3.8400000000e-05;1.0589900504e+00;1.0587080347e+00;1.0628123090e+00;1.0652986699e+00;1.0665745881e+00;1.0691708873e+00;1.0700372898e+00;1.0719457113e+00;1.0725927112e+00;1.0746943107e+00;1.0757074876e+00;1.0761827799e+00;1.0761385247e+00;1.0759339867e+00;1.0773934950e+00;1.0769167299e+00;1.0788432402e+00;1.0796351050e+00;1.0797354057e+00;1.0798258067e+00
4.1600000000e-05;1.0578107422e+00;1.0577242352e+00;1.0616710554e+00;1.0643068863e+00;1.0655506855e+00;1.0681363617e+00;1.0681310870e+00;1.0699326414e+00;1.0708848326e+00;1.0717241305e+00;1.0741641711e+00;1.0744085234e+00;1.0751424831e+00;1.0741523038e+00;1.0761003817e+00;1.0751430528e+00;1.0774548090e+00;1.0773010675e+00;1.0782708535e+00;1.0781933979e+00
4.4800000000e-05;1.0566453022e+00;1.0562500573e+00;1.0602802090e+00;1.0625022706e+00;1.0645678425e+00;1.0664603688e+00;1.0667716521e+00;1.0683700465e+00;1.0688608001e+00;1.0707037804e+00;1.0721970730e+00;1.0726494166e+00;1.0735085792e+00;1.0727064903e+00;1.0742937576e+00;1.0738352330e+00;1.0752331767e+00;1.0764158842e+00;1.0757280502e+00;1.0764330388e+00
4.8000000000e-05;1.0560677140e+00;1.0544127212e+00;1.0591588663e+00;1.0613098478e+00;1.0622527701e+00;1.0641627317e+00;1.0656920681e+00;1.0670504626e+00;1.0675816374e+00;1.0691665629e+00;1.0710534954e+00;1.0716202396e+00;1.0712589392e+00;1.0710675043e+00;1.0724681717e+00;1.0725825624e+00;1.0733765804e+00;1.0737996318e+00;1.0742586901e+00;1.0749013793e+00
5.1200000000e-05;1.0549058840e+00;1.0535055570e+00;1.0571329080e+00;1.0597952156e+00;1.0612396073e+00;1.0634510682e+00;1.0640546786e+00;1.0651913732e+00;1.0659963509e+00;1.0670608338e+00;1.0686777119e+00;1.0700335671e+00;1.0693906163e+00;1.0691903689e+00;1.0710375347e+00;1.0707485808e+00;1.0729130819e+00;1.0726296404e+00;1.0717313263e+00;1.0724752836e+00
5.7600000000e-05;1.0519955128e+00;1.0511961589e+00;1.0554862143e+00;1.0579377662e+00;1.0588081151e+00;1.0605999353e+00;1.0617178847e+00;1.0629969405e+00;1.0633912453e+00;1.0648469629e+00;1.0658553753e+00;1.0667950605e+00;1.0669307512e+00;1.0661124789e+00;1.0678374855e+00;1.0682389374e+00;1.0693200144e+00;1.0693085840e+00;1.0688880092e+00;1.0689599448e+00
6.4000000000e-05;1.0505064027e+00;1.0493801485e+00;1.0528914995e+00;1.0555613060e+00;1.0567285127e+00;1.0581763029e+00;1.0594335141e+00;1.0605225829e+00;1.0608392919e+00;1.0626508147e+00;1.0636990614e+00;1.0642369823e+00;1.0645113580e+00;1.0637768818e+00;1.0657584788e+00;1.0654187132e+00;1.0668864187e+00;1.0673158749e+00;1.0671781033e+00;1.0666633941e+00
7.0400000000e-05;1.0481259633e+00;1.0473807425e+00;1.0511054506e+00;1.0533693799e+00;1.0545833380e+00;1.0563279857e+00;1.0567094292e+00;1.0581555691e+00;1.0581440729e+00;1.0596441153e+00;1.0613860066e+00;1.0616412538e+00;1.0618032760e+00;1.0610776662e+00;1.0631755424e+00;1.0629885330e+00;1.0642778355e+00;1.0644038898e+00;1.0647805238e+00;1.0638717473e+00
7.6800000000e-05;1.0464552336e+00;1.0456888382e+00;1.0491298487e+00;1.0513562946e+00;1.0523517046e+00;1.0545856479e+00;1.0553097618e+00;1.0560712176e+00;1.0565315751e+00;1.0584087058e+00;1.0588524599e+00;1.0601065664e+00;1.0599405656e+00;1.0586436142e+00;1.0608113486e+00;1.0612619166e+00;1.0619269371e+00;1.0622669987e+00;1.0624508656e+00;1.0621856078e+00
8.3200000000e-05;1.0454039992e+00;1.0438398189e+00;1.0476475474e+00;1.0494200250e+00;1.0509519285e+00;1.0521088859e+00;1.0538389042e+00;1.0545841483e+00;1.0547525032e+00;1.0560863772e+00;1.0573242842e+00;1.0576537107e+00;1.0575818334e+00;1.0570116891e+00;1.0592675754e+00;1.0590705265e+00;1.0595959457e+00;1.0601389387e+00;1.0602229954e+00;1.0601276229e+00
8.9600000000e-05;1.0442948875e+00;1.0425926888e+00;1.0460177064e+00;1.0483491461e+00;1.0489892330e+00;1.0504408120e+00;1.0518865008e+00;1.0530522360e+00;1.0524005840e+00;1.0540887261e+00;1.0548899951e+00;1.0551055771e+00;1.0559384630e+00;1.0557047620e+00;1.0569879471e+00;1.0565013707e+00;1.0577970923e+00;1.0579333623e+00;1.0580075565e+00;1.0580170048e+00
9.6000000000e-05;1.0428544332e+00;1.0417411683e+00;1.0447428293e+00;1.0465917113e+00;1.0473628695e+00;1.0486663142e+00;1.0504000969e+00;1.0510649137e+00;1.0507007632e+00;1.0521509035e+00;1.0534424975e+00;1.0537836255e+00;1.0542507904e+00;1.0536467860e+00;1.0548769952e+00;1.0545575236e+00;1.0563812548e+00;1.0563392800e+00;1.0558596160e+00;1.0559859609e+00
1.0240000000e-04;1.0416655787e+00;1.0406202587e+00;1.0431783822e+00;1.0452352041e+00;1.0457362914e+00;1.0470636216e+00;1.0490912347e+00;1.0495877245e+00;1.0495968602e+00;1.0507074414e+00;1.0519734399e+00;1.0525252999e+00;1.0529576243e+00;1.0516384273e+00;1.0539379142e+00;1.0532377692e+00;1.0546328588e+00;1.0543963052e+00;1.0547750711e+00;1.0548881615e+00
1.1520000000e-04;1.0393688270e+00;1.0377380859e+00;1.0409149533e+00;1.0428516360e+00;1.0435277482e+00;1.0447886250e+00;1.0459430458e+00;1.0468219304e+00;1.0466229761e+00;1.0480426296e+00;1.0487015269e+00;1.0491211680e+00;1.0497251095e+00;1.0494519684e+00;1.0502748583e+00;1.0501424103e+00;1.0512713946e+00;1.0515965679e+00;1.0510820111e+00;1.0515913932e+00
1.2800000000e-04;1.0369827654e+00;1.0362531083e+00;1.0387289611e+00;1.0406595948e+00;1.0410032477e+00;1.0422748356e+00;1.0439836960e+00;1.0444489645e+00;1.0440248786e+00;1.0459490249e+00;1.0461278171e+00;1.0467085062e+00;1.0470067001e+00;1.0465775715e+00;1.0478464099e+00;1.0475339810e+00;1.0491306579e+00;1.0489868760e+00;1.0485270674e+00;1.0487696905e+00
1.4080000000e-04;1.0351546843e+00;1.0344010873e+00;1.0371199118e+00;1.0388256736e+00;1.0392638606e+00;1.0401465688e+00;1.0414658502e+00;1.0423348928e+00;1.0417432334e+00;1.0433709274e+00;1.0437002442e+00;1.0446084317e+00;1.0451144328e+00;1.0438082724e+00;1.0451216065e+00;1.0449039301e+00;1.0468901169e+00;1.0463587688e+00;1.0462101005e+00;1.0464169782e+00
1.5360000000e-04;1.0338148507e+00;1.0329593620e+00;1.0350700294e+00;1.0371374810e+00;1.0374658312e+00;1.0382018935e+00;1.0393057210e+00;1.0403569681e+00;1.0394747466e+00;1.0412246898e+00;1.0417239570e+00;1.0426949805e+00;1.0425591792e+00;1.0414169551e+00;1.0431360924e+00;1.0426124829e+00;1.0443443412e+00;1.0443339102e+00;1.0438102089e+00;1.0439664513e+00
1.6640000000e-04;1.0326857906e+00;1.0313319365e+00;1.0336436761e+00;1.0353297108e+00;1.0359337272e+00;1.0365464713e+00;1.0378405466e+00;1.0379743386e+00;1.0382420152e+00;1.0397244818e+00;1.0402815069e+00;1.0404725450e+00;1.0407892802e+00;1.0399222464e+00;1.0412320764e+00;1.0412796809e+00;1.0426290564e+00;1.0423277106e+00;1.0419189155e+00;1.0423448504e+00
1.7920000000e-04;1.0309990716e+00;1.0301632672e+00;1.0322833057e+00;1.0340223396e+00;1.0343518118e+00;1.0349934006e+00;1.0359067177e+00;1.0369113365e+00;1.0368317594e+00;1.0379146224e+00;1.0377477200e+00;1.0385595453e+00;1.0388901232e+00;1.0381046185e+00;1.0393909268e+00;1.0395526870e+00;1.0405635674e+00;1.0401397785e+00;1.0399591408e+00;1.0399320430e+00
1.9200000000e-04;1.0298716142e+00;1.0289764145e+00;1.0310482430e+00;1.0323570540e+00;1.0330942684e+00;1.0333277383e+00;1.0344998610e+00;1.0353082047e+00;1.0351900827e+00;1.0369505873e+00;1.0365875311e+00;1.0369823795e+00;1.0370951883e+00;1.0366847876e+00;1.0381166624e+00;1.0378482131e+00;1.0390182763e+00;1.0392041855e+00;1.0385018494e+00;1.0387442548e+00
