;06_mNG_1_1_1_1;06_mNG_1_2_1_1;06_mNG_1_3_1_1;06_mNG_1_4_1_1;06_mNG_1_5_1_1;06_mNG_1_6_1_1;06_mNG_1_7_1_1;06_mNG_1_8_1_1;06_mNG_1_9_1_1;06_mNG_1_10_1_1;06_mNG_1_11_1_1;06_mNG_1_12_1_1;06_mNG_1_13_1_1;06_mNG_1_14_1_1;06_mNG_1_15_1_1;06_mNG_1_16_1_1;06_mNG_1_17_1_1;06_mNG_1_18_1_1;06_mNG_1_19_1_1;06_mNG_1_20_1_1
2.0480000000e-04;1.0286615949e+00;1.0277016670e+00;1.0295401639e+00;1.0315117420e+00;1.0320348154e+00;1.0321199709e+00;1.0330845718e+00;1.0340282831e+00;1.0339486087e+00;1.0352002808e+00;1.0351511921e+00;1.0355806687e+00;1.0361863530e+00;1.0353114585e+00;1.0365421403e+00;1.0360646604e+00;1.0376822509e+00;1.0373688932e+00;1.0371071422e+00;1.0371215982e+00
2.3040000000e-04;1.0270932541e+00;1.0257279331e+00;1.0275058600e+00;1.0294970409e+00;1.0295439933e+00;1.0301550978e+00;1.0307401575e+00;1.0315292160e+00;1.0311043734e+00;1.0328210750e+00;1.0327021557e+00;1.0331278950e+00;1.0333344865e+00;1.0325810915e+00;1.0340432070e+00;1.0335871674e+00;1.0347329720e+00;1.0346994810e+00;1.0346449198e+00;1.0347343712e+00
2.5600000000e-04;1.0252548612e+00;1.0241824494e+00;1.0256804107e+00;1.0273982340e+00;1.0273644564e+00;1.0280779501e+00;1.0287594825e+00;1.0288610342e+00;1.0289291037e+00;1.0306928794e+00;1.0308254514e+00;1.0310328591e+00;1.0310072937e+00;1.0302794133e+00;1.0318742901e+00;1.0313207027e+00;1.0326801407e+00;1.0325445593e+00;1.0325373559e+00;1.0321483697e+00
2.8160000000e-04;1.0239331131e+00;1.0225120842e+00;1.0239003024e+00;1.0256735757e+00;1.0257272906e+00;1.0261915890e+00;1.0270164856e+00;1.0271445832e+00;1.0273115488e+00;1.0287620864e+00;1.0288511217e+00;1.0292122846e+00;1.0289377128e+00;1.0281432671e+00;1.0298177573e+00;1.0290781433e+00;1.0306890477e+00;1.0307352548e+00;1.0308195909e+00;1.0299176208e+00
3.0720000000e-04;1.0224295852e+00;1.0211440370e+00;1.0226626854e+00;1.0240586950e+00;1.0241634197e+00;1.0248091221e+00;1.0256984876e+00;1.0254957739e+00;1.0256201224e+00;1.0273162925e+00;1.0274187375e+00;1.0274872087e+00;1.0270382298e+00;1.0265003625e+00;1.0279397820e+00;1.0271071327e+00;1.0289264548e+00;1.0288180010e+00;1.0287182377e+00;1.0281541098e+00
3.3280000000e-04;1.0212131627e+00;1.0202523116e+00;1.0215677265e+00;1.0224406707e+00;1.0227291297e+00;1.0231477869e+00;1.0242005999e+00;1.0239813517e+00;1.0240934183e+00;1.0257851456e+00;1.0259680355e+00;1.0260822526e+00;1.0257369731e+00;1.0252653031e+00;1.0264222944e+00;1.0254889999e+00;1.0276070399e+00;1.0274026388e+00;1.0273007750e+00;1.0265020548e+00
3.5840000000e-04;1.0203693115e+00;1.0191160497e+00;1.0202866564e+00;1.0213541626e+00;1.0217166415e+00;1.0222732508e+00;1.0227429409e+00;1.0228200652e+00;1.0231357584e+00;1.0243582040e+00;1.0247903436e+00;1.0246343818e+00;1.0243214843e+00;1.0237514124e+00;1.0250088910e+00;1.0243552083e+00;1.0258151871e+00;1.0258393743e+00;1.0256816802e+00;1.0253128585e+00
3.8400000000e-04;1.0192867331e+00;1.0180352572e+00;1.0194118585e+00;1.0204236085e+00;1.0205272011e+00;1.0211647427e+00;1.0215213728e+00;1.0216720575e+00;1.0217273494e+00;1.0233218489e+00;1.0235103964e+00;1.0233601940e+00;1.0230899646e+00;1.0223835491e+00;1.0238850279e+00;1.0231813416e+00;1.0245919467e+00;1.0245752773e+00;1.0240541246e+00;1.0241101443e+00
4.0960000000e-04;1.0184322447e+00;1.0172386291e+00;1.0186378675e+00;1.0195895844e+00;1.0197956959e+00;1.0200456177e+00;1.0204344635e+00;1.0207534516e+00;1.0208466075e+00;1.0222903038e+00;1.0224237191e+00;1.0222595775e+00;1.0222873419e+00;1.0217150076e+00;1.0229262927e+00;1.0223410200e+00;1.0237203582e+00;1.0232598737e+00;1.0229392423e+00;1.0231521079e+00
4.6080000000e-04;1.0170735058e+00;1.0158005472e+00;1.0168495288e+00;1.0180453338e+00;1.0179547991e+00;1.0181016618e+00;1.0185954928e+00;1.0186637829e+00;1.0191247169e+00;1.0203858859e+00;1.0202524961e+00;1.0202743012e+00;1.0201490258e+00;1.0196753414e+00;1.0211504364e+00;1.0204290819e+00;1.0214932506e+00;1.0213283309e+00;1.0208394958e+00;1.0206844659e+00
5.1200000000e-04;1.0158039825e+00;1.0144505128e+00;1.0157629438e+00;1.0167932613e+00;1.0165517194e+00;1.0166625952e+00;1.0169707125e+00;1.0169714634e+00;1.0173536318e+00;1.0186270437e+00;1.0187589306e+00;1.0186802305e+00;1.0186584507e+00;1.0179346290e+00;1.0191312220e+00;1.0185199698e+00;1.0197350372e+00;1.0195618990e+00;1.0188940223e+00;1.0189841601e+00
5.6320000000e-04;1.0149442817e+00;1.0134330771e+00;1.0145623751e+00;1.0153266165e+00;1.0154246727e+00;1.0153949283e+00;1.0159327589e+00;1.0159807956e+00;1.0161642175e+00;1.0171947976e+00;1.0175522505e+00;1.0170793903e+00;1.0171799445e+00;1.0164042313e+00;1.0177181190e+00;1.0171953098e+00;1.0185930087e+00;1.0182062964e+00;1.0174486622e+00;1.0178001105e+00
6.1440000000e-04;1.0140446608e+00;1.0125293072e+00;1.0135999167e+00;1.0143021066e+00;1.0142954649e+00;1.0145471900e+00;1.0145052822e+00;1.0147602599e+00;1.0148349683e+00;1.0161039687e+00;1.0159024603e+00;1.0159886804e+00;1.0164353923e+00;1.0152729896e+00;1.0164492016e+00;1.0158181692e+00;1.0172149123e+00;1.0170656219e+00;1.0163671331e+00;1.0165032484e+00
6.6560000000e-04;1.0132967670e+00;1.0118349463e+00;1.0125387246e+00;1.0132575597e+00;1.0132138560e+00;1.0136346947e+00;1.0138110269e+00;1.0135356646e+00;1.0139306032e+00;1.0150165514e+00;1.0149663270e+00;1.0147855623e+00;1.0150626737e+00;1.0140753996e+00;1.0155624102e+00;1.0145342024e+00;1.0161514940e+00;1.0162659936e+00;1.0154304466e+00;1.0154049576e+00
7.1680000000e-04;1.0124387015e+00;1.0111983506e+00;1.0121432720e+00;1.0123327324e+00;1.0120096993e+00;1.0127335591e+00;1.0129638371e+00;1.0129120451e+00;1.0134357352e+00;1.0140627638e+00;1.0142258563e+00;1.0139637891e+00;1.0141019476e+00;1.0132052603e+00;1.0148440656e+00;1.0137476274e+00;1.0152358457e+00;1.0152935131e+00;1.0143602114e+00;1.0144565034e+00
7.6800000000e-04;1.0118945503e+00;1.0103438759e+00;1.0113651844e+00;1.0116217446e+00;1.0113991140e+00;1.0117804970e+00;1.0120967729e+00;1.0119543576e+00;1.0122622440e+00;1.0134015095e+00;1.0134114841e+00;1.0129865889e+00;1.0133490279e+00;1.0122409618e+00;1.0139008545e+00;1.0129247477e+00;1.0145589854e+00;1.0144608008e+00;1.0136382995e+00;1.0136046356e+00
8.1920000000e-04;1.0115377132e+00;1.0101052002e+00;1.0108984723e+00;1.0109864599e+00;1.0110322643e+00;1.0110669754e+00;1.0116141914e+00;1.0115623487e+00;1.0118468172e+00;1.0127752547e+00;1.0125592501e+00;1.0125465760e+00;1.0127358797e+00;1.0118822333e+00;1.0130100950e+00;1.0120964006e+00;1.0139629390e+00;1.0136974021e+00;1.0130688313e+00;1.0129913088e+00
9.2160000000e-04;1.0104212630e+00;1.0090382870e+00;1.0098496821e+00;1.0101061209e+00;1.0096011884e+00;1.0096265469e+00;1.0101641647e+00;1.0100283778e+00;1.0104730210e+00;1.0112287819e+00;1.0112655528e+00;1.0110023053e+00;1.0116362302e+00;1.0106723940e+00;1.0115480002e+00;1.0107650166e+00;1.0125476737e+00;1.0121601250e+00;1.0113576377e+00;1.0114508942e+00
1.0240000000e-03;1.0094531024e+00;1.0084057377e+00;1.0090376827e+00;1.0092733037e+00;1.0085626762e+00;1.0087908283e+00;1.0091063382e+00;1.0092054803e+00;1.0096537945e+00;1.0099225690e+00;1.0100308188e+00;1.0096103485e+00;1.0101271744e+00;1.0097026683e+00;1.0106544623e+00;1.0099843235e+00;1.0115753260e+00;1.0107895925e+00;1.0100037964e+00;1.0103069594e+00
1.1264000000e-03;1.0087493594e+00;1.0075987968e+00;1.0082304565e+00;1.0084415716e+00;1.0079952887e+00;1.0082143145e+00;1.0083272924e+00;1.0082797373e+00;1.0087544206e+00;1.0091936627e+00;1.0091179709e+00;1.0091787503e+00;1.0095974203e+00;1.0089703410e+00;1.0100529393e+00;1.0088909598e+00;1.0100238108e+00;1.0096533843e+00;1.0094594271e+00;1.0091056968e+00
1.2288000000e-03;1.0083275840e+00;1.0070707006e+00;1.0077331273e+00;1.0077134790e+00;1.0076837129e+00;1.0081077877e+00;1.0077589661e+00;1.0074960939e+00;1.0080728448e+00;1.0085248225e+00;1.0084337294e+00;1.0083599586e+00;1.0087598631e+00;1.0082892796e+00;1.0093892956e+00;1.0083035112e+00;1.0093835891e+00;1.0090475656e+00;1.0089300682e+00;1.0084403801e+00
1.3312000000e-03;1.0079284339e+00;1.0066196133e+00;1.0070860960e+00;1.0071816499e+00;1.0069899357e+00;1.0073756836e+00;1.0073625907e+00;1.0067661878e+00;1.0077442328e+00;1.0080103573e+00;1.0078381703e+00;1.0078025831e+00;1.0081360959e+00;1.0075639484e+00;1.0086296816e+00;1.0074631128e+00;1.0087696187e+00;1.0085230517e+00;1.0084924339e+00;1.0078193953e+00
1.4336000000e-03;1.0074118347e+00;1.0061415644e+00;1.0066034484e+00;1.0067395081e+00;1.0064000227e+00;1.0065192469e+00;1.0068484586e+00;1.0060893812e+00;1.0070301972e+00;1.0078803512e+00;1.0071987443e+00;1.0075038820e+00;1.0075452460e+00;1.0070640605e+00;1.0081787707e+00;1.0071236854e+00;1.0080098832e+00;1.0083723751e+00;1.0080633670e+00;1.0069967863e+00
1.5360000000e-03;1.0068494132e+00;1.0056588938e+00;1.0062570240e+00;1.0061866644e+00;1.0065221103e+00;1.0059046381e+00;1.0069533618e+00;1.0057374176e+00;1.0067862882e+00;1.0074549576e+00;1.0069069870e+00;1.0065964907e+00;1.0066955331e+00;1.0067370022e+00;1.0074948763e+00;1.0063948580e+00;1.0072836964e+00;1.0077999042e+00;1.0075221448e+00;1.0064564460e+00
1.6384000000e-03;1.0067057844e+00;1.0052987164e+00;1.0059570242e+00;1.0057259701e+00;1.0059690496e+00;1.0056955084e+00;1.0064900909e+00;1.0054865656e+00;1.0062651523e+00;1.0072921966e+00;1.0065732070e+00;1.0061067758e+00;1.0065588938e+00;1.0063538787e+00;1.0071847738e+00;1.0060529483e+00;1.0069979133e+00;1.0073923324e+00;1.0073313589e+00;1.0058980761e+00
1.8432000000e-03;1.0058946321e+00;1.0045979483e+00;1.0050813051e+00;1.0051718141e+00;1.0053550431e+00;1.0048339965e+00;1.0054677139e+00;1.0046687717e+00;1.0057177683e+00;1.0065945896e+00;1.0058556617e+00;1.0056398160e+00;1.0060493070e+00;1.0056242165e+00;1.0062108280e+00;1.0052193069e+00;1.0061662527e+00;1.0066246696e+00;1.0064748810e+00;1.0054133488e+00
2.0480000000e-03;1.0054950777e+00;1.0041312708e+00;1.0045808822e+00;1.0046047248e+00;1.0046667342e+00;1.0041359080e+00;1.0047243034e+00;1.0037663308e+00;1.0046647890e+00;1.0057824291e+00;1.0053671113e+00;1.0046368634e+00;1.0053375761e+00;1.0052005089e+00;1.0055111727e+00;1.0049199368e+00;1.0055835382e+00;1.0057772478e+00;1.0056849099e+00;1.0047988746e+00
2.2528000000e-03;1.0053629787e+00;1.0035546935e+00;1.0039493865e+00;1.0042129197e+00;1.0041183716e+00;1.0040119527e+00;1.0045246270e+00;1.0031310859e+00;1.0044767399e+00;1.0051245905e+00;1.0048806004e+00;1.0044737653e+00;1.0046286944e+00;1.0047094511e+00;1.0051844689e+00;1.0042525398e+00;1.0051728248e+00;1.0050590685e+00;1.0053392377e+00;1.0045055659e+00
2.4576000000e-03;1.0050795011e+00;1.0032129803e+00;1.0035706609e+00;1.0039793854e+00;1.0036404394e+00;1.0036422811e+00;1.0044082066e+00;1.0030988641e+00;1.0041400761e+00;1.0044737497e+00;1.0042606880e+00;1.0043916360e+00;1.0044855749e+00;1.0042601530e+00;1.0045289460e+00;1.0038791222e+00;1.0049495451e+00;1.0047925186e+00;1.0047658941e+00;1.0041049802e+00
2.6624000000e-03;1.0046670672e+00;1.0032150969e+00;1.0033218178e+00;1.0037808531e+00;1.0035827640e+00;1.0033172662e+00;1.0038115015e+00;1.0027598011e+00;1.0037448003e+00;1.0043073809e+00;1.0039814739e+00;1.0037825323e+00;1.0039143322e+00;1.0041362413e+00;1.0040187996e+00;1.0035167598e+00;1.0042492123e+00;1.0042200322e+00;1.0042648116e+00;1.0033894355e+00
2.8672000000e-03;1.0046003765e+00;1.0032258668e+00;1.0030174492e+00;1.0037045659e+00;1.0035071462e+00;1.0028520198e+00;1.0036659095e+00;1.0027061376e+00;1.0033878825e+00;1.0039997165e+00;1.0037276911e+00;1.0034304298e+00;1.0036705212e+00;1.0039316209e+00;1.0034962012e+00;1.0033674807e+00;1.0038530755e+00;1.0039400378e+00;1.0038127306e+00;1.0030896164e+00
3.0720000000e-03;1.0046350544e+00;1.0030268646e+00;1.0027887304e+00;1.0033199375e+00;1.0029667327e+00;1.0030100770e+00;1.0033012336e+00;1.0027756948e+00;1.0031959294e+00;1.0037244394e+00;1.0034906153e+00;1.0031367764e+00;1.0032375184e+00;1.0036160273e+00;1.0032939976e+00;1.0032216776e+00;1.0035647621e+00;1.0039600654e+00;1.0036649847e+00;1.0028293477e+00
3.2768000000e-03;1.0046526759e+00;1.0029204799e+00;1.0022613818e+00;1.0032251064e+00;1.0027086227e+00;1.0027624400e+00;1.0031148989e+00;1.0025554489e+00;1.0033725698e+00;1.0038239915e+00;1.0030198296e+00;1.0031564831e+00;1.0029160198e+00;1.0033458867e+00;1.0033042949e+00;1.0029538311e+00;1.0034822142e+00;1.0036344319e+00;1.0033103043e+00;1.0028544270e+00
3.6864000000e-03;1.0038261570e+00;1.0026336466e+00;1.0020993992e+00;1.0028065918e+00;1.0023345145e+00;1.0021162873e+00;1.0023223008e+00;1.0020418216e+00;1.0028860194e+00;1.0033705337e+00;1.0027688377e+00;1.0025547681e+00;1.0028279569e+00;1.0028496298e+00;1.0030779760e+00;1.0026109054e+00;1.0030842484e+00;1.0031845896e+00;1.0032241193e+00;1.0023385624e+00
4.0960000000e-03;1.0035073073e+00;1.0024164235e+00;1.0020532919e+00;1.0025691891e+00;1.0018923094e+00;1.0019323666e+00;1.0020980326e+00;1.0017108336e+00;1.0026981788e+00;1.0026301372e+00;1.0021551425e+00;1.0025196614e+00;1.0025567887e+00;1.0026107644e+00;1.0028150097e+00;1.0026063826e+00;1.0029322048e+00;1.0032292444e+00;1.0026415726e+00;1.0025278637e+00
4.5056000000e-03;1.0033376972e+00;1.0022846365e+00;1.0016656055e+00;1.0025557452e+00;1.0018578547e+00;1.0017768946e+00;1.0017058332e+00;1.0015987408e+00;1.0024272908e+00;1.0022924152e+00;1.0019334439e+00;1.0022822145e+00;1.0022433589e+00;1.0025203270e+00;1.0025264153e+00;1.0017498370e+00;1.0022510015e+00;1.0029499892e+00;1.0026547221e+00;1.0021559591e+00
4.9152000000e-03;1.0034145305e+00;1.0019241504e+00;1.0015465982e+00;1.0025686005e+00;1.0018793014e+00;1.0014148391e+00;1.0016218619e+00;1.0014648246e+00;1.0024397526e+00;1.0020242821e+00;1.0017043163e+00;1.0018191956e+00;1.0024161340e+00;1.0019565382e+00;1.0021785641e+00;1.0020856442e+00;1.0019072139e+00;1.0024384266e+00;1.0024499212e+00;1.0017487867e+00
5.3248000000e-03;1.0033210273e+00;1.0016425753e+00;1.0016223571e+00;1.0024317396e+00;1.0017084056e+00;1.0013288255e+00;1.0016542982e+00;1.0010708502e+00;1.0021514189e+00;1.0015921353e+00;1.0015760950e+00;1.0016903960e+00;1.0022117381e+00;1.0015137467e+00;1.0019150987e+00;1.0017710859e+00;1.0017010544e+00;1.0020434198e+00;1.0019092279e+00;1.0015582206e+00
5.7344000000e-03;1.0035212761e+00;1.0015800876e+00;1.0015038518e+00;1.0021714601e+00;1.0017254324e+00;1.0010999659e+00;1.0013679330e+00;1.0008935741e+00;1.0017277524e+00;1.0015077876e+00;1.0012362330e+00;1.0015664660e+00;1.0017878336e+00;1.0016369847e+00;1.0016358305e+00;1.0014206212e+00;1.0011932089e+00;1.0019160423e+00;1.0019426381e+00;1.0016614724e+00
6.1440000000e-03;1.0036376204e+00;1.0013499724e+00;1.0012801733e+00;1.0015988067e+00;1.0015628675e+00;1.0009429772e+00;1.0015367590e+00;1.0006618444e+00;1.0015876970e+00;1.0013655238e+00;1.0009967137e+00;1.0013310252e+00;1.0017512609e+00;1.0014007978e+00;1.0013564546e+00;1.0013465756e+00;1.0009850759e+00;1.0019573192e+00;1.0016262243e+00;1.0010390599e+00
6.5536000000e-03;1.0033831442e+00;1.0013211173e+00;1.0011086212e+00;1.0016794875e+00;1.0010632796e+00;1.0009085893e+00;1.0013728836e+00;1.0004437174e+00;1.0015649159e+00;1.0013513377e+00;1.0008951210e+00;1.0013312131e+00;1.0015266763e+00;1.0013935476e+00;1.0015677658e+00;1.0013762788e+00;1.0013613187e+00;1.0021473043e+00;1.0014907428e+00;1.0009208513e+00
7.3728000000e-03;1.0029218497e+00;1.0011092929e+00;1.0008614315e+00;1.0012754746e+00;1.0008272749e+00;1.0010611249e+00;1.0009327608e+00;1.0008345037e+00;1.0014985944e+00;1.0010942504e+00;1.0006487731e+00;1.0011912316e+00;1.0013544223e+00;1.0011404481e+00;1.0013835816e+00;1.0014617114e+00;1.0009951788e+00;1.0018555437e+00;1.0014057957e+00;1.0007903976e+00
8.1920000000e-03;1.0028390573e+00;1.0009504458e+00;1.0010183167e+00;1.0014247346e+00;1.0010332577e+00;1.0006633965e+00;1.0009660982e+00;1.0008837920e+00;1.0012990393e+00;1.0009115927e+00;1.0005496525e+00;1.0011445617e+00;1.0013020412e+00;1.0011790496e+00;1.0012457714e+00;1.0010778882e+00;1.0011310199e+00;1.0012998438e+00;1.0010259732e+00;1.0011243588e+00
9.0112000000e-03;1.0026904199e+00;1.0011217247e+00;1.0012952806e+00;1.0013868351e+00;1.0007327131e+00;1.0007689877e+00;1.0010700269e+00;1.0007980957e+00;1.0013587227e+00;1.0011983818e+00;1.0005247509e+00;1.0012343009e+00;1.0007388914e+00;1.0009837399e+00;1.0006551423e+00;1.0005926858e+00;1.0007544601e+00;1.0006738364e+00;1.0009297168e+00;1.0010898121e+00
9.8304000000e-03;1.0026190227e+00;1.0009887408e+00;1.0011511186e+00;1.0010023308e+00;1.0008591914e+00;1.0009818373e+00;1.0009842313e+00;1.0004490235e+00;1.0013065716e+00;1.0013985299e+00;1.0004839966e+00;1.0009151647e+00;1.0005991257e+00;1.0010940620e+00;1.0008437502e+00;1.0006882969e+00;1.0007794041e+00;1.0010562124e+00;1.0009743125e+00;1.0005586650e+00
1.0649600000e-02;1.0026923105e+00;1.0005359195e+00;1.0009500211e+00;1.0006994786e+00;1.0008488633e+00;1.0007340444e+00;1.0005427103e+00;1.0004681164e+00;1.0011041903e+00;1.0008262190e+00;1.0009077964e+00;1.0006464034e+00;1.0009537030e+00;1.0010007632e+00;1.0007377204e+00;1.0008185527e+00;1.0011254035e+00;1.0007520919e+00;1.0006920150e+00;1.0003876058e+00
1.1468800000e-02;1.0023305799e+00;1.0005481106e+00;1.0005852479e+00;1.0009318311e+00;1.0011482919e+00;1.0005611964e+00;1.0005634467e+00;1.0004269620e+00;1.0010312046e+00;1.0005065701e+00;1.0006372368e+00;1.0007235620e+00;1.0004390605e+00;1.0009020443e+00;1.0004331600e+00;1.0004036192e+00;1.0009945445e+00;1.0008073980e+00;1.0010085628e+00;1.0003821892e+00
1.2288000000e-02;1.0025012330e+00;1.0006306902e+00;1.0005868911e+00;1.0010094817e+00;1.0009581467e+00;1.0004458360e+00;1.0007800289e+00;1.0004126945e+00;1.0007992817e+00;1.0006150485e+00;1.0004477575e+00;1.0005263729e+00;9.9999900946e-01;1.0009149387e+00;1.0005617771e+00;1.0004583086e+00;1.0009105745e+00;1.0008478346e+00;1.0008270259e+00;1.0007207156e+00
1.3107200000e-02;1.0024931237e+00;1.0005374621e+00;1.0008194464e+00;1.0009769007e+00;1.0003932523e+00;1.0004362517e+00;1.0006203393e+00;1.0001723445e+00;1.0008341512e+00;1.0004215474e+00;1.0006694182e+00;1.0004128742e+00;1.0001559440e+00;1.0013286036e+00;1.0006344796e+00;1.0002257084e+00;1.0006150336e+00;1.0003909742e+00;1.0009167384e+00;1.0006519030e+00
1.4745600000e-02;1.0023632240e+00;1.0008535836e+00;1.0006070704e+00;1.0007393547e+00;1.0004094022e+00;1.0004041183e+00;1.0005676469e+00;1.0003013901e+00;1.0008902587e+00;1.0007844334e+00;1.0008252382e+00;1.0002940907e+00;9.9996556274e-01;1.0008231919e+00;1.0005053035e+00;1.0002113108e+00;1.0004102768e+00;1.0005888543e+00;1.0007176950e+00;1.0007281168e+00
1.6384000000e-02;1.0025399352e+00;1.0006564612e+00;1.0006671410e+00;1.0008801378e+00;1.0006060063e+00;1.0005224879e+00;1.0003335165e+00;1.0004213267e+00;1.0006891885e+00;1.0007055439e+00;1.0010271841e+00;1.0000027070e+00;1.0001998138e+00;1.0009620016e+00;1.0006098692e+00;1.0001477741e+00;1.0006428753e+00;1.0004818928e+00;1.0003762306e+00;1.0004435598e+00
1.8022400000e-02;1.0023308901e+00;1.0008213305e+00;1.0005354883e+00;1.0006049704e+00;1.0004547158e+00;1.0001879544e+00;1.0001941754e+00;1.0000383066e+00;1.0005654869e+00;1.0003646515e+00;1.0008997554e+00;9.9962279551e-01;1.0000497657e+00;1.0006378518e+00;9.9999028748e-01;1.0001286688e+00;1.0003954383e+00;1.0003620226e+00;1.0005892560e+00;1.0002227519e+00
1.9660800000e-02;1.0024946142e+00;1.0007469857e+00;1.0006169900e+00;1.0007827119e+00;1.0007059957e+00;1.0000829678e+00;1.0001298731e+00;1.0005446595e+00;1.0008471680e+00;1.0005487217e+00;1.0007301578e+00;9.9963805197e-01;1.0001228465e+00;1.0000397050e+00;1.0004221150e+00;9.9966202564e-01;1.0004042635e+00;1.0001811695e+00;1.0003923923e+00;9.9991935313e-01
2.1299200000e-02;1.0025455543e+00;1.0005303321e+00;1.0001550405e+00;1.0006791925e+00;1.0007072978e+00;1.0001013303e+00;1.0001434708e+00;1.0005945698e+00;1.0006395218e+00;1.0007364847e+00;1.0004223623e+00;9.9982294355e-01;1.0003685809e+00;9.9956427170e-01;1.0004870140e+00;9.9973741010e-01;1.0003953868e+00;1.0002455667e+00;1.0001599372e+00;1.0005489439e+00
2.2937600000e-02;1.0027118549e+00;1.0007372252e+00;1.0003100175e+00;1.0006266044e+00;1.0006624143e+00;1.0003226685e+00;9.9987269513e-01;1.0003255867e+00;1.0005398381e+00;1.0002312977e+00;1.0001770410e+00;9.9991315449e-01;1.0001249950e+00;9.9958453905e-01;1.0002897997e+00;9.9992668069e-01;1.0003158018e+00;1.0003919026e+00;1.0005053457e+00;1.0006672662e+00
2.4576000000e-02;1.0025346190e+00;1.0007799823e+00;1.0001288870e+00;1.0005323432e+00;1.0005350839e+00;1.0001841225e+00;1.0001173838e+00;1.0003905377e+00;1.0001792274e+00;1.0007201658e+00;1.0003143364e+00;1.0002507018e+00;1.0000196791e+00;1.0000246086e+00;1.0000907475e+00;9.9998667985e-01;1.0004023241e+00;1.0002089216e+00;1.0006890683e+00;1.0000402183e+00
2.6214400000e-02;1.0023015711e+00;1.0009554034e+00;1.0001643390e+00;1.0006849268e+00;1.0005858427e+00;1.0000604217e+00;1.0001313588e+00;1.0001076225e+00;1.0003996483e+00;1.0005986899e+00;1.0001202741e+00;1.0000761633e+00;1.0000092590e+00;1.0003051309e+00;1.0001357385e+00;1.0002046064e+00;1.0005181362e+00;9.9999264175e-01;1.0004412057e+00;1.0004425697e+00
2.9491200000e-02;1.0022800568e+00;1.0004626440e+00;1.0000710422e+00;1.0006281758e+00;1.0003499343e+00;1.0003385585e+00;1.0006785440e+00;1.0003703646e+00;1.0003314550e+00;1.0001371926e+00;1.0002052289e+00;1.0002215836e+00;9.9992157473e-01;1.0002534719e+00;1.0003331268e+00;1.0004338504e+00;1.0003100613e+00;1.0005069012e+00;1.0002877689e+00;1.0003316417e+00
3.2768000000e-02;1.0021292603e+00;1.0004731770e+00;9.9992049487e-01;1.0004513755e+00;1.0003339849e+00;1.0001103540e+00;1.0007994570e+00;1.0001758903e+00;1.0005729332e+00;1.0002241790e+00;1.0005856905e+00;1.0002528735e+00;1.0001969739e+00;1.0003408073e+00;1.0004850261e+00;1.0002787519e+00;1.0003113342e+00;1.0002120165e+00;1.0004028142e+00;1.0000371602e+00
3.6044800000e-02;1.0019096869e+00;1.0005779173e+00;9.9982539580e-01;9.9998537526e-01;1.0005405878e+00;1.0002048649e+00;1.0005261981e+00;1.0003045084e+00;1.0007177510e+00;1.0000541328e+00;1.0004529155e+00;1.0001823444e+00;1.0003241934e+00;1.0002712543e+00;1.0001711021e+00;1.0002747651e+00;1.0002377976e+00;1.0000515900e+00;9.9999473858e-01;9.9983056015e-01
3.9321600000e-02;1.0021017556e+00;1.0002014348e+00;1.0000348707e+00;1.0000453056e+00;1.0004939679e+00;9.9997669851e-01;1.0003616803e+00;1.0002680794e+00;1.0007369069e+00;9.9993648324e-01;1.0000617787e+00;1.0002662558e+00;1.0000054971e+00;1.0004697758e+00;1.0003314004e+00;1.0002276717e+00;1.0004641508e+00;1.0000225797e+00;1.0002467600e+00;1.0000807968e+00
4.2598400000e-02;1.0021230610e+00;1.0001909801e+00;1.0001511159e+00;1.0005154497e+00;1.0003269618e+00;9.9993409309e-01;1.0000640355e+00;1.0003355812e+00;1.0005167373e+00;1.0000218529e+00;9.9979480837e-01;1.0004130391e+00;9.9998093442e-01;1.0003874253e+00;1.0001974210e+00;1.0001285565e+00;1.0002974634e+00;1.0000564904e+00;1.0005074399e+00;1.0000226180e+00
4.5875200000e-02;1.0021961911e+00;1.0002740925e+00;9.9988444623e-01;1.0002023132e+00;1.0002254367e+00;1.0000116144e+00;9.9972203843e-01;1.0002790117e+00;1.0000791344e+00;1.0000520161e+00;1.0000991726e+00;1.0001842117e+00;1.0003381555e+00;1.0000222117e+00;1.0001368721e+00;1.0003005209e+00;1.0002273947e+00;9.9998688450e-01;1.0001140965e+00;9.9978969055e-01
4.9152000000e-02;1.0020143262e+00;1.0004557228e+00;9.9993957996e-01;1.0003133350e+00;1.0002600108e+00;1.0001184903e+00;9.9968195422e-01;9.9994931219e-01;9.9995263323e-01;9.9998390406e-01;1.0000485817e+00;1.0003197450e+00;9.9992569033e-01;1.0000756522e+00;1.0000400427e+00;1.0003879595e+00;1.0002808300e+00;1.0002167984e+00;9.9997127808e-01;1.0000401359e+00
5.2428800000e-02;1.0018532989e+00;1.0003827742e+00;1.0001270282e+00;1.0001938737e+00;1.0002622146e+00;9.9997124556e-01;1.0000396257e+00;1.0000102976e+00;1.0001229916e+00;9.9989391811e-01;1.0000030861e+00;1.0002221503e+00;9.9998811101e-01;1.0003153208e+00;9.9977245180e-01;1.0003067033e+00;9.9960514631e-01;9.9991245007e-01;9.9993553418e-01;9.9967638070e-01
