;05_DP_1_1_1_1;05_DP_1_2_1_1;05_DP_1_3_1_1;05_DP_1_4_1_1;05_DP_1_5_1_1;05_DP_1_6_1_1;05_DP_1_7_1_1;05_DP_1_8_1_1;05_DP_1_9_1_1;05_DP_1_10_1_1;05_DP_1_11_1_1;05_DP_1_12_1_1;05_DP_1_13_1_1;05_DP_1_14_1_1;05_DP_1_15_1_1;05_DP_1_16_1_1;05_DP_1_17_1_1;05_DP_1_18_1_1;05_DP_1_19_1_1;05_DP_1_20_1_1
6.4000000000e-06;1.0648598994e+00;1.0651535253e+00;1.0668025633e+00;1.0676906674e+00;1.0698200762e+00;1.0724001361e+00;1.0721728507e+00;1.0735714510e+00;1.0742000056e+00;1.0774442082e+00;1.0781691080e+00;1.0818461617e+00;1.0816338242e+00;1.0855199534e+00;1.0861583416e+00;1.0882520875e+00;1.0905929494e+00;1.0909131534e+00;1.0920423347e+00;1.0946730810e+00
7.2000000000e-06;1.0632058876e+00;1.0654527218e+00;1.0648098253e+00;1.0675028408e+00;1.0673214004e+00;1.0715522187e+00;1.0712187002e+00;1.0721316436e+00;1.0740255878e+00;1.0767158926e+00;1.0781680720e+00;1.0813006197e+00;1.0817589901e+00;1.0829859507e+00;1.0840736498e+00;1.0871942041e+00;1.0889114159e+00;1.0903192870e+00;1.0921398924e+00;1.0933331138e+00
8.0000000000e-06;1.0627345895e+00;1.0641406566e+00;1.0651255979e+00;1.0669147896e+00;1.0666925546e+00;1.0692826806e+00;1.0707508899e+00;1.0722470578e+00;1.0737050656e+00;1.0756800889e+00;1.0761501407e+00;1.0800264640e+00;1.0803371307e+00;1.0834857693e+00;1.0841837971e+00;1.0862502581e+00;1.0877449012e+00;1.0881086386e+00;1.0906640710e+00;1.0915691033e+00
8.8000000000e-06;1.0619079673e+00;1.0620700037e+00;1.0635762276e+00;1.0656623695e+00;1.0669137125e+00;1.0693139926e+00;1.0696098617e+00;1.0703427120e+00;1.0715916482e+00;1.0748589808e+00;1.0755676912e+00;1.0785397664e+00;1.0798836531e+00;1.0814359256e+00;1.0826834445e+00;1.0845100745e+00;1.0865102756e+00;1.0879174126e+00;1.0894868247e+00;1.0902660636e+00
9.6000000000e-06;1.0606101090e+00;1.0630274819e+00;1.0636692270e+00;1.0652642197e+00;1.0659210303e+00;1.0688232410e+00;1.0691378466e+00;1.0701603186e+00;1.0714613733e+00;1.0738442035e+00;1.0748731102e+00;1.0784758486e+00;1.0789641538e+00;1.0807908399e+00;1.0826304189e+00;1.0839147342e+00;1.0855102651e+00;1.0864516555e+00;1.0876587591e+00;1.0893273758e+00
1.0400000000e-05;1.0609432676e+00;1.0618332463e+00;1.0623579163e+00;1.0635592804e+00;1.0648298912e+00;1.0681773928e+00;1.0682046794e+00;1.0696911553e+00;1.0706469687e+00;1.0737371927e+00;1.0738919549e+00;1.0770588100e+00;1.0784158930e+00;1.0801260920e+00;1.0803255163e+00;1.0825722512e+00;1.0850818126e+00;1.0848639829e+00;1.0880912372e+00;1.0894734962e+00
1.1200000000e-05;1.0600796450e+00;1.0611001965e+00;1.0619670366e+00;1.0630989825e+00;1.0642892420e+00;1.0671117177e+00;1.0672269267e+00;1.0686933223e+00;1.0701352664e+00;1.0724858064e+00;1.0728366900e+00;1.0759690384e+00;1.0771762811e+00;1.0793293980e+00;1.0799011827e+00;1.0817450216e+00;1.0840734767e+00;1.0852895107e+00;1.0851808134e+00;1.0871540687e+00
1.2000000000e-05;1.0594157949e+00;1.0608718193e+00;1.0612369868e+00;1.0632886684e+00;1.0645409827e+00;1.0665644448e+00;1.0664807129e+00;1.0675696180e+00;1.0700234100e+00;1.0726892801e+00;1.0722410061e+00;1.0748441629e+00;1.0757621885e+00;1.0775762935e+00;1.0801756940e+00;1.0819936507e+00;1.0833037822e+00;1.0836186425e+00;1.0861549801e+00;1.0859496948e+00
1.2800000000e-05;1.0591056914e+00;1.0602877871e+00;1.0605112247e+00;1.0624224202e+00;1.0631496124e+00;1.0648062524e+00;1.0658616103e+00;1.0677866145e+00;1.0684188724e+00;1.0713572510e+00;1.0723892826e+00;1.0739777786e+00;1.0746454620e+00;1.0768719584e+00;1.0785487041e+00;1.0808677082e+00;1.0813876775e+00;1.0831696264e+00;1.0844246463e+00;1.0868837626e+00
1.4400000000e-05;1.0576820961e+00;1.0593625209e+00;1.0595719393e+00;1.0613995253e+00;1.0622182681e+00;1.0641819765e+00;1.0650963770e+00;1.0665186294e+00;1.0676698426e+00;1.0703036299e+00;1.0710588378e+00;1.0736744300e+00;1.0741867424e+00;1.0762061748e+00;1.0774366957e+00;1.0796857632e+00;1.0806895911e+00;1.0823027926e+00;1.0843337300e+00;1.0851861009e+00
1.6000000000e-05;1.0572012126e+00;1.0583982258e+00;1.0586996252e+00;1.0605335630e+00;1.0604060410e+00;1.0634952946e+00;1.0641923196e+00;1.0651333840e+00;1.0669100478e+00;1.0684902224e+00;1.0692387126e+00;1.0722885898e+00;1.0726582324e+00;1.0744787494e+00;1.0756646114e+00;1.0784996496e+00;1.0796161618e+00;1.0805255227e+00;1.0820100717e+00;1.0826976778e+00
1.7600000000e-05;1.0561264828e+00;1.0569806311e+00;1.0581324824e+00;1.0597605229e+00;1.0597055206e+00;1.0622522330e+00;1.0627637682e+00;1.0640631881e+00;1.0652140154e+00;1.0676194641e+00;1.0681832963e+00;1.0707062020e+00;1.0719703322e+00;1.0732800651e+00;1.0741315403e+00;1.0765589564e+00;1.0781948343e+00;1.0786546576e+00;1.0803392707e+00;1.0822458821e+00
1.9200000000e-05;1.0557874715e+00;1.0562867202e+00;1.0565505329e+00;1.0589929439e+00;1.0589718788e+00;1.0613370339e+00;1.0622923700e+00;1.0633675455e+00;1.0636126785e+00;1.0665194269e+00;1.0674903344e+00;1.0701457190e+00;1.0705857570e+00;1.0724888068e+00;1.0737480037e+00;1.0753084631e+00;1.0768601892e+00;1.0777263453e+00;1.0796327153e+00;1.0809463344e+00
2.0800000000e-05;1.0543905909e+00;1.0554726284e+00;1.0564756120e+00;1.0578411012e+00;1.0581728749e+00;1.0606716233e+00;1.0612822794e+00;1.0622952812e+00;1.0634364871e+00;1.0650969027e+00;1.0658527454e+00;1.0692500212e+00;1.0702994698e+00;1.0715847713e+00;1.0722220786e+00;1.0748384603e+00;1.0765694901e+00;1.0771079423e+00;1.0788493736e+00;1.0790819703e+00
2.2400000000e-05;1.0540271667e+00;1.0547747532e+00;1.0553492055e+00;1.0570508837e+00;1.0572916464e+00;1.0602213882e+00;1.0605313759e+00;1.0616412459e+00;1.0618977115e+00;1.0653804270e+00;1.0650262262e+00;1.0679453175e+00;1.0680608309e+00;1.0703966299e+00;1.0712785739e+00;1.0739151129e+00;1.0750484197e+00;1.0762158521e+00;1.0781313443e+00;1.0782969634e+00
2.4000000000e-05;1.0533642367e+00;1.0537155706e+00;1.0541860739e+00;1.0566734166e+00;1.0564526873e+00;1.0587856373e+00;1.0590548580e+00;1.0607488303e+00;1.0620049898e+00;1.0640947349e+00;1.0649118876e+00;1.0676375107e+00;1.0681773519e+00;1.0701797116e+00;1.0708646371e+00;1.0724857750e+00;1.0740191776e+00;1.0756343529e+00;1.0760885027e+00;1.0784753186e+00
2.5600000000e-05;1.0525259656e+00;1.0529231875e+00;1.0543289629e+00;1.0554561590e+00;1.0556077102e+00;1.0579986454e+00;1.0585808598e+00;1.0595896362e+00;1.0598882439e+00;1.0631659697e+00;1.0633044791e+00;1.0666766852e+00;1.0673128368e+00;1.0686867558e+00;1.0700475318e+00;1.0719674106e+00;1.0729451309e+00;1.0738484984e+00;1.0755299511e+00;1.0762448600e+00
2.8800000000e-05;1.0509880520e+00;1.0522300306e+00;1.0526349476e+00;1.0545779533e+00;1.0548978010e+00;1.0573361564e+00;1.0575215695e+00;1.0584413667e+00;1.0594555999e+00;1.0618282744e+00;1.0624725306e+00;1.0646251962e+00;1.0657347780e+00;1.0675269272e+00;1.0679898696e+00;1.0704075945e+00;1.0712316742e+00;1.0720376524e+00;1.0734545166e+00;1.0748381813e+00
3.2000000000e-05;1.0502414619e+00;1.0506960817e+00;1.0513931432e+00;1.0535068876e+00;1.0533651465e+00;1.0560558968e+00;1.0560464788e+00;1.0571423891e+00;1.0577372312e+00;1.0602714440e+00;1.0608542328e+00;1.0631774931e+00;1.0641362772e+00;1.0658864819e+00;1.0666997354e+00;1.0682215948e+00;1.0697862934e+00;1.0702560402e+00;1.0722203095e+00;1.0723956746e+00
3.5200000000e-05;1.0485923832e+00;1.0499993209e+00;1.0503281353e+00;1.0518082408e+00;1.0526352751e+00;1.0546236156e+00;1.0549983436e+00;1.0560901004e+00;1.0564876052e+00;1.0591325033e+00;1.0596358236e+00;1.0618830517e+00;1.0627675486e+00;1.0643441167e+00;1.0650531809e+00;1.0670618188e+00;1.0682686151e+00;1.0689389472e+00;1.0702014499e+00;1.0709748562e+00
3.8400000000e-05;1.0478232093e+00;1.0489815637e+00;1.0493839281e+00;1.0513424988e+00;1.0512791960e+00;1.0536273264e+00;1.0543593392e+00;1.0554464413e+00;1.0552082909e+00;1.0578561237e+00;1.0585005741e+00;1.0608811581e+00;1.0618046634e+00;1.0629431662e+00;1.0636496877e+00;1.0654675581e+00;1.0667390209e+00;1.0678778679e+00;1.0689099023e+00;1.0704261362e+00
4.1600000000e-05;1.0477560279e+00;1.0482273799e+00;1.0489240201e+00;1.0500788587e+00;1.0501345553e+00;1.0521515899e+00;1.0530860841e+00;1.0540867448e+00;1.0544269774e+00;1.0573712396e+00;1.0577291888e+00;1.0601728445e+00;1.0603566850e+00;1.0620095875e+00;1.0629439976e+00;1.0644568674e+00;1.0657855359e+00;1.0663335438e+00;1.0674582820e+00;1.0683992565e+00
4.4800000000e-05;1.0464560406e+00;1.0469420638e+00;1.0475611804e+00;1.0496489508e+00;1.0492354154e+00;1.0516466207e+00;1.0518628278e+00;1.0525553413e+00;1.0533014028e+00;1.0556990015e+00;1.0559530851e+00;1.0587531647e+00;1.0596597463e+00;1.0607480598e+00;1.0616371275e+00;1.0632073396e+00;1.0644511036e+00;1.0649461909e+00;1.0668417656e+00;1.0674958635e+00
4.8000000000e-05;1.0459306696e+00;1.0463655103e+00;1.0469123580e+00;1.0483677038e+00;1.0487545694e+00;1.0504499634e+00;1.0512202385e+00;1.0519300493e+00;1.0527654959e+00;1.0547088578e+00;1.0554633864e+00;1.0580149775e+00;1.0582811159e+00;1.0599751505e+00;1.0607603874e+00;1.0620890407e+00;1.0633809406e+00;1.0639329814e+00;1.0654788852e+00;1.0660310029e+00
5.1200000000e-05;1.0448807174e+00;1.0454514107e+00;1.0460539744e+00;1.0476513645e+00;1.0476695380e+00;1.0496872452e+00;1.0502685171e+00;1.0508615996e+00;1.0516168794e+00;1.0538608460e+00;1.0541793027e+00;1.0569321459e+00;1.0572919468e+00;1.0583861686e+00;1.0592238683e+00;1.0609776889e+00;1.0623756744e+00;1.0627982292e+00;1.0636426946e+00;1.0658716131e+00
5.7600000000e-05;1.0434088782e+00;1.0442740942e+00;1.0445351156e+00;1.0460384421e+00;1.0460767993e+00;1.0484520048e+00;1.0487204598e+00;1.0491554504e+00;1.0500262241e+00;1.0522033449e+00;1.0525200724e+00;1.0548395063e+00;1.0553542090e+00;1.0569020899e+00;1.0578018380e+00;1.0591918017e+00;1.0604885820e+00;1.0606949990e+00;1.0623265113e+00;1.0628174523e+00
6.4000000000e-05;1.0420985390e+00;1.0424552450e+00;1.0431779303e+00;1.0444856237e+00;1.0449016409e+00;1.0465000053e+00;1.0470476661e+00;1.0478979159e+00;1.0486897091e+00;1.0504638515e+00;1.0507916375e+00;1.0526387519e+00;1.0536023085e+00;1.0553025170e+00;1.0557406938e+00;1.0575311948e+00;1.0577468806e+00;1.0592435734e+00;1.0600185239e+00;1.0606662861e+00
7.0400000000e-05;1.0410087232e+00;1.0415962881e+00;1.0419185919e+00;1.0431385701e+00;1.0437277113e+00;1.0454856173e+00;1.0455743392e+00;1.0467993229e+00;1.0471941602e+00;1.0491028058e+00;1.0492279518e+00;1.0515230803e+00;1.0517905247e+00;1.0534006041e+00;1.0538291598e+00;1.0554263503e+00;1.0564421612e+00;1.0568853591e+00;1.0581545257e+00;1.0593493595e+00
7.6800000000e-05;1.0397501817e+00;1.0402782260e+00;1.0406923199e+00;1.0421728692e+00;1.0420793601e+00;1.0439417862e+00;1.0446760672e+00;1.0452306799e+00;1.0457157832e+00;1.0477266603e+00;1.0481144625e+00;1.0496841445e+00;1.0506854163e+00;1.0521362895e+00;1.0525641026e+00;1.0539267808e+00;1.0544259301e+00;1.0552525174e+00;1.0564556158e+00;1.0576123720e+00
8.3200000000e-05;1.0387889969e+00;1.0391281346e+00;1.0394627609e+00;1.0409091969e+00;1.0405766657e+00;1.0429775785e+00;1.0431107862e+00;1.0437312443e+00;1.0442881532e+00;1.0465238716e+00;1.0467884708e+00;1.0480297602e+00;1.0489372146e+00;1.0502692195e+00;1.0513742439e+00;1.0529860805e+00;1.0533737845e+00;1.0536416599e+00;1.0552008592e+00;1.0558084743e+00
8.9600000000e-05;1.0373719640e+00;1.0380589460e+00;1.0385778028e+00;1.0397500888e+00;1.0399128288e+00;1.0419876888e+00;1.0421350379e+00;1.0431009635e+00;1.0433074071e+00;1.0456208020e+00;1.0451983885e+00;1.0470285629e+00;1.0480816262e+00;1.0489768681e+00;1.0495123595e+00;1.0511483369e+00;1.0519427038e+00;1.0525679552e+00;1.0534147624e+00;1.0542911883e+00
9.6000000000e-05;1.0367881410e+00;1.0372115740e+00;1.0375831583e+00;1.0389360226e+00;1.0387588216e+00;1.0407193151e+00;1.0411527140e+00;1.0414878641e+00;1.0420289578e+00;1.0439531699e+00;1.0442137732e+00;1.0461061393e+00;1.0462973203e+00;1.0476908629e+00;1.0482445978e+00;1.0496489968e+00;1.0504833128e+00;1.0510905277e+00;1.0524780794e+00;1.0528404678e+00
1.0240000000e-04;1.0358987295e+00;1.0364284372e+00;1.0365380640e+00;1.0376822965e+00;1.0381321483e+00;1.0397928799e+00;1.0402189928e+00;1.0408596381e+00;1.0410263713e+00;1.0432010276e+00;1.0431282523e+00;1.0446763925e+00;1.0453084637e+00;1.0467505662e+00;1.0467753021e+00;1.0487985726e+00;1.0492383525e+00;1.0496579773e+00;1.0512702816e+00;1.0514188302e+00
1.1520000000e-04;1.0342765263e+00;1.0346215939e+00;1.0349316085e+00;1.0361689466e+00;1.0363212059e+00;1.0378207411e+00;1.0384178034e+00;1.0389080809e+00;1.0391701217e+00;1.0411601795e+00;1.0413180081e+00;1.0427286791e+00;1.0431228445e+00;1.0443936592e+00;1.0444940249e+00;1.0466083905e+00;1.0471668456e+00;1.0471237185e+00;1.0484431521e+00;1.0490684725e+00
1.2800000000e-04;1.0326805213e+00;1.0332228045e+00;1.0333985937e+00;1.0345586767e+00;1.0344098620e+00;1.0361328034e+00;1.0368604271e+00;1.0368892168e+00;1.0372990182e+00;1.0391837552e+00;1.0394170447e+00;1.0407461560e+00;1.0412728520e+00;1.0426993362e+00;1.0427059011e+00;1.0441198537e+00;1.0448341924e+00;1.0453616482e+00;1.0465219185e+00;1.0467723409e+00
1.4080000000e-04;1.0315287508e+00;1.0317334654e+00;1.0318072862e+00;1.0332447838e+00;1.0330525832e+00;1.0348397691e+00;1.0351718751e+00;1.0356432827e+00;1.0359796563e+00;1.0377261524e+00;1.0376916693e+00;1.0391670061e+00;1.0394029698e+00;1.0406646277e+00;1.0410877609e+00;1.0423236400e+00;1.0430225934e+00;1.0434982351e+00;1.0439280121e+00;1.0450617212e+00
1.5360000000e-04;1.0302742373e+00;1.0304164795e+00;1.0305684662e+00;1.0320046368e+00;1.0315917056e+00;1.0335422805e+00;1.0338839008e+00;1.0342279364e+00;1.0343815186e+00;1.0362114611e+00;1.0363264880e+00;1.0374029869e+00;1.0379964887e+00;1.0390329787e+00;1.0391901099e+00;1.0406887788e+00;1.0410737500e+00;1.0418370104e+00;1.0425423113e+00;1.0432333323e+00
1.6640000000e-04;1.0290744098e+00;1.0292253954e+00;1.0293659974e+00;1.0307123563e+00;1.0304758693e+00;1.0323238993e+00;1.0324673094e+00;1.0327467143e+00;1.0330536263e+00;1.0348070849e+00;1.0348184998e+00;1.0360084717e+00;1.0361569055e+00;1.0376578422e+00;1.0378066365e+00;1.0389735771e+00;1.0393704569e+00;1.0400310885e+00;1.0407873238e+00;1.0415926687e+00
1.7920000000e-04;1.0278337305e+00;1.0280252477e+00;1.0286629767e+00;1.0296300570e+00;1.0292365118e+00;1.0309315634e+00;1.0315414694e+00;1.0318248456e+00;1.0318443831e+00;1.0332957399e+00;1.0333296545e+00;1.0346718028e+00;1.0349607407e+00;1.0361144049e+00;1.0362855113e+00;1.0376885812e+00;1.0376105785e+00;1.0386684654e+00;1.0390847859e+00;1.0399271131e+00
1.9200000000e-04;1.0267882273e+00;1.0271282990e+00;1.0274037773e+00;1.0285567159e+00;1.0282634393e+00;1.0300648379e+00;1.0302922565e+00;1.0306324409e+00;1.0306108041e+00;1.0322481803e+00;1.0321711364e+00;1.0336332963e+00;1.0337206586e+00;1.0351429764e+00;1.0350993610e+00;1.0364894122e+00;1.0365651536e+00;1.0372442802e+00;1.0380661362e+00;1.0386722544e+00
2.0480000000e-04;1.0259354217e+00;1.0263013644e+00;1.0264469650e+00;1.0275507795e+00;1.0271808383e+00;1.0289362485e+00;1.0290470592e+00;1.0294041884e+00;1.0297187986e+00;1.0312864615e+00;1.0309575379e+00;1.0322724641e+00;1.0325853015e+00;1.0338332777e+00;1.0335876369e+00;1.0353674807e+00;1.0354338541e+00;1.0358152662e+00;1.0366188639e+00;1.0373085924e+00
