;02_FL100_3_1_1_1;02_FL100_3_2_1_1;02_FL100_3_3_1_1;02_FL100_3_4_1_1;02_FL100_3_5_1_1;02_FL100_3_6_1_1;02_FL100_3_7_1_1;02_FL100_3_8_1_1;02_FL100_3_9_1_1;02_FL100_3_10_1_1;02_FL100_3_11_1_1;02_FL100_3_12_1_1;02_FL100_3_13_1_1;02_FL100_3_14_1_1;02_FL100_3_15_1_1;02_FL100_3_16_1_1;02_FL100_3_17_1_1;02_FL100_3_18_1_1;02_FL100_3_19_1_1;02_FL100_3_20_1_1
2.0480000000e-04;1.0153759279e+00;1.0152260666e+00;1.0162261884e+00;1.0176474308e+00;1.0147461442e+00;1.0163795482e+00;1.0168558511e+00;1.0178944076e+00;1.0182668064e+00;1.0182812596e+00;1.0181549230e+00;1.0215333930e+00;1.0162542718e+00;1.0338216199e+00;1.0180624524e+00;1.0168201829e+00;1.0182449721e+00;1.0182083232e+00;1.0181964234e+00;1.0189191991e+00
2.3040000000e-04;1.0144725611e+00;1.0144967043e+00;1.0157303967e+00;1.0167843409e+00;1.0140628675e+00;1.0155937168e+00;1.0158204653e+00;1.0169580808e+00;1.0170945374e+00;1.0173556236e+00;1.0170556365e+00;1.0207270201e+00;1.0155150749e+00;1.0334082327e+00;1.0174420383e+00;1.0159893160e+00;1.0171533618e+00;1.0174586579e+00;1.0171149486e+00;1.0179061882e+00
2.5600000000e-04;1.0136456177e+00;1.0136354643e+00;1.0153480845e+00;1.0159906702e+00;1.0131846845e+00;1.0147214230e+00;1.0148649043e+00;1.0161212042e+00;1.0162954349e+00;1.0166029686e+00;1.0161671088e+00;1.0201420749e+00;1.0149699149e+00;1.0329775030e+00;1.0167745393e+00;1.0150969973e+00;1.0161980599e+00;1.0164265968e+00;1.0161642763e+00;1.0168918351e+00
2.8160000000e-04;1.0131025854e+00;1.0129489874e+00;1.0150514828e+00;1.0152260503e+00;1.0125193728e+00;1.0138689069e+00;1.0142401492e+00;1.0152926083e+00;1.0155756876e+00;1.0155803899e+00;1.0154737818e+00;1.0194028771e+00;1.0144556471e+00;1.0326667178e+00;1.0162136593e+00;1.0143677459e+00;1.0154651977e+00;1.0156148462e+00;1.0153911864e+00;1.0160894360e+00
3.0720000000e-04;1.0125308654e+00;1.0123828255e+00;1.0146536195e+00;1.0146543779e+00;1.0118461023e+00;1.0132285702e+00;1.0134772637e+00;1.0145656168e+00;1.0148669666e+00;1.0150113156e+00;1.0146437488e+00;1.0188658216e+00;1.0140932697e+00;1.0322698568e+00;1.0156734547e+00;1.0137971680e+00;1.0146848811e+00;1.0149712480e+00;1.0146224188e+00;1.0153815721e+00
3.3280000000e-04;1.0119304807e+00;1.0118485848e+00;1.0143506996e+00;1.0141081670e+00;1.0114313224e+00;1.0127110731e+00;1.0128902022e+00;1.0138586910e+00;1.0142037340e+00;1.0144081291e+00;1.0140906195e+00;1.0182918059e+00;1.0136231152e+00;1.0320176035e+00;1.0151485060e+00;1.0131806819e+00;1.0140771479e+00;1.0143291794e+00;1.0139589277e+00;1.0147826982e+00
3.5840000000e-04;1.0114111001e+00;1.0115714743e+00;1.0141324066e+00;1.0136225320e+00;1.0108784391e+00;1.0122041659e+00;1.0123488126e+00;1.0131947458e+00;1.0136894435e+00;1.0135019296e+00;1.0134534146e+00;1.0179134425e+00;1.0131760760e+00;1.0317657926e+00;1.0148036513e+00;1.0126211882e+00;1.0134826188e+00;1.0137748441e+00;1.0135004695e+00;1.0141010514e+00
3.8400000000e-04;1.0109806071e+00;1.0110886779e+00;1.0138612256e+00;1.0130866932e+00;1.0104142420e+00;1.0117911677e+00;1.0118881087e+00;1.0127584467e+00;1.0130102490e+00;1.0130702585e+00;1.0128114648e+00;1.0175092614e+00;1.0127898353e+00;1.0314555823e+00;1.0145158549e+00;1.0120422277e+00;1.0127005574e+00;1.0133368027e+00;1.0128597490e+00;1.0134328286e+00
4.0960000000e-04;1.0104611998e+00;1.0105236310e+00;1.0135960308e+00;1.0127161736e+00;1.0100324929e+00;1.0112951051e+00;1.0112286469e+00;1.0123462139e+00;1.0124182585e+00;1.0125577890e+00;1.0124199560e+00;1.0171271312e+00;1.0125915223e+00;1.0313235020e+00;1.0139127408e+00;1.0117116800e+00;1.0122961001e+00;1.0126605416e+00;1.0122941866e+00;1.0130808646e+00
4.6080000000e-04;1.0098113533e+00;1.0098596166e+00;1.0132269656e+00;1.0118266177e+00;1.0093682146e+00;1.0105210397e+00;1.0106351916e+00;1.0113883146e+00;1.0116281070e+00;1.0117563889e+00;1.0116610245e+00;1.0163934393e+00;1.0119294516e+00;1.0309495662e+00;1.0134909790e+00;1.0108479161e+00;1.0115317696e+00;1.0119233197e+00;1.0113544503e+00;1.0120653925e+00
5.1200000000e-04;1.0092100492e+00;1.0091226532e+00;1.0128403751e+00;1.0112200439e+00;1.0087519384e+00;1.0098084046e+00;1.0099472883e+00;1.0106289529e+00;1.0109521309e+00;1.0110342739e+00;1.0109943566e+00;1.0158984210e+00;1.0114131145e+00;1.0305327055e+00;1.0128959743e+00;1.0103079118e+00;1.0107251961e+00;1.0111341850e+00;1.0105922538e+00;1.0113009286e+00
5.6320000000e-04;1.0087692570e+00;1.0086660591e+00;1.0125412200e+00;1.0107647588e+00;1.0082177078e+00;1.0092149808e+00;1.0092725677e+00;1.0100001651e+00;1.0102304526e+00;1.0102178925e+00;1.0102362893e+00;1.0153915891e+00;1.0109663832e+00;1.0301996603e+00;1.0123899292e+00;1.0096688776e+00;1.0100903778e+00;1.0106181262e+00;1.0098987547e+00;1.0105552993e+00
6.1440000000e-04;1.0082565843e+00;1.0083354631e+00;1.0122741587e+00;1.0101126239e+00;1.0077963659e+00;1.0086094808e+00;1.0088735897e+00;1.0095651575e+00;1.0095804664e+00;1.0096118942e+00;1.0096796774e+00;1.0149178601e+00;1.0105678983e+00;1.0299972842e+00;1.0120498111e+00;1.0090203123e+00;1.0095441009e+00;1.0099834403e+00;1.0093732902e+00;1.0100103167e+00
6.6560000000e-04;1.0078687076e+00;1.0078692272e+00;1.0120382929e+00;1.0097152288e+00;1.0072490008e+00;1.0081553775e+00;1.0082632780e+00;1.0090128617e+00;1.0091926102e+00;1.0091267437e+00;1.0091374828e+00;1.0145368291e+00;1.0101882272e+00;1.0298049687e+00;1.0117332055e+00;1.0086792045e+00;1.0090324982e+00;1.0094994897e+00;1.0089096276e+00;1.0095084799e+00
7.1680000000e-04;1.0073928920e+00;1.0074940982e+00;1.0117490567e+00;1.0092952594e+00;1.0069475563e+00;1.0078929675e+00;1.0077903926e+00;1.0086364325e+00;1.0086746300e+00;1.0086074017e+00;1.0084910330e+00;1.0142170931e+00;1.0098517489e+00;1.0295809878e+00;1.0114349905e+00;1.0083383892e+00;1.0085877901e+00;1.0090859060e+00;1.0083813966e+00;1.0090740853e+00
7.6800000000e-04;1.0071669844e+00;1.0071108543e+00;1.0116457480e+00;1.0088344956e+00;1.0066582819e+00;1.0074612860e+00;1.0075155319e+00;1.0081610785e+00;1.0082344750e+00;1.0082345297e+00;1.0080924418e+00;1.0138737148e+00;1.0096514852e+00;1.0293675614e+00;1.0110875782e+00;1.0079027864e+00;1.0081876951e+00;1.0085422503e+00;1.0080352704e+00;1.0086102620e+00
8.1920000000e-04;1.0069521472e+00;1.0070093035e+00;1.0114680913e+00;1.0086480009e+00;1.0063050636e+00;1.0072022202e+00;1.0071556401e+00;1.0078140327e+00;1.0080769325e+00;1.0078323909e+00;1.0078988735e+00;1.0137041537e+00;1.0093391856e+00;1.0292214062e+00;1.0108156955e+00;1.0076460200e+00;1.0078290403e+00;1.0082625767e+00;1.0076073653e+00;1.0082922360e+00
9.2160000000e-04;1.0063592468e+00;1.0064557950e+00;1.0111396960e+00;1.0080282707e+00;1.0056877761e+00;1.0065150801e+00;1.0066507427e+00;1.0071843581e+00;1.0073325936e+00;1.0071294576e+00;1.0072157988e+00;1.0131008014e+00;1.0087854926e+00;1.0289494446e+00;1.0103019250e+00;1.0069833335e+00;1.0071398409e+00;1.0075308423e+00;1.0070681217e+00;1.0074795027e+00
1.0240000000e-03;1.0058410772e+00;1.0059764959e+00;1.0108950161e+00;1.0075908376e+00;1.0051649696e+00;1.0060523516e+00;1.0060905710e+00;1.0065036410e+00;1.0068094386e+00;1.0065321951e+00;1.0064299132e+00;1.0126588145e+00;1.0084045056e+00;1.0287238338e+00;1.0098458245e+00;1.0064703855e+00;1.0066210665e+00;1.0069566151e+00;1.0064736690e+00;1.0069133808e+00
1.1264000000e-03;1.0054842824e+00;1.0056718597e+00;1.0107073884e+00;1.0070940479e+00;1.0048310631e+00;1.0055612735e+00;1.0057445006e+00;1.0060693800e+00;1.0061765424e+00;1.0061389555e+00;1.0060855065e+00;1.0123263017e+00;1.0081083208e+00;1.0284672627e+00;1.0096466438e+00;1.0059454368e+00;1.0061058111e+00;1.0065396934e+00;1.0060559579e+00;1.0064755653e+00
1.2288000000e-03;1.0052371910e+00;1.0052527042e+00;1.0104796960e+00;1.0067551677e+00;1.0045627212e+00;1.0052215483e+00;1.0053024406e+00;1.0056196173e+00;1.0058977132e+00;1.0057077919e+00;1.0055644261e+00;1.0120266353e+00;1.0078064374e+00;1.0282977927e+00;1.0093552515e+00;1.0056592417e+00;1.0057431463e+00;1.0061240288e+00;1.0056218983e+00;1.0061005259e+00
1.3312000000e-03;1.0048786933e+00;1.0049951970e+00;1.0103801564e+00;1.0064596325e+00;1.0041306424e+00;1.0048690500e+00;1.0049440543e+00;1.0052204850e+00;1.0054988150e+00;1.0053884107e+00;1.0053401514e+00;1.0117398581e+00;1.0075790366e+00;1.0281690842e+00;1.0090196426e+00;1.0053760678e+00;1.0053709112e+00;1.0057546740e+00;1.0051694648e+00;1.0057769596e+00
1.4336000000e-03;1.0045793407e+00;1.0047986932e+00;1.0102502534e+00;1.0060752608e+00;1.0038675412e+00;1.0045656697e+00;1.0045295685e+00;1.0048674535e+00;1.0050193545e+00;1.0050036300e+00;1.0050079001e+00;1.0115313533e+00;1.0072673060e+00;1.0279777876e+00;1.0088371189e+00;1.0049538143e+00;1.0049029239e+00;1.0055044237e+00;1.0048551951e+00;1.0053500145e+00
1.5360000000e-03;1.0043611898e+00;1.0046252676e+00;1.0102271934e+00;1.0058274258e+00;1.0036580414e+00;1.0042483856e+00;1.0043706372e+00;1.0045476569e+00;1.0047526174e+00;1.0048710622e+00;1.0048230169e+00;1.0114496858e+00;1.0071020107e+00;1.0278730417e+00;1.0086090148e+00;1.0046927804e+00;1.0047055189e+00;1.0051949480e+00;1.0044805615e+00;1.0050480127e+00
1.6384000000e-03;1.0042179245e+00;1.0044402900e+00;1.0101004712e+00;1.0055463291e+00;1.0034686983e+00;1.0039803325e+00;1.0042112889e+00;1.0043138307e+00;1.0045421758e+00;1.0045955316e+00;1.0043398475e+00;1.0111223833e+00;1.0069844211e+00;1.0277369386e+00;1.0083443903e+00;1.0045829875e+00;1.0045432849e+00;1.0050380017e+00;1.0042162852e+00;1.0048361036e+00
1.8432000000e-03;1.0036836752e+00;1.0039529660e+00;1.0098049929e+00;1.0051812428e+00;1.0031028705e+00;1.0035896685e+00;1.0037079111e+00;1.0039682606e+00;1.0041591809e+00;1.0041766562e+00;1.0039416628e+00;1.0106983214e+00;1.0065931827e+00;1.0275018883e+00;1.0080193633e+00;1.0041473321e+00;1.0040208979e+00;1.0045437067e+00;1.0037780240e+00;1.0042240292e+00
2.0480000000e-03;1.0033764891e+00;1.0036603366e+00;1.0096295762e+00;1.0047506795e+00;1.0027613725e+00;1.0032588979e+00;1.0033700059e+00;1.0035535913e+00;1.0037807265e+00;1.0037718843e+00;1.0035253546e+00;1.0104772628e+00;1.0063369094e+00;1.0274018338e+00;1.0076396076e+00;1.0038846807e+00;1.0035306044e+00;1.0042800260e+00;1.0034108291e+00;1.0037820018e+00
2.2528000000e-03;1.0032297238e+00;1.0033545615e+00;1.0094675181e+00;1.0045766329e+00;1.0025506572e+00;1.0030564636e+00;1.0030675151e+00;1.0031842968e+00;1.0034819000e+00;1.0035061658e+00;1.0032078984e+00;1.0102114557e+00;1.0061690632e+00;1.0272286539e+00;1.0074631303e+00;1.0036365825e+00;1.0032625691e+00;1.0038672942e+00;1.0033015306e+00;1.0034619436e+00
2.4576000000e-03;1.0030280373e+00;1.0030814772e+00;1.0094128934e+00;1.0043535259e+00;1.0024163564e+00;1.0028637403e+00;1.0028150941e+00;1.0029095273e+00;1.0033185154e+00;1.0031404224e+00;1.0030120761e+00;1.0100380350e+00;1.0060227784e+00;1.0270614675e+00;1.0072885306e+00;1.0033685423e+00;1.0029570190e+00;1.0035013019e+00;1.0030567057e+00;1.0033376559e+00
2.6624000000e-03;1.0028778604e+00;1.0029714446e+00;1.0093454473e+00;1.0041553662e+00;1.0022271240e+00;1.0026771760e+00;1.0025444028e+00;1.0026887922e+00;1.0030121403e+00;1.0027342313e+00;1.0028178924e+00;1.0098810469e+00;1.0058980811e+00;1.0269373842e+00;1.0072166376e+00;1.0032494184e+00;1.0027760846e+00;1.0031646007e+00;1.0029027354e+00;1.0030859704e+00
2.8672000000e-03;1.0025567676e+00;1.0028100435e+00;1.0092800329e+00;1.0040289069e+00;1.0020955635e+00;1.0024501506e+00;1.0024308484e+00;1.0024443762e+00;1.0026884871e+00;1.0024873680e+00;1.0026231593e+00;1.0097812651e+00;1.0056925979e+00;1.0268920121e+00;1.0071369461e+00;1.0029401896e+00;1.0027526434e+00;1.0029267620e+00;1.0026107075e+00;1.0030611547e+00
3.0720000000e-03;1.0023132328e+00;1.0024972044e+00;1.0092172527e+00;1.0039565574e+00;1.0020376606e+00;1.0022988520e+00;1.0021946979e+00;1.0022586710e+00;1.0024598958e+00;1.0023150067e+00;1.0024959114e+00;1.0096426824e+00;1.0056162576e+00;1.0267391975e+00;1.0069369576e+00;1.0028350147e+00;1.0026156550e+00;1.0028656831e+00;1.0026250658e+00;1.0027624357e+00
3.2768000000e-03;1.0022171788e+00;1.0024466133e+00;1.0091582458e+00;1.0037942949e+00;1.0019219243e+00;1.0021102618e+00;1.0020585031e+00;1.0021758506e+00;1.0023307762e+00;1.0022417759e+00;1.0023699774e+00;1.0094963170e+00;1.0054628521e+00;1.0267343687e+00;1.0068044894e+00;1.0026202911e+00;1.0023891766e+00;1.0026260972e+00;1.0025223923e+00;1.0025434039e+00
3.6864000000e-03;1.0019666930e+00;1.0022720400e+00;1.0089662512e+00;1.0034262105e+00;1.0016902610e+00;1.0019272891e+00;1.0018186868e+00;1.0019076766e+00;1.0020302055e+00;1.0019469582e+00;1.0021528133e+00;1.0093632889e+00;1.0054218057e+00;1.0266756981e+00;1.0066431139e+00;1.0023258683e+00;1.0020919096e+00;1.0024814453e+00;1.0021395891e+00;1.0021693652e+00
4.0960000000e-03;1.0017698021e+00;1.0022496405e+00;1.0088501124e+00;1.0033765613e+00;1.0015895833e+00;1.0017620155e+00;1.0016071106e+00;1.0016221604e+00;1.0018976469e+00;1.0017302549e+00;1.0019852066e+00;1.0092115538e+00;1.0052855306e+00;1.0265369721e+00;1.0064687175e+00;1.0022863974e+00;1.0018688619e+00;1.0024257983e+00;1.0019283124e+00;1.0019972027e+00
4.5056000000e-03;1.0015749245e+00;1.0021790984e+00;1.0087935167e+00;1.0032310648e+00;1.0014533757e+00;1.0015235634e+00;1.0014769159e+00;1.0016110482e+00;1.0017119309e+00;1.0016308928e+00;1.0017328669e+00;1.0090368949e+00;1.0050664804e+00;1.0264641157e+00;1.0062752477e+00;1.0021221757e+00;1.0015099945e+00;1.0022744646e+00;1.0017785409e+00;1.0017655082e+00
4.9152000000e-03;1.0016420171e+00;1.0019572515e+00;1.0087134630e+00;1.0031870041e+00;1.0012101623e+00;1.0015115946e+00;1.0012922155e+00;1.0015081245e+00;1.0016074262e+00;1.0014888801e+00;1.0015877558e+00;1.0090153066e+00;1.0049794752e+00;1.0263298608e+00;1.0062050112e+00;1.0019553938e+00;1.0013247245e+00;1.0021112937e+00;1.0016827004e+00;1.0016568861e+00
5.3248000000e-03;1.0015941740e+00;1.0018741311e+00;1.0087481459e+00;1.0031100979e+00;1.0011285954e+00;1.0014064377e+00;1.0012274954e+00;1.0014371217e+00;1.0015195538e+00;1.0014385500e+00;1.0013973964e+00;1.0087952917e+00;1.0047704645e+00;1.0263207647e+00;1.0060980464e+00;1.0018217363e+00;1.0013105134e+00;1.0018824099e+00;1.0013976065e+00;1.0013748805e+00
5.7344000000e-03;1.0015846070e+00;1.0017938415e+00;1.0087665340e+00;1.0030725416e+00;1.0011318639e+00;1.0012486409e+00;1.0011600067e+00;1.0012762142e+00;1.0013372099e+00;1.0012889792e+00;1.0013137547e+00;1.0086968511e+00;1.0047345041e+00;1.0263728437e+00;1.0060087856e+00;1.0017523773e+00;1.0011533863e+00;1.0019256379e+00;1.0013469890e+00;1.0014467969e+00
6.1440000000e-03;1.0013010987e+00;1.0017939263e+00;1.0086813162e+00;1.0029157898e+00;1.0009754684e+00;1.0011312833e+00;1.0008910995e+00;1.0013404822e+00;1.0013291634e+00;1.0012719764e+00;1.0012910013e+00;1.0086992647e+00;1.0046469579e+00;1.0263078950e+00;1.0060400583e+00;1.0016210690e+00;1.0011333245e+00;1.0017591339e+00;1.0013219028e+00;1.0013819079e+00
6.5536000000e-03;1.0010783614e+00;1.0016125560e+00;1.0086434623e+00;1.0028937430e+00;1.0009341686e+00;1.0010145979e+00;1.0009623766e+00;1.0012363355e+00;1.0012419238e+00;1.0011707916e+00;1.0010341377e+00;1.0087810845e+00;1.0046084231e+00;1.0261975858e+00;1.0060807248e+00;1.0015424686e+00;1.0009443188e+00;1.0016062870e+00;1.0012101965e+00;1.0013517401e+00
7.3728000000e-03;1.0008766028e+00;1.0015527780e+00;1.0086015655e+00;1.0028093160e+00;1.0008035613e+00;1.0008581987e+00;1.0008775703e+00;1.0008674998e+00;1.0011640325e+00;1.0011412050e+00;1.0008968932e+00;1.0088002968e+00;1.0045430107e+00;1.0260948396e+00;1.0061156538e+00;1.0013868921e+00;1.0008994312e+00;1.0015815310e+00;1.0007798014e+00;1.0010933838e+00
8.1920000000e-03;1.0007212975e+00;1.0013970384e+00;1.0086129230e+00;1.0025996893e+00;1.0006876789e+00;1.0008362046e+00;1.0008339855e+00;1.0007648784e+00;1.0011325579e+00;1.0010847493e+00;1.0008402883e+00;1.0085910477e+00;1.0044046369e+00;1.0260528368e+00;1.0061223754e+00;1.0014159530e+00;1.0008174967e+00;1.0016373491e+00;1.0006932550e+00;1.0008615349e+00
9.0112000000e-03;1.0007477982e+00;1.0014061268e+00;1.0085358658e+00;1.0026299659e+00;1.0007341268e+00;1.0005823831e+00;1.0006983853e+00;1.0007262778e+00;1.0009523888e+00;1.0009970671e+00;1.0008489247e+00;1.0084438085e+00;1.0043849655e+00;1.0260727092e+00;1.0059654955e+00;1.0013921042e+00;1.0007753235e+00;1.0012617715e+00;1.0007067086e+00;1.0008074263e+00
9.8304000000e-03;1.0007006119e+00;1.0013657841e+00;1.0084176391e+00;1.0023512559e+00;1.0006715945e+00;1.0005526432e+00;1.0005749146e+00;1.0006118478e+00;1.0008909269e+00;1.0008111935e+00;1.0009913961e+00;1.0083740847e+00;1.0043820016e+00;1.0261009863e+00;1.0058764997e+00;1.0012332954e+00;1.0007064008e+00;1.0013566596e+00;1.0007179712e+00;1.0004719945e+00
1.0649600000e-02;1.0006998916e+00;1.0012921602e+00;1.0083407919e+00;1.0023913734e+00;1.0005636797e+00;1.0004841031e+00;1.0005589796e+00;1.0004877977e+00;1.0008542667e+00;1.0008447195e+00;1.0008814321e+00;1.0083630027e+00;1.0043443811e+00;1.0260022704e+00;1.0058800328e+00;1.0010231864e+00;1.0006796056e+00;1.0013326086e+00;1.0005118782e+00;1.0004768989e+00
1.1468800000e-02;1.0006696894e+00;1.0012880077e+00;1.0083755783e+00;1.0022736860e+00;1.0005068923e+00;1.0003246748e+00;1.0004717418e+00;1.0003710613e+00;1.0006776427e+00;1.0006921018e+00;1.0006798812e+00;1.0083465588e+00;1.0043199136e+00;1.0259764858e+00;1.0057139903e+00;1.0009944558e+00;1.0005429736e+00;1.0011763449e+00;1.0005208235e+00;1.0004440154e+00
1.2288000000e-02;1.0006118279e+00;1.0011623446e+00;1.0084564263e+00;1.0022776555e+00;1.0004620311e+00;1.0002460132e+00;1.0003451863e+00;1.0003295967e+00;1.0007098836e+00;1.0006453630e+00;1.0005698586e+00;1.0083056044e+00;1.0042747001e+00;1.0259722720e+00;1.0056231874e+00;1.0008472320e+00;1.0005144660e+00;1.0009464278e+00;1.0005044851e+00;1.0005740855e+00
1.3107200000e-02;1.0005891650e+00;1.0010464360e+00;1.0084727926e+00;1.0023185538e+00;1.0002960017e+00;1.0002750285e+00;1.0004422636e+00;1.0002049229e+00;1.0006027207e+00;1.0005862340e+00;1.0005707688e+00;1.0083454673e+00;1.0043253682e+00;1.0258688648e+00;1.0056627157e+00;1.0010013546e+00;1.0004521676e+00;1.0009377689e+00;1.0004193216e+00;1.0005767015e+00
1.4745600000e-02;1.0005775040e+00;1.0009309914e+00;1.0082831136e+00;1.0020868031e+00;1.0003155628e+00;1.0002912112e+00;1.0002504148e+00;1.0003980956e+00;1.0006491141e+00;1.0005474523e+00;1.0005083329e+00;1.0082234670e+00;1.0043016704e+00;1.0259226087e+00;1.0055893453e+00;1.0010758423e+00;1.0003522519e+00;1.0009323513e+00;1.0002142905e+00;1.0004094899e+00
1.6384000000e-02;1.0004620235e+00;1.0010153317e+00;1.0082268529e+00;1.0021487323e+00;1.0004176880e+00;1.0002227480e+00;1.0002833885e+00;1.0002722004e+00;1.0007211837e+00;1.0003934715e+00;1.0004846336e+00;1.0082110671e+00;1.0042542586e+00;1.0258805006e+00;1.0055250500e+00;1.0009923215e+00;1.0003152658e+00;1.0010174960e+00;1.0002940966e+00;1.0005057829e+00
1.8022400000e-02;1.0004057083e+00;1.0009121364e+00;1.0082699478e+00;1.0019836682e+00;1.0003175790e+00;1.0002246765e+00;1.0003097432e+00;1.0003063262e+00;1.0005711522e+00;1.0004016862e+00;1.0003923235e+00;1.0082280946e+00;1.0041296159e+00;1.0258353568e+00;1.0056410322e+00;1.0009225976e+00;1.0002701090e+00;1.0009943376e+00;1.0003560819e+00;1.0005765255e+00
1.9660800000e-02;1.0002774498e+00;1.0009359536e+00;1.0082629449e+00;1.0020711004e+00;1.0003097008e+00;1.0001602396e+00;1.0000486978e+00;1.0001514277e+00;1.0002886233e+00;1.0004086805e+00;1.0005030649e+00;1.0080731841e+00;1.0041042437e+00;1.0257620641e+00;1.0056577128e+00;1.0008805415e+00;1.0001618774e+00;1.0007446906e+00;1.0004386534e+00;1.0003993327e+00
2.1299200000e-02;1.0002351537e+00;1.0009969203e+00;1.0082492655e+00;1.0020326076e+00;1.0001608266e+00;1.0000060358e+00;9.9998609549e-01;1.0000765403e+00;1.0004072720e+00;1.0003535971e+00;1.0003360527e+00;1.0082087153e+00;1.0041306434e+00;1.0257411317e+00;1.0055234088e+00;1.0008474253e+00;9.9999427581e-01;1.0007978405e+00;1.0004313733e+00;1.0003101075e+00
2.2937600000e-02;1.0002918181e+00;1.0007179759e+00;1.0081631481e+00;1.0020410082e+00;1.0000627332e+00;1.0000933808e+00;1.0001502043e+00;1.0002442085e+00;1.0003741132e+00;1.0005078076e+00;1.0001290503e+00;1.0081931806e+00;1.0040954095e+00;1.0256778751e+00;1.0054722840e+00;1.0007004757e+00;1.0000754802e+00;1.0008305184e+00;1.0003442407e+00;1.0003784812e+00
2.4576000000e-02;1.0003031761e+00;1.0007159011e+00;1.0081379416e+00;1.0020084730e+00;1.0001811368e+00;1.0001620834e+00;1.0002522977e+00;1.0000632726e+00;1.0002245436e+00;1.0004215409e+00;1.0000554154e+00;1.0081682430e+00;1.0040523071e+00;1.0257166324e+00;1.0054004542e+00;1.0006044798e+00;1.0002617637e+00;1.0008750293e+00;1.0001657518e+00;1.0003689847e+00
2.6214400000e-02;1.0003825857e+00;1.0009191623e+00;1.0082137856e+00;1.0019135165e+00;1.0000671718e+00;1.0001303582e+00;1.0001394051e+00;1.0000842023e+00;1.0002825641e+00;1.0004877850e+00;1.0001067509e+00;1.0081614170e+00;1.0040133093e+00;1.0257317205e+00;1.0053811466e+00;1.0007198786e+00;1.0001891219e+00;1.0009615054e+00;1.0001218232e+00;1.0003225501e+00
2.9491200000e-02;1.0003592023e+00;1.0006584648e+00;1.0081531877e+00;1.0018458718e+00;1.0000549655e+00;1.0001867182e+00;1.0000778571e+00;1.0001662150e+00;1.0005569352e+00;1.0003658324e+00;9.9993328093e-01;1.0081083332e+00;1.0041559618e+00;1.0258041737e+00;1.0054376215e+00;1.0005952393e+00;1.0002426338e+00;1.0008390808e+00;1.0002213654e+00;1.0001213458e+00
3.2768000000e-02;1.0003486632e+00;1.0007153094e+00;1.0081632272e+00;1.0018295897e+00;9.9999306304e-01;1.0002729431e+00;1.0002020147e+00;1.0002527700e+00;1.0002523709e+00;1.0002906029e+00;1.0000945052e+00;1.0080335483e+00;1.0040909017e+00;1.0258094308e+00;1.0054060771e+00;1.0007664162e+00;1.0001718420e+00;1.0007592625e+00;1.0001512443e+00;1.0003837918e+00
3.6044800000e-02;1.0003523670e+00;1.0006986960e+00;1.0081470935e+00;1.0019273522e+00;1.0001311109e+00;1.0002870409e+00;1.0002385181e+00;1.0001246753e+00;1.0001389638e+00;1.0002566329e+00;1.0000713655e+00;1.0079668578e+00;1.0039772554e+00;1.0257430349e+00;1.0052093610e+00;1.0006128909e+00;1.0001643924e+00;1.0006791183e+00;9.9992986141e-01;1.0001864501e+00
3.9321600000e-02;1.0004609585e+00;1.0007372957e+00;1.0080351737e+00;1.0018771534e+00;1.0001023745e+00;1.0000273103e+00;1.0002938828e+00;1.0000206478e+00;1.0001870411e+00;1.0002653204e+00;1.0000647844e+00;1.0080037245e+00;1.0040483322e+00;1.0256740400e+00;1.0053015014e+00;1.0005391944e+00;1.0001057419e+00;1.0007118447e+00;1.0000257026e+00;9.9994834800e-01
4.2598400000e-02;1.0001809504e+00;1.0007862510e+00;1.0080518399e+00;1.0019034939e+00;1.0001372271e+00;9.9992550854e-01;1.0003614938e+00;1.0002394757e+00;1.0000858819e+00;1.0001115496e+00;9.9996922338e-01;1.0080199459e+00;1.0040585972e+00;1.0256759017e+00;1.0052875033e+00;1.0003997936e+00;1.0001357771e+00;1.0006449245e+00;9.9999887735e-01;1.0001192850e+00
4.5875200000e-02;1.0002313790e+00;1.0006151097e+00;1.0080588032e+00;1.0018442034e+00;1.0000971250e+00;9.9996980701e-01;1.0002470158e+00;1.0001576503e+00;1.0002488725e+00;1.0001756213e+00;9.9996318618e-01;1.0080195593e+00;1.0040458550e+00;1.0256126176e+00;1.0052885591e+00;1.0004072704e+00;1.0001543848e+00;1.0005913705e+00;1.0000933736e+00;1.0000896607e+00
4.9152000000e-02;1.0002172827e+00;1.0006499446e+00;1.0080908121e+00;1.0018269997e+00;1.0000137680e+00;1.0001180987e+00;1.0002939299e+00;1.0003017727e+00;1.0002847196e+00;1.0000768330e+00;1.0000257261e+00;1.0080634016e+00;1.0040276487e+00;1.0255503832e+00;1.0052996770e+00;1.0006228217e+00;1.0001460907e+00;1.0006050138e+00;1.0000388331e+00;1.0001350491e+00
5.2428800000e-02;1.0001663085e+00;1.0007655227e+00;1.0080070637e+00;1.0019003191e+00;1.0000552903e+00;1.0001243583e+00;1.0001672288e+00;1.0002146682e+00;1.0002264075e+00;1.0000641660e+00;1.0000056718e+00;1.0081099348e+00;1.0040429778e+00;1.0255884869e+00;1.0052408331e+00;1.0006437337e+00;1.0000820960e+00;1.0007104529e+00;9.9999339938e-01;1.0001447926e+00
