;02_FL100_3_1_1_1;02_FL100_3_2_1_1;02_FL100_3_3_1_1;02_FL100_3_4_1_1;02_FL100_3_5_1_1;02_FL100_3_6_1_1;02_FL100_3_7_1_1;02_FL100_3_8_1_1;02_FL100_3_9_1_1;02_FL100_3_10_1_1;02_FL100_3_11_1_1;02_FL100_3_12_1_1;02_FL100_3_13_1_1;02_FL100_3_14_1_1;02_FL100_3_15_1_1;02_FL100_3_16_1_1;02_FL100_3_17_1_1;02_FL100_3_18_1_1;02_FL100_3_19_1_1;02_FL100_3_20_1_1
2.2000000000e-06;1.0388563330e+00;1.0386306318e+00;1.0281780601e+00;1.0418632632e+00;1.0373686468e+00;1.0432966694e+00;1.0417683810e+00;1.0445577691e+00;1.0457349310e+00;1.0463822217e+00;1.0473856780e+00;1.0418885026e+00;1.0342767081e+00;1.0450918636e+00;1.0386576689e+00;1.0420792849e+00;1.0465269598e+00;1.0464055600e+00;1.0455578723e+00;1.0488537846e+00
2.4000000000e-06;1.0404022527e+00;1.0383402742e+00;1.0294378997e+00;1.0420133288e+00;1.0383467034e+00;1.0419945858e+00;1.0428186946e+00;1.0453964887e+00;1.0461281835e+00;1.0466659326e+00;1.0467717489e+00;1.0423917175e+00;1.0357533198e+00;1.0465728046e+00;1.0375289090e+00;1.0441984334e+00;1.0466437944e+00;1.0467453537e+00;1.0471920325e+00;1.0480829253e+00
2.6000000000e-06;1.0389742395e+00;1.0375455954e+00;1.0294153247e+00;1.0435441758e+00;1.0380841283e+00;1.0426943992e+00;1.0429769516e+00;1.0448237277e+00;1.0445614894e+00;1.0471572250e+00;1.0456568503e+00;1.0415795919e+00;1.0355359280e+00;1.0468621580e+00;1.0369869657e+00;1.0412539481e+00;1.0451335380e+00;1.0476318647e+00;1.0468942506e+00;1.0476381962e+00
2.8000000000e-06;1.0387107487e+00;1.0371601132e+00;1.0296717041e+00;1.0415215144e+00;1.0385245170e+00;1.0417000110e+00;1.0407447829e+00;1.0452761571e+00;1.0444905464e+00;1.0460341533e+00;1.0460978784e+00;1.0420040681e+00;1.0339930377e+00;1.0455569979e+00;1.0376587102e+00;1.0404386732e+00;1.0450722084e+00;1.0438573576e+00;1.0455886127e+00;1.0480763243e+00
3.0000000000e-06;1.0393663504e+00;1.0391090551e+00;1.0295319072e+00;1.0436243221e+00;1.0400499240e+00;1.0415430300e+00;1.0434007292e+00;1.0460804810e+00;1.0464423796e+00;1.0460008961e+00;1.0468076514e+00;1.0420888573e+00;1.0358550851e+00;1.0471245384e+00;1.0391344322e+00;1.0439568754e+00;1.0464845958e+00;1.0459986607e+00;1.0483713360e+00;1.0486422691e+00
3.2000000000e-06;1.0383186124e+00;1.0359832704e+00;1.0275165595e+00;1.0422748745e+00;1.0371031191e+00;1.0427469136e+00;1.0401635930e+00;1.0441728364e+00;1.0454512862e+00;1.0467561599e+00;1.0440923231e+00;1.0421317535e+00;1.0335858878e+00;1.0444532482e+00;1.0369015301e+00;1.0400218836e+00;1.0445581236e+00;1.0452722291e+00;1.0456533909e+00;1.0476698021e+00
3.6000000000e-06;1.0386407617e+00;1.0374079749e+00;1.0291984526e+00;1.0420619341e+00;1.0376208396e+00;1.0414757808e+00;1.0415139803e+00;1.0448141649e+00;1.0449689040e+00;1.0457952647e+00;1.0444823161e+00;1.0415215734e+00;1.0352957130e+00;1.0463273784e+00;1.0370286771e+00;1.0402962154e+00;1.0448152064e+00;1.0455145693e+00;1.0454417881e+00;1.0465721475e+00
4.0000000000e-06;1.0377295553e+00;1.0375232732e+00;1.0291290498e+00;1.0408803947e+00;1.0367869860e+00;1.0411318638e+00;1.0417572245e+00;1.0435431650e+00;1.0455860408e+00;1.0458736292e+00;1.0463196805e+00;1.0415705777e+00;1.0334799330e+00;1.0458416631e+00;1.0375318101e+00;1.0418034187e+00;1.0459498067e+00;1.0448200865e+00;1.0457896824e+00;1.0474240264e+00
4.4000000000e-06;1.0371512308e+00;1.0358461363e+00;1.0286138331e+00;1.0406010314e+00;1.0369690101e+00;1.0404170862e+00;1.0409420836e+00;1.0444483547e+00;1.0441784413e+00;1.0462228178e+00;1.0441487542e+00;1.0408915012e+00;1.0332454940e+00;1.0455999457e+00;1.0372075603e+00;1.0408684501e+00;1.0452707364e+00;1.0440243597e+00;1.0457278898e+00;1.0455443184e+00
4.8000000000e-06;1.0373605998e+00;1.0362976889e+00;1.0274680433e+00;1.0403075048e+00;1.0371840076e+00;1.0397411473e+00;1.0404041930e+00;1.0430252200e+00;1.0443905632e+00;1.0454984778e+00;1.0440872096e+00;1.0406994368e+00;1.0335579729e+00;1.0451220609e+00;1.0367756388e+00;1.0400739748e+00;1.0445048345e+00;1.0438459047e+00;1.0444899813e+00;1.0452992140e+00
5.2000000000e-06;1.0369004766e+00;1.0362794256e+00;1.0284820271e+00;1.0400610516e+00;1.0355451986e+00;1.0402661558e+00;1.0394428863e+00;1.0441298385e+00;1.0438492005e+00;1.0445342565e+00;1.0432101172e+00;1.0406873681e+00;1.0339068913e+00;1.0447939759e+00;1.0365933238e+00;1.0405013824e+00;1.0438870219e+00;1.0445575118e+00;1.0441703346e+00;1.0453947345e+00
5.6000000000e-06;1.0364623574e+00;1.0364086104e+00;1.0275666861e+00;1.0398268907e+00;1.0366253630e+00;1.0396923410e+00;1.0407721868e+00;1.0426359280e+00;1.0435458490e+00;1.0444368663e+00;1.0433295761e+00;1.0402737248e+00;1.0325683089e+00;1.0455105979e+00;1.0366171988e+00;1.0399108868e+00;1.0444213051e+00;1.0433204246e+00;1.0448048132e+00;1.0455677356e+00
6.0000000000e-06;1.0368506409e+00;1.0352892848e+00;1.0280614981e+00;1.0403364594e+00;1.0367307196e+00;1.0396536179e+00;1.0401117691e+00;1.0424507078e+00;1.0435624551e+00;1.0435347359e+00;1.0432859922e+00;1.0402417191e+00;1.0339364520e+00;1.0457082720e+00;1.0364827877e+00;1.0400881694e+00;1.0435086842e+00;1.0431441843e+00;1.0442944594e+00;1.0459139481e+00
6.4000000000e-06;1.0364802875e+00;1.0355276366e+00;1.0274706597e+00;1.0393788222e+00;1.0364251973e+00;1.0392347173e+00;1.0406483937e+00;1.0422902921e+00;1.0424710972e+00;1.0442521261e+00;1.0434772275e+00;1.0399139384e+00;1.0326595299e+00;1.0447300889e+00;1.0353309138e+00;1.0393389576e+00;1.0436701346e+00;1.0433577977e+00;1.0432541953e+00;1.0446248979e+00
7.2000000000e-06;1.0355040434e+00;1.0355072564e+00;1.0276564510e+00;1.0389675184e+00;1.0352048010e+00;1.0385935675e+00;1.0386921240e+00;1.0420008800e+00;1.0415860520e+00;1.0433012457e+00;1.0428786793e+00;1.0393979472e+00;1.0327658766e+00;1.0449733668e+00;1.0351535967e+00;1.0389834869e+00;1.0425493275e+00;1.0417468862e+00;1.0428879593e+00;1.0448190887e+00
8.0000000000e-06;1.0357553530e+00;1.0348971388e+00;1.0269716202e+00;1.0387606799e+00;1.0351638283e+00;1.0384956674e+00;1.0386348677e+00;1.0420814530e+00;1.0420718411e+00;1.0424597336e+00;1.0424730420e+00;1.0396853688e+00;1.0322829514e+00;1.0451506410e+00;1.0348215486e+00;1.0378261559e+00;1.0421859288e+00;1.0422730777e+00;1.0421314531e+00;1.0439852904e+00
8.8000000000e-06;1.0353843426e+00;1.0340703034e+00;1.0272913544e+00;1.0380926265e+00;1.0343197097e+00;1.0376975427e+00;1.0380415945e+00;1.0411840635e+00;1.0406657487e+00;1.0417756901e+00;1.0419390854e+00;1.0386569340e+00;1.0317030727e+00;1.0446045504e+00;1.0340303902e+00;1.0373315273e+00;1.0421175672e+00;1.0416735629e+00;1.0416842412e+00;1.0425354353e+00
9.6000000000e-06;1.0346172781e+00;1.0344296048e+00;1.0267527983e+00;1.0374078482e+00;1.0339666161e+00;1.0379340740e+00;1.0371066415e+00;1.0403260966e+00;1.0409844320e+00;1.0417973078e+00;1.0414472032e+00;1.0384460445e+00;1.0321861773e+00;1.0438514483e+00;1.0354346074e+00;1.0373479389e+00;1.0417944208e+00;1.0413050109e+00;1.0416873246e+00;1.0426052481e+00
1.0400000000e-05;1.0346685955e+00;1.0341913354e+00;1.0266525613e+00;1.0372837053e+00;1.0337823981e+00;1.0368782854e+00;1.0372171095e+00;1.0401085183e+00;1.0409829533e+00;1.0406442202e+00;1.0410796492e+00;1.0378264454e+00;1.0314280659e+00;1.0437788977e+00;1.0340041436e+00;1.0366216399e+00;1.0407300440e+00;1.0411126221e+00;1.0411938102e+00;1.0416533509e+00
1.1200000000e-05;1.0339563200e+00;1.0329300615e+00;1.0265138028e+00;1.0371632033e+00;1.0335776145e+00;1.0371327047e+00;1.0364802799e+00;1.0403060036e+00;1.0395520643e+00;1.0402624523e+00;1.0406727476e+00;1.0371345538e+00;1.0309971841e+00;1.0437942901e+00;1.0335223829e+00;1.0363628188e+00;1.0404639805e+00;1.0401008544e+00;1.0412829540e+00;1.0423212337e+00
1.2000000000e-05;1.0337658556e+00;1.0325216689e+00;1.0265777405e+00;1.0367817959e+00;1.0334100562e+00;1.0361335146e+00;1.0367254636e+00;1.0396632085e+00;1.0394030719e+00;1.0406526161e+00;1.0396627327e+00;1.0376182489e+00;1.0305044118e+00;1.0437879054e+00;1.0328290110e+00;1.0368689218e+00;1.0394599484e+00;1.0400005053e+00;1.0407227177e+00;1.0419175647e+00
1.2800000000e-05;1.0333865231e+00;1.0326082561e+00;1.0257570398e+00;1.0365152272e+00;1.0332234987e+00;1.0353447707e+00;1.0355605009e+00;1.0390786875e+00;1.0382179633e+00;1.0398803558e+00;1.0395088775e+00;1.0371253493e+00;1.0303895260e+00;1.0434259253e+00;1.0335273991e+00;1.0361990552e+00;1.0396739024e+00;1.0396873210e+00;1.0402584243e+00;1.0403708586e+00
1.4400000000e-05;1.0325018122e+00;1.0318158915e+00;1.0258258411e+00;1.0362059674e+00;1.0324522032e+00;1.0355716610e+00;1.0358382546e+00;1.0384444566e+00;1.0388855269e+00;1.0393095989e+00;1.0385073270e+00;1.0368247231e+00;1.0300626457e+00;1.0431834378e+00;1.0326928058e+00;1.0361550635e+00;1.0387850295e+00;1.0391683906e+00;1.0391726052e+00;1.0402524699e+00
1.6000000000e-05;1.0324850370e+00;1.0316894597e+00;1.0251475207e+00;1.0350819347e+00;1.0317230197e+00;1.0348786556e+00;1.0348997455e+00;1.0376851037e+00;1.0385179386e+00;1.0387568190e+00;1.0381476623e+00;1.0362488266e+00;1.0294359366e+00;1.0428685375e+00;1.0325425401e+00;1.0346217394e+00;1.0386186566e+00;1.0380457536e+00;1.0385959337e+00;1.0398076798e+00
1.7600000000e-05;1.0318498720e+00;1.0310000228e+00;1.0253092912e+00;1.0347280246e+00;1.0311607380e+00;1.0344772920e+00;1.0343149498e+00;1.0372842433e+00;1.0376049642e+00;1.0378866107e+00;1.0371754063e+00;1.0361698369e+00;1.0296691554e+00;1.0426820769e+00;1.0321790344e+00;1.0349278561e+00;1.0374959479e+00;1.0373015159e+00;1.0380711760e+00;1.0387018993e+00
1.9200000000e-05;1.0305795414e+00;1.0303838561e+00;1.0249060786e+00;1.0344053670e+00;1.0304454275e+00;1.0337819914e+00;1.0336819322e+00;1.0365437911e+00;1.0370482603e+00;1.0375729308e+00;1.0375342028e+00;1.0353777188e+00;1.0291297855e+00;1.0423873782e+00;1.0313961745e+00;1.0337684417e+00;1.0374025258e+00;1.0372066926e+00;1.0376783721e+00;1.0381355513e+00
2.0800000000e-05;1.0308797894e+00;1.0308057045e+00;1.0248877584e+00;1.0339049133e+00;1.0303189233e+00;1.0329148488e+00;1.0337023405e+00;1.0364639181e+00;1.0368182208e+00;1.0374685778e+00;1.0364786614e+00;1.0348889467e+00;1.0284160900e+00;1.0419718506e+00;1.0309910540e+00;1.0333515176e+00;1.0365410937e+00;1.0368161615e+00;1.0367646736e+00;1.0373591951e+00
2.2400000000e-05;1.0310281762e+00;1.0297259433e+00;1.0244014344e+00;1.0332236254e+00;1.0301148061e+00;1.0330552358e+00;1.0331101135e+00;1.0357236978e+00;1.0359687868e+00;1.0365260995e+00;1.0360486180e+00;1.0349258047e+00;1.0285616917e+00;1.0417092852e+00;1.0305409251e+00;1.0330468706e+00;1.0364157706e+00;1.0362472959e+00;1.0362738331e+00;1.0372464483e+00
2.4000000000e-05;1.0300510405e+00;1.0297663768e+00;1.0241834123e+00;1.0324155063e+00;1.0293912665e+00;1.0323368735e+00;1.0323902547e+00;1.0352002364e+00;1.0352448433e+00;1.0362587152e+00;1.0355915505e+00;1.0344456598e+00;1.0279857595e+00;1.0417153738e+00;1.0304489386e+00;1.0331439486e+00;1.0358827780e+00;1.0356101052e+00;1.0361266780e+00;1.0367854337e+00
2.5600000000e-05;1.0301792473e+00;1.0285734991e+00;1.0241541495e+00;1.0326109310e+00;1.0289895106e+00;1.0321195470e+00;1.0315582332e+00;1.0353481531e+00;1.0349701481e+00;1.0350114162e+00;1.0347380835e+00;1.0337163070e+00;1.0277527161e+00;1.0417559642e+00;1.0297429897e+00;1.0325625655e+00;1.0347553392e+00;1.0356176040e+00;1.0355164977e+00;1.0365132288e+00
2.8800000000e-05;1.0291649897e+00;1.0286408859e+00;1.0237019366e+00;1.0317404065e+00;1.0283895308e+00;1.0312400117e+00;1.0314110713e+00;1.0342854855e+00;1.0343869715e+00;1.0348653014e+00;1.0343530895e+00;1.0333143287e+00;1.0271409563e+00;1.0411633075e+00;1.0292316017e+00;1.0314338936e+00;1.0341648282e+00;1.0345574408e+00;1.0348471043e+00;1.0352355593e+00
3.2000000000e-05;1.0286267813e+00;1.0277616230e+00;1.0232471030e+00;1.0314303419e+00;1.0276721751e+00;1.0307053226e+00;1.0305497102e+00;1.0331972626e+00;1.0334990825e+00;1.0343187111e+00;1.0335572368e+00;1.0330828577e+00;1.0266552716e+00;1.0410751036e+00;1.0289742199e+00;1.0308516029e+00;1.0334949732e+00;1.0340067809e+00;1.0339388517e+00;1.0346674800e+00
3.5200000000e-05;1.0279402054e+00;1.0273290772e+00;1.0230729294e+00;1.0306780847e+00;1.0276270472e+00;1.0296864861e+00;1.0303117889e+00;1.0325982198e+00;1.0329413914e+00;1.0336604811e+00;1.0330139978e+00;1.0323439747e+00;1.0262085858e+00;1.0405738720e+00;1.0286503469e+00;1.0302208154e+00;1.0332719392e+00;1.0333201533e+00;1.0334208658e+00;1.0343436855e+00
3.8400000000e-05;1.0273353498e+00;1.0270380520e+00;1.0229269825e+00;1.0303587918e+00;1.0269505675e+00;1.0295108729e+00;1.0296848963e+00;1.0319558428e+00;1.0325455457e+00;1.0329973915e+00;1.0320119294e+00;1.0318504715e+00;1.0256353577e+00;1.0401463649e+00;1.0278897847e+00;1.0298277462e+00;1.0323951085e+00;1.0320620107e+00;1.0326886692e+00;1.0335251113e+00
4.1600000000e-05;1.0268993684e+00;1.0258208917e+00;1.0225705495e+00;1.0297265727e+00;1.0264701501e+00;1.0284079813e+00;1.0289819670e+00;1.0315042960e+00;1.0318210752e+00;1.0322947007e+00;1.0316431001e+00;1.0314765276e+00;1.0254585015e+00;1.0401112257e+00;1.0278123776e+00;1.0291184311e+00;1.0316442271e+00;1.0316595885e+00;1.0321826429e+00;1.0329135887e+00
4.4800000000e-05;1.0264907862e+00;1.0259339049e+00;1.0224417125e+00;1.0292942236e+00;1.0260926813e+00;1.0283037360e+00;1.0286184047e+00;1.0307909862e+00;1.0309401812e+00;1.0317031418e+00;1.0304991659e+00;1.0310682093e+00;1.0249705274e+00;1.0398522552e+00;1.0274248340e+00;1.0287675503e+00;1.0313462422e+00;1.0312654609e+00;1.0316878327e+00;1.0322827700e+00
4.8000000000e-05;1.0257720852e+00;1.0253640211e+00;1.0220907882e+00;1.0286216481e+00;1.0254757819e+00;1.0280097466e+00;1.0281431605e+00;1.0304249817e+00;1.0306235902e+00;1.0311496736e+00;1.0304526221e+00;1.0305173031e+00;1.0247115757e+00;1.0397467741e+00;1.0267605042e+00;1.0281339109e+00;1.0308672315e+00;1.0304473341e+00;1.0307967834e+00;1.0318189448e+00
5.1200000000e-05;1.0253146636e+00;1.0252812285e+00;1.0215461639e+00;1.0278979431e+00;1.0247044890e+00;1.0270861763e+00;1.0274679428e+00;1.0299126131e+00;1.0300498845e+00;1.0306873371e+00;1.0297544791e+00;1.0300892629e+00;1.0245799146e+00;1.0392178861e+00;1.0266062316e+00;1.0275197517e+00;1.0300269352e+00;1.0306283889e+00;1.0304963616e+00;1.0312247496e+00
5.7600000000e-05;1.0246137335e+00;1.0242335526e+00;1.0211779892e+00;1.0274760801e+00;1.0242930431e+00;1.0264650174e+00;1.0269440791e+00;1.0286253526e+00;1.0290476042e+00;1.0296859373e+00;1.0291002908e+00;1.0295142395e+00;1.0237904637e+00;1.0388802089e+00;1.0258431748e+00;1.0264985063e+00;1.0293899160e+00;1.0295432987e+00;1.0296040095e+00;1.0301909333e+00
6.4000000000e-05;1.0238759083e+00;1.0235254232e+00;1.0209059631e+00;1.0268920496e+00;1.0235040988e+00;1.0256154452e+00;1.0261889857e+00;1.0278590098e+00;1.0283418583e+00;1.0289018167e+00;1.0284600131e+00;1.0289408681e+00;1.0232668171e+00;1.0383467765e+00;1.0253068931e+00;1.0260763928e+00;1.0284089363e+00;1.0286603053e+00;1.0287405659e+00;1.0293533181e+00
7.0400000000e-05;1.0235025112e+00;1.0225555797e+00;1.0205703248e+00;1.0258840256e+00;1.0227215182e+00;1.0249805213e+00;1.0252410260e+00;1.0271498739e+00;1.0274796961e+00;1.0280544465e+00;1.0275652670e+00;1.0284448527e+00;1.0227578920e+00;1.0381354402e+00;1.0247619058e+00;1.0252043322e+00;1.0277309333e+00;1.0276960724e+00;1.0277477371e+00;1.0283168573e+00
7.6800000000e-05;1.0227287511e+00;1.0224163578e+00;1.0202932192e+00;1.0251949359e+00;1.0222980480e+00;1.0243015344e+00;1.0245536709e+00;1.0262643687e+00;1.0266794201e+00;1.0272951297e+00;1.0267511267e+00;1.0279841480e+00;1.0221842262e+00;1.0375481183e+00;1.0241598117e+00;1.0246538489e+00;1.0271783221e+00;1.0272331074e+00;1.0273339347e+00;1.0278333445e+00
8.3200000000e-05;1.0219536873e+00;1.0216709399e+00;1.0199969029e+00;1.0245709127e+00;1.0215130682e+00;1.0238080617e+00;1.0238001121e+00;1.0259510453e+00;1.0260810708e+00;1.0267544674e+00;1.0260100269e+00;1.0275476233e+00;1.0217146833e+00;1.0373527771e+00;1.0236088336e+00;1.0242140250e+00;1.0263080142e+00;1.0264892196e+00;1.0265289938e+00;1.0271772127e+00
8.9600000000e-05;1.0214868073e+00;1.0209270170e+00;1.0197215815e+00;1.0241268764e+00;1.0210229721e+00;1.0233024829e+00;1.0230493272e+00;1.0250439435e+00;1.0252495692e+00;1.0258487992e+00;1.0255249789e+00;1.0266996643e+00;1.0213906908e+00;1.0372854444e+00;1.0232982285e+00;1.0231934912e+00;1.0256058653e+00;1.0256459251e+00;1.0253803135e+00;1.0267851809e+00
9.6000000000e-05;1.0210460555e+00;1.0208570737e+00;1.0194075650e+00;1.0235521872e+00;1.0206095498e+00;1.0228750427e+00;1.0228823073e+00;1.0244898737e+00;1.0249173991e+00;1.0257298843e+00;1.0248849115e+00;1.0263240017e+00;1.0209559151e+00;1.0368299334e+00;1.0229465252e+00;1.0228836018e+00;1.0248386343e+00;1.0250776072e+00;1.0251160907e+00;1.0257362252e+00
1.0240000000e-04;1.0206506518e+00;1.0203234042e+00;1.0192044748e+00;1.0229336500e+00;1.0201883968e+00;1.0221107994e+00;1.0221344455e+00;1.0237948004e+00;1.0244204263e+00;1.0248912739e+00;1.0243058902e+00;1.0259962004e+00;1.0204784894e+00;1.0367045026e+00;1.0226025122e+00;1.0224376173e+00;1.0245653240e+00;1.0247123803e+00;1.0244937221e+00;1.0253176948e+00
1.1520000000e-04;1.0196908091e+00;1.0193575597e+00;1.0186506968e+00;1.0222751585e+00;1.0191274290e+00;1.0211500561e+00;1.0212419095e+00;1.0229983154e+00;1.0233143543e+00;1.0237856441e+00;1.0231042896e+00;1.0252683452e+00;1.0197887353e+00;1.0362000927e+00;1.0217707634e+00;1.0216304456e+00;1.0234186324e+00;1.0233189679e+00;1.0235105364e+00;1.0243891519e+00
1.2800000000e-04;1.0190080202e+00;1.0187745040e+00;1.0181559171e+00;1.0214186039e+00;1.0184946742e+00;1.0202908026e+00;1.0205402899e+00;1.0220538061e+00;1.0223509738e+00;1.0228408351e+00;1.0223237082e+00;1.0245903341e+00;1.0191879345e+00;1.0355995979e+00;1.0210766440e+00;1.0207165955e+00;1.0225414647e+00;1.0224980754e+00;1.0225645650e+00;1.0229098227e+00
1.4080000000e-04;1.0181746742e+00;1.0181872998e+00;1.0177278834e+00;1.0207137242e+00;1.0176972825e+00;1.0194566791e+00;1.0196204640e+00;1.0212851400e+00;1.0213607702e+00;1.0217494770e+00;1.0212823559e+00;1.0240020717e+00;1.0185534589e+00;1.0353516094e+00;1.0203695504e+00;1.0200750127e+00;1.0215146391e+00;1.0217170531e+00;1.0216130444e+00;1.0223456436e+00
1.5360000000e-04;1.0174920426e+00;1.0174290807e+00;1.0174060732e+00;1.0200507136e+00;1.0171190979e+00;1.0186866763e+00;1.0188418116e+00;1.0203895351e+00;1.0206394183e+00;1.0210407775e+00;1.0206360331e+00;1.0233138907e+00;1.0180643731e+00;1.0349446591e+00;1.0199113030e+00;1.0191913922e+00;1.0207275505e+00;1.0208887985e+00;1.0209349127e+00;1.0216232221e+00
1.6640000000e-04;1.0169043638e+00;1.0167479087e+00;1.0171331514e+00;1.0192013234e+00;1.0164824634e+00;1.0182336856e+00;1.0182067970e+00;1.0197465092e+00;1.0200185535e+00;1.0203713616e+00;1.0198758230e+00;1.0229139159e+00;1.0174239116e+00;1.0346596354e+00;1.0193388286e+00;1.0186147033e+00;1.0200486251e+00;1.0201597406e+00;1.0199893378e+00;1.0209254062e+00
1.7920000000e-04;1.0164166833e+00;1.0162593893e+00;1.0168848197e+00;1.0186809353e+00;1.0159879359e+00;1.0176931944e+00;1.0175918594e+00;1.0192671398e+00;1.0195013215e+00;1.0196097264e+00;1.0194165228e+00;1.0224631448e+00;1.0170531240e+00;1.0343819465e+00;1.0189016448e+00;1.0180884756e+00;1.0192345354e+00;1.0194127281e+00;1.0193349374e+00;1.0203432656e+00
1.9200000000e-04;1.0158533086e+00;1.0158620195e+00;1.0164948046e+00;1.0179913418e+00;1.0155265330e+00;1.0168829619e+00;1.0173126842e+00;1.0183639404e+00;1.0187556963e+00;1.0189353144e+00;1.0185244407e+00;1.0218310416e+00;1.0165457481e+00;1.0339894882e+00;1.0185097666e+00;1.0174600324e+00;1.0187524601e+00;1.0189133478e+00;1.0188348703e+00;1.0194925904e+00
