;04_DBD_3_1_1_1;04_DBD_3_2_1_1;04_DBD_3_3_1_1;04_DBD_3_4_1_1;04_DBD_3_5_1_1;04_DBD_3_6_1_1;04_DBD_3_7_1_1;04_DBD_3_8_1_1;04_DBD_3_9_1_1;04_DBD_3_10_1_1;04_DBD_3_11_1_1;04_DBD_3_12_1_1;04_DBD_3_13_1_1;04_DBD_3_14_1_1;04_DBD_3_15_1_1;04_DBD_3_16_1_1;04_DBD_3_17_1_1;04_DBD_3_18_1_1;04_DBD_3_19_1_1;04_DBD_3_20_1_1
4.0960000000e-04;1.0066257585e+00;1.0064565368e+00;1.0071188344e+00;1.0072151306e+00;1.0068315582e+00;1.0071196396e+00;1.0069209101e+00;1.0069514645e+00;1.0067578406e+00;1.0067095211e+00;1.0067532258e+00;1.0069132235e+00;1.0069207532e+00;1.0072388918e+00;1.0073410403e+00;1.0066613454e+00;1.0068649217e+00;1.0070776748e+00;1.0068528664e+00;1.0069129327e+00
4.6080000000e-04;1.0061742054e+00;1.0059876887e+00;1.0067218895e+00;1.0066104964e+00;1.0063394039e+00;1.0066917897e+00;1.0063033392e+00;1.0064633772e+00;1.0062767715e+00;1.0062308340e+00;1.0063073143e+00;1.0064369125e+00;1.0064038352e+00;1.0067849605e+00;1.0068286606e+00;1.0062137984e+00;1.0063173410e+00;1.0065530489e+00;1.0063229644e+00;1.0063727638e+00
5.1200000000e-04;1.0057895229e+00;1.0056329762e+00;1.0062280220e+00;1.0062322538e+00;1.0059108738e+00;1.0062931805e+00;1.0059586107e+00;1.0060232231e+00;1.0059422216e+00;1.0058954148e+00;1.0058160169e+00;1.0059710629e+00;1.0059787305e+00;1.0062793324e+00;1.0064093716e+00;1.0058650736e+00;1.0059207663e+00;1.0061600486e+00;1.0059848495e+00;1.0059472421e+00
5.6320000000e-04;1.0053764948e+00;1.0052188974e+00;1.0059075895e+00;1.0058713070e+00;1.0056151735e+00;1.0059343573e+00;1.0055879055e+00;1.0057676103e+00;1.0055665802e+00;1.0054834118e+00;1.0054437106e+00;1.0056178754e+00;1.0055111869e+00;1.0058929980e+00;1.0059902007e+00;1.0054415623e+00;1.0055610088e+00;1.0058513716e+00;1.0055115411e+00;1.0055200864e+00
6.1440000000e-04;1.0051252178e+00;1.0049339174e+00;1.0055576438e+00;1.0055648655e+00;1.0053172842e+00;1.0055260874e+00;1.0052646318e+00;1.0054129129e+00;1.0051957383e+00;1.0051670916e+00;1.0050649990e+00;1.0052556733e+00;1.0053209064e+00;1.0056265035e+00;1.0057179889e+00;1.0052455071e+00;1.0051617689e+00;1.0055252876e+00;1.0052072264e+00;1.0051876858e+00
6.6560000000e-04;1.0049027799e+00;1.0046918155e+00;1.0052989630e+00;1.0052904402e+00;1.0049364351e+00;1.0053109773e+00;1.0050328773e+00;1.0051571031e+00;1.0048711939e+00;1.0048777621e+00;1.0048390333e+00;1.0050147130e+00;1.0050358405e+00;1.0052654251e+00;1.0053850067e+00;1.0049607264e+00;1.0048924793e+00;1.0052164624e+00;1.0049321644e+00;1.0049314927e+00
7.1680000000e-04;1.0046214862e+00;1.0045236926e+00;1.0050454210e+00;1.0049706596e+00;1.0046903838e+00;1.0050081912e+00;1.0047449386e+00;1.0049289617e+00;1.0047121740e+00;1.0045976314e+00;1.0046070422e+00;1.0046818686e+00;1.0047212410e+00;1.0049674438e+00;1.0051156569e+00;1.0046468287e+00;1.0046767194e+00;1.0049607688e+00;1.0046423116e+00;1.0046863840e+00
7.6800000000e-04;1.0043694901e+00;1.0042372491e+00;1.0048356379e+00;1.0047867585e+00;1.0045446912e+00;1.0048043185e+00;1.0045592726e+00;1.0047274169e+00;1.0044860450e+00;1.0044168661e+00;1.0044058819e+00;1.0044387207e+00;1.0045652278e+00;1.0047159386e+00;1.0048015793e+00;1.0043509904e+00;1.0044220073e+00;1.0047328420e+00;1.0044448241e+00;1.0044023795e+00
8.1920000000e-04;1.0040949875e+00;1.0041038380e+00;1.0046079503e+00;1.0045049478e+00;1.0042137164e+00;1.0045328351e+00;1.0043511141e+00;1.0044876623e+00;1.0042627428e+00;1.0042305443e+00;1.0041765266e+00;1.0042314620e+00;1.0042999594e+00;1.0045752598e+00;1.0045746122e+00;1.0042462600e+00;1.0042239856e+00;1.0045057922e+00;1.0043384160e+00;1.0042495371e+00
9.2160000000e-04;1.0037343439e+00;1.0036450826e+00;1.0041892264e+00;1.0041455025e+00;1.0039270601e+00;1.0041393019e+00;1.0040143718e+00;1.0040820118e+00;1.0038673797e+00;1.0038511430e+00;1.0038485760e+00;1.0038888702e+00;1.0039541848e+00;1.0041943211e+00;1.0042100431e+00;1.0038828557e+00;1.0038095757e+00;1.0042131402e+00;1.0039379228e+00;1.0038572633e+00
1.0240000000e-03;1.0035001929e+00;1.0033714512e+00;1.0038145807e+00;1.0038847870e+00;1.0036307453e+00;1.0038004425e+00;1.0037018057e+00;1.0037437753e+00;1.0036035054e+00;1.0035476050e+00;1.0035187591e+00;1.0035224460e+00;1.0036643418e+00;1.0037773411e+00;1.0038948194e+00;1.0036092404e+00;1.0035147577e+00;1.0038784239e+00;1.0037214321e+00;1.0035027805e+00
1.1264000000e-03;1.0032307361e+00;1.0031730100e+00;1.0035016496e+00;1.0036281152e+00;1.0033694688e+00;1.0035514089e+00;1.0034059481e+00;1.0034010108e+00;1.0033477244e+00;1.0032793461e+00;1.0032295343e+00;1.0032542116e+00;1.0033962752e+00;1.0034987260e+00;1.0035449772e+00;1.0033612810e+00;1.0032544396e+00;1.0036077608e+00;1.0034337091e+00;1.0033284402e+00
1.2288000000e-03;1.0030095941e+00;1.0029207033e+00;1.0032383519e+00;1.0033878888e+00;1.0031695300e+00;1.0032897606e+00;1.0031033846e+00;1.0031331355e+00;1.0031511917e+00;1.0030830091e+00;1.0030091456e+00;1.0030897817e+00;1.0032440042e+00;1.0032173273e+00;1.0032832007e+00;1.0030999071e+00;1.0030407703e+00;1.0033537142e+00;1.0031608988e+00;1.0030120520e+00
1.3312000000e-03;1.0027855456e+00;1.0026946371e+00;1.0030301751e+00;1.0031134984e+00;1.0029670730e+00;1.0030807629e+00;1.0028824260e+00;1.0029602170e+00;1.0029118682e+00;1.0028983094e+00;1.0028649786e+00;1.0028366369e+00;1.0029986534e+00;1.0030051533e+00;1.0030787213e+00;1.0029925311e+00;1.0028862902e+00;1.0032017061e+00;1.0029575979e+00;1.0028678878e+00
1.4336000000e-03;1.0026633166e+00;1.0025314653e+00;1.0029154327e+00;1.0030054019e+00;1.0027709142e+00;1.0028780069e+00;1.0026866101e+00;1.0027929738e+00;1.0027473608e+00;1.0027340844e+00;1.0026370697e+00;1.0027067817e+00;1.0027899086e+00;1.0028135368e+00;1.0028612770e+00;1.0028412914e+00;1.0027503091e+00;1.0029705167e+00;1.0027625235e+00;1.0027835941e+00
1.5360000000e-03;1.0025324612e+00;1.0024051638e+00;1.0027104543e+00;1.0028552140e+00;1.0026671080e+00;1.0027350233e+00;1.0025000003e+00;1.0026077655e+00;1.0026010557e+00;1.0025775146e+00;1.0024837125e+00;1.0026657668e+00;1.0026388214e+00;1.0026602970e+00;1.0027237268e+00;1.0026695486e+00;1.0026213521e+00;1.0027852555e+00;1.0026432098e+00;1.0026439099e+00
1.6384000000e-03;1.0024421866e+00;1.0022923159e+00;1.0025666519e+00;1.0026489946e+00;1.0024505990e+00;1.0025759435e+00;1.0023251502e+00;1.0024353021e+00;1.0024531497e+00;1.0023584842e+00;1.0024031911e+00;1.0025071976e+00;1.0024693329e+00;1.0025365251e+00;1.0026412717e+00;1.0025441024e+00;1.0024870031e+00;1.0026275221e+00;1.0024835859e+00;1.0024907145e+00
1.8432000000e-03;1.0022030293e+00;1.0020052968e+00;1.0023545748e+00;1.0024914190e+00;1.0023201137e+00;1.0023176331e+00;1.0021338029e+00;1.0020929273e+00;1.0022140290e+00;1.0021678631e+00;1.0021544480e+00;1.0022061765e+00;1.0021995443e+00;1.0022679536e+00;1.0023295216e+00;1.0022938048e+00;1.0023303038e+00;1.0023706770e+00;1.0023108920e+00;1.0022464437e+00
2.0480000000e-03;1.0019949738e+00;1.0018788235e+00;1.0020855713e+00;1.0022677495e+00;1.0021023195e+00;1.0021150684e+00;1.0018646307e+00;1.0018954302e+00;1.0020135067e+00;1.0020303145e+00;1.0019533501e+00;1.0020324748e+00;1.0020269517e+00;1.0020830457e+00;1.0021046031e+00;1.0020309764e+00;1.0020887335e+00;1.0021376220e+00;1.0020220792e+00;1.0020539576e+00
2.2528000000e-03;1.0017631808e+00;1.0017074408e+00;1.0019057606e+00;1.0020815571e+00;1.0018560734e+00;1.0019475365e+00;1.0016170606e+00;1.0018237285e+00;1.0018527347e+00;1.0017678939e+00;1.0017843334e+00;1.0018261249e+00;1.0017649469e+00;1.0018821131e+00;1.0019820870e+00;1.0019118342e+00;1.0019674454e+00;1.0019287780e+00;1.0018802145e+00;1.0019036328e+00
2.4576000000e-03;1.0016215567e+00;1.0015475508e+00;1.0017844530e+00;1.0020266044e+00;1.0017415996e+00;1.0017164001e+00;1.0014962880e+00;1.0017018047e+00;1.0016916029e+00;1.0015567516e+00;1.0016590361e+00;1.0016580752e+00;1.0016523978e+00;1.0016661719e+00;1.0018425614e+00;1.0017726195e+00;1.0017442694e+00;1.0017067711e+00;1.0017233869e+00;1.0017930231e+00
2.6624000000e-03;1.0015318905e+00;1.0014496659e+00;1.0016876031e+00;1.0018187785e+00;1.0015485666e+00;1.0016312719e+00;1.0014002998e+00;1.0015820511e+00;1.0015851656e+00;1.0014394611e+00;1.0016123301e+00;1.0014913629e+00;1.0016360917e+00;1.0014890493e+00;1.0016757884e+00;1.0016110610e+00;1.0015489883e+00;1.0015679215e+00;1.0015628930e+00;1.0016891306e+00
2.8672000000e-03;1.0015045825e+00;1.0013446823e+00;1.0015741327e+00;1.0015834821e+00;1.0015192433e+00;1.0015369365e+00;1.0013183763e+00;1.0014152935e+00;1.0014862489e+00;1.0014318882e+00;1.0014894825e+00;1.0014139456e+00;1.0015812169e+00;1.0014299926e+00;1.0014969635e+00;1.0014967621e+00;1.0014133596e+00;1.0015346400e+00;1.0014797515e+00;1.0015358781e+00
3.0720000000e-03;1.0013875284e+00;1.0012053900e+00;1.0014622418e+00;1.0014828003e+00;1.0013657183e+00;1.0014380992e+00;1.0011756093e+00;1.0013877679e+00;1.0014185123e+00;1.0013338956e+00;1.0014084070e+00;1.0012526941e+00;1.0015104067e+00;1.0012711798e+00;1.0014538553e+00;1.0014039709e+00;1.0012808645e+00;1.0013921529e+00;1.0013590546e+00;1.0013872871e+00
3.2768000000e-03;1.0012851806e+00;1.0010837180e+00;1.0013836760e+00;1.0014587905e+00;1.0012725033e+00;1.0013319433e+00;1.0011837603e+00;1.0013097174e+00;1.0013164464e+00;1.0011784925e+00;1.0012579803e+00;1.0011731927e+00;1.0014090532e+00;1.0011963276e+00;1.0013857449e+00;1.0012657024e+00;1.0012238381e+00;1.0012917752e+00;1.0013146367e+00;1.0012912894e+00
3.6864000000e-03;1.0010146851e+00;1.0010267222e+00;1.0012152690e+00;1.0013076680e+00;1.0011278271e+00;1.0011620153e+00;1.0011512444e+00;1.0011094830e+00;1.0011727806e+00;1.0010702467e+00;1.0010856669e+00;1.0008886863e+00;1.0012193618e+00;1.0012095185e+00;1.0012403829e+00;1.0012642925e+00;1.0011625251e+00;1.0011779496e+00;1.0011984554e+00;1.0011506344e+00
4.0960000000e-03;1.0008562662e+00;1.0008837161e+00;1.0009923771e+00;1.0012011296e+00;1.0009576009e+00;1.0010607061e+00;1.0010414112e+00;1.0010162228e+00;1.0010043824e+00;1.0009973025e+00;1.0009498394e+00;1.0007468436e+00;1.0011073635e+00;1.0011226462e+00;1.0010943350e+00;1.0011065073e+00;1.0010569546e+00;1.0010714590e+00;1.0010666992e+00;1.0010948112e+00
4.5056000000e-03;1.0008801753e+00;1.0007987813e+00;1.0008147921e+00;1.0011259061e+00;1.0008486119e+00;1.0009181854e+00;1.0010031906e+00;1.0008774653e+00;1.0009328722e+00;1.0008026121e+00;1.0008875427e+00;1.0006557831e+00;1.0009851911e+00;1.0010526619e+00;1.0009955583e+00;1.0010406972e+00;1.0009642051e+00;1.0009315807e+00;1.0009112178e+00;1.0010445645e+00
4.9152000000e-03;1.0008647600e+00;1.0007334249e+00;1.0007446524e+00;1.0010607800e+00;1.0007765532e+00;1.0008284223e+00;1.0009238999e+00;1.0008521240e+00;1.0008658172e+00;1.0007561948e+00;1.0008565697e+00;1.0006059833e+00;1.0009070329e+00;1.0009690769e+00;1.0009253420e+00;1.0008900424e+00;1.0009109495e+00;1.0008397435e+00;1.0008569473e+00;1.0009027450e+00
5.3248000000e-03;1.0008325038e+00;1.0006813547e+00;1.0006542179e+00;1.0009222559e+00;1.0007088385e+00;1.0007613448e+00;1.0009235613e+00;1.0007724659e+00;1.0008443613e+00;1.0007578568e+00;1.0007686812e+00;1.0005416282e+00;1.0008038580e+00;1.0009540124e+00;1.0009678561e+00;1.0007729256e+00;1.0007946377e+00;1.0006713339e+00;1.0008443225e+00;1.0008313674e+00
5.7344000000e-03;1.0007456669e+00;1.0006812180e+00;1.0005827786e+00;1.0008657089e+00;1.0006919037e+00;1.0006909604e+00;1.0007873700e+00;1.0006590888e+00;1.0007290560e+00;1.0007656261e+00;1.0006759469e+00;1.0005454284e+00;1.0008330541e+00;1.0008486745e+00;1.0009355189e+00;1.0007207319e+00;1.0006352411e+00;1.0005981395e+00;1.0008167881e+00;1.0007873455e+00
6.1440000000e-03;1.0006965752e+00;1.0006537282e+00;1.0005493688e+00;1.0008732982e+00;1.0005527387e+00;1.0006748341e+00;1.0007398493e+00;1.0006379116e+00;1.0006481850e+00;1.0007531750e+00;1.0005994334e+00;1.0005245509e+00;1.0007478662e+00;1.0008430372e+00;1.0008529976e+00;1.0005968728e+00;1.0005912133e+00;1.0005450523e+00;1.0007658213e+00;1.0007506091e+00
6.5536000000e-03;1.0006569327e+00;1.0005834330e+00;1.0005893229e+00;1.0007289625e+00;1.0005943841e+00;1.0006290248e+00;1.0006890965e+00;1.0005657011e+00;1.0006823128e+00;1.0006407680e+00;1.0005519784e+00;1.0004457275e+00;1.0006513415e+00;1.0008521469e+00;1.0008011571e+00;1.0006058719e+00;1.0005056283e+00;1.0005375777e+00;1.0007390822e+00;1.0007145652e+00
7.3728000000e-03;1.0004757681e+00;1.0005183598e+00;1.0005270675e+00;1.0007614517e+00;1.0003732350e+00;1.0005961544e+00;1.0006908181e+00;1.0004619071e+00;1.0005677499e+00;1.0005994190e+00;1.0005304395e+00;1.0004200880e+00;1.0005113483e+00;1.0007789906e+00;1.0006500001e+00;1.0006002454e+00;1.0004638631e+00;1.0005456423e+00;1.0005865998e+00;1.0006328489e+00
8.1920000000e-03;1.0004401888e+00;1.0004102679e+00;1.0005010488e+00;1.0006810471e+00;1.0003939890e+00;1.0005574158e+00;1.0006684066e+00;1.0004664696e+00;1.0004248684e+00;1.0006060169e+00;1.0004652406e+00;1.0004532204e+00;1.0004680725e+00;1.0006753937e+00;1.0005656921e+00;1.0005999777e+00;1.0004504837e+00;1.0005201619e+00;1.0005443299e+00;1.0005837065e+00
9.0112000000e-03;1.0004017059e+00;1.0004808690e+00;1.0004566136e+00;1.0005661975e+00;1.0003059643e+00;1.0004094293e+00;1.0005310299e+00;1.0003541424e+00;1.0003631764e+00;1.0005736864e+00;1.0004012057e+00;1.0004214732e+00;1.0004092131e+00;1.0005814956e+00;1.0004570324e+00;1.0005768378e+00;1.0004159396e+00;1.0004591980e+00;1.0005403925e+00;1.0004647069e+00
9.8304000000e-03;1.0003562570e+00;1.0003385163e+00;1.0004698408e+00;1.0004727447e+00;1.0002684486e+00;1.0003941665e+00;1.0005285365e+00;1.0003597521e+00;1.0003975304e+00;1.0004971020e+00;1.0004185867e+00;1.0003062029e+00;1.0004059028e+00;1.0004552434e+00;1.0004015294e+00;1.0005057393e+00;1.0004289911e+00;1.0004045069e+00;1.0005195636e+00;1.0004816913e+00
1.0649600000e-02;1.0004082469e+00;1.0002762187e+00;1.0003880827e+00;1.0004912511e+00;1.0001913111e+00;1.0003356933e+00;1.0004684377e+00;1.0003335656e+00;1.0003284192e+00;1.0003918027e+00;1.0003552467e+00;1.0003371660e+00;1.0003741743e+00;1.0003322572e+00;1.0004211241e+00;1.0003700342e+00;1.0003620153e+00;1.0003661530e+00;1.0004088126e+00;1.0003396377e+00
1.1468800000e-02;1.0004082743e+00;1.0002878797e+00;1.0003889191e+00;1.0003465287e+00;1.0002615177e+00;1.0003456879e+00;1.0004945387e+00;1.0003286254e+00;1.0003985349e+00;1.0003235425e+00;1.0002874056e+00;1.0002086321e+00;1.0004033170e+00;1.0002248911e+00;1.0004001009e+00;1.0003451404e+00;1.0003112399e+00;1.0002964042e+00;1.0004376497e+00;1.0003862223e+00
1.2288000000e-02;1.0003034757e+00;1.0003209108e+00;1.0004150624e+00;1.0002804311e+00;1.0002466440e+00;1.0003678000e+00;1.0004370444e+00;1.0002736251e+00;1.0003882256e+00;1.0002740735e+00;1.0002466135e+00;1.0001574306e+00;1.0003638266e+00;1.0002355942e+00;1.0003169911e+00;1.0003119274e+00;1.0003343378e+00;1.0002724191e+00;1.0004504707e+00;1.0003207661e+00
1.3107200000e-02;1.0002977190e+00;1.0002639393e+00;1.0003228559e+00;1.0003217560e+00;1.0001242815e+00;1.0003097314e+00;1.0004049213e+00;1.0002729982e+00;1.0003622034e+00;1.0002825143e+00;1.0002286957e+00;1.0001184532e+00;1.0003768209e+00;1.0003238929e+00;1.0002903680e+00;1.0003628893e+00;1.0003833012e+00;1.0002273673e+00;1.0003189682e+00;1.0003278766e+00
1.4745600000e-02;1.0002226740e+00;1.0002444545e+00;1.0002683560e+00;1.0002268180e+00;1.0000783100e+00;1.0002588287e+00;1.0003589079e+00;1.0002711621e+00;1.0004275805e+00;1.0001838731e+00;1.0001995253e+00;1.0000989362e+00;1.0003770324e+00;1.0003570885e+00;1.0002901675e+00;1.0002325264e+00;1.0002131461e+00;1.0001408017e+00;1.0002052260e+00;1.0003013945e+00
1.6384000000e-02;1.0002797908e+00;1.0002426925e+00;1.0002039222e+00;1.0002275606e+00;1.0000743016e+00;1.0002271961e+00;1.0003520697e+00;1.0002064451e+00;1.0003934512e+00;1.0001233539e+00;1.0001089177e+00;1.0001463964e+00;1.0002774009e+00;1.0001683071e+00;1.0001886363e+00;1.0002667182e+00;1.0001903705e+00;1.0000812215e+00;1.0002226779e+00;1.0003260781e+00
1.8022400000e-02;1.0002867293e+00;1.0003107164e+00;1.0001310459e+00;1.0001808665e+00;1.0000189774e+00;1.0000838396e+00;1.0002943468e+00;1.0002072460e+00;1.0002477222e+00;1.0001410960e+00;1.0001008477e+00;1.0002625659e+00;1.0002929076e+00;1.0000595397e+00;1.0000759317e+00;1.0002454806e+00;1.0002704440e+00;1.0001538012e+00;1.0002432245e+00;1.0003296229e+00
1.9660800000e-02;1.0002701994e+00;1.0001559641e+00;1.0002313347e+00;1.0001746629e+00;9.9999310272e-01;1.0001534706e+00;1.0003371719e+00;1.0001779703e+00;1.0001675051e+00;1.0001966959e+00;1.0000122131e+00;1.0001799637e+00;1.0001981793e+00;1.0001631420e+00;1.0000424227e+00;1.0002365842e+00;1.0002872004e+00;1.0000560534e+00;1.0002150575e+00;1.0002280526e+00
2.1299200000e-02;1.0001924755e+00;1.0001394673e+00;1.0001870788e+00;1.0002082014e+00;1.0000460441e+00;1.0002211966e+00;1.0003146005e+00;1.0001050535e+00;1.0001967964e+00;1.0001544531e+00;1.0001281727e+00;1.0001058029e+00;1.0001938056e+00;1.0002822634e+00;1.0000393170e+00;1.0002109486e+00;1.0002613326e+00;9.9999923612e-01;1.0002118460e+00;1.0001980967e+00
2.2937600000e-02;1.0002536307e+00;1.0001024340e+00;1.0001380020e+00;1.0000298132e+00;1.0000862339e+00;1.0001878425e+00;1.0002248579e+00;1.0001682234e+00;1.0002184498e+00;1.0002045440e+00;1.0001777229e+00;1.0000445626e+00;1.0001699610e+00;1.0002417666e+00;1.0000565162e+00;1.0002462269e+00;1.0000702733e+00;1.0000862541e+00;1.0001793170e+00;1.0002844845e+00
2.4576000000e-02;1.0001765062e+00;1.0001128972e+00;1.0000616454e+00;9.9995045180e-01;1.0000871790e+00;1.0001953576e+00;1.0002037265e+00;1.0001910062e+00;1.0001154612e+00;1.0002012505e+00;1.0000867223e+00;1.0000549035e+00;1.0001439091e+00;1.0002630160e+00;9.9997124251e-01;1.0002393018e+00;1.0000158623e+00;1.0001187176e+00;1.0001288821e+00;1.0002316343e+00
2.6214400000e-02;1.0001123001e+00;1.0001060662e+00;1.0000845363e+00;9.9999453291e-01;1.0000923825e+00;1.0002042196e+00;1.0002773435e+00;1.0001762390e+00;1.0001956704e+00;1.0002152608e+00;1.0001545646e+00;1.0001481825e+00;1.0002136639e+00;1.0001822120e+00;1.0000634885e+00;1.0002181278e+00;1.0000871592e+00;1.0000491115e+00;1.0000832398e+00;1.0000799273e+00
2.9491200000e-02;1.0001492756e+00;1.0000862279e+00;1.0000317954e+00;1.0000832911e+00;1.0000703420e+00;1.0002173368e+00;1.0002532127e+00;1.0001264860e+00;1.0001760034e+00;1.0000666895e+00;1.0000995657e+00;1.0001589662e+00;1.0000798556e+00;1.0001635620e+00;1.0001250578e+00;1.0001939062e+00;1.0000427783e+00;9.9997921711e-01;1.0000528904e+00;1.0000509094e+00
3.2768000000e-02;1.0000820306e+00;1.0000974298e+00;1.0000162215e+00;1.0000904588e+00;9.9990448396e-01;1.0000866591e+00;1.0000921320e+00;1.0001545187e+00;1.0000958344e+00;1.0000651012e+00;1.0000805537e+00;1.0000594484e+00;1.0000382530e+00;1.0001468775e+00;1.0001544319e+00;1.0000690498e+00;1.0000092367e+00;1.0000724722e+00;1.0000474344e+00;1.0001384085e+00
3.6044800000e-02;1.0001028514e+00;1.0000574730e+00;1.0000579392e+00;1.0000497312e+00;9.9999912404e-01;1.0000308616e+00;1.0001188856e+00;1.0000306873e+00;1.0000775374e+00;1.0001264540e+00;1.0000284156e+00;1.0000317838e+00;1.0001373711e+00;1.0001527489e+00;1.0002692741e+00;1.0001524951e+00;1.0000380136e+00;1.0000820396e+00;1.0000754258e+00;1.0000484218e+00
3.9321600000e-02;1.0001333391e+00;1.0000533551e+00;1.0000700659e+00;1.0000966868e+00;1.0001543387e+00;1.0000262604e+00;1.0000831719e+00;9.9996975605e-01;1.0000661721e+00;1.0001741733e+00;1.0000672384e+00;1.0000991100e+00;1.0000352752e+00;1.0001901598e+00;1.0001977254e+00;1.0001357967e+00;1.0000415422e+00;1.0000975180e+00;1.0000806815e+00;1.0001056110e+00
4.2598400000e-02;1.0001192384e+00;1.0001209958e+00;1.0000000397e+00;1.0000421580e+00;1.0001661403e+00;1.0001352844e+00;1.0000220711e+00;1.0000230850e+00;1.0000788012e+00;1.0000999381e+00;1.0000247721e+00;1.0000564129e+00;1.0000601585e+00;1.0001013565e+00;1.0000837688e+00;1.0000878194e+00;1.0000673241e+00;1.0000605128e+00;9.9994901619e-01;1.0001181415e+00
4.5875200000e-02;1.0000307504e+00;1.0001269764e+00;1.0000765643e+00;9.9999378540e-01;9.9998636959e-01;1.0001840724e+00;1.0001251726e+00;9.9999549313e-01;1.0000668781e+00;1.0001021104e+00;1.0000503059e+00;1.0001318193e+00;9.9996926328e-01;1.0000220638e+00;1.0001419293e+00;1.0000878749e+00;1.0000495422e+00;1.0000866332e+00;9.9997127014e-01;1.0000609313e+00
4.9152000000e-02;1.0001071905e+00;1.0000579586e+00;1.0001031441e+00;1.0000118324e+00;1.0000602216e+00;1.0001795248e+00;1.0000742807e+00;9.9995267380e-01;1.0000698399e+00;9.9999028486e-01;1.0000840637e+00;1.0000414024e+00;9.9996977665e-01;1.0000143015e+00;1.0000908821e+00;9.9999673922e-01;1.0001145876e+00;1.0001271056e+00;9.9992350629e-01;1.0000033346e+00
5.2428800000e-02;1.0000744685e+00;1.0000666467e+00;1.0000898390e+00;1.0000262537e+00;1.0000488546e+00;1.0001175071e+00;1.0000666881e+00;1.0000420885e+00;1.0000465761e+00;1.0000916454e+00;1.0000629888e+00;9.9997871788e-01;9.9996337489e-01;1.0000083927e+00;1.0001302036e+00;1.0000163325e+00;1.0000313941e+00;9.9998573401e-01;1.0000553887e+00;1.0000979398e+00
5.8982400000e-02;1.0001921959e+00;1.0001097378e+00;1.0000485851e+00;1.0000215932e+00;1.0000890632e+00;1.0000999107e+00;1.0000622345e+00;9.9996700330e-01;1.0000517995e+00;1.0000911694e+00;1.0000521595e+00;1.0000354121e+00;9.9996149653e-01;9.9998878286e-01;1.0001404892e+00;1.0000002724e+00;1.0000387305e+00;1.0000485150e+00;1.0000683485e+00;1.0000276691e+00
6.5536000000e-02;1.0001141253e+00;9.9995609959e-01;1.0000467602e+00;9.9998999851e-01;1.0000850065e+00;1.0000390068e+00;1.0000555048e+00;9.9993565131e-01;1.0000544336e+00;1.0000366937e+00;1.0000439905e+00;1.0000025898e+00;1.0000320687e+00;9.9994677281e-01;1.0001715005e+00;1.0000323538e+00;1.0000756693e+00;1.0000626393e+00;1.0000056036e+00;1.0000675282e+00
7.2089600000e-02;1.0000841066e+00;1.0000120689e+00;1.0001366554e+00;1.0000800643e+00;1.0000177101e+00;1.0000225697e+00;1.0000505474e+00;1.0000008188e+00;1.0000659232e+00;9.9999280435e-01;1.0000711228e+00;9.9995372680e-01;1.0000882682e+00;9.9994582013e-01;1.0000399704e+00;1.0000117607e+00;1.0000271865e+00;1.0000336523e+00;1.0000459887e+00;1.0000790926e+00
7.8643200000e-02;1.0000459234e+00;1.0000161086e+00;1.0000634761e+00;1.0000648055e+00;9.9998530712e-01;1.0000366812e+00;9.9999381169e-01;1.0000185419e+00;1.0000295742e+00;1.0000090068e+00;1.0000517887e+00;9.9999430212e-01;1.0000712754e+00;9.9994471697e-01;1.0000008470e+00;1.0000259587e+00;9.9998606690e-01;9.9995991692e-01;1.0000205104e+00;9.9999478333e-01
8.5196800000e-02;1.0000763969e+00;1.0000294819e+00;1.0000530033e+00;9.9998217005e-01;9.9997021840e-01;9.9995836879e-01;9.9999868643e-01;1.0001185162e+00;1.0000532057e+00;1.0000582519e+00;1.0001002739e+00;1.0001300816e+00;1.0001067414e+00;9.9995998240e-01;1.0000186825e+00;1.0000260251e+00;1.0000193696e+00;9.9994876458e-01;9.9996646981e-01;1.0000306047e+00
9.1750400000e-02;1.0000596819e+00;9.9995160535e-01;1.0000485387e+00;9.9991413333e-01;1.0000627092e+00;1.0000475375e+00;9.9990328881e-01;1.0001083059e+00;9.9998511376e-01;9.9999418456e-01;1.0000202970e+00;1.0001176340e+00;1.0000563643e+00;9.9995315878e-01;1.0001518843e+00;1.0000560771e+00;1.0000812587e+00;9.9998557500e-01;9.9990964773e-01;1.0000219418e+00
9.8304000000e-02;9.9999890582e-01;9.9997945138e-01;9.9999302448e-01;9.9993702295e-01;1.0000598401e+00;1.0000548872e+00;9.9993762894e-01;1.0000490596e+00;9.9997500242e-01;1.0000210534e+00;1.0000786068e+00;1.0000627079e+00;1.0001438592e+00;9.9997048662e-01;1.0001760426e+00;1.0000845427e+00;1.0000457374e+00;1.0000036567e+00;9.9993974770e-01;1.0000312847e+00
1.0485760000e-01;1.0000431267e+00;1.0000733527e+00;9.9998224729e-01;1.0000430155e+00;1.0000231870e+00;1.0000548019e+00;9.9991210113e-01;1.0000416786e+00;9.9999947292e-01;1.0000205352e+00;1.0000215079e+00;9.9993432582e-01;1.0000155025e+00;1.0000113452e+00;1.0002241981e+00;1.0000153988e+00;9.9996380177e-01;9.9994286207e-01;9.9991737379e-01;9.9994351410e-01
