;05_DP_2_1_1_1;05_DP_2_2_1_1;05_DP_2_3_1_1;05_DP_2_4_1_1;05_DP_2_5_1_1;05_DP_2_6_1_1;05_DP_2_7_1_1;05_DP_2_8_1_1;05_DP_2_9_1_1;05_DP_2_10_1_1;05_DP_2_11_1_1;05_DP_2_12_1_1;05_DP_2_13_1_1;05_DP_2_14_1_1;05_DP_2_15_1_1;05_DP_2_16_1_1;05_DP_2_17_1_1;05_DP_2_18_1_1;05_DP_2_19_1_1;05_DP_2_20_1_1
2.3040000000e-04;1.0334672258e+00;1.0329219850e+00;1.0345903726e+00;1.0349087579e+00;1.0350442729e+00;1.0355230057e+00;1.0365177588e+00;1.0361304818e+00;1.0366696832e+00;1.0364997283e+00;1.0362996603e+00;1.0371790632e+00;1.0371182950e+00;1.0362146621e+00;1.0371693163e+00;1.0377829334e+00;1.0370567504e+00;1.0366203893e+00;1.0363896689e+00;1.0372797582e+00
2.5600000000e-04;1.0312827433e+00;1.0311720256e+00;1.0323630932e+00;1.0327144793e+00;1.0330082993e+00;1.0335375266e+00;1.0344795768e+00;1.0339082974e+00;1.0344130778e+00;1.0344333295e+00;1.0345804742e+00;1.0350402174e+00;1.0348084886e+00;1.0339426928e+00;1.0347809918e+00;1.0353094173e+00;1.0348286197e+00;1.0344589614e+00;1.0345006494e+00;1.0350398596e+00
2.8160000000e-04;1.0292571014e+00;1.0292300726e+00;1.0307452616e+00;1.0310766257e+00;1.0309612457e+00;1.0316410793e+00;1.0327189822e+00;1.0318706186e+00;1.0323991834e+00;1.0324682767e+00;1.0321996976e+00;1.0328109605e+00;1.0331486295e+00;1.0320753051e+00;1.0330673110e+00;1.0334164858e+00;1.0332409880e+00;1.0323636520e+00;1.0326352489e+00;1.0331719101e+00
3.0720000000e-04;1.0281380392e+00;1.0276059738e+00;1.0289903061e+00;1.0294397826e+00;1.0293143221e+00;1.0298747597e+00;1.0306742649e+00;1.0305420231e+00;1.0306320958e+00;1.0306159210e+00;1.0307027916e+00;1.0309407555e+00;1.0315381132e+00;1.0301986666e+00;1.0310624988e+00;1.0315264218e+00;1.0311809830e+00;1.0307894230e+00;1.0310381950e+00;1.0314915567e+00
3.3280000000e-04;1.0264260907e+00;1.0267283395e+00;1.0274270167e+00;1.0279043056e+00;1.0279066565e+00;1.0286389999e+00;1.0293383943e+00;1.0289974770e+00;1.0290352404e+00;1.0290711731e+00;1.0289597206e+00;1.0296695461e+00;1.0302122740e+00;1.0285597855e+00;1.0295342316e+00;1.0302829209e+00;1.0296199963e+00;1.0292648980e+00;1.0292491644e+00;1.0300718089e+00
3.5840000000e-04;1.0252296558e+00;1.0252560312e+00;1.0262385591e+00;1.0266222206e+00;1.0268709331e+00;1.0268474090e+00;1.0281255845e+00;1.0277940498e+00;1.0276665976e+00;1.0278350571e+00;1.0275015109e+00;1.0281571515e+00;1.0287172196e+00;1.0274503785e+00;1.0280699345e+00;1.0285912281e+00;1.0286218482e+00;1.0274639716e+00;1.0277091338e+00;1.0285978118e+00
3.8400000000e-04;1.0241406413e+00;1.0241390882e+00;1.0251363954e+00;1.0254001254e+00;1.0255924322e+00;1.0260750119e+00;1.0266465854e+00;1.0266765428e+00;1.0265504763e+00;1.0264907818e+00;1.0265940708e+00;1.0267211869e+00;1.0275809114e+00;1.0259946671e+00;1.0268899579e+00;1.0268890926e+00;1.0271530184e+00;1.0263333386e+00;1.0263803920e+00;1.0270314894e+00
4.0960000000e-04;1.0231918009e+00;1.0232501661e+00;1.0240764590e+00;1.0245540612e+00;1.0243581061e+00;1.0251479446e+00;1.0256974791e+00;1.0253853697e+00;1.0253503615e+00;1.0250913433e+00;1.0253837891e+00;1.0256304997e+00;1.0261261652e+00;1.0250581994e+00;1.0255176515e+00;1.0260474523e+00;1.0264787765e+00;1.0252278690e+00;1.0253737260e+00;1.0260415844e+00
4.6080000000e-04;1.0209709839e+00;1.0216045328e+00;1.0221539381e+00;1.0225688576e+00;1.0226396347e+00;1.0230319891e+00;1.0235095978e+00;1.0234929452e+00;1.0233469261e+00;1.0231661160e+00;1.0234855229e+00;1.0238498293e+00;1.0241123946e+00;1.0227006529e+00;1.0235000787e+00;1.0242183528e+00;1.0243510301e+00;1.0234899490e+00;1.0234509514e+00;1.0241622690e+00
5.1200000000e-04;1.0194553986e+00;1.0197150929e+00;1.0207446066e+00;1.0208246842e+00;1.0210474813e+00;1.0213307273e+00;1.0220584365e+00;1.0220868384e+00;1.0217054837e+00;1.0214284513e+00;1.0218426940e+00;1.0220105692e+00;1.0224533102e+00;1.0208853145e+00;1.0219286830e+00;1.0222688881e+00;1.0225312868e+00;1.0217740694e+00;1.0216033716e+00;1.0224160373e+00
5.6320000000e-04;1.0182668914e+00;1.0183795226e+00;1.0195621122e+00;1.0195493339e+00;1.0195013291e+00;1.0199496829e+00;1.0204160420e+00;1.0205061853e+00;1.0206114294e+00;1.0201733212e+00;1.0205547792e+00;1.0206464366e+00;1.0209318974e+00;1.0194206277e+00;1.0202102803e+00;1.0208515810e+00;1.0209971477e+00;1.0206172936e+00;1.0201775109e+00;1.0210003170e+00
6.1440000000e-04;1.0171296677e+00;1.0174535277e+00;1.0182739775e+00;1.0182421257e+00;1.0182540758e+00;1.0184724554e+00;1.0188811696e+00;1.0190180843e+00;1.0190481851e+00;1.0189891695e+00;1.0195376551e+00;1.0193995580e+00;1.0195030591e+00;1.0181450434e+00;1.0191685766e+00;1.0195687428e+00;1.0196620170e+00;1.0189912984e+00;1.0190862759e+00;1.0196284056e+00
6.6560000000e-04;1.0158793663e+00;1.0164206291e+00;1.0172506191e+00;1.0172863189e+00;1.0171296547e+00;1.0171822072e+00;1.0178903469e+00;1.0181337943e+00;1.0180255653e+00;1.0177303538e+00;1.0184200137e+00;1.0180544278e+00;1.0183591995e+00;1.0169704749e+00;1.0180202152e+00;1.0183869350e+00;1.0185622370e+00;1.0177969703e+00;1.0177644640e+00;1.0185001201e+00
7.1680000000e-04;1.0152259506e+00;1.0154357028e+00;1.0161667741e+00;1.0162597453e+00;1.0161414751e+00;1.0161244393e+00;1.0166834363e+00;1.0171694793e+00;1.0170947802e+00;1.0167021506e+00;1.0175220213e+00;1.0168102061e+00;1.0173607902e+00;1.0160870091e+00;1.0170628304e+00;1.0174537879e+00;1.0174461573e+00;1.0168377487e+00;1.0166001241e+00;1.0174784535e+00
7.6800000000e-04;1.0141767134e+00;1.0145022556e+00;1.0152824626e+00;1.0155281956e+00;1.0154509215e+00;1.0152837776e+00;1.0160658765e+00;1.0163571460e+00;1.0160572815e+00;1.0158010100e+00;1.0165502253e+00;1.0158815145e+00;1.0162796967e+00;1.0150799475e+00;1.0160261744e+00;1.0167452893e+00;1.0167912201e+00;1.0161141626e+00;1.0159027157e+00;1.0163445805e+00
8.1920000000e-04;1.0136738863e+00;1.0140669761e+00;1.0148151682e+00;1.0149320450e+00;1.0146126923e+00;1.0144814629e+00;1.0155022107e+00;1.0157527348e+00;1.0154615213e+00;1.0150818933e+00;1.0157258895e+00;1.0151024626e+00;1.0157154167e+00;1.0145028320e+00;1.0153621407e+00;1.0159745009e+00;1.0160796091e+00;1.0153498554e+00;1.0152484773e+00;1.0156349546e+00
9.2160000000e-04;1.0123128681e+00;1.0127177461e+00;1.0135397586e+00;1.0133335471e+00;1.0132164400e+00;1.0130081169e+00;1.0139847306e+00;1.0141568930e+00;1.0138436698e+00;1.0134823815e+00;1.0143216487e+00;1.0137894129e+00;1.0142398287e+00;1.0130022490e+00;1.0139575159e+00;1.0142731805e+00;1.0145890714e+00;1.0138460204e+00;1.0138351311e+00;1.0142365232e+00
1.0240000000e-03;1.0112635111e+00;1.0118855366e+00;1.0122034541e+00;1.0121318279e+00;1.0122676543e+00;1.0118201483e+00;1.0125124462e+00;1.0126610532e+00;1.0128313018e+00;1.0126268771e+00;1.0131286227e+00;1.0124598093e+00;1.0130419627e+00;1.0120046306e+00;1.0126945247e+00;1.0127905347e+00;1.0133210739e+00;1.0123315792e+00;1.0126280310e+00;1.0130674844e+00
1.1264000000e-03;1.0102777193e+00;1.0109002059e+00;1.0110819783e+00;1.0113912124e+00;1.0115979243e+00;1.0109210681e+00;1.0115391741e+00;1.0117074817e+00;1.0118831285e+00;1.0116985513e+00;1.0122141084e+00;1.0115514305e+00;1.0118871841e+00;1.0111840384e+00;1.0114289568e+00;1.0116787737e+00;1.0123120724e+00;1.0111107569e+00;1.0115803866e+00;1.0120901294e+00
1.2288000000e-03;1.0097253948e+00;1.0102178187e+00;1.0101649794e+00;1.0105780187e+00;1.0109767584e+00;1.0103376089e+00;1.0109576411e+00;1.0108623180e+00;1.0112274565e+00;1.0106918374e+00;1.0114872815e+00;1.0107951693e+00;1.0112672447e+00;1.0101485808e+00;1.0105514844e+00;1.0108533037e+00;1.0113076769e+00;1.0103408901e+00;1.0108597978e+00;1.0113289551e+00
1.3312000000e-03;1.0093730458e+00;1.0093237006e+00;1.0093626071e+00;1.0096566038e+00;1.0103180513e+00;1.0096210345e+00;1.0104138741e+00;1.0103334518e+00;1.0105825863e+00;1.0101316362e+00;1.0109382084e+00;1.0101507106e+00;1.0104601185e+00;1.0095141412e+00;1.0100415401e+00;1.0101132103e+00;1.0108148166e+00;1.0094103650e+00;1.0101953472e+00;1.0104480050e+00
1.4336000000e-03;1.0087656847e+00;1.0086944742e+00;1.0089518293e+00;1.0093752634e+00;1.0096299342e+00;1.0091254454e+00;1.0096573498e+00;1.0097580612e+00;1.0098213212e+00;1.0093767513e+00;1.0102729885e+00;1.0095058447e+00;1.0097440671e+00;1.0089893495e+00;1.0093675174e+00;1.0095830606e+00;1.0099495826e+00;1.0089047951e+00;1.0095851566e+00;1.0098660486e+00
1.5360000000e-03;1.0082553392e+00;1.0081857354e+00;1.0084758034e+00;1.0087079627e+00;1.0089782227e+00;1.0085111770e+00;1.0091326633e+00;1.0092460221e+00;1.0090659593e+00;1.0086852305e+00;1.0096818929e+00;1.0089735868e+00;1.0092086931e+00;1.0084843666e+00;1.0088777390e+00;1.0089902519e+00;1.0091018314e+00;1.0084642833e+00;1.0090052681e+00;1.0092980910e+00
1.6384000000e-03;1.0079356918e+00;1.0077308479e+00;1.0079072579e+00;1.0080840862e+00;1.0083467491e+00;1.0081448426e+00;1.0087963912e+00;1.0089153721e+00;1.0085936340e+00;1.0083768748e+00;1.0092609226e+00;1.0085959475e+00;1.0087095028e+00;1.0078319442e+00;1.0084126800e+00;1.0087459855e+00;1.0085570763e+00;1.0081706647e+00;1.0084414171e+00;1.0088400082e+00
1.8432000000e-03;1.0068390464e+00;1.0067868964e+00;1.0069069612e+00;1.0071915954e+00;1.0076967693e+00;1.0071508142e+00;1.0079436537e+00;1.0077370168e+00;1.0078179135e+00;1.0074074005e+00;1.0082389021e+00;1.0077236955e+00;1.0074633191e+00;1.0071453123e+00;1.0076343792e+00;1.0078745347e+00;1.0076312068e+00;1.0073856211e+00;1.0073689095e+00;1.0078604272e+00
2.0480000000e-03;1.0061872978e+00;1.0059982161e+00;1.0063197411e+00;1.0065148453e+00;1.0069736062e+00;1.0067072512e+00;1.0074621035e+00;1.0071056283e+00;1.0070261905e+00;1.0068547688e+00;1.0075286085e+00;1.0068114930e+00;1.0067536759e+00;1.0066361969e+00;1.0067521686e+00;1.0068598882e+00;1.0071181257e+00;1.0066000240e+00;1.0064036460e+00;1.0068048240e+00
2.2528000000e-03;1.0057663107e+00;1.0055882465e+00;1.0056535445e+00;1.0057596342e+00;1.0067400268e+00;1.0062725387e+00;1.0068430527e+00;1.0064802366e+00;1.0062280803e+00;1.0060047506e+00;1.0069716497e+00;1.0060034829e+00;1.0061144821e+00;1.0063063108e+00;1.0062277151e+00;1.0060588998e+00;1.0065421972e+00;1.0058755420e+00;1.0060245648e+00;1.0064096502e+00
2.4576000000e-03;1.0053244048e+00;1.0053026857e+00;1.0051242753e+00;1.0054149598e+00;1.0060812472e+00;1.0055010372e+00;1.0063322876e+00;1.0058854426e+00;1.0057419259e+00;1.0057910646e+00;1.0066166732e+00;1.0054381746e+00;1.0056595122e+00;1.0055715429e+00;1.0058153678e+00;1.0058912229e+00;1.0059893937e+00;1.0053300204e+00;1.0056468784e+00;1.0063953933e+00
2.6624000000e-03;1.0048125458e+00;1.0049263921e+00;1.0046640471e+00;1.0047557820e+00;1.0054734303e+00;1.0050837844e+00;1.0057945656e+00;1.0054178849e+00;1.0052023686e+00;1.0053165474e+00;1.0062234152e+00;1.0053404340e+00;1.0050402883e+00;1.0047567164e+00;1.0053371048e+00;1.0053619875e+00;1.0055522076e+00;1.0048016681e+00;1.0052204203e+00;1.0057600502e+00
2.8672000000e-03;1.0045811777e+00;1.0046809106e+00;1.0044004446e+00;1.0045489344e+00;1.0051856457e+00;1.0047124714e+00;1.0051393884e+00;1.0050294013e+00;1.0048921949e+00;1.0051108412e+00;1.0058712044e+00;1.0048325432e+00;1.0048047367e+00;1.0046578413e+00;1.0050182477e+00;1.0050558877e+00;1.0050842592e+00;1.0041033543e+00;1.0049266941e+00;1.0055220718e+00
3.0720000000e-03;1.0042691653e+00;1.0043487726e+00;1.0038039786e+00;1.0043750761e+00;1.0046548184e+00;1.0047140417e+00;1.0049738502e+00;1.0047063794e+00;1.0044826364e+00;1.0047787279e+00;1.0052701604e+00;1.0043690098e+00;1.0046827063e+00;1.0040782147e+00;1.0046017818e+00;1.0048304941e+00;1.0047007995e+00;1.0036358912e+00;1.0045756504e+00;1.0050988315e+00
3.2768000000e-03;1.0040166841e+00;1.0041115992e+00;1.0036751148e+00;1.0040172325e+00;1.0043602103e+00;1.0043422358e+00;1.0044954134e+00;1.0043606783e+00;1.0043336512e+00;1.0047106024e+00;1.0050828944e+00;1.0040508374e+00;1.0041178973e+00;1.0035525424e+00;1.0042397152e+00;1.0045364010e+00;1.0044043759e+00;1.0036311429e+00;1.0044450471e+00;1.0046529952e+00
3.6864000000e-03;1.0035906992e+00;1.0035058801e+00;1.0032836221e+00;1.0034344549e+00;1.0037894414e+00;1.0037237647e+00;1.0042758086e+00;1.0037263066e+00;1.0038731341e+00;1.0039667410e+00;1.0044356455e+00;1.0035141572e+00;1.0036247419e+00;1.0031803393e+00;1.0031732528e+00;1.0042083524e+00;1.0039271269e+00;1.0035746349e+00;1.0040733338e+00;1.0040534089e+00
4.0960000000e-03;1.0031817734e+00;1.0033030522e+00;1.0027696646e+00;1.0029911005e+00;1.0034022314e+00;1.0033451750e+00;1.0039770427e+00;1.0033248249e+00;1.0036505582e+00;1.0034946620e+00;1.0039576519e+00;1.0032112012e+00;1.0030199523e+00;1.0032027326e+00;1.0029298525e+00;1.0034403659e+00;1.0034449253e+00;1.0032535479e+00;1.0036358991e+00;1.0037110120e+00
4.5056000000e-03;1.0030469437e+00;1.0028389205e+00;1.0027964718e+00;1.0025618070e+00;1.0030823007e+00;1.0033690434e+00;1.0036044924e+00;1.0033942076e+00;1.0033508982e+00;1.0033198816e+00;1.0031612589e+00;1.0028785237e+00;1.0026020128e+00;1.0027090804e+00;1.0028089174e+00;1.0031671779e+00;1.0031200853e+00;1.0028892247e+00;1.0032780888e+00;1.0033248932e+00
4.9152000000e-03;1.0028760878e+00;1.0027246540e+00;1.0023862978e+00;1.0021310834e+00;1.0026955719e+00;1.0032390901e+00;1.0033062569e+00;1.0031096267e+00;1.0029033848e+00;1.0026137756e+00;1.0024117881e+00;1.0027285377e+00;1.0022795075e+00;1.0024548073e+00;1.0023553170e+00;1.0031146578e+00;1.0028371192e+00;1.0025669935e+00;1.0026960641e+00;1.0031111630e+00
5.3248000000e-03;1.0022005278e+00;1.0024260506e+00;1.0020750190e+00;1.0019377557e+00;1.0026035701e+00;1.0024641198e+00;1.0032971306e+00;1.0028967486e+00;1.0024650513e+00;1.0025391556e+00;1.0019437553e+00;1.0023519106e+00;1.0022974149e+00;1.0021316061e+00;1.0023276244e+00;1.0028372607e+00;1.0023260755e+00;1.0021999241e+00;1.0027654594e+00;1.0028690835e+00
5.7344000000e-03;1.0022755300e+00;1.0019075365e+00;1.0018011503e+00;1.0020918497e+00;1.0023800065e+00;1.0020416195e+00;1.0032228609e+00;1.0025673491e+00;1.0022085783e+00;1.0023348759e+00;1.0019403859e+00;1.0018904089e+00;1.0025800023e+00;1.0015824874e+00;1.0022840403e+00;1.0026530023e+00;1.0022131121e+00;1.0021328645e+00;1.0026712130e+00;1.0024449349e+00
6.1440000000e-03;1.0024571360e+00;1.0019043041e+00;1.0019267372e+00;1.0020786429e+00;1.0022254268e+00;1.0019461113e+00;1.0028016094e+00;1.0024964458e+00;1.0018838452e+00;1.0021030652e+00;1.0017888517e+00;1.0016617173e+00;1.0023271203e+00;1.0013900194e+00;1.0018220377e+00;1.0023487386e+00;1.0018729118e+00;1.0019645873e+00;1.0021694985e+00;1.0022554972e+00
6.5536000000e-03;1.0023534102e+00;1.0020649891e+00;1.0015899823e+00;1.0018673003e+00;1.0021286227e+00;1.0018587900e+00;1.0026365906e+00;1.0021916457e+00;1.0016971764e+00;1.0018817670e+00;1.0020111380e+00;1.0013892321e+00;1.0020928208e+00;1.0015983874e+00;1.0013765520e+00;1.0019654005e+00;1.0019084899e+00;1.0020221472e+00;1.0021397895e+00;1.0020602078e+00
7.3728000000e-03;1.0016432370e+00;1.0017860381e+00;1.0013379686e+00;1.0017396638e+00;1.0016930120e+00;1.0018333729e+00;1.0020415921e+00;1.0015833492e+00;1.0014384933e+00;1.0015879650e+00;1.0016075243e+00;1.0015367468e+00;1.0020676387e+00;1.0012260928e+00;1.0012871767e+00;1.0016885933e+00;1.0015323523e+00;1.0015456738e+00;1.0020738830e+00;1.0019491428e+00
8.1920000000e-03;1.0015990973e+00;1.0018221283e+00;1.0010711944e+00;1.0013569001e+00;1.0015613191e+00;1.0013422877e+00;1.0017703955e+00;1.0015968424e+00;1.0015080705e+00;1.0013151321e+00;1.0013850500e+00;1.0013566067e+00;1.0018694766e+00;1.0011628266e+00;1.0008647555e+00;1.0015148088e+00;1.0013073006e+00;1.0017197290e+00;1.0014650500e+00;1.0018256713e+00
9.0112000000e-03;1.0013622975e+00;1.0019114002e+00;1.0009277971e+00;1.0013958205e+00;1.0016655788e+00;1.0013507579e+00;1.0015888008e+00;1.0018736468e+00;1.0015275845e+00;1.0008661509e+00;1.0012347468e+00;1.0011160209e+00;1.0017927917e+00;1.0011061326e+00;1.0006487958e+00;1.0014785301e+00;1.0012640466e+00;1.0016604740e+00;1.0013596259e+00;1.0015220867e+00
9.8304000000e-03;1.0011708375e+00;1.0014988162e+00;1.0008212363e+00;1.0015334505e+00;1.0016984382e+00;1.0010963628e+00;1.0012025504e+00;1.0016762920e+00;1.0013137334e+00;1.0009633368e+00;1.0012269335e+00;1.0011164727e+00;1.0016342452e+00;1.0010398803e+00;1.0007228997e+00;1.0011571350e+00;1.0008602865e+00;1.0013944904e+00;1.0014630495e+00;1.0014880862e+00
1.0649600000e-02;1.0006785340e+00;1.0012473738e+00;1.0009731399e+00;1.0011349560e+00;1.0013358211e+00;1.0010732118e+00;1.0013058936e+00;1.0016486696e+00;1.0013781342e+00;1.0011451571e+00;1.0011756204e+00;1.0010105212e+00;1.0014770701e+00;1.0010271541e+00;1.0008614441e+00;1.0007825028e+00;1.0003081405e+00;1.0014068756e+00;1.0017716032e+00;1.0013561733e+00
1.1468800000e-02;1.0006121704e+00;1.0012365098e+00;1.0012769649e+00;1.0011119302e+00;1.0012254690e+00;1.0008298037e+00;1.0011442343e+00;1.0015662223e+00;1.0008589706e+00;1.0009634966e+00;1.0006586383e+00;1.0007612225e+00;1.0012742745e+00;1.0007656215e+00;1.0007701821e+00;1.0008204296e+00;1.0003739588e+00;1.0010019326e+00;1.0014884641e+00;1.0012837860e+00
1.2288000000e-02;1.0006227064e+00;1.0011633714e+00;1.0012467176e+00;1.0014629432e+00;1.0015583243e+00;1.0007316923e+00;1.0008842034e+00;1.0012192652e+00;1.0009171779e+00;1.0011704810e+00;1.0006139539e+00;1.0007870585e+00;1.0012443634e+00;1.0003349420e+00;1.0008625041e+00;1.0004619462e+00;1.0003027198e+00;1.0007793098e+00;1.0012195540e+00;1.0016607055e+00
1.3107200000e-02;1.0009980848e+00;1.0008779739e+00;1.0013414247e+00;1.0010621178e+00;1.0014205163e+00;1.0007873766e+00;1.0009733414e+00;1.0015357928e+00;1.0011155826e+00;1.0010635980e+00;1.0009369008e+00;1.0007018899e+00;1.0015276888e+00;1.0003343482e+00;1.0008432200e+00;1.0004156503e+00;9.9994430078e-01;1.0009876189e+00;1.0006597717e+00;1.0013055544e+00
1.4745600000e-02;1.0012809921e+00;1.0007280497e+00;1.0007706722e+00;1.0005607461e+00;1.0008576551e+00;1.0009188430e+00;1.0009401697e+00;1.0008460612e+00;1.0008315707e+00;1.0008485833e+00;1.0006538463e+00;1.0004276613e+00;1.0010954573e+00;1.0006182922e+00;1.0006900072e+00;1.0006994072e+00;1.0003340123e+00;1.0013163914e+00;1.0008111428e+00;1.0010039572e+00
1.6384000000e-02;1.0009798380e+00;1.0006390714e+00;1.0010030870e+00;1.0004574926e+00;1.0007772484e+00;1.0004666945e+00;1.0009490354e+00;1.0009089396e+00;1.0006362431e+00;1.0008286315e+00;1.0003008269e+00;1.0008760625e+00;1.0008088140e+00;1.0003763494e+00;1.0007703892e+00;1.0005863852e+00;1.0003160245e+00;1.0012573109e+00;1.0006197726e+00;1.0004577595e+00
1.8022400000e-02;1.0007648154e+00;1.0007540250e+00;1.0009751672e+00;1.0001280005e+00;1.0007376772e+00;1.0003592772e+00;1.0008842303e+00;1.0007755923e+00;1.0005362939e+00;1.0009131772e+00;1.0006110909e+00;1.0008419067e+00;1.0007100309e+00;1.0003576797e+00;1.0010509609e+00;1.0004241615e+00;1.0003352264e+00;1.0006312373e+00;1.0006851120e+00;1.0001992161e+00
1.9660800000e-02;1.0006149992e+00;1.0007316199e+00;1.0010926282e+00;1.0000133278e+00;1.0010072562e+00;9.9996152025e-01;1.0008846397e+00;1.0007257405e+00;1.0005617374e+00;1.0008785122e+00;1.0003916627e+00;1.0008365547e+00;1.0007636123e+00;1.0006549424e+00;1.0010028847e+00;1.0001537788e+00;1.0004464653e+00;1.0007087005e+00;1.0004996695e+00;1.0004289682e+00
2.1299200000e-02;1.0005870695e+00;1.0006177232e+00;1.0008447144e+00;1.0000429209e+00;1.0009365817e+00;1.0003822796e+00;1.0005603071e+00;1.0003212510e+00;1.0007778992e+00;1.0003250762e+00;1.0004727863e+00;1.0004804926e+00;1.0008377534e+00;1.0007757949e+00;1.0005515491e+00;1.0005930205e+00;1.0003226386e+00;1.0005088116e+00;1.0001166441e+00;1.0004512836e+00
2.2937600000e-02;1.0008207108e+00;1.0006051941e+00;1.0007512606e+00;1.0002489487e+00;1.0009691554e+00;1.0006561387e+00;1.0006348575e+00;1.0008235960e+00;1.0009411710e+00;1.0004339708e+00;1.0005883707e+00;1.0004519946e+00;1.0010185773e+00;1.0006026416e+00;1.0006510819e+00;1.0004292497e+00;1.0003331353e+00;1.0004200776e+00;9.9996201585e-01;1.0002064314e+00
2.4576000000e-02;1.0008692649e+00;1.0002826080e+00;1.0005896735e+00;1.0004042485e+00;1.0009366524e+00;1.0004056290e+00;1.0007134370e+00;1.0005770964e+00;1.0007763187e+00;1.0006244056e+00;1.0006012453e+00;1.0003654358e+00;1.0006337959e+00;1.0004053371e+00;1.0006398156e+00;1.0001954405e+00;1.0005872348e+00;1.0005071079e+00;1.0000297183e+00;1.0004250311e+00
2.6214400000e-02;1.0005239083e+00;1.0001670117e+00;1.0007007742e+00;1.0003121709e+00;1.0010916016e+00;1.0003168321e+00;1.0007522113e+00;1.0003149683e+00;1.0007006783e+00;1.0004997817e+00;1.0004344992e+00;1.0005388479e+00;1.0002328570e+00;1.0002355867e+00;1.0002268648e+00;9.9998664676e-01;9.9994876224e-01;1.0003670384e+00;1.0004524306e+00;1.0001891905e+00
2.9491200000e-02;1.0006511737e+00;1.0000127320e+00;1.0005150308e+00;1.0002973282e+00;1.0007550744e+00;1.0003212742e+00;1.0003416552e+00;1.0004899487e+00;1.0008160482e+00;1.0000487434e+00;1.0002487742e+00;1.0003191216e+00;1.0003448511e+00;1.0002734053e+00;1.0001038745e+00;1.0002440379e+00;9.9992120762e-01;1.0005651298e+00;1.0001861126e+00;1.0005465432e+00
3.2768000000e-02;1.0007992241e+00;9.9997936346e-01;1.0005147864e+00;1.0004189681e+00;1.0005370263e+00;1.0005147762e+00;9.9989689138e-01;1.0003862392e+00;1.0007987756e+00;9.9980533778e-01;1.0003051994e+00;1.0001841284e+00;1.0001740859e+00;9.9992615299e-01;1.0000137287e+00;9.9992336512e-01;9.9984145223e-01;1.0007146102e+00;1.0001868393e+00;1.0003911673e+00
3.6044800000e-02;1.0006250474e+00;1.0003625535e+00;1.0004782877e+00;1.0003823059e+00;1.0002656488e+00;1.0002478897e+00;9.9983811384e-01;1.0004078196e+00;1.0009411447e+00;1.0000190053e+00;1.0005466569e+00;1.0001719226e+00;1.0001960225e+00;1.0000426625e+00;1.0004052798e+00;1.0000506837e+00;9.9978695446e-01;1.0003967453e+00;1.0003906784e+00;1.0003523296e+00
3.9321600000e-02;1.0005209308e+00;1.0001890378e+00;1.0002872917e+00;1.0002291908e+00;1.0005438831e+00;1.0006739545e+00;1.0001074995e+00;1.0001800022e+00;1.0007630922e+00;1.0002874926e+00;1.0003731749e+00;1.0000890431e+00;1.0001876391e+00;9.9978076096e-01;1.0002809253e+00;9.9954535971e-01;9.9983405797e-01;1.0003881860e+00;1.0004555755e+00;1.0002494321e+00
4.2598400000e-02;1.0005132495e+00;1.0002414462e+00;1.0000954350e+00;1.0002613673e+00;1.0003803898e+00;1.0000703782e+00;1.0001311507e+00;1.0000637902e+00;1.0004826419e+00;1.0004351939e+00;1.0002497863e+00;9.9974888002e-01;9.9995371435e-01;9.9977556204e-01;9.9990923279e-01;9.9970970593e-01;9.9957823626e-01;1.0002805994e+00;1.0002227200e+00;1.0005330623e+00
4.5875200000e-02;1.0002535893e+00;1.0005153018e+00;1.0000277300e+00;1.0001629489e+00;1.0002254499e+00;1.0004958353e+00;1.0000269566e+00;9.9974007989e-01;1.0006802207e+00;1.0000713939e+00;1.0004385358e+00;9.9999089560e-01;1.0001422565e+00;9.9982918180e-01;9.9982648775e-01;1.0000556455e+00;9.9974794644e-01;1.0001126639e+00;1.0001474050e+00;1.0003254584e+00
4.9152000000e-02;1.0000754282e+00;1.0003992351e+00;1.0000215799e+00;9.9992912437e-01;1.0003707599e+00;1.0000450902e+00;1.0002941985e+00;1.0001055906e+00;1.0006490991e+00;9.9981657156e-01;1.0006652477e+00;9.9983395214e-01;1.0002234811e+00;1.0000725628e+00;9.9996407752e-01;9.9978923544e-01;9.9991928762e-01;9.9982081998e-01;1.0000742391e+00;9.9982522985e-01
5.2428800000e-02;1.0000421610e+00;1.0007446263e+00;9.9966047289e-01;9.9987150272e-01;1.0004761135e+00;9.9975544733e-01;1.0001764282e+00;1.0001890118e+00;1.0001900120e+00;1.0000408048e+00;1.0004504575e+00;9.9971164979e-01;1.0002217639e+00;1.0002297248e+00;1.0000000689e+00;1.0002788466e+00;9.9974297229e-01;1.0001083075e+00;1.0001835771e+00;9.9996965895e-01
5.8982400000e-02;1.0001181420e+00;1.0004712076e+00;1.0000819665e+00;9.9997809793e-01;1.0006274421e+00;1.0001221430e+00;1.0001458678e+00;1.0002326916e+00;1.0002205651e+00;1.0001091907e+00;1.0001886513e+00;1.0003361640e+00;1.0001888867e+00;1.0000128991e+00;1.0002916280e+00;1.0004515080e+00;9.9994747680e-01;1.0000950477e+00;1.0005014022e+00;1.0000602488e+00
