;05_DP_2_1_1_1;05_DP_2_2_1_1;05_DP_2_3_1_1;05_DP_2_4_1_1;05_DP_2_5_1_1;05_DP_2_6_1_1;05_DP_2_7_1_1;05_DP_2_8_1_1;05_DP_2_9_1_1;05_DP_2_10_1_1;05_DP_2_11_1_1;05_DP_2_12_1_1;05_DP_2_13_1_1;05_DP_2_14_1_1;05_DP_2_15_1_1;05_DP_2_16_1_1;05_DP_2_17_1_1;05_DP_2_18_1_1;05_DP_2_19_1_1;05_DP_2_20_1_1
3.6000000000e-06;1.0923622008e+00;1.0954285081e+00;1.0979441430e+00;1.0987824277e+00;1.0989783270e+00;1.0994096385e+00;1.1011253282e+00;1.1028348200e+00;1.1034604932e+00;1.1042718919e+00;1.1038974553e+00;1.1046026647e+00;1.1044563917e+00;1.1033597308e+00;1.1049332939e+00;1.1068901755e+00;1.1068375230e+00;1.1059030428e+00;1.1066381995e+00;1.1068822264e+00
4.0000000000e-06;1.0913774953e+00;1.0952406036e+00;1.0985534713e+00;1.0977278199e+00;1.0995570828e+00;1.1009493426e+00;1.1010904705e+00;1.1012799144e+00;1.1034864959e+00;1.1033436056e+00;1.1037330779e+00;1.1059444621e+00;1.1059137550e+00;1.1040505977e+00;1.1052955578e+00;1.1062214177e+00;1.1061858206e+00;1.1037489299e+00;1.1051085603e+00;1.1062512804e+00
4.4000000000e-06;1.0903682810e+00;1.0925140918e+00;1.0959460810e+00;1.0971463630e+00;1.0967690686e+00;1.0981705856e+00;1.1018849442e+00;1.1016864149e+00;1.1021992620e+00;1.1012148254e+00;1.1023332546e+00;1.1039491468e+00;1.1045358851e+00;1.1032775574e+00;1.1025731135e+00;1.1043654111e+00;1.1051068343e+00;1.1038496229e+00;1.1035796348e+00;1.1049672368e+00
4.8000000000e-06;1.0908209855e+00;1.0935207453e+00;1.0966444873e+00;1.0967037261e+00;1.0969112570e+00;1.1016292084e+00;1.0990532265e+00;1.1008499991e+00;1.1004491832e+00;1.1019731848e+00;1.1033483009e+00;1.1012225981e+00;1.1033766058e+00;1.1021463445e+00;1.1032852748e+00;1.1019688552e+00;1.1029662629e+00;1.1037898432e+00;1.1014693951e+00;1.1032295350e+00
5.2000000000e-06;1.0903807424e+00;1.0920916525e+00;1.0934149155e+00;1.0954856847e+00;1.0971458607e+00;1.0986556385e+00;1.0981727759e+00;1.0994711784e+00;1.1008354474e+00;1.1024555185e+00;1.1008836061e+00;1.1005651463e+00;1.1036647735e+00;1.1007596461e+00;1.1009812218e+00;1.1032966407e+00;1.1037462925e+00;1.1011207437e+00;1.1007344638e+00;1.1030229721e+00
5.6000000000e-06;1.0888639673e+00;1.0913511370e+00;1.0934492437e+00;1.0941672461e+00;1.0959912738e+00;1.0972662540e+00;1.0997773234e+00;1.0986929335e+00;1.1002000509e+00;1.0995164164e+00;1.0996761080e+00;1.1012882701e+00;1.1006365248e+00;1.1014283326e+00;1.0999901092e+00;1.1023421976e+00;1.1017994893e+00;1.1016856614e+00;1.1004515621e+00;1.1000231946e+00
6.0000000000e-06;1.0895878396e+00;1.0922137852e+00;1.0955016824e+00;1.0959602654e+00;1.0934845021e+00;1.0957215144e+00;1.0979235117e+00;1.0991952357e+00;1.0995504646e+00;1.0993053732e+00;1.0997674995e+00;1.1002873673e+00;1.0999602735e+00;1.0998584404e+00;1.1015811401e+00;1.1018106184e+00;1.1027376802e+00;1.1011837629e+00;1.1006723024e+00;1.1021659465e+00
6.4000000000e-06;1.0893191570e+00;1.0901270681e+00;1.0913225756e+00;1.0948271624e+00;1.0932721767e+00;1.0976587326e+00;1.0968464765e+00;1.0988021768e+00;1.0988315063e+00;1.0984676552e+00;1.0991189474e+00;1.1002865456e+00;1.0985365567e+00;1.0991461908e+00;1.1011224049e+00;1.0998329472e+00;1.1026490650e+00;1.0984287995e+00;1.1006166937e+00;1.1001540949e+00
7.2000000000e-06;1.0872135020e+00;1.0886074335e+00;1.0924612344e+00;1.0929095578e+00;1.0927496336e+00;1.0951737212e+00;1.0958138417e+00;1.0965967663e+00;1.0969237518e+00;1.0975834889e+00;1.0982237322e+00;1.0979058533e+00;1.0991493119e+00;1.0986109499e+00;1.0982424220e+00;1.0983958134e+00;1.0986337202e+00;1.0985446154e+00;1.0978376443e+00;1.1002947536e+00
8.0000000000e-06;1.0862977323e+00;1.0883477043e+00;1.0896550530e+00;1.0923640658e+00;1.0915783822e+00;1.0932813366e+00;1.0937159118e+00;1.0960300705e+00;1.0947236329e+00;1.0962371398e+00;1.0974487844e+00;1.0972571938e+00;1.0993895742e+00;1.0956937907e+00;1.0973965377e+00;1.0972759053e+00;1.0988494086e+00;1.0976701787e+00;1.0973437895e+00;1.0979872943e+00
8.8000000000e-06;1.0851862166e+00;1.0860765111e+00;1.0896433549e+00;1.0903071798e+00;1.0904400656e+00;1.0923312883e+00;1.0936585858e+00;1.0948964990e+00;1.0946972004e+00;1.0953293025e+00;1.0954918121e+00;1.0953162250e+00;1.0981635594e+00;1.0948238017e+00;1.0959528788e+00;1.0971450343e+00;1.0966305723e+00;1.0967000535e+00;1.0960936537e+00;1.0979811715e+00
9.6000000000e-06;1.0850084815e+00;1.0854922370e+00;1.0886777444e+00;1.0899442138e+00;1.0903630700e+00;1.0915314835e+00;1.0916244387e+00;1.0941221725e+00;1.0936448731e+00;1.0939840541e+00;1.0933494220e+00;1.0950061578e+00;1.0965691332e+00;1.0954753289e+00;1.0945858618e+00;1.0964713651e+00;1.0955267317e+00;1.0954817465e+00;1.0938162021e+00;1.0965682246e+00
1.0400000000e-05;1.0831311852e+00;1.0857522032e+00;1.0873411660e+00;1.0885461777e+00;1.0896249816e+00;1.0908879925e+00;1.0922969400e+00;1.0921231113e+00;1.0918600959e+00;1.0931238567e+00;1.0922329141e+00;1.0933291778e+00;1.0942378843e+00;1.0927770984e+00;1.0940672853e+00;1.0957229825e+00;1.0937054732e+00;1.0945152016e+00;1.0941355553e+00;1.0953956797e+00
1.1200000000e-05;1.0829312996e+00;1.0837909640e+00;1.0860820884e+00;1.0874973720e+00;1.0872077509e+00;1.0893585961e+00;1.0893954167e+00;1.0915244767e+00;1.0923113844e+00;1.0924021762e+00;1.0919662971e+00;1.0929036132e+00;1.0945920486e+00;1.0924420078e+00;1.0933781945e+00;1.0948333384e+00;1.0952452448e+00;1.0936285875e+00;1.0928078511e+00;1.0945584734e+00
1.2000000000e-05;1.0834158535e+00;1.0841756397e+00;1.0858193705e+00;1.0861223280e+00;1.0875041418e+00;1.0897015521e+00;1.0899990006e+00;1.0905190384e+00;1.0904260965e+00;1.0918895211e+00;1.0919297920e+00;1.0912475842e+00;1.0916054366e+00;1.0919839993e+00;1.0924997134e+00;1.0931671648e+00;1.0923447019e+00;1.0927860815e+00;1.0920462317e+00;1.0929527995e+00
1.2800000000e-05;1.0810754820e+00;1.0809331910e+00;1.0851291321e+00;1.0853850566e+00;1.0856582777e+00;1.0882021284e+00;1.0886389272e+00;1.0897313481e+00;1.0889432452e+00;1.0900014484e+00;1.0913572944e+00;1.0904803946e+00;1.0916958781e+00;1.0901360178e+00;1.0929242702e+00;1.0931394823e+00;1.0924900042e+00;1.0924462810e+00;1.0900083370e+00;1.0930015671e+00
1.4400000000e-05;1.0800077565e+00;1.0816709220e+00;1.0841826777e+00;1.0845519941e+00;1.0849183147e+00;1.0863384401e+00;1.0878544683e+00;1.0874266684e+00;1.0892678960e+00;1.0888757160e+00;1.0890580386e+00;1.0899292698e+00;1.0897536641e+00;1.0896802231e+00;1.0905549633e+00;1.0910849992e+00;1.0906139663e+00;1.0900045493e+00;1.0900729593e+00;1.0905407800e+00
1.6000000000e-05;1.0780733720e+00;1.0800095929e+00;1.0820141692e+00;1.0822368852e+00;1.0828958231e+00;1.0847265991e+00;1.0870569465e+00;1.0871788041e+00;1.0872676863e+00;1.0869837097e+00;1.0874874963e+00;1.0879238985e+00;1.0889910045e+00;1.0871924765e+00;1.0883737305e+00;1.0890765739e+00;1.0892518480e+00;1.0886925761e+00;1.0875796396e+00;1.0894177120e+00
1.7600000000e-05;1.0774161439e+00;1.0784380955e+00;1.0810900083e+00;1.0821026572e+00;1.0820019039e+00;1.0835587592e+00;1.0847676254e+00;1.0848160549e+00;1.0850982935e+00;1.0861250927e+00;1.0858673460e+00;1.0863905312e+00;1.0876978385e+00;1.0859048356e+00;1.0873547297e+00;1.0873771050e+00;1.0882953793e+00;1.0869634554e+00;1.0867882573e+00;1.0877953430e+00
1.9200000000e-05;1.0760203951e+00;1.0777624219e+00;1.0796115355e+00;1.0812601560e+00;1.0801189232e+00;1.0823968896e+00;1.0837397248e+00;1.0840558534e+00;1.0835320596e+00;1.0851784121e+00;1.0846768489e+00;1.0848567588e+00;1.0861658158e+00;1.0848383856e+00;1.0852082605e+00;1.0858069572e+00;1.0855964445e+00;1.0855023676e+00;1.0845545256e+00;1.0871583611e+00
2.0800000000e-05;1.0752090858e+00;1.0759756970e+00;1.0784632854e+00;1.0796577924e+00;1.0796471517e+00;1.0808470805e+00;1.0820524626e+00;1.0818576888e+00;1.0830491660e+00;1.0825490039e+00;1.0833316074e+00;1.0845401888e+00;1.0841861699e+00;1.0836979978e+00;1.0841620292e+00;1.0854904997e+00;1.0850656034e+00;1.0844437937e+00;1.0837028450e+00;1.0853722370e+00
2.2400000000e-05;1.0741572676e+00;1.0749033413e+00;1.0770688151e+00;1.0780161670e+00;1.0781253456e+00;1.0800375760e+00;1.0810872843e+00;1.0815651185e+00;1.0812078018e+00;1.0816528743e+00;1.0821642642e+00;1.0830455873e+00;1.0840436692e+00;1.0829197862e+00;1.0834623944e+00;1.0833905142e+00;1.0841584065e+00;1.0837140473e+00;1.0826817197e+00;1.0844944499e+00
2.4000000000e-05;1.0729288016e+00;1.0731832092e+00;1.0764306458e+00;1.0771881038e+00;1.0768286197e+00;1.0793395261e+00;1.0798001687e+00;1.0804303428e+00;1.0812170162e+00;1.0818410968e+00;1.0809578339e+00;1.0816940114e+00;1.0822496645e+00;1.0811225070e+00;1.0822465756e+00;1.0825626982e+00;1.0829719409e+00;1.0818409317e+00;1.0817169015e+00;1.0829430315e+00
2.5600000000e-05;1.0727890069e+00;1.0733254514e+00;1.0759682325e+00;1.0757497045e+00;1.0772097290e+00;1.0778405566e+00;1.0787206721e+00;1.0799525454e+00;1.0797253731e+00;1.0807526993e+00;1.0807308806e+00;1.0805382046e+00;1.0819856917e+00;1.0804517059e+00;1.0810126017e+00;1.0820644598e+00;1.0815990569e+00;1.0810434345e+00;1.0814821009e+00;1.0825919941e+00
2.8800000000e-05;1.0709232515e+00;1.0715297228e+00;1.0738028745e+00;1.0741473196e+00;1.0745708586e+00;1.0759936309e+00;1.0771051417e+00;1.0773691070e+00;1.0783061681e+00;1.0784682206e+00;1.0787800502e+00;1.0784981674e+00;1.0799639949e+00;1.0780908305e+00;1.0795393216e+00;1.0800465461e+00;1.0798186681e+00;1.0791127520e+00;1.0790564497e+00;1.0799887198e+00
3.2000000000e-05;1.0695181692e+00;1.0692550252e+00;1.0722206568e+00;1.0723638194e+00;1.0731784490e+00;1.0744675003e+00;1.0753588820e+00;1.0758033127e+00;1.0764731504e+00;1.0767935221e+00;1.0770254587e+00;1.0769204146e+00;1.0775946017e+00;1.0764480462e+00;1.0778456465e+00;1.0784306192e+00;1.0782737045e+00;1.0779656043e+00;1.0772945247e+00;1.0780062632e+00
3.5200000000e-05;1.0676836181e+00;1.0679964505e+00;1.0704408269e+00;1.0709359161e+00;1.0712534165e+00;1.0728985968e+00;1.0739205286e+00;1.0745585429e+00;1.0742899114e+00;1.0751565387e+00;1.0751051878e+00;1.0757984703e+00;1.0760313148e+00;1.0742358624e+00;1.0754867320e+00;1.0767412065e+00;1.0765743053e+00;1.0760775979e+00;1.0758010793e+00;1.0768846756e+00
3.8400000000e-05;1.0668634142e+00;1.0660388305e+00;1.0694265567e+00;1.0699253955e+00;1.0700267663e+00;1.0716005765e+00;1.0728012041e+00;1.0732621855e+00;1.0729671226e+00;1.0733332949e+00;1.0734554238e+00;1.0740851836e+00;1.0748676565e+00;1.0733279070e+00;1.0744369422e+00;1.0750940445e+00;1.0747752248e+00;1.0738334410e+00;1.0737376662e+00;1.0751356050e+00
4.1600000000e-05;1.0653199379e+00;1.0653524384e+00;1.0681380885e+00;1.0681319985e+00;1.0682552454e+00;1.0698405327e+00;1.0710462363e+00;1.0716282947e+00;1.0723591454e+00;1.0713783516e+00;1.0719363554e+00;1.0721786599e+00;1.0736772881e+00;1.0723543372e+00;1.0730600526e+00;1.0735725274e+00;1.0733792083e+00;1.0728031689e+00;1.0728317727e+00;1.0736639349e+00
4.4800000000e-05;1.0642430282e+00;1.0640979866e+00;1.0660833387e+00;1.0673330552e+00;1.0674930407e+00;1.0686461940e+00;1.0706018529e+00;1.0706672027e+00;1.0707608351e+00;1.0702528905e+00;1.0707398020e+00;1.0712881062e+00;1.0719456550e+00;1.0707307569e+00;1.0717078153e+00;1.0717632863e+00;1.0725684294e+00;1.0711970125e+00;1.0713126740e+00;1.0724630619e+00
4.8000000000e-05;1.0628411930e+00;1.0632032632e+00;1.0656234613e+00;1.0659495909e+00;1.0658772079e+00;1.0669987425e+00;1.0689885826e+00;1.0692229497e+00;1.0689114613e+00;1.0696677464e+00;1.0692421782e+00;1.0703172845e+00;1.0705809014e+00;1.0697451750e+00;1.0705520846e+00;1.0716618386e+00;1.0707349850e+00;1.0703738795e+00;1.0694581555e+00;1.0705402716e+00
5.1200000000e-05;1.0618172886e+00;1.0618243491e+00;1.0641391482e+00;1.0653050938e+00;1.0643802555e+00;1.0663381185e+00;1.0673330173e+00;1.0681430656e+00;1.0682494737e+00;1.0676909366e+00;1.0681984619e+00;1.0686520753e+00;1.0693929868e+00;1.0679885085e+00;1.0687858890e+00;1.0697949287e+00;1.0693822353e+00;1.0690699444e+00;1.0681024744e+00;1.0695980879e+00
5.7600000000e-05;1.0595039879e+00;1.0602029224e+00;1.0621424328e+00;1.0625265979e+00;1.0627946215e+00;1.0639481178e+00;1.0652823466e+00;1.0653943567e+00;1.0657906231e+00;1.0657080225e+00;1.0660403411e+00;1.0664825779e+00;1.0672279276e+00;1.0658140225e+00;1.0665884735e+00;1.0674193155e+00;1.0670692387e+00;1.0662133851e+00;1.0664135269e+00;1.0675223385e+00
6.4000000000e-05;1.0575288252e+00;1.0584411455e+00;1.0602152887e+00;1.0611091427e+00;1.0609527562e+00;1.0618759612e+00;1.0632381050e+00;1.0633784210e+00;1.0636498157e+00;1.0641586378e+00;1.0642859009e+00;1.0646729779e+00;1.0652057719e+00;1.0636026623e+00;1.0642361138e+00;1.0656174285e+00;1.0651032567e+00;1.0648100271e+00;1.0639494909e+00;1.0656286800e+00
7.0400000000e-05;1.0558281366e+00;1.0562611852e+00;1.0583842512e+00;1.0588466853e+00;1.0590240970e+00;1.0602382888e+00;1.0614491219e+00;1.0615304282e+00;1.0616308488e+00;1.0619430731e+00;1.0620578655e+00;1.0625019667e+00;1.0627670026e+00;1.0619393476e+00;1.0624443949e+00;1.0633905309e+00;1.0633443932e+00;1.0627808422e+00;1.0620147972e+00;1.0635755289e+00
7.6800000000e-05;1.0544774251e+00;1.0547947171e+00;1.0568152408e+00;1.0573143196e+00;1.0572989620e+00;1.0583703075e+00;1.0598307209e+00;1.0598857808e+00;1.0599531219e+00;1.0602650143e+00;1.0603828133e+00;1.0608193515e+00;1.0613768798e+00;1.0597265480e+00;1.0604307886e+00;1.0619498633e+00;1.0614335250e+00;1.0608625026e+00;1.0606682198e+00;1.0617117537e+00
8.3200000000e-05;1.0533056728e+00;1.0532579804e+00;1.0551207368e+00;1.0558161587e+00;1.0557437012e+00;1.0569557127e+00;1.0579809366e+00;1.0584252757e+00;1.0582393320e+00;1.0586791784e+00;1.0589252371e+00;1.0590528660e+00;1.0595534084e+00;1.0581583675e+00;1.0586752223e+00;1.0597621103e+00;1.0594851868e+00;1.0592552234e+00;1.0586067005e+00;1.0603636451e+00
8.9600000000e-05;1.0516064503e+00;1.0521752561e+00;1.0534531943e+00;1.0540370333e+00;1.0542685133e+00;1.0553472843e+00;1.0563922145e+00;1.0567970964e+00;1.0567512967e+00;1.0568114528e+00;1.0571878922e+00;1.0572632545e+00;1.0581118028e+00;1.0568283240e+00;1.0574598765e+00;1.0585331759e+00;1.0579723091e+00;1.0573078093e+00;1.0573491367e+00;1.0582076167e+00
9.6000000000e-05;1.0506346338e+00;1.0502987090e+00;1.0527715778e+00;1.0525445563e+00;1.0528339384e+00;1.0537378118e+00;1.0550048595e+00;1.0549437875e+00;1.0553319006e+00;1.0551094175e+00;1.0557376310e+00;1.0554962593e+00;1.0568471973e+00;1.0553602125e+00;1.0559972148e+00;1.0569203707e+00;1.0564281781e+00;1.0560714726e+00;1.0554172555e+00;1.0567562799e+00
1.0240000000e-04;1.0492568736e+00;1.0493992145e+00;1.0508867954e+00;1.0519037342e+00;1.0520042804e+00;1.0524106678e+00;1.0535590487e+00;1.0538461728e+00;1.0538913045e+00;1.0540562323e+00;1.0539995177e+00;1.0549883840e+00;1.0548913045e+00;1.0541584188e+00;1.0545969618e+00;1.0557821209e+00;1.0550358901e+00;1.0545368547e+00;1.0542396624e+00;1.0555432069e+00
1.1520000000e-04;1.0468190229e+00;1.0470879383e+00;1.0483068865e+00;1.0489942943e+00;1.0492928269e+00;1.0503029433e+00;1.0515011200e+00;1.0512856456e+00;1.0514964062e+00;1.0514584486e+00;1.0514196940e+00;1.0518893212e+00;1.0525401990e+00;1.0512575823e+00;1.0521403515e+00;1.0529500327e+00;1.0526274415e+00;1.0520729273e+00;1.0514062545e+00;1.0527340920e+00
1.2800000000e-04;1.0449116257e+00;1.0449380817e+00;1.0461487000e+00;1.0467466092e+00;1.0471932508e+00;1.0477894574e+00;1.0491905673e+00;1.0491692537e+00;1.0492893156e+00;1.0492421454e+00;1.0490883770e+00;1.0496937374e+00;1.0501950200e+00;1.0488305265e+00;1.0497865441e+00;1.0507472014e+00;1.0504085105e+00;1.0493247711e+00;1.0494321397e+00;1.0504625509e+00
1.4080000000e-04;1.0428279287e+00;1.0429575355e+00;1.0439530135e+00;1.0449621201e+00;1.0451780041e+00;1.0458915190e+00;1.0467787102e+00;1.0469208412e+00;1.0470488719e+00;1.0465914714e+00;1.0472018947e+00;1.0471959391e+00;1.0483123346e+00;1.0467527934e+00;1.0476721544e+00;1.0484302579e+00;1.0484991487e+00;1.0472507579e+00;1.0469961261e+00;1.0485117925e+00
1.5360000000e-04;1.0413742297e+00;1.0414467329e+00;1.0425363668e+00;1.0429865221e+00;1.0430059017e+00;1.0437417781e+00;1.0452835922e+00;1.0449117235e+00;1.0452173686e+00;1.0451833738e+00;1.0453503739e+00;1.0457068944e+00;1.0461781754e+00;1.0446529022e+00;1.0457773574e+00;1.0465276492e+00;1.0461287871e+00;1.0456629451e+00;1.0452079124e+00;1.0460423510e+00
1.6640000000e-04;1.0393544111e+00;1.0395003291e+00;1.0409728837e+00;1.0415255793e+00;1.0415426099e+00;1.0422610601e+00;1.0434548774e+00;1.0431991423e+00;1.0434880321e+00;1.0434028163e+00;1.0434843795e+00;1.0438296991e+00;1.0445363820e+00;1.0433317870e+00;1.0441046770e+00;1.0442377500e+00;1.0443051555e+00;1.0437244863e+00;1.0434705182e+00;1.0446204726e+00
1.7920000000e-04;1.0378838399e+00;1.0378690993e+00;1.0395482913e+00;1.0396270342e+00;1.0399508224e+00;1.0406386196e+00;1.0419533199e+00;1.0416670219e+00;1.0415782388e+00;1.0419653756e+00;1.0417482078e+00;1.0421666213e+00;1.0430269843e+00;1.0417200728e+00;1.0422260709e+00;1.0428978780e+00;1.0424923101e+00;1.0422872293e+00;1.0419368853e+00;1.0429059806e+00
1.9200000000e-04;1.0366220892e+00;1.0368869537e+00;1.0381638567e+00;1.0388213787e+00;1.0386059299e+00;1.0388238276e+00;1.0408348615e+00;1.0404181099e+00;1.0405128547e+00;1.0402629444e+00;1.0403028282e+00;1.0405519037e+00;1.0411550018e+00;1.0402344294e+00;1.0408077171e+00;1.0415463147e+00;1.0408951817e+00;1.0404014936e+00;1.0403230862e+00;1.0412573366e+00
2.0480000000e-04;1.0353259355e+00;1.0353400456e+00;1.0369659094e+00;1.0374625948e+00;1.0373905380e+00;1.0377468588e+00;1.0391483952e+00;1.0387931606e+00;1.0388392813e+00;1.0388968728e+00;1.0387982551e+00;1.0393975323e+00;1.0399457216e+00;1.0386801123e+00;1.0394256701e+00;1.0400700198e+00;1.0397470160e+00;1.0392141992e+00;1.0388054722e+00;1.0397680331e+00
