;04_DM100_1_1_1_1;04_DM100_1_2_1_1;04_DM100_1_3_1_1;04_DM100_1_4_1_1;04_DM100_1_5_1_1;04_DM100_1_6_1_1;04_DM100_1_7_1_1;04_DM100_1_8_1_1;04_DM100_1_9_1_1;04_DM100_1_10_1_1;04_DM100_1_11_1_1;04_DM100_1_12_1_1;04_DM100_1_13_1_1;04_DM100_1_14_1_1;04_DM100_1_15_1_1;04_DM100_1_16_1_1;04_DM100_1_17_1_1;04_DM100_1_18_1_1;04_DM100_1_19_1_1;04_DM100_1_20_1_1
2.2000000000e-06;1.0224994660e+00;1.0230556297e+00;1.0225120188e+00;1.0235595185e+00;1.0229542814e+00;1.0232085390e+00;1.0225746872e+00;1.0236024590e+00;1.0232205765e+00;1.0229537678e+00;1.0229179293e+00;1.0227140201e+00;1.0235498525e+00;1.0223608826e+00;1.0229188832e+00;1.0228832721e+00;1.0229650370e+00;1.0232702915e+00;1.0231572050e+00;1.0231465677e+00
2.4000000000e-06;1.0237626625e+00;1.0235092698e+00;1.0238542858e+00;1.0236314411e+00;1.0229760984e+00;1.0237822233e+00;1.0231729164e+00;1.0235661413e+00;1.0237352454e+00;1.0236705902e+00;1.0236169772e+00;1.0232086274e+00;1.0239312531e+00;1.0236481275e+00;1.0239090498e+00;1.0234841948e+00;1.0235262324e+00;1.0238622539e+00;1.0232400245e+00;1.0234324114e+00
2.6000000000e-06;1.0231357480e+00;1.0239269750e+00;1.0233295030e+00;1.0230509981e+00;1.0241584719e+00;1.0232423400e+00;1.0231582309e+00;1.0234321701e+00;1.0241421052e+00;1.0234020530e+00;1.0235356470e+00;1.0235395431e+00;1.0236505374e+00;1.0234459098e+00;1.0234901088e+00;1.0236819930e+00;1.0240127320e+00;1.0235204740e+00;1.0233262071e+00;1.0238611801e+00
2.8000000000e-06;1.0224351164e+00;1.0229945719e+00;1.0226956275e+00;1.0225436044e+00;1.0224662742e+00;1.0229100430e+00;1.0225158229e+00;1.0227754917e+00;1.0227315972e+00;1.0229274245e+00;1.0222854923e+00;1.0226512403e+00;1.0227554577e+00;1.0229961683e+00;1.0228662454e+00;1.0221371565e+00;1.0223901596e+00;1.0232873482e+00;1.0223593063e+00;1.0229910374e+00
3.0000000000e-06;1.0234516297e+00;1.0243511727e+00;1.0243383294e+00;1.0239054850e+00;1.0233531136e+00;1.0246975923e+00;1.0234613858e+00;1.0244017235e+00;1.0239119942e+00;1.0240677407e+00;1.0238352638e+00;1.0246185248e+00;1.0243124133e+00;1.0244194495e+00;1.0246834917e+00;1.0236674098e+00;1.0243051978e+00;1.0239913800e+00;1.0237744804e+00;1.0243799720e+00
3.2000000000e-06;1.0220746532e+00;1.0226903864e+00;1.0225532968e+00;1.0225412231e+00;1.0227754214e+00;1.0221612264e+00;1.0227895201e+00;1.0235925121e+00;1.0224849450e+00;1.0226269917e+00;1.0221558495e+00;1.0229302793e+00;1.0224044898e+00;1.0224457770e+00;1.0232008419e+00;1.0223668473e+00;1.0218377136e+00;1.0226021441e+00;1.0227466919e+00;1.0230409105e+00
3.6000000000e-06;1.0226531704e+00;1.0231255018e+00;1.0228786276e+00;1.0235127778e+00;1.0232279813e+00;1.0227523422e+00;1.0228734194e+00;1.0227010475e+00;1.0228378384e+00;1.0233537971e+00;1.0227414487e+00;1.0226735611e+00;1.0231607505e+00;1.0225826028e+00;1.0228889295e+00;1.0230134607e+00;1.0228945765e+00;1.0230897755e+00;1.0228884920e+00;1.0229799854e+00
4.0000000000e-06;1.0224497446e+00;1.0228327211e+00;1.0228051276e+00;1.0230744043e+00;1.0226723378e+00;1.0230123525e+00;1.0227038248e+00;1.0227902786e+00;1.0228189866e+00;1.0228219795e+00;1.0224915546e+00;1.0229416517e+00;1.0232321096e+00;1.0226638826e+00;1.0230324150e+00;1.0225153342e+00;1.0230016446e+00;1.0231429169e+00;1.0229552478e+00;1.0230987403e+00
4.4000000000e-06;1.0226596189e+00;1.0221937801e+00;1.0228067652e+00;1.0221819213e+00;1.0221897247e+00;1.0224722720e+00;1.0220728703e+00;1.0228120304e+00;1.0230433734e+00;1.0231060227e+00;1.0221104245e+00;1.0227728377e+00;1.0224447233e+00;1.0223740919e+00;1.0228523997e+00;1.0222869480e+00;1.0224812656e+00;1.0224403837e+00;1.0225398234e+00;1.0227601134e+00
4.8000000000e-06;1.0220842623e+00;1.0226149195e+00;1.0223506852e+00;1.0221263841e+00;1.0222169810e+00;1.0225133419e+00;1.0218968667e+00;1.0223018344e+00;1.0227704633e+00;1.0221737986e+00;1.0219471858e+00;1.0224022365e+00;1.0227979761e+00;1.0220643516e+00;1.0229145938e+00;1.0223715983e+00;1.0226989141e+00;1.0227591233e+00;1.0224565012e+00;1.0224795378e+00
5.2000000000e-06;1.0219642532e+00;1.0220666440e+00;1.0221802603e+00;1.0221592852e+00;1.0220455093e+00;1.0223289710e+00;1.0220557128e+00;1.0224277255e+00;1.0225730016e+00;1.0221780060e+00;1.0222985133e+00;1.0221595850e+00;1.0222663608e+00;1.0219078236e+00;1.0224959654e+00;1.0223883040e+00;1.0224146534e+00;1.0224086381e+00;1.0217765832e+00;1.0223000802e+00
5.6000000000e-06;1.0218061678e+00;1.0219499353e+00;1.0222593059e+00;1.0221671903e+00;1.0215283855e+00;1.0220594935e+00;1.0216752266e+00;1.0222942941e+00;1.0220041404e+00;1.0220776805e+00;1.0216430568e+00;1.0221091501e+00;1.0222340576e+00;1.0222196430e+00;1.0222793532e+00;1.0219763322e+00;1.0222634674e+00;1.0223572074e+00;1.0219186657e+00;1.0220021646e+00
6.0000000000e-06;1.0221179820e+00;1.0220788456e+00;1.0220644412e+00;1.0217095617e+00;1.0222189411e+00;1.0220457517e+00;1.0218382576e+00;1.0226800889e+00;1.0223629523e+00;1.0222236598e+00;1.0219769409e+00;1.0223711036e+00;1.0222730331e+00;1.0217139303e+00;1.0226185728e+00;1.0219666903e+00;1.0223085936e+00;1.0221734636e+00;1.0219408897e+00;1.0217976667e+00
6.4000000000e-06;1.0212592088e+00;1.0218575525e+00;1.0212695756e+00;1.0219543609e+00;1.0214910102e+00;1.0216300578e+00;1.0216778696e+00;1.0218609271e+00;1.0218089175e+00;1.0218154283e+00;1.0217411437e+00;1.0217271028e+00;1.0220672772e+00;1.0220216272e+00;1.0222593148e+00;1.0215338133e+00;1.0214876209e+00;1.0219259116e+00;1.0216210306e+00;1.0221750186e+00
7.2000000000e-06;1.0211826267e+00;1.0217116787e+00;1.0212256221e+00;1.0216848826e+00;1.0214869220e+00;1.0217332028e+00;1.0210747472e+00;1.0216968263e+00;1.0215551526e+00;1.0218477791e+00;1.0213558253e+00;1.0216379304e+00;1.0215096006e+00;1.0212328644e+00;1.0216802572e+00;1.0214147995e+00;1.0215332218e+00;1.0215955569e+00;1.0216120032e+00;1.0217385460e+00
8.0000000000e-06;1.0210153217e+00;1.0216669515e+00;1.0211425823e+00;1.0213775835e+00;1.0211770816e+00;1.0212200212e+00;1.0210011882e+00;1.0215296889e+00;1.0217523478e+00;1.0213016598e+00;1.0211332740e+00;1.0214668875e+00;1.0215767689e+00;1.0211782780e+00;1.0214347560e+00;1.0211703674e+00;1.0212998425e+00;1.0216213350e+00;1.0211086579e+00;1.0212824259e+00
8.8000000000e-06;1.0206737729e+00;1.0210060740e+00;1.0209777129e+00;1.0207184464e+00;1.0205788500e+00;1.0210439002e+00;1.0207291723e+00;1.0210635905e+00;1.0211125343e+00;1.0210705283e+00;1.0207983082e+00;1.0210453345e+00;1.0210326890e+00;1.0208982979e+00;1.0212491098e+00;1.0209815586e+00;1.0209382962e+00;1.0213014500e+00;1.0211826863e+00;1.0207586935e+00
9.6000000000e-06;1.0204301903e+00;1.0206531225e+00;1.0206065682e+00;1.0211263198e+00;1.0208821244e+00;1.0210822906e+00;1.0207273025e+00;1.0213353183e+00;1.0206835008e+00;1.0207685078e+00;1.0207408838e+00;1.0208217790e+00;1.0210201154e+00;1.0208632803e+00;1.0210454696e+00;1.0207041189e+00;1.0208700558e+00;1.0211982352e+00;1.0206662641e+00;1.0211762419e+00
1.0400000000e-05;1.0203198340e+00;1.0207263307e+00;1.0204169810e+00;1.0204912558e+00;1.0204504042e+00;1.0205915686e+00;1.0203408187e+00;1.0207051158e+00;1.0205657470e+00;1.0207290249e+00;1.0207523212e+00;1.0205031283e+00;1.0207510526e+00;1.0201000153e+00;1.0208811382e+00;1.0205503393e+00;1.0205218708e+00;1.0207098239e+00;1.0205490350e+00;1.0208815302e+00
1.1200000000e-05;1.0199834791e+00;1.0203770195e+00;1.0202072659e+00;1.0203932454e+00;1.0203899976e+00;1.0202846385e+00;1.0200164634e+00;1.0204788067e+00;1.0207129290e+00;1.0206845243e+00;1.0203300345e+00;1.0200539235e+00;1.0207551255e+00;1.0201766044e+00;1.0205463436e+00;1.0201097412e+00;1.0202570056e+00;1.0203490112e+00;1.0201911221e+00;1.0204753987e+00
1.2000000000e-05;1.0200386421e+00;1.0205436967e+00;1.0202240496e+00;1.0204390003e+00;1.0201088687e+00;1.0201592064e+00;1.0200089602e+00;1.0204287860e+00;1.0203915111e+00;1.0204524993e+00;1.0198744379e+00;1.0201242576e+00;1.0204861709e+00;1.0198610975e+00;1.0205290519e+00;1.0202741929e+00;1.0203326214e+00;1.0205188520e+00;1.0200849137e+00;1.0204809838e+00
1.2800000000e-05;1.0197192459e+00;1.0198917101e+00;1.0196859299e+00;1.0199472197e+00;1.0197383344e+00;1.0200845268e+00;1.0196416008e+00;1.0202287254e+00;1.0199633667e+00;1.0200878882e+00;1.0197826497e+00;1.0201683881e+00;1.0202040528e+00;1.0202069857e+00;1.0203199880e+00;1.0198195975e+00;1.0200500975e+00;1.0201325889e+00;1.0196959578e+00;1.0202714216e+00
1.4400000000e-05;1.0195447498e+00;1.0197483113e+00;1.0195225490e+00;1.0197326273e+00;1.0194975765e+00;1.0197672742e+00;1.0192926319e+00;1.0199216593e+00;1.0198004702e+00;1.0197168258e+00;1.0196506336e+00;1.0198057069e+00;1.0200445415e+00;1.0197367259e+00;1.0198505559e+00;1.0196077643e+00;1.0195203137e+00;1.0199323212e+00;1.0196573133e+00;1.0199523297e+00
1.6000000000e-05;1.0192028650e+00;1.0193389625e+00;1.0193226795e+00;1.0194143873e+00;1.0195353349e+00;1.0194977074e+00;1.0192210629e+00;1.0194903481e+00;1.0194449353e+00;1.0192700518e+00;1.0191039553e+00;1.0195899236e+00;1.0196553114e+00;1.0194182233e+00;1.0198114521e+00;1.0193623057e+00;1.0193276227e+00;1.0195633400e+00;1.0194583693e+00;1.0194929457e+00
1.7600000000e-05;1.0190089332e+00;1.0191970493e+00;1.0190677814e+00;1.0190869031e+00;1.0189772220e+00;1.0191713759e+00;1.0188147175e+00;1.0193306715e+00;1.0192984945e+00;1.0192373598e+00;1.0189944189e+00;1.0190426791e+00;1.0194349409e+00;1.0190057480e+00;1.0195868582e+00;1.0189872452e+00;1.0191164386e+00;1.0192825086e+00;1.0191100786e+00;1.0193011074e+00
1.9200000000e-05;1.0187299027e+00;1.0190337844e+00;1.0187332703e+00;1.0190140267e+00;1.0187465560e+00;1.0188688749e+00;1.0187224296e+00;1.0188928164e+00;1.0190675956e+00;1.0190933310e+00;1.0185336292e+00;1.0187797115e+00;1.0188884220e+00;1.0188330763e+00;1.0189511419e+00;1.0186899326e+00;1.0187914030e+00;1.0190082649e+00;1.0187786289e+00;1.0187862157e+00
2.0800000000e-05;1.0183447162e+00;1.0187025653e+00;1.0184661060e+00;1.0184759706e+00;1.0184756292e+00;1.0186288229e+00;1.0182754651e+00;1.0187360893e+00;1.0186281654e+00;1.0188261072e+00;1.0185017872e+00;1.0185242268e+00;1.0186466112e+00;1.0185361862e+00;1.0187443533e+00;1.0184504763e+00;1.0184332391e+00;1.0186758287e+00;1.0185147479e+00;1.0187182178e+00
2.2400000000e-05;1.0179979996e+00;1.0183817243e+00;1.0183426510e+00;1.0184283805e+00;1.0183712399e+00;1.0184335328e+00;1.0181434144e+00;1.0184598291e+00;1.0185185842e+00;1.0184525184e+00;1.0183166951e+00;1.0183038348e+00;1.0185978833e+00;1.0182888764e+00;1.0185256386e+00;1.0183426781e+00;1.0182921668e+00;1.0184154773e+00;1.0182895571e+00;1.0184515820e+00
2.4000000000e-05;1.0177079268e+00;1.0182299467e+00;1.0178102648e+00;1.0182313521e+00;1.0179922040e+00;1.0180423730e+00;1.0178015663e+00;1.0181383308e+00;1.0183315035e+00;1.0183120244e+00;1.0179341839e+00;1.0179349880e+00;1.0183640562e+00;1.0182419944e+00;1.0183206408e+00;1.0179624312e+00;1.0181271715e+00;1.0182714485e+00;1.0178581148e+00;1.0182310924e+00
2.5600000000e-05;1.0174633193e+00;1.0176821649e+00;1.0176901674e+00;1.0179215466e+00;1.0178057857e+00;1.0181500684e+00;1.0176560989e+00;1.0179067855e+00;1.0181570768e+00;1.0181009777e+00;1.0179390311e+00;1.0177258626e+00;1.0181807295e+00;1.0178505835e+00;1.0183893914e+00;1.0179194362e+00;1.0181056666e+00;1.0181287878e+00;1.0178126195e+00;1.0179238056e+00
2.8800000000e-05;1.0172171793e+00;1.0175977578e+00;1.0174463836e+00;1.0174777361e+00;1.0174617172e+00;1.0176660501e+00;1.0173076168e+00;1.0176538788e+00;1.0176809222e+00;1.0176814135e+00;1.0174135229e+00;1.0175802447e+00;1.0176894698e+00;1.0173735836e+00;1.0177143825e+00;1.0174970863e+00;1.0173395223e+00;1.0177871679e+00;1.0174550901e+00;1.0177140103e+00
3.2000000000e-05;1.0169490039e+00;1.0172171414e+00;1.0172172248e+00;1.0170768537e+00;1.0171852168e+00;1.0171539788e+00;1.0169523795e+00;1.0173307833e+00;1.0172909576e+00;1.0172330197e+00;1.0171170653e+00;1.0172083140e+00;1.0173297831e+00;1.0171686605e+00;1.0175311653e+00;1.0170465296e+00;1.0172012129e+00;1.0174419059e+00;1.0170346289e+00;1.0172165745e+00
3.5200000000e-05;1.0165567435e+00;1.0168232354e+00;1.0169115267e+00;1.0168574424e+00;1.0167442643e+00;1.0168560736e+00;1.0165852446e+00;1.0169118611e+00;1.0169128987e+00;1.0169914048e+00;1.0167480180e+00;1.0168012333e+00;1.0169014802e+00;1.0168595549e+00;1.0171182598e+00;1.0166449240e+00;1.0168563287e+00;1.0171121075e+00;1.0167511379e+00;1.0171323090e+00
3.8400000000e-05;1.0163120582e+00;1.0165044891e+00;1.0165305504e+00;1.0164873743e+00;1.0161678336e+00;1.0165551949e+00;1.0162289137e+00;1.0165454502e+00;1.0167405414e+00;1.0165666385e+00;1.0163374173e+00;1.0166680613e+00;1.0166855304e+00;1.0164666011e+00;1.0166181346e+00;1.0164905457e+00;1.0166083569e+00;1.0169058258e+00;1.0163734481e+00;1.0165647299e+00
4.1600000000e-05;1.0159515952e+00;1.0162113958e+00;1.0162778610e+00;1.0161633533e+00;1.0160081987e+00;1.0163444072e+00;1.0161245714e+00;1.0164336909e+00;1.0163780088e+00;1.0164068964e+00;1.0162182584e+00;1.0161949360e+00;1.0163135834e+00;1.0161601279e+00;1.0165727547e+00;1.0161813346e+00;1.0163419716e+00;1.0162964308e+00;1.0160659302e+00;1.0163949415e+00
4.4800000000e-05;1.0156167031e+00;1.0159270421e+00;1.0157935651e+00;1.0159089756e+00;1.0158802409e+00;1.0161379791e+00;1.0155644153e+00;1.0161355142e+00;1.0161281107e+00;1.0160286750e+00;1.0157082770e+00;1.0159020212e+00;1.0161508707e+00;1.0159511082e+00;1.0161015373e+00;1.0158316588e+00;1.0158380612e+00;1.0161237686e+00;1.0156738040e+00;1.0160217611e+00
4.8000000000e-05;1.0155229539e+00;1.0157047883e+00;1.0155094189e+00;1.0157288307e+00;1.0155034940e+00;1.0157084073e+00;1.0152820238e+00;1.0157301564e+00;1.0158309338e+00;1.0158003499e+00;1.0154939039e+00;1.0155947957e+00;1.0156634855e+00;1.0157358924e+00;1.0158903670e+00;1.0156420001e+00;1.0157095231e+00;1.0159950065e+00;1.0157305664e+00;1.0158376760e+00
5.1200000000e-05;1.0151486975e+00;1.0153514949e+00;1.0152967565e+00;1.0154616161e+00;1.0152901643e+00;1.0155312765e+00;1.0151426204e+00;1.0154916100e+00;1.0156396463e+00;1.0154288520e+00;1.0153136737e+00;1.0152956623e+00;1.0156492173e+00;1.0153900038e+00;1.0156389505e+00;1.0154186716e+00;1.0155345769e+00;1.0157351690e+00;1.0153529691e+00;1.0155009731e+00
5.7600000000e-05;1.0147322740e+00;1.0150154827e+00;1.0149391943e+00;1.0150061365e+00;1.0148685385e+00;1.0149437960e+00;1.0147620538e+00;1.0150528784e+00;1.0151418593e+00;1.0150703547e+00;1.0149016483e+00;1.0149950109e+00;1.0151913518e+00;1.0148790084e+00;1.0151500271e+00;1.0149947843e+00;1.0149045429e+00;1.0151358549e+00;1.0147775458e+00;1.0150685100e+00
6.4000000000e-05;1.0143205391e+00;1.0145543715e+00;1.0143984893e+00;1.0145832343e+00;1.0143747740e+00;1.0146900419e+00;1.0141759055e+00;1.0146370844e+00;1.0146839114e+00;1.0146090256e+00;1.0144202683e+00;1.0145077897e+00;1.0147670241e+00;1.0144834049e+00;1.0146723741e+00;1.0144390310e+00;1.0145680918e+00;1.0148015045e+00;1.0144666525e+00;1.0147575365e+00
7.0400000000e-05;1.0139329891e+00;1.0143051383e+00;1.0140613093e+00;1.0141234234e+00;1.0140390562e+00;1.0142033326e+00;1.0139067897e+00;1.0142167712e+00;1.0141699140e+00;1.0143616455e+00;1.0140414725e+00;1.0139910306e+00;1.0142028843e+00;1.0140903248e+00;1.0144132739e+00;1.0141244388e+00;1.0141288035e+00;1.0143565933e+00;1.0140224278e+00;1.0142925074e+00
7.6800000000e-05;1.0135780031e+00;1.0137511058e+00;1.0137146421e+00;1.0137019930e+00;1.0137286779e+00;1.0139330712e+00;1.0134524660e+00;1.0138450095e+00;1.0138601448e+00;1.0140287632e+00;1.0136700890e+00;1.0136427497e+00;1.0139055916e+00;1.0137244226e+00;1.0140688062e+00;1.0137274590e+00;1.0137971594e+00;1.0139906082e+00;1.0136963575e+00;1.0139779631e+00
8.3200000000e-05;1.0132103576e+00;1.0134075503e+00;1.0132624352e+00;1.0134399665e+00;1.0133264159e+00;1.0134151359e+00;1.0130722287e+00;1.0134201993e+00;1.0135778193e+00;1.0136546537e+00;1.0133290433e+00;1.0133374378e+00;1.0135541128e+00;1.0134568374e+00;1.0136370137e+00;1.0134173983e+00;1.0133436102e+00;1.0136577191e+00;1.0133813029e+00;1.0135331634e+00
8.9600000000e-05;1.0128376080e+00;1.0131093821e+00;1.0129877460e+00;1.0132128552e+00;1.0129974422e+00;1.0130945062e+00;1.0127326243e+00;1.0131034952e+00;1.0133178219e+00;1.0132146214e+00;1.0129203507e+00;1.0129688613e+00;1.0133123316e+00;1.0130211079e+00;1.0133643558e+00;1.0130714843e+00;1.0131546060e+00;1.0133302358e+00;1.0130649625e+00;1.0132638405e+00
9.6000000000e-05;1.0124982712e+00;1.0127388682e+00;1.0126510132e+00;1.0128683370e+00;1.0127300510e+00;1.0128121939e+00;1.0125760960e+00;1.0129071149e+00;1.0129372604e+00;1.0128244168e+00;1.0126394687e+00;1.0126585561e+00;1.0128735297e+00;1.0126872830e+00;1.0130072047e+00;1.0128767435e+00;1.0127453431e+00;1.0130053326e+00;1.0126915194e+00;1.0129380674e+00
1.0240000000e-04;1.0121963574e+00;1.0125076508e+00;1.0123668064e+00;1.0124356240e+00;1.0123779494e+00;1.0126020627e+00;1.0122927261e+00;1.0125602530e+00;1.0126221242e+00;1.0126289159e+00;1.0122388818e+00;1.0123747073e+00;1.0126995553e+00;1.0125005292e+00;1.0126685498e+00;1.0125438753e+00;1.0124845530e+00;1.0127836661e+00;1.0123818135e+00;1.0126611409e+00
1.1520000000e-04;1.0117381473e+00;1.0119944048e+00;1.0118945754e+00;1.0120310027e+00;1.0118625850e+00;1.0120705536e+00;1.0117261952e+00;1.0120383760e+00;1.0120611758e+00;1.0120647655e+00;1.0118298059e+00;1.0119091915e+00;1.0120900619e+00;1.0119167219e+00;1.0122003993e+00;1.0119698773e+00;1.0120142095e+00;1.0121995722e+00;1.0119139102e+00;1.0121582714e+00
1.2800000000e-04;1.0111934222e+00;1.0114567924e+00;1.0113331997e+00;1.0114132958e+00;1.0115036608e+00;1.0114639437e+00;1.0112846906e+00;1.0115449822e+00;1.0115571097e+00;1.0115193577e+00;1.0114123873e+00;1.0114208930e+00;1.0116422567e+00;1.0114392959e+00;1.0116722553e+00;1.0115343238e+00;1.0114362730e+00;1.0117124363e+00;1.0114682576e+00;1.0117026181e+00
1.4080000000e-04;1.0108018613e+00;1.0110306376e+00;1.0109146626e+00;1.0109783394e+00;1.0109836785e+00;1.0110367605e+00;1.0107426126e+00;1.0110817716e+00;1.0110900396e+00;1.0110897931e+00;1.0109305477e+00;1.0109768590e+00;1.0112299960e+00;1.0109871642e+00;1.0112210700e+00;1.0110447150e+00;1.0109844080e+00;1.0113032438e+00;1.0109820189e+00;1.0112127687e+00
1.5360000000e-04;1.0104441492e+00;1.0106791513e+00;1.0105363715e+00;1.0106694289e+00;1.0105375197e+00;1.0106612921e+00;1.0102850780e+00;1.0106843463e+00;1.0107925464e+00;1.0107368654e+00;1.0105652310e+00;1.0105773545e+00;1.0107204423e+00;1.0106423053e+00;1.0108674051e+00;1.0106800157e+00;1.0106209506e+00;1.0108906548e+00;1.0105520246e+00;1.0108291142e+00
1.6640000000e-04;1.0100034961e+00;1.0102744859e+00;1.0102176407e+00;1.0102196683e+00;1.0102264522e+00;1.0102480641e+00;1.0099737951e+00;1.0103398962e+00;1.0103137245e+00;1.0102963831e+00;1.0101694543e+00;1.0102015373e+00;1.0103037271e+00;1.0102392791e+00;1.0104711362e+00;1.0101947388e+00;1.0102252347e+00;1.0104822881e+00;1.0101693724e+00;1.0104845569e+00
1.7920000000e-04;1.0096703569e+00;1.0099926838e+00;1.0098048628e+00;1.0099017911e+00;1.0098443544e+00;1.0098834724e+00;1.0095792970e+00;1.0098938173e+00;1.0100245955e+00;1.0098872304e+00;1.0097994295e+00;1.0098945124e+00;1.0099789347e+00;1.0098473598e+00;1.0100769565e+00;1.0099889198e+00;1.0099156341e+00;1.0101243636e+00;1.0098889665e+00;1.0101240684e+00
1.9200000000e-04;1.0094030814e+00;1.0096117109e+00;1.0095554195e+00;1.0095624066e+00;1.0094874785e+00;1.0096514165e+00;1.0093231378e+00;1.0095838650e+00;1.0097474496e+00;1.0095841229e+00;1.0094545653e+00;1.0095942055e+00;1.0096427224e+00;1.0096221670e+00;1.0098434541e+00;1.0096474831e+00;1.0096474756e+00;1.0099123644e+00;1.0095029740e+00;1.0097685248e+00
