;04_DM100_14_1_1_1;04_DM100_14_2_1_1;04_DM100_14_3_1_1;04_DM100_14_4_1_1;04_DM100_14_5_1_1;04_DM100_14_6_1_1;04_DM100_14_7_1_1;04_DM100_14_8_1_1;04_DM100_14_9_1_1;04_DM100_14_10_1_1;04_DM100_14_11_1_1;04_DM100_14_12_1_1;04_DM100_14_13_1_1;04_DM100_14_14_1_1;04_DM100_14_15_1_1;04_DM100_14_16_1_1;04_DM100_14_17_1_1;04_DM100_14_18_1_1;04_DM100_14_19_1_1;04_DM100_14_20_1_1
1.7920000000e-04;1.0096700908e+00;1.0096128286e+00;1.0100367763e+00;1.0092510095e+00;1.0094337252e+00;1.0094541865e+00;1.0097774720e+00;1.0094770840e+00;1.0092661010e+00;1.0094832261e+00;1.0095875552e+00;1.0095194757e+00;1.0099553259e+00;1.0094931161e+00;1.0113955641e+00;1.0113779114e+00;1.0099419909e+00;1.0108346191e+00;1.0145924146e+00;1.0210299270e+00
1.9200000000e-04;1.0094445063e+00;1.0093310398e+00;1.0095846323e+00;1.0090795389e+00;1.0093161072e+00;1.0092648767e+00;1.0092396351e+00;1.0093316674e+00;1.0091472624e+00;1.0094475437e+00;1.0090605531e+00;1.0095552934e+00;1.0097767303e+00;1.0090639310e+00;1.0105763342e+00;1.0110216742e+00;1.0095384703e+00;1.0103952636e+00;1.0147608876e+00;1.0193620299e+00
2.0480000000e-04;1.0092514178e+00;1.0092331829e+00;1.0094009077e+00;1.0089528614e+00;1.0089096220e+00;1.0091026940e+00;1.0089489645e+00;1.0092092449e+00;1.0089042298e+00;1.0092046927e+00;1.0091687955e+00;1.0092942953e+00;1.0101141471e+00;1.0088240190e+00;1.0110926690e+00;1.0104747386e+00;1.0087775957e+00;1.0104612528e+00;1.0160001055e+00;1.0185101961e+00
2.3040000000e-04;1.0086758634e+00;1.0086903756e+00;1.0089914565e+00;1.0085295854e+00;1.0084599568e+00;1.0085834049e+00;1.0086746741e+00;1.0087166402e+00;1.0085141222e+00;1.0087098105e+00;1.0086154296e+00;1.0089103001e+00;1.0095130202e+00;1.0090558953e+00;1.0102068151e+00;1.0103150894e+00;1.0091236815e+00;1.0110555099e+00;1.0147169032e+00;1.0177299142e+00
2.5600000000e-04;1.0082964880e+00;1.0082638130e+00;1.0085443940e+00;1.0081281661e+00;1.0080830836e+00;1.0082863830e+00;1.0081036481e+00;1.0083385941e+00;1.0081561634e+00;1.0082653061e+00;1.0085335043e+00;1.0084942003e+00;1.0091501008e+00;1.0083621633e+00;1.0099355250e+00;1.0105031031e+00;1.0089826239e+00;1.0103295198e+00;1.0154258153e+00;1.0188298958e+00
2.8160000000e-04;1.0079283605e+00;1.0078730899e+00;1.0080266636e+00;1.0076766792e+00;1.0077097496e+00;1.0077248732e+00;1.0078698242e+00;1.0080064406e+00;1.0078217928e+00;1.0080666467e+00;1.0079895481e+00;1.0081818558e+00;1.0090831837e+00;1.0082308705e+00;1.0098187148e+00;1.0095384382e+00;1.0088327934e+00;1.0109501639e+00;1.0142704515e+00;1.0175045149e+00
3.0720000000e-04;1.0075089385e+00;1.0074615698e+00;1.0077107783e+00;1.0073637829e+00;1.0075952270e+00;1.0074505198e+00;1.0075793132e+00;1.0077500485e+00;1.0074490169e+00;1.0077776079e+00;1.0077910041e+00;1.0081042945e+00;1.0089295810e+00;1.0080547973e+00;1.0094085191e+00;1.0097324512e+00;1.0088240279e+00;1.0108866381e+00;1.0146495825e+00;1.0185299929e+00
3.3280000000e-04;1.0071270010e+00;1.0071490661e+00;1.0074934755e+00;1.0070126016e+00;1.0071124078e+00;1.0072106460e+00;1.0074218093e+00;1.0074651424e+00;1.0071152184e+00;1.0072828969e+00;1.0075371234e+00;1.0077603046e+00;1.0084534180e+00;1.0077674805e+00;1.0095899813e+00;1.0095953627e+00;1.0083693806e+00;1.0099269131e+00;1.0147308264e+00;1.0176744786e+00
3.5840000000e-04;1.0068169454e+00;1.0068070002e+00;1.0071207371e+00;1.0068195826e+00;1.0069081596e+00;1.0070478787e+00;1.0071151067e+00;1.0071948186e+00;1.0067941075e+00;1.0072315514e+00;1.0072245103e+00;1.0075676578e+00;1.0081924951e+00;1.0076005916e+00;1.0091745118e+00;1.0087639962e+00;1.0078303948e+00;1.0093780682e+00;1.0150514494e+00;1.0172280597e+00
3.8400000000e-04;1.0066604818e+00;1.0066251116e+00;1.0069041168e+00;1.0065276185e+00;1.0066607156e+00;1.0066390786e+00;1.0068634984e+00;1.0069466099e+00;1.0066691001e+00;1.0070665865e+00;1.0071212160e+00;1.0072553389e+00;1.0078566883e+00;1.0074335485e+00;1.0090044602e+00;1.0089949490e+00;1.0077796353e+00;1.0099774720e+00;1.0137369271e+00;1.0187685532e+00
4.0960000000e-04;1.0063246620e+00;1.0063794129e+00;1.0066753841e+00;1.0063417979e+00;1.0063990667e+00;1.0064009804e+00;1.0065389379e+00;1.0067033209e+00;1.0063910642e+00;1.0066767773e+00;1.0069245996e+00;1.0072702749e+00;1.0079837336e+00;1.0073246747e+00;1.0089370534e+00;1.0092301023e+00;1.0080108071e+00;1.0098065957e+00;1.0137560305e+00;1.0176998390e+00
4.6080000000e-04;1.0060099624e+00;1.0059553346e+00;1.0062536543e+00;1.0059379014e+00;1.0060529566e+00;1.0061245634e+00;1.0060579855e+00;1.0061732809e+00;1.0062164422e+00;1.0063671324e+00;1.0065631044e+00;1.0066691239e+00;1.0075286514e+00;1.0069763698e+00;1.0087267955e+00;1.0087321386e+00;1.0072414165e+00;1.0093962548e+00;1.0139063988e+00;1.0177130916e+00
5.1200000000e-04;1.0056585285e+00;1.0055100734e+00;1.0058876122e+00;1.0056430157e+00;1.0057149281e+00;1.0057474614e+00;1.0057244735e+00;1.0059214646e+00;1.0057163981e+00;1.0059236235e+00;1.0062391626e+00;1.0063691970e+00;1.0071503793e+00;1.0063472433e+00;1.0084019098e+00;1.0084481375e+00;1.0071675492e+00;1.0092505877e+00;1.0142843021e+00;1.0174667121e+00
5.6320000000e-04;1.0053122805e+00;1.0051609191e+00;1.0055501367e+00;1.0052913402e+00;1.0053115651e+00;1.0054280357e+00;1.0054348733e+00;1.0056719499e+00;1.0053862067e+00;1.0056424578e+00;1.0059741497e+00;1.0061384782e+00;1.0068455922e+00;1.0063080038e+00;1.0082205306e+00;1.0083384005e+00;1.0066228890e+00;1.0094473430e+00;1.0135749892e+00;1.0187370046e+00
6.1440000000e-04;1.0050347815e+00;1.0048515186e+00;1.0053210733e+00;1.0050038483e+00;1.0050245768e+00;1.0050707883e+00;1.0051308433e+00;1.0054492536e+00;1.0051603720e+00;1.0054755568e+00;1.0057170029e+00;1.0058872262e+00;1.0067112116e+00;1.0060321902e+00;1.0079826832e+00;1.0078959446e+00;1.0071644533e+00;1.0087246438e+00;1.0136505683e+00;1.0177860812e+00
6.6560000000e-04;1.0047518189e+00;1.0046047582e+00;1.0049935313e+00;1.0047937118e+00;1.0047660145e+00;1.0048182241e+00;1.0048249694e+00;1.0051279804e+00;1.0049505165e+00;1.0051690653e+00;1.0054947955e+00;1.0059054126e+00;1.0066928105e+00;1.0060688351e+00;1.0075546227e+00;1.0078291351e+00;1.0065988891e+00;1.0087790840e+00;1.0135640715e+00;1.0176704277e+00
7.1680000000e-04;1.0045122848e+00;1.0043374502e+00;1.0048363831e+00;1.0045339990e+00;1.0045276972e+00;1.0045769080e+00;1.0046995446e+00;1.0047828652e+00;1.0046883167e+00;1.0049765361e+00;1.0052862987e+00;1.0056160670e+00;1.0065665440e+00;1.0058061536e+00;1.0074887043e+00;1.0078681320e+00;1.0064283953e+00;1.0090634537e+00;1.0131351838e+00;1.0169509468e+00
7.6800000000e-04;1.0043367190e+00;1.0042177074e+00;1.0045631527e+00;1.0042602646e+00;1.0043886503e+00;1.0043741323e+00;1.0044864129e+00;1.0046065953e+00;1.0044712469e+00;1.0047725513e+00;1.0050899287e+00;1.0053908763e+00;1.0063911573e+00;1.0057988516e+00;1.0073181419e+00;1.0076634381e+00;1.0066091154e+00;1.0077673533e+00;1.0130892247e+00;1.0175010312e+00
8.1920000000e-04;1.0041293926e+00;1.0040285205e+00;1.0043592846e+00;1.0040876594e+00;1.0042019773e+00;1.0041781433e+00;1.0042170572e+00;1.0044596300e+00;1.0043593372e+00;1.0046348064e+00;1.0050391071e+00;1.0052333880e+00;1.0063476767e+00;1.0057341793e+00;1.0071785603e+00;1.0076752132e+00;1.0066125691e+00;1.0083281995e+00;1.0132169003e+00;1.0180710719e+00
9.2160000000e-04;1.0037994678e+00;1.0036876983e+00;1.0040060258e+00;1.0038054208e+00;1.0038250820e+00;1.0038831314e+00;1.0039742249e+00;1.0041334490e+00;1.0039949710e+00;1.0044515747e+00;1.0047643301e+00;1.0050204324e+00;1.0058567675e+00;1.0052038856e+00;1.0066805124e+00;1.0072659390e+00;1.0061493017e+00;1.0082851894e+00;1.0134606026e+00;1.0170604397e+00
1.0240000000e-03;1.0035326446e+00;1.0033706216e+00;1.0037665590e+00;1.0035743863e+00;1.0036104466e+00;1.0035565839e+00;1.0036476568e+00;1.0038774980e+00;1.0037707051e+00;1.0041851041e+00;1.0044365223e+00;1.0046077380e+00;1.0055957158e+00;1.0050835887e+00;1.0068049431e+00;1.0071392315e+00;1.0059162669e+00;1.0081417728e+00;1.0124862547e+00;1.0172938291e+00
1.1264000000e-03;1.0033042305e+00;1.0031266717e+00;1.0035348364e+00;1.0033006973e+00;1.0033503146e+00;1.0033143672e+00;1.0034045150e+00;1.0036229467e+00;1.0034863554e+00;1.0039704410e+00;1.0042970585e+00;1.0044167411e+00;1.0054804398e+00;1.0048243132e+00;1.0064447640e+00;1.0066588512e+00;1.0058387565e+00;1.0080846743e+00;1.0124638650e+00;1.0168849552e+00
1.2288000000e-03;1.0030723785e+00;1.0029820110e+00;1.0033514195e+00;1.0030955938e+00;1.0031866055e+00;1.0031707873e+00;1.0032566876e+00;1.0035045326e+00;1.0032906410e+00;1.0037859407e+00;1.0038019851e+00;1.0042942080e+00;1.0052246781e+00;1.0045991667e+00;1.0063036309e+00;1.0066668811e+00;1.0058482966e+00;1.0078757663e+00;1.0123214582e+00;1.0165641863e+00
1.3312000000e-03;1.0029247783e+00;1.0027902798e+00;1.0031677956e+00;1.0029332945e+00;1.0029811669e+00;1.0030367134e+00;1.0031147153e+00;1.0033885459e+00;1.0031415675e+00;1.0035545550e+00;1.0037477994e+00;1.0041424670e+00;1.0051513370e+00;1.0044907550e+00;1.0062583633e+00;1.0066681440e+00;1.0054928153e+00;1.0079305311e+00;1.0124954270e+00;1.0156382673e+00
1.4336000000e-03;1.0027254110e+00;1.0025683508e+00;1.0029516326e+00;1.0027411004e+00;1.0027124491e+00;1.0028902223e+00;1.0030142231e+00;1.0031778646e+00;1.0030936205e+00;1.0033767010e+00;1.0036625016e+00;1.0040470273e+00;1.0049426581e+00;1.0043115889e+00;1.0060278048e+00;1.0066762715e+00;1.0055923492e+00;1.0077994097e+00;1.0121099975e+00;1.0160170101e+00
1.5360000000e-03;1.0025810125e+00;1.0024928952e+00;1.0027673719e+00;1.0025741163e+00;1.0026693190e+00;1.0027307503e+00;1.0027650132e+00;1.0030934367e+00;1.0028274456e+00;1.0032972396e+00;1.0036530680e+00;1.0038234340e+00;1.0048524816e+00;1.0043324737e+00;1.0059661772e+00;1.0062733532e+00;1.0052364916e+00;1.0077374976e+00;1.0120280934e+00;1.0170016475e+00
1.6384000000e-03;1.0024066427e+00;1.0023936317e+00;1.0027269337e+00;1.0024592682e+00;1.0025619485e+00;1.0026383185e+00;1.0026209623e+00;1.0029627007e+00;1.0027088056e+00;1.0031761095e+00;1.0034947393e+00;1.0037358602e+00;1.0047224132e+00;1.0041425115e+00;1.0059875758e+00;1.0063735011e+00;1.0058983066e+00;1.0074525921e+00;1.0130959757e+00;1.0181644442e+00
1.8432000000e-03;1.0021354632e+00;1.0021967535e+00;1.0025100650e+00;1.0021989846e+00;1.0021598649e+00;1.0024058734e+00;1.0024035744e+00;1.0026987281e+00;1.0025122329e+00;1.0029171750e+00;1.0032774106e+00;1.0035448934e+00;1.0044328804e+00;1.0039751542e+00;1.0058426862e+00;1.0061342360e+00;1.0052463686e+00;1.0076633887e+00;1.0125085714e+00;1.0164611200e+00
2.0480000000e-03;1.0019122204e+00;1.0020153508e+00;1.0022469991e+00;1.0020518869e+00;1.0019841475e+00;1.0021605427e+00;1.0022649763e+00;1.0024506741e+00;1.0023828268e+00;1.0027064977e+00;1.0030248363e+00;1.0032998511e+00;1.0042932753e+00;1.0039143313e+00;1.0055345338e+00;1.0061971944e+00;1.0049558749e+00;1.0073304776e+00;1.0125308845e+00;1.0158759470e+00
2.2528000000e-03;1.0018065588e+00;1.0018070375e+00;1.0020741742e+00;1.0018481756e+00;1.0018604218e+00;1.0020408551e+00;1.0020572634e+00;1.0023684122e+00;1.0022721028e+00;1.0025104055e+00;1.0028809019e+00;1.0031787039e+00;1.0041736098e+00;1.0037896738e+00;1.0053329304e+00;1.0060188684e+00;1.0048398643e+00;1.0071572559e+00;1.0117971671e+00;1.0160254335e+00
2.4576000000e-03;1.0016500109e+00;1.0016007107e+00;1.0019482067e+00;1.0017256642e+00;1.0017918072e+00;1.0018733168e+00;1.0019896863e+00;1.0022210420e+00;1.0021536647e+00;1.0025044790e+00;1.0026742230e+00;1.0031451914e+00;1.0041189757e+00;1.0036420924e+00;1.0052618825e+00;1.0061023184e+00;1.0047747433e+00;1.0070631399e+00;1.0118303147e+00;1.0160647307e+00
2.6624000000e-03;1.0015452832e+00;1.0014924295e+00;1.0017794983e+00;1.0015947642e+00;1.0016556514e+00;1.0017135293e+00;1.0019050218e+00;1.0021170242e+00;1.0020726895e+00;1.0023395649e+00;1.0025787612e+00;1.0030327169e+00;1.0039664221e+00;1.0035378146e+00;1.0052463749e+00;1.0058395493e+00;1.0045180502e+00;1.0068134230e+00;1.0117792530e+00;1.0162734423e+00
2.8672000000e-03;1.0013987587e+00;1.0013559705e+00;1.0016617536e+00;1.0014969631e+00;1.0015138509e+00;1.0015751539e+00;1.0018274069e+00;1.0019943864e+00;1.0019739095e+00;1.0023132865e+00;1.0025409173e+00;1.0028969463e+00;1.0038154786e+00;1.0034999317e+00;1.0052449244e+00;1.0056921091e+00;1.0047698312e+00;1.0066950639e+00;1.0117074564e+00;1.0160446386e+00
3.0720000000e-03;1.0013184448e+00;1.0012543733e+00;1.0015403086e+00;1.0014511093e+00;1.0014024030e+00;1.0014980158e+00;1.0017203840e+00;1.0019492438e+00;1.0018858220e+00;1.0021302186e+00;1.0024147521e+00;1.0026940820e+00;1.0036963008e+00;1.0035026370e+00;1.0050749243e+00;1.0058533968e+00;1.0046959821e+00;1.0069481947e+00;1.0116146489e+00;1.0159751277e+00
3.2768000000e-03;1.0012435877e+00;1.0012583316e+00;1.0014695045e+00;1.0014562692e+00;1.0013111410e+00;1.0014237999e+00;1.0016339873e+00;1.0019664186e+00;1.0017467978e+00;1.0021641430e+00;1.0023367851e+00;1.0027661673e+00;1.0037028876e+00;1.0035000012e+00;1.0051628602e+00;1.0056961451e+00;1.0046183129e+00;1.0071906551e+00;1.0122104255e+00;1.0165079858e+00
3.6864000000e-03;1.0011008735e+00;1.0011240560e+00;1.0012448994e+00;1.0012174164e+00;1.0011637786e+00;1.0013249573e+00;1.0014600295e+00;1.0017141360e+00;1.0016927977e+00;1.0018849239e+00;1.0022522484e+00;1.0026148500e+00;1.0035000620e+00;1.0031985733e+00;1.0052111827e+00;1.0054852039e+00;1.0043616583e+00;1.0066178271e+00;1.0119110453e+00;1.0155477014e+00
4.0960000000e-03;1.0009917064e+00;1.0010050025e+00;1.0010181644e+00;1.0011491110e+00;1.0010607865e+00;1.0012635568e+00;1.0013844367e+00;1.0015485032e+00;1.0015995004e+00;1.0017682439e+00;1.0021425003e+00;1.0024622923e+00;1.0034515357e+00;1.0031930712e+00;1.0050647576e+00;1.0054033395e+00;1.0043608117e+00;1.0065238473e+00;1.0113601290e+00;1.0153856436e+00
4.5056000000e-03;1.0009321245e+00;1.0009152772e+00;1.0009202762e+00;1.0009830609e+00;1.0009133864e+00;1.0011306173e+00;1.0012675688e+00;1.0014282457e+00;1.0014430703e+00;1.0017132157e+00;1.0020314666e+00;1.0023170310e+00;1.0033044516e+00;1.0031536314e+00;1.0048459668e+00;1.0053554753e+00;1.0043476827e+00;1.0065030043e+00;1.0112071779e+00;1.0153396989e+00
4.9152000000e-03;1.0008131732e+00;1.0006987128e+00;1.0008711754e+00;1.0009528173e+00;1.0008609806e+00;1.0010358372e+00;1.0012100607e+00;1.0013417584e+00;1.0013310248e+00;1.0016781459e+00;1.0019148603e+00;1.0022578635e+00;1.0032457726e+00;1.0030006651e+00;1.0047460782e+00;1.0053177950e+00;1.0042957290e+00;1.0065932727e+00;1.0116387798e+00;1.0160591935e+00
5.3248000000e-03;1.0007731510e+00;1.0006449162e+00;1.0008527543e+00;1.0008370174e+00;1.0008708328e+00;1.0009451006e+00;1.0011523639e+00;1.0013327861e+00;1.0013036662e+00;1.0016780110e+00;1.0019648669e+00;1.0022030951e+00;1.0031320193e+00;1.0029278181e+00;1.0046571286e+00;1.0053036742e+00;1.0043421398e+00;1.0064962512e+00;1.0111729918e+00;1.0157656914e+00
5.7344000000e-03;1.0007061439e+00;1.0006175377e+00;1.0008218201e+00;1.0007940229e+00;1.0008579460e+00;1.0009001489e+00;1.0011246759e+00;1.0012410578e+00;1.0012581987e+00;1.0015510700e+00;1.0020111671e+00;1.0021058640e+00;1.0030870692e+00;1.0027372445e+00;1.0047322445e+00;1.0052133195e+00;1.0043390344e+00;1.0062330039e+00;1.0113500514e+00;1.0153261655e+00
6.1440000000e-03;1.0006918778e+00;1.0005669791e+00;1.0006990204e+00;1.0007613950e+00;1.0007640811e+00;1.0008875684e+00;1.0010854791e+00;1.0011495833e+00;1.0011998812e+00;1.0014631053e+00;1.0019269291e+00;1.0021242965e+00;1.0030850653e+00;1.0027106376e+00;1.0045886852e+00;1.0052001045e+00;1.0041108236e+00;1.0063217506e+00;1.0111540212e+00;1.0152923308e+00
6.5536000000e-03;1.0006675289e+00;1.0005562444e+00;1.0006379339e+00;1.0006607399e+00;1.0006706420e+00;1.0008364038e+00;1.0009792847e+00;1.0011355563e+00;1.0011383695e+00;1.0013848985e+00;1.0018770866e+00;1.0021369222e+00;1.0030506948e+00;1.0028172562e+00;1.0045570840e+00;1.0051277414e+00;1.0042082036e+00;1.0062762987e+00;1.0117187935e+00;1.0157112533e+00
7.3728000000e-03;1.0005983534e+00;1.0004603092e+00;1.0005936260e+00;1.0006175019e+00;1.0006549923e+00;1.0007335972e+00;1.0009333682e+00;1.0010409241e+00;1.0010027985e+00;1.0012883019e+00;1.0017059138e+00;1.0020255409e+00;1.0029527713e+00;1.0027822581e+00;1.0045893244e+00;1.0050203941e+00;1.0040928571e+00;1.0062127944e+00;1.0111857007e+00;1.0151814431e+00
8.1920000000e-03;1.0005731875e+00;1.0004448402e+00;1.0005278555e+00;1.0005866743e+00;1.0006792371e+00;1.0006447579e+00;1.0008996827e+00;1.0009229709e+00;1.0009053130e+00;1.0012598364e+00;1.0016465764e+00;1.0020291609e+00;1.0029392802e+00;1.0027018507e+00;1.0045543895e+00;1.0050427530e+00;1.0041123998e+00;1.0064143587e+00;1.0111359438e+00;1.0150758397e+00
9.0112000000e-03;1.0006241796e+00;1.0004095539e+00;1.0004230157e+00;1.0006098427e+00;1.0006105478e+00;1.0005490456e+00;1.0007737949e+00;1.0008155626e+00;1.0008400071e+00;1.0011705088e+00;1.0016676461e+00;1.0019951436e+00;1.0029027832e+00;1.0026406303e+00;1.0044378907e+00;1.0048748954e+00;1.0039764972e+00;1.0062539639e+00;1.0111223823e+00;1.0146814170e+00
9.8304000000e-03;1.0005266281e+00;1.0003865009e+00;1.0003796701e+00;1.0006055004e+00;1.0005071150e+00;1.0005515828e+00;1.0007890106e+00;1.0007842475e+00;1.0007942021e+00;1.0012752717e+00;1.0015934632e+00;1.0020214812e+00;1.0029151638e+00;1.0025919055e+00;1.0045108709e+00;1.0050039151e+00;1.0040411154e+00;1.0063612516e+00;1.0109702618e+00;1.0150146545e+00
1.0649600000e-02;1.0005018672e+00;1.0003256675e+00;1.0003369538e+00;1.0005398346e+00;1.0005631669e+00;1.0005300004e+00;1.0006857154e+00;1.0008290645e+00;1.0007985423e+00;1.0011206941e+00;1.0015885268e+00;1.0019269139e+00;1.0028975334e+00;1.0025067498e+00;1.0044358879e+00;1.0048519687e+00;1.0039519886e+00;1.0061670955e+00;1.0109678750e+00;1.0146405235e+00
1.1468800000e-02;1.0004585398e+00;1.0002617984e+00;1.0003988191e+00;1.0005692462e+00;1.0005436478e+00;1.0004210526e+00;1.0006916493e+00;1.0007794414e+00;1.0007166113e+00;1.0010434919e+00;1.0015547811e+00;1.0018014777e+00;1.0029032979e+00;1.0023952036e+00;1.0044500199e+00;1.0048359146e+00;1.0039271395e+00;1.0062464447e+00;1.0110999491e+00;1.0145553539e+00
1.2288000000e-02;1.0003910828e+00;1.0002634080e+00;1.0004341252e+00;1.0005191960e+00;1.0005110189e+00;1.0004527462e+00;1.0006528092e+00;1.0007105544e+00;1.0006157452e+00;1.0010390239e+00;1.0015580639e+00;1.0017192903e+00;1.0027615554e+00;1.0024308361e+00;1.0044295229e+00;1.0048575839e+00;1.0039234820e+00;1.0061786083e+00;1.0108641901e+00;1.0145151255e+00
1.3107200000e-02;1.0003888889e+00;1.0002507756e+00;1.0004760790e+00;1.0004019749e+00;1.0005563466e+00;1.0003754168e+00;1.0006146932e+00;1.0006759310e+00;1.0006101733e+00;1.0009406171e+00;1.0015127909e+00;1.0017954254e+00;1.0026748414e+00;1.0024890323e+00;1.0044060928e+00;1.0048791768e+00;1.0038844964e+00;1.0062607036e+00;1.0111037058e+00;1.0147120568e+00
1.4745600000e-02;1.0002910393e+00;1.0001507415e+00;1.0003768773e+00;1.0004205954e+00;1.0004426069e+00;1.0003464072e+00;1.0005941673e+00;1.0006117056e+00;1.0007466503e+00;1.0008228317e+00;1.0014685642e+00;1.0017999954e+00;1.0026175286e+00;1.0022968509e+00;1.0043244131e+00;1.0047408189e+00;1.0040159947e+00;1.0061954141e+00;1.0110161684e+00;1.0143562550e+00
1.6384000000e-02;1.0001944209e+00;1.0001490141e+00;1.0004229311e+00;1.0004054189e+00;1.0004371191e+00;1.0003140963e+00;1.0005260436e+00;1.0006243489e+00;1.0008043813e+00;1.0009850426e+00;1.0014075893e+00;1.0017016013e+00;1.0025869607e+00;1.0022810676e+00;1.0043322331e+00;1.0048065140e+00;1.0039599369e+00;1.0061528974e+00;1.0110484756e+00;1.0142127939e+00
1.8022400000e-02;1.0001760013e+00;1.0002395376e+00;1.0002993048e+00;1.0004275287e+00;1.0003224753e+00;1.0002954199e+00;1.0005152451e+00;1.0006994883e+00;1.0007496832e+00;1.0009056030e+00;1.0013956946e+00;1.0017981460e+00;1.0026050455e+00;1.0022556923e+00;1.0043653458e+00;1.0047950844e+00;1.0037914436e+00;1.0060837417e+00;1.0110825966e+00;1.0146532702e+00
1.9660800000e-02;1.0001849343e+00;1.0002243594e+00;1.0003171157e+00;1.0004075259e+00;1.0002088683e+00;1.0002818017e+00;1.0004871216e+00;1.0006802849e+00;1.0006769657e+00;1.0008940873e+00;1.0012786276e+00;1.0016875554e+00;1.0025125835e+00;1.0021981762e+00;1.0043540227e+00;1.0048752891e+00;1.0038143096e+00;1.0061224177e+00;1.0107790948e+00;1.0145737889e+00
2.1299200000e-02;1.0001314070e+00;1.0001929461e+00;1.0002848489e+00;1.0003077194e+00;1.0002844835e+00;1.0002685722e+00;1.0005949262e+00;1.0006732106e+00;1.0007004498e+00;1.0009339252e+00;1.0013022710e+00;1.0016534466e+00;1.0025889832e+00;1.0022281335e+00;1.0043854257e+00;1.0047892631e+00;1.0037254895e+00;1.0060771255e+00;1.0107699810e+00;1.0145703058e+00
2.2937600000e-02;1.0000981490e+00;1.0001264037e+00;1.0002929627e+00;1.0002933406e+00;1.0002371861e+00;1.0002229971e+00;1.0005505664e+00;1.0007043463e+00;1.0006501488e+00;1.0009086389e+00;1.0012330259e+00;1.0015325549e+00;1.0025846554e+00;1.0021606013e+00;1.0043222012e+00;1.0047802052e+00;1.0038271654e+00;1.0061649520e+00;1.0108289493e+00;1.0144661203e+00
2.4576000000e-02;1.0001095328e+00;1.0000244407e+00;1.0002853883e+00;1.0002792534e+00;1.0002335097e+00;1.0002369843e+00;1.0005541973e+00;1.0006559619e+00;1.0006509633e+00;1.0008986748e+00;1.0012213001e+00;1.0016743696e+00;1.0025486441e+00;1.0021607110e+00;1.0043003825e+00;1.0046523655e+00;1.0037908284e+00;1.0060889322e+00;1.0108973403e+00;1.0145419387e+00
2.6214400000e-02;1.0001550819e+00;1.0000777176e+00;1.0003112011e+00;1.0003346202e+00;1.0002339369e+00;1.0002799876e+00;1.0005048804e+00;1.0006557478e+00;1.0006154377e+00;1.0009135571e+00;1.0013018309e+00;1.0016058445e+00;1.0026211660e+00;1.0021663788e+00;1.0042203941e+00;1.0048387977e+00;1.0037483321e+00;1.0060681954e+00;1.0109723095e+00;1.0144513896e+00
2.9491200000e-02;1.0002020251e+00;1.0001476645e+00;1.0002542054e+00;1.0001905395e+00;1.0003378707e+00;1.0002828415e+00;1.0005537643e+00;1.0006250784e+00;1.0006779493e+00;1.0009344101e+00;1.0012994700e+00;1.0016850748e+00;1.0025608433e+00;1.0021851665e+00;1.0041354819e+00;1.0048294572e+00;1.0036877234e+00;1.0060304566e+00;1.0110192579e+00;1.0145760681e+00
3.2768000000e-02;1.0001553783e+00;1.0001700553e+00;1.0002694219e+00;1.0002156315e+00;1.0002508539e+00;1.0002285304e+00;1.0004730885e+00;1.0005786422e+00;1.0006248161e+00;1.0008291333e+00;1.0013133281e+00;1.0016105005e+00;1.0025194188e+00;1.0020874092e+00;1.0041191584e+00;1.0046573173e+00;1.0036698034e+00;1.0059310508e+00;1.0110062772e+00;1.0143585611e+00
3.6044800000e-02;1.0001174491e+00;1.0000015283e+00;1.0002829531e+00;1.0003247534e+00;1.0002273229e+00;1.0001482914e+00;1.0004197119e+00;1.0005770687e+00;1.0006877456e+00;1.0008177697e+00;1.0013086853e+00;1.0016200489e+00;1.0025388942e+00;1.0020636513e+00;1.0041435397e+00;1.0047159554e+00;1.0036680665e+00;1.0061288221e+00;1.0110210977e+00;1.0142982948e+00
3.9321600000e-02;1.0000678328e+00;1.0000531511e+00;1.0002034192e+00;1.0002718812e+00;1.0002655486e+00;1.0002081936e+00;1.0003080581e+00;1.0005651317e+00;1.0005583743e+00;1.0007746237e+00;1.0012521485e+00;1.0015377674e+00;1.0025023622e+00;1.0020812706e+00;1.0040793008e+00;1.0046630017e+00;1.0036756944e+00;1.0060232170e+00;1.0108582837e+00;1.0140770258e+00
4.2598400000e-02;1.0000280419e+00;1.0000379280e+00;1.0002182893e+00;1.0002370232e+00;1.0002638436e+00;1.0001503829e+00;1.0003679688e+00;1.0004334077e+00;1.0005266965e+00;1.0008380009e+00;1.0012576200e+00;1.0016040242e+00;1.0025568436e+00;1.0021043906e+00;1.0041095532e+00;1.0047356071e+00;1.0037563263e+00;1.0060023589e+00;1.0110250603e+00;1.0142501747e+00
4.5875200000e-02;1.0001014904e+00;1.0000463652e+00;1.0001783100e+00;1.0002624587e+00;1.0002644605e+00;1.0001768303e+00;1.0003429161e+00;1.0004960846e+00;1.0005535429e+00;1.0008487087e+00;1.0012489575e+00;1.0015612636e+00;1.0024983179e+00;1.0020440766e+00;1.0041016552e+00;1.0046586853e+00;1.0036768569e+00;1.0058127238e+00;1.0108685116e+00;1.0139963955e+00
