;02_FL100_1_1_1_1;02_FL100_1_2_1_1;02_FL100_1_3_1_1;02_FL100_1_4_1_1;02_FL100_1_5_1_1;02_FL100_1_6_1_1;02_FL100_1_7_1_1;02_FL100_1_8_1_1;02_FL100_1_9_1_1;02_FL100_1_10_1_1;02_FL100_1_11_1_1;02_FL100_1_12_1_1;02_FL100_1_13_1_1;02_FL100_1_14_1_1;02_FL100_1_15_1_1;02_FL100_1_16_1_1;02_FL100_1_17_1_1;02_FL100_1_18_1_1;02_FL100_1_19_1_1;02_FL100_1_20_1_1
4.6137344000e+00;1.0006279973e+00;1.0000071843e+00;1.0000065156e+00;9.9918638528e-01;1.0088257532e+00;9.9996632540e-01;1.0000794017e+00;1.0007511545e+00;1.0047993555e+00;1.0001185375e+00;1.0021749676e+00;1.0030083499e+00;9.9996380967e-01;1.0006850347e+00;1.0019615757e+00;9.9995555280e-01;1.0000162080e+00;1.0172373403e+00;1.0256206866e+00;1.0077013722e+00
5.0331648000e+00;1.0003082962e+00;1.0000031525e+00;1.0000294641e+00;9.9877687278e-01;1.0076435875e+00;1.0000225482e+00;1.0000785165e+00;1.0006070564e+00;1.0019007579e+00;1.0000162314e+00;1.0020063851e+00;1.0027648169e+00;1.0000050259e+00;1.0007205717e+00;1.0019075936e+00;9.9998871751e-01;9.9996120696e-01;1.0149465706e+00;1.0211344021e+00;1.0047165341e+00
5.4525952000e+00;9.9999284465e-01;1.0000496559e+00;1.0000096324e+00;9.9846317284e-01;1.0064086835e+00;1.0000217538e+00;1.0000584858e+00;1.0005192748e+00;1.0005120534e+00;9.9984373023e-01;1.0019900111e+00;1.0025502237e+00;9.9998873229e-01;1.0005894090e+00;1.0018098693e+00;9.9998130731e-01;9.9997556516e-01;1.0131348035e+00;1.0164688825e+00;1.0018305693e+00
5.8720256000e+00;9.9964412766e-01;9.9997870756e-01;1.0000283886e+00;9.9817565010e-01;1.0054205167e+00;1.0000261316e+00;1.0000544773e+00;1.0004331722e+00;9.9887166222e-01;9.9981887192e-01;1.0019278396e+00;1.0025159684e+00;1.0000186039e+00;1.0005110997e+00;1.0017014241e+00;9.9994937452e-01;1.0000387786e+00;1.0113996513e+00;1.0124995355e+00;9.9922630676e-01
6.2914560000e+00;9.9937019762e-01;9.9999794906e-01;1.0000111690e+00;9.9766325643e-01;1.0042876975e+00;1.0000373044e+00;1.0000527093e+00;1.0003891097e+00;9.9715522721e-01;9.9978474110e-01;1.0018679584e+00;1.0023559206e+00;1.0000223546e+00;1.0004700479e+00;1.0016332776e+00;9.9994407963e-01;9.9993356481e-01;1.0098115470e+00;1.0092288412e+00;9.9710707227e-01
6.7108864000e+00;9.9914846211e-01;9.9997322874e-01;9.9998271584e-01;9.9725798891e-01;1.0034893683e+00;1.0000276515e+00;9.9998717862e-01;1.0003676453e+00;9.9553020629e-01;9.9975838109e-01;1.0017832694e+00;1.0021631403e+00;9.9998995498e-01;1.0003965783e+00;1.0014408268e+00;9.9999666749e-01;1.0000278949e+00;1.0082183026e+00;1.0072045763e+00;9.9555047657e-01
7.5497472000e+00;9.9898037047e-01;1.0000121465e+00;9.9993052129e-01;9.9679182591e-01;1.0017882523e+00;9.9998942733e-01;9.9992148525e-01;1.0002526006e+00;9.9251119562e-01;9.9985369081e-01;1.0015277204e+00;1.0019206988e+00;9.9999920385e-01;1.0002964135e+00;1.0010603520e+00;9.9995072604e-01;1.0000605233e+00;1.0051987426e+00;1.0037762452e+00;9.9329333923e-01
8.3886080000e+00;9.9882633893e-01;9.9996981426e-01;9.9991795440e-01;9.9586946123e-01;1.0000354862e+00;9.9995600813e-01;9.9992872482e-01;1.0003315165e+00;9.8949245752e-01;9.9981567758e-01;1.0012469362e+00;1.0016398033e+00;1.0000021622e+00;1.0002802850e+00;1.0006566110e+00;9.9994390100e-01;1.0000215803e+00;1.0026259649e+00;1.0003233762e+00;9.9195712384e-01
9.2274688000e+00;9.9869034953e-01;9.9999056428e-01;9.9994874681e-01;9.9511530245e-01;9.9861775584e-01;9.9994154618e-01;9.9988811977e-01;1.0002041292e+00;9.8679689901e-01;9.9964506430e-01;1.0006882550e+00;1.0011893157e+00;9.9998721023e-01;1.0001806942e+00;1.0003162420e+00;9.9989495350e-01;1.0000229084e+00;9.9892898345e-01;9.9669593663e-01;9.9125666573e-01
1.0066329600e+01;9.9833748257e-01;1.0000039065e+00;9.9997734753e-01;9.9440053466e-01;9.9737870530e-01;9.9995515158e-01;9.9989277740e-01;1.0000466153e+00;9.8383125835e-01;9.9948762388e-01;1.0002734952e+00;1.0005915847e+00;9.9999337220e-01;1.0001873051e+00;1.0000499653e+00;9.9997613970e-01;9.9997760310e-01;9.9638412715e-01;9.9345207192e-01;9.9053516404e-01
1.0905190400e+01;9.9808810612e-01;1.0000213557e+00;9.9996187057e-01;9.9454095673e-01;9.9583354560e-01;9.9994888191e-01;9.9993682436e-01;1.0000233116e+00;9.8118883728e-01;9.9953684506e-01;9.9964832168e-01;9.9998848234e-01;1.0000078339e+00;1.0000110059e+00;9.9979607139e-01;9.9996766388e-01;1.0000014649e+00;9.9482158075e-01;9.9221469259e-01;9.8980153656e-01
1.1744051200e+01;9.9793120046e-01;9.9997703818e-01;9.9997903185e-01;9.9514809210e-01;9.9441895467e-01;9.9998956538e-01;9.9991775284e-01;9.9993238281e-01;9.7922401048e-01;9.9950815548e-01;9.9912711150e-01;9.9934218328e-01;9.9999708830e-01;9.9983018780e-01;9.9948584055e-01;9.9994732613e-01;1.0000087257e+00;9.9326375381e-01;9.8873164750e-01;9.8902464445e-01
1.2582912000e+01;9.9804763090e-01;9.9998958612e-01;1.0000574408e+00;9.9596403858e-01;9.9345484044e-01;9.9999677746e-01;9.9983114250e-01;9.9978169955e-01;9.7821837812e-01;9.9960825926e-01;9.9868313824e-01;9.9861789631e-01;9.9999037583e-01;9.9968537791e-01;9.9914810672e-01;9.9994248161e-01;9.9996639074e-01;9.9095529010e-01;9.8686101419e-01;9.8810010546e-01
1.3421772800e+01;9.9796373359e-01;9.9997978891e-01;1.0000314256e+00;9.9742836112e-01;9.9210123503e-01;9.9999145895e-01;9.9984269266e-01;9.9978837754e-01;9.7858800581e-01;9.9957246946e-01;9.9835975610e-01;9.9790694105e-01;1.0000133951e+00;9.9942920835e-01;9.9861939838e-01;9.9994041684e-01;9.9993297302e-01;9.8906626310e-01;9.8533976357e-01;9.8705096050e-01
1.5099494400e+01;9.9801702155e-01;1.0000136615e+00;1.0000125423e+00;1.0012759226e+00;9.9013229479e-01;9.9995529129e-01;9.9986008165e-01;9.9975914666e-01;9.8466357974e-01;9.9973201635e-01;9.9800429736e-01;9.9685300062e-01;9.9999947499e-01;9.9919906465e-01;9.9793344361e-01;9.9997553784e-01;1.0000261658e+00;9.8566501538e-01;9.8206093652e-01;9.8654084252e-01
1.6777216000e+01;9.9864202529e-01;9.9987512336e-01;1.0000623171e+00;1.0047531435e+00;9.8833817239e-01;9.9983370946e-01;1.0000168703e+00;9.9937194114e-01;9.9534161219e-01;1.0000310657e+00;9.9712781108e-01;9.9592862696e-01;1.0000164503e+00;9.9870025994e-01;9.9727563650e-01;9.9990916084e-01;9.9997036248e-01;9.7984319005e-01;9.7750241910e-01;9.8578394562e-01
1.8454937600e+01;9.9873515167e-01;9.9995586530e-01;1.0000458695e+00;1.0024753312e+00;9.8730241424e-01;9.9985714857e-01;1.0000070602e+00;9.9887657652e-01;1.0017004625e+00;1.0001455328e+00;9.9614771063e-01;9.9525271694e-01;1.0000081240e+00;9.9855812874e-01;9.9683387466e-01;9.9992905536e-01;9.9998475091e-01;9.7594673675e-01;9.7198887821e-01;9.8693442968e-01
2.0132659200e+01;9.9878126915e-01;1.0000001269e+00;9.9989423212e-01;1.0020838662e+00;9.8585734069e-01;1.0000348530e+00;1.0000021091e+00;9.9866437704e-01;1.0063462098e+00;1.0003441196e+00;9.9569628668e-01;9.9407921140e-01;9.9995925240e-01;9.9859513691e-01;9.9624302036e-01;9.9997581451e-01;9.9995786908e-01;9.6973408207e-01;9.6566658271e-01;9.8898269596e-01
2.1810380800e+01;9.9957186699e-01;1.0000460440e+00;9.9991142054e-01;1.0016777556e+00;9.8313924205e-01;1.0000342870e+00;1.0000516084e+00;9.9824482654e-01;1.0094344161e+00;1.0004023877e+00;9.9572515914e-01;9.9307073202e-01;1.0000046997e+00;9.9825439776e-01;9.9628241275e-01;1.0000252142e+00;9.9998090721e-01;9.6450085434e-01;9.5970794874e-01;9.9374105234e-01
2.3488102400e+01;1.0013144487e+00;1.0000337372e+00;9.9986386807e-01;1.0016459609e+00;9.8156873218e-01;1.0000393768e+00;1.0000762474e+00;9.9778479584e-01;1.0117565007e+00;1.0003650844e+00;9.9513591156e-01;9.9128042766e-01;9.9993170762e-01;9.9793438007e-01;9.9645958848e-01;1.0000317843e+00;9.9997081181e-01;9.5823662701e-01;9.5237522871e-01;9.9764760165e-01
2.5165824000e+01;1.0028600097e+00;1.0000219560e+00;9.9979203257e-01;9.9999300720e-01;9.7873238462e-01;1.0001251588e+00;9.9999475776e-01;9.9732941891e-01;1.0134290762e+00;1.0003167773e+00;9.9477760760e-01;9.8972250057e-01;1.0000691832e+00;9.9774646581e-01;9.9605166340e-01;1.0001793085e+00;9.9981312447e-01;9.4976222087e-01;9.5575735056e-01;1.0022514483e+00
2.6843545600e+01;1.0048615174e+00;1.0001075426e+00;9.9978626803e-01;9.9712407017e-01;9.8083917997e-01;1.0000355865e+00;1.0001202548e+00;9.9569835326e-01;1.0128907162e+00;9.9962178713e-01;9.9369429585e-01;9.8950922304e-01;9.9996635412e-01;9.9651385819e-01;9.9585540560e-01;1.0000263121e+00;9.9984544019e-01;9.4513340595e-01;9.5584805086e-01;1.0054092291e+00
