;02_FL100_1_1_1_1;02_FL100_1_2_1_1;02_FL100_1_3_1_1;02_FL100_1_4_1_1;02_FL100_1_5_1_1;02_FL100_1_6_1_1;02_FL100_1_7_1_1;02_FL100_1_8_1_1;02_FL100_1_9_1_1;02_FL100_1_10_1_1;02_FL100_1_11_1_1;02_FL100_1_12_1_1;02_FL100_1_13_1_1;02_FL100_1_14_1_1;02_FL100_1_15_1_1;02_FL100_1_16_1_1;02_FL100_1_17_1_1;02_FL100_1_18_1_1;02_FL100_1_19_1_1;02_FL100_1_20_1_1
2.0000000000e-07;9.6005780146e-01;9.6721218786e-01;9.7020995698e-01;9.6938312922e-01;9.7501008977e-01;9.7074179196e-01;9.7069496224e-01;9.7194051965e-01;9.7613489292e-01;9.6191345715e-01;9.5877051999e-01;9.6817772913e-01;9.7304185632e-01;9.7068341905e-01;9.6672667404e-01;9.6985868404e-01;9.7293257283e-01;9.9559829597e-01;9.9278192875e-01;9.8062567987e-01
4.0000000000e-07;1.0509102305e+00;1.0604925495e+00;1.0614412586e+00;1.0623641673e+00;1.0690890422e+00;1.0641234842e+00;1.0632856956e+00;1.0657370692e+00;1.0684417927e+00;1.0543477142e+00;1.0493132574e+00;1.0581660707e+00;1.0662730152e+00;1.0641555895e+00;1.0595436678e+00;1.0624309970e+00;1.0656647835e+00;1.0890522838e+00;1.0871671831e+00;1.0734338416e+00
6.0000000000e-07;1.0508920929e+00;1.0589061488e+00;1.0617960978e+00;1.0610977449e+00;1.0673342413e+00;1.0644190596e+00;1.0615884215e+00;1.0627884732e+00;1.0673928038e+00;1.0540723101e+00;1.0489128003e+00;1.0586116862e+00;1.0665977952e+00;1.0643457176e+00;1.0569343612e+00;1.0612253881e+00;1.0640528730e+00;1.0919698781e+00;1.0875927492e+00;1.0725665874e+00
8.0000000000e-07;1.0497839855e+00;1.0598324170e+00;1.0603653549e+00;1.0577357149e+00;1.0665316780e+00;1.0609210184e+00;1.0624851578e+00;1.0621316765e+00;1.0667870593e+00;1.0551258228e+00;1.0481679142e+00;1.0583932578e+00;1.0640826301e+00;1.0624632919e+00;1.0565245970e+00;1.0619703781e+00;1.0638624101e+00;1.0877396982e+00;1.0866406776e+00;1.0712338573e+00
1.0000000000e-06;1.0514102171e+00;1.0605207598e+00;1.0617430952e+00;1.0610977326e+00;1.0686858648e+00;1.0645342090e+00;1.0640679213e+00;1.0641271244e+00;1.0681767617e+00;1.0541579235e+00;1.0479382885e+00;1.0564575248e+00;1.0657317664e+00;1.0653171023e+00;1.0577554685e+00;1.0634376830e+00;1.0652270399e+00;1.0898291376e+00;1.0867008597e+00;1.0731998240e+00
1.2000000000e-06;1.0494492414e+00;1.0604072396e+00;1.0606558426e+00;1.0602386323e+00;1.0646497555e+00;1.0589681359e+00;1.0627314610e+00;1.0612695686e+00;1.0662747670e+00;1.0540397732e+00;1.0468641888e+00;1.0581464056e+00;1.0653605762e+00;1.0617297757e+00;1.0555334673e+00;1.0596751842e+00;1.0635296397e+00;1.0903412709e+00;1.0850229470e+00;1.0726447791e+00
1.4000000000e-06;1.0498656254e+00;1.0588934104e+00;1.0603445977e+00;1.0602636797e+00;1.0662089819e+00;1.0603510292e+00;1.0612814646e+00;1.0610772631e+00;1.0673882017e+00;1.0541790955e+00;1.0485268486e+00;1.0568904719e+00;1.0650589829e+00;1.0631851398e+00;1.0547708782e+00;1.0589607145e+00;1.0629297406e+00;1.0884604176e+00;1.0850515151e+00;1.0725798082e+00
1.6000000000e-06;1.0497101084e+00;1.0583231098e+00;1.0616494764e+00;1.0583563714e+00;1.0653207424e+00;1.0611082109e+00;1.0618529874e+00;1.0623964118e+00;1.0661128565e+00;1.0544716709e+00;1.0476318798e+00;1.0575220629e+00;1.0635790734e+00;1.0594743611e+00;1.0558261392e+00;1.0595853187e+00;1.0647726570e+00;1.0879635861e+00;1.0856753395e+00;1.0716318210e+00
1.8000000000e-06;1.0482951636e+00;1.0582068652e+00;1.0585362930e+00;1.0578157665e+00;1.0651906121e+00;1.0594393205e+00;1.0588174143e+00;1.0592815278e+00;1.0654939445e+00;1.0522505567e+00;1.0466144934e+00;1.0583902057e+00;1.0648569459e+00;1.0590012719e+00;1.0541333753e+00;1.0597022088e+00;1.0631063839e+00;1.0867148315e+00;1.0834891088e+00;1.0714325054e+00
2.0000000000e-06;1.0491096710e+00;1.0605243613e+00;1.0600853843e+00;1.0601457399e+00;1.0661661606e+00;1.0612617474e+00;1.0627248603e+00;1.0616504266e+00;1.0682680571e+00;1.0527214970e+00;1.0484341521e+00;1.0564061981e+00;1.0642547322e+00;1.0623624846e+00;1.0568774573e+00;1.0617382931e+00;1.0624383988e+00;1.0882658645e+00;1.0852333404e+00;1.0736444553e+00
2.2000000000e-06;1.0486563823e+00;1.0571398210e+00;1.0565719351e+00;1.0583847120e+00;1.0638743157e+00;1.0611926442e+00;1.0580804593e+00;1.0597125632e+00;1.0650984670e+00;1.0503675726e+00;1.0485504063e+00;1.0542615393e+00;1.0627506570e+00;1.0589941277e+00;1.0528151534e+00;1.0581441598e+00;1.0634311602e+00;1.0855499259e+00;1.0837049226e+00;1.0696810316e+00
2.4000000000e-06;1.0480455586e+00;1.0582304575e+00;1.0595450606e+00;1.0584445110e+00;1.0645527600e+00;1.0583068790e+00;1.0603484471e+00;1.0613810093e+00;1.0666746156e+00;1.0519743253e+00;1.0468144217e+00;1.0564789930e+00;1.0629391428e+00;1.0598222420e+00;1.0543724607e+00;1.0592668822e+00;1.0613904139e+00;1.0876366608e+00;1.0838259006e+00;1.0713398348e+00
2.6000000000e-06;1.0506341437e+00;1.0575648051e+00;1.0568624229e+00;1.0602751029e+00;1.0642910013e+00;1.0600390960e+00;1.0603686465e+00;1.0607009881e+00;1.0663571149e+00;1.0517087720e+00;1.0469500414e+00;1.0559480399e+00;1.0629923010e+00;1.0604241775e+00;1.0534190253e+00;1.0583552588e+00;1.0615891453e+00;1.0856539339e+00;1.0844715483e+00;1.0724871837e+00
2.8000000000e-06;1.0473231514e+00;1.0565004914e+00;1.0569504183e+00;1.0571910862e+00;1.0633914089e+00;1.0581072530e+00;1.0592621447e+00;1.0611060182e+00;1.0642996490e+00;1.0526091781e+00;1.0453101926e+00;1.0556291056e+00;1.0619154742e+00;1.0597095908e+00;1.0529443092e+00;1.0577507064e+00;1.0607169800e+00;1.0857530293e+00;1.0836636265e+00;1.0696823391e+00
3.0000000000e-06;1.0491203035e+00;1.0557613592e+00;1.0596339900e+00;1.0581956463e+00;1.0658727865e+00;1.0600160513e+00;1.0604707037e+00;1.0605253980e+00;1.0671439887e+00;1.0501795518e+00;1.0454941585e+00;1.0563453026e+00;1.0615462172e+00;1.0614676510e+00;1.0542738841e+00;1.0599499222e+00;1.0630263776e+00;1.0880517598e+00;1.0850698323e+00;1.0711872452e+00
3.2000000000e-06;1.0468531877e+00;1.0561118843e+00;1.0574377270e+00;1.0569486201e+00;1.0633417539e+00;1.0575986100e+00;1.0592304603e+00;1.0598212232e+00;1.0646963559e+00;1.0509136682e+00;1.0462031352e+00;1.0541112895e+00;1.0603340628e+00;1.0576982999e+00;1.0545224590e+00;1.0565267716e+00;1.0597325585e+00;1.0851029675e+00;1.0827711289e+00;1.0684208749e+00
3.6000000000e-06;1.0478772447e+00;1.0572438337e+00;1.0579246353e+00;1.0562645572e+00;1.0642033436e+00;1.0600889684e+00;1.0582774980e+00;1.0584593226e+00;1.0644808285e+00;1.0515284121e+00;1.0459756392e+00;1.0552536409e+00;1.0604796011e+00;1.0590829916e+00;1.0534291629e+00;1.0573956307e+00;1.0610560830e+00;1.0859114211e+00;1.0824493225e+00;1.0693884607e+00
4.0000000000e-06;1.0469117406e+00;1.0560383023e+00;1.0573503253e+00;1.0578466279e+00;1.0635640636e+00;1.0586533535e+00;1.0582342676e+00;1.0597121994e+00;1.0655613698e+00;1.0494906184e+00;1.0460600049e+00;1.0536950684e+00;1.0618903785e+00;1.0588851854e+00;1.0544210696e+00;1.0566571647e+00;1.0602970036e+00;1.0846418023e+00;1.0836497911e+00;1.0699028700e+00
4.4000000000e-06;1.0467569146e+00;1.0553058974e+00;1.0559849464e+00;1.0581884752e+00;1.0626490457e+00;1.0573597713e+00;1.0570056435e+00;1.0582234927e+00;1.0658314959e+00;1.0500067732e+00;1.0458106616e+00;1.0544892105e+00;1.0602694152e+00;1.0578403354e+00;1.0533707465e+00;1.0558641761e+00;1.0581766640e+00;1.0847160106e+00;1.0832530850e+00;1.0699391889e+00
4.8000000000e-06;1.0467265670e+00;1.0536177042e+00;1.0557209290e+00;1.0561514478e+00;1.0638514353e+00;1.0573871892e+00;1.0578763951e+00;1.0569907988e+00;1.0647271656e+00;1.0501851989e+00;1.0450754517e+00;1.0550001091e+00;1.0600770443e+00;1.0577961686e+00;1.0527433396e+00;1.0560587002e+00;1.0590557892e+00;1.0845612444e+00;1.0826888858e+00;1.0689922060e+00
5.2000000000e-06;1.0458405615e+00;1.0546216099e+00;1.0554209538e+00;1.0559203691e+00;1.0606409584e+00;1.0558676022e+00;1.0563364293e+00;1.0569919502e+00;1.0645687039e+00;1.0484822824e+00;1.0453662674e+00;1.0539499291e+00;1.0597942940e+00;1.0569055625e+00;1.0524659511e+00;1.0549538425e+00;1.0576788752e+00;1.0855428906e+00;1.0827815876e+00;1.0676823046e+00
5.6000000000e-06;1.0452495383e+00;1.0533339716e+00;1.0550954298e+00;1.0554233266e+00;1.0628680990e+00;1.0554290157e+00;1.0561237773e+00;1.0563068132e+00;1.0640313931e+00;1.0487426675e+00;1.0445170070e+00;1.0532883911e+00;1.0593448806e+00;1.0567798452e+00;1.0515381694e+00;1.0563940982e+00;1.0587861806e+00;1.0845237973e+00;1.0834634662e+00;1.0684886756e+00
6.0000000000e-06;1.0455710076e+00;1.0537114345e+00;1.0546052575e+00;1.0556544534e+00;1.0620997527e+00;1.0566420395e+00;1.0558471409e+00;1.0570629924e+00;1.0636793371e+00;1.0485227359e+00;1.0434893072e+00;1.0526676094e+00;1.0589770672e+00;1.0563996411e+00;1.0519812655e+00;1.0545560210e+00;1.0575831619e+00;1.0843363242e+00;1.0820347476e+00;1.0682029444e+00
6.4000000000e-06;1.0450981865e+00;1.0536283297e+00;1.0541563261e+00;1.0549214956e+00;1.0617407236e+00;1.0558762020e+00;1.0553833625e+00;1.0572600026e+00;1.0631146252e+00;1.0478673008e+00;1.0436415196e+00;1.0526007250e+00;1.0587770431e+00;1.0562770777e+00;1.0505306613e+00;1.0532819252e+00;1.0572694796e+00;1.0838123914e+00;1.0827740152e+00;1.0665681546e+00
7.2000000000e-06;1.0446066472e+00;1.0524533622e+00;1.0537147158e+00;1.0546441362e+00;1.0612066742e+00;1.0548486647e+00;1.0543450746e+00;1.0555320603e+00;1.0631554546e+00;1.0468041132e+00;1.0428547710e+00;1.0524767101e+00;1.0576808503e+00;1.0547785060e+00;1.0509415972e+00;1.0540677553e+00;1.0567283602e+00;1.0827915033e+00;1.0805212576e+00;1.0668624803e+00
8.0000000000e-06;1.0443104871e+00;1.0514641758e+00;1.0535668387e+00;1.0540131255e+00;1.0612562449e+00;1.0543362498e+00;1.0542192459e+00;1.0544056440e+00;1.0632449300e+00;1.0465444481e+00;1.0426234647e+00;1.0517662194e+00;1.0555820399e+00;1.0546789083e+00;1.0495240577e+00;1.0532717767e+00;1.0563560881e+00;1.0832880257e+00;1.0803263567e+00;1.0672332006e+00
8.8000000000e-06;1.0436404755e+00;1.0510451343e+00;1.0521330803e+00;1.0530010584e+00;1.0593615931e+00;1.0525373036e+00;1.0532888024e+00;1.0544327919e+00;1.0620057532e+00;1.0467403221e+00;1.0426090883e+00;1.0509943964e+00;1.0564706653e+00;1.0541548876e+00;1.0492413718e+00;1.0525608532e+00;1.0550934815e+00;1.0822359637e+00;1.0806578228e+00;1.0662084038e+00
9.6000000000e-06;1.0433627275e+00;1.0507547404e+00;1.0516853192e+00;1.0525405173e+00;1.0602171533e+00;1.0523983648e+00;1.0522953366e+00;1.0537152844e+00;1.0617903921e+00;1.0465651911e+00;1.0412988470e+00;1.0503017839e+00;1.0552433474e+00;1.0528933849e+00;1.0488705522e+00;1.0526317834e+00;1.0545319026e+00;1.0814808976e+00;1.0797413618e+00;1.0656359952e+00
1.0400000000e-05;1.0430926504e+00;1.0496842055e+00;1.0508214425e+00;1.0519888540e+00;1.0582480372e+00;1.0522206385e+00;1.0527360653e+00;1.0537456836e+00;1.0620661647e+00;1.0463804130e+00;1.0410343427e+00;1.0499854750e+00;1.0554797423e+00;1.0518399615e+00;1.0482621772e+00;1.0513174799e+00;1.0547870481e+00;1.0811677649e+00;1.0794036789e+00;1.0665457643e+00
1.1200000000e-05;1.0425894815e+00;1.0502366946e+00;1.0503982840e+00;1.0514649998e+00;1.0583824615e+00;1.0521719098e+00;1.0519639782e+00;1.0533948137e+00;1.0611760531e+00;1.0454759746e+00;1.0412039005e+00;1.0493920556e+00;1.0539221598e+00;1.0521857378e+00;1.0485079995e+00;1.0502098501e+00;1.0545506401e+00;1.0805718136e+00;1.0792977808e+00;1.0657930325e+00
1.2000000000e-05;1.0423017962e+00;1.0482878602e+00;1.0496030897e+00;1.0513230103e+00;1.0590714880e+00;1.0516470189e+00;1.0513559412e+00;1.0526663906e+00;1.0607008289e+00;1.0436484560e+00;1.0409244587e+00;1.0493314361e+00;1.0539984983e+00;1.0520327493e+00;1.0480015903e+00;1.0495694454e+00;1.0534780336e+00;1.0800093005e+00;1.0787917562e+00;1.0648368914e+00
1.2800000000e-05;1.0421878207e+00;1.0484518268e+00;1.0503248994e+00;1.0513900080e+00;1.0580158030e+00;1.0504944173e+00;1.0504905235e+00;1.0519636685e+00;1.0606321527e+00;1.0440133248e+00;1.0398734037e+00;1.0486839325e+00;1.0528513303e+00;1.0505773593e+00;1.0474771389e+00;1.0498713332e+00;1.0528098773e+00;1.0801808655e+00;1.0784227633e+00;1.0651960654e+00
1.4400000000e-05;1.0407643116e+00;1.0475629253e+00;1.0479725534e+00;1.0511672965e+00;1.0575017673e+00;1.0497701417e+00;1.0499185956e+00;1.0506149831e+00;1.0602647350e+00;1.0428801258e+00;1.0396750971e+00;1.0479429686e+00;1.0518586766e+00;1.0510634335e+00;1.0468677288e+00;1.0495554976e+00;1.0513836017e+00;1.0798629872e+00;1.0776788751e+00;1.0641309170e+00
1.6000000000e-05;1.0404595156e+00;1.0468515236e+00;1.0487799742e+00;1.0497720261e+00;1.0564464333e+00;1.0485754479e+00;1.0493471754e+00;1.0503960061e+00;1.0593808175e+00;1.0425369482e+00;1.0390440061e+00;1.0474275021e+00;1.0512258880e+00;1.0499897514e+00;1.0455222047e+00;1.0482173636e+00;1.0506693790e+00;1.0791612884e+00;1.0774613539e+00;1.0639279027e+00
1.7600000000e-05;1.0394630083e+00;1.0462327081e+00;1.0478838206e+00;1.0493535861e+00;1.0563976574e+00;1.0478869062e+00;1.0489893164e+00;1.0494264867e+00;1.0589829080e+00;1.0417649889e+00;1.0385400875e+00;1.0465067930e+00;1.0502500293e+00;1.0489996116e+00;1.0448168776e+00;1.0478012064e+00;1.0499793827e+00;1.0786585235e+00;1.0771738539e+00;1.0630939544e+00
1.9200000000e-05;1.0391204483e+00;1.0451684633e+00;1.0463551745e+00;1.0484640336e+00;1.0557614182e+00;1.0476079082e+00;1.0474510350e+00;1.0487956218e+00;1.0585865620e+00;1.0414086890e+00;1.0379333761e+00;1.0458906949e+00;1.0501945191e+00;1.0482380871e+00;1.0448365459e+00;1.0467666207e+00;1.0492477155e+00;1.0777713939e+00;1.0765376506e+00;1.0623764750e+00
2.0800000000e-05;1.0387468172e+00;1.0446451130e+00;1.0458927604e+00;1.0477311388e+00;1.0552997285e+00;1.0464983048e+00;1.0465766122e+00;1.0479719525e+00;1.0585110733e+00;1.0403775416e+00;1.0370017737e+00;1.0450448704e+00;1.0484279579e+00;1.0476044077e+00;1.0437486515e+00;1.0465962086e+00;1.0483726677e+00;1.0775863391e+00;1.0757357399e+00;1.0618730772e+00
2.2400000000e-05;1.0384626415e+00;1.0439096048e+00;1.0453154947e+00;1.0476900736e+00;1.0545455415e+00;1.0460526822e+00;1.0460829666e+00;1.0474356872e+00;1.0580836777e+00;1.0401815347e+00;1.0370100900e+00;1.0445052932e+00;1.0480844728e+00;1.0474185092e+00;1.0435335156e+00;1.0459876530e+00;1.0476264312e+00;1.0762065608e+00;1.0754733435e+00;1.0614461693e+00
2.4000000000e-05;1.0375360633e+00;1.0432989620e+00;1.0449387561e+00;1.0470285734e+00;1.0544316797e+00;1.0455882258e+00;1.0459721465e+00;1.0476051764e+00;1.0574910060e+00;1.0398052276e+00;1.0364974880e+00;1.0445607120e+00;1.0475874150e+00;1.0462127011e+00;1.0421696205e+00;1.0449055140e+00;1.0473966312e+00;1.0760137286e+00;1.0753112732e+00;1.0614117809e+00
2.5600000000e-05;1.0375430540e+00;1.0433022085e+00;1.0444130611e+00;1.0462811311e+00;1.0537768721e+00;1.0452998288e+00;1.0454866404e+00;1.0456942862e+00;1.0571299029e+00;1.0393851256e+00;1.0359919751e+00;1.0438293869e+00;1.0478448088e+00;1.0456463440e+00;1.0426539755e+00;1.0449748164e+00;1.0469290272e+00;1.0759948818e+00;1.0749674100e+00;1.0607672146e+00
2.8800000000e-05;1.0365566312e+00;1.0417663296e+00;1.0426119803e+00;1.0453628433e+00;1.0528550874e+00;1.0440956168e+00;1.0441971575e+00;1.0452374388e+00;1.0564789795e+00;1.0384868844e+00;1.0356252581e+00;1.0429688968e+00;1.0460274102e+00;1.0446803766e+00;1.0412928814e+00;1.0435666788e+00;1.0456283943e+00;1.0755035218e+00;1.0739702966e+00;1.0600690802e+00
3.2000000000e-05;1.0358074216e+00;1.0406709770e+00;1.0423658729e+00;1.0442987909e+00;1.0520725023e+00;1.0430601593e+00;1.0430647194e+00;1.0444606348e+00;1.0562029844e+00;1.0373674626e+00;1.0348515893e+00;1.0423085973e+00;1.0454243332e+00;1.0435211917e+00;1.0405283599e+00;1.0424993497e+00;1.0445397454e+00;1.0744682538e+00;1.0732417352e+00;1.0594079798e+00
3.5200000000e-05;1.0349056210e+00;1.0394954986e+00;1.0410788253e+00;1.0434686840e+00;1.0515311270e+00;1.0421780692e+00;1.0419507250e+00;1.0432650712e+00;1.0555303576e+00;1.0370925107e+00;1.0337456752e+00;1.0417456421e+00;1.0442340716e+00;1.0427955032e+00;1.0394421859e+00;1.0412918096e+00;1.0435076813e+00;1.0736470224e+00;1.0729684856e+00;1.0589887196e+00
3.8400000000e-05;1.0343837256e+00;1.0392771663e+00;1.0401062496e+00;1.0428390222e+00;1.0508401411e+00;1.0410950650e+00;1.0412686640e+00;1.0424950979e+00;1.0546430743e+00;1.0359489443e+00;1.0333256755e+00;1.0407026351e+00;1.0432677456e+00;1.0421467619e+00;1.0390165793e+00;1.0408531498e+00;1.0426422838e+00;1.0730060861e+00;1.0725787735e+00;1.0583635021e+00
4.1600000000e-05;1.0340672021e+00;1.0390593911e+00;1.0393994729e+00;1.0425088752e+00;1.0502302241e+00;1.0406252193e+00;1.0403255130e+00;1.0418594989e+00;1.0542929292e+00;1.0354292504e+00;1.0329042112e+00;1.0399351786e+00;1.0421970409e+00;1.0416265920e+00;1.0381351063e+00;1.0401058015e+00;1.0416510852e+00;1.0724435959e+00;1.0718450820e+00;1.0576188511e+00
4.4800000000e-05;1.0331918522e+00;1.0375012352e+00;1.0384969198e+00;1.0418678034e+00;1.0497693533e+00;1.0396762523e+00;1.0391603602e+00;1.0415874960e+00;1.0538045518e+00;1.0344464800e+00;1.0324391122e+00;1.0397096996e+00;1.0415213887e+00;1.0404309469e+00;1.0374651829e+00;1.0395295783e+00;1.0417009968e+00;1.0718492024e+00;1.0715758852e+00;1.0569159818e+00
4.8000000000e-05;1.0328364751e+00;1.0372940528e+00;1.0377416276e+00;1.0412746160e+00;1.0492688997e+00;1.0387092896e+00;1.0385638506e+00;1.0407420045e+00;1.0535299592e+00;1.0338997512e+00;1.0316901629e+00;1.0387278039e+00;1.0409546221e+00;1.0398327949e+00;1.0371148020e+00;1.0386685619e+00;1.0403250140e+00;1.0716086569e+00;1.0704702606e+00;1.0565679683e+00
5.1200000000e-05;1.0319647666e+00;1.0368970539e+00;1.0373146663e+00;1.0407263106e+00;1.0488797426e+00;1.0384624886e+00;1.0383482405e+00;1.0401033051e+00;1.0531868147e+00;1.0334393836e+00;1.0311542100e+00;1.0383049234e+00;1.0400823170e+00;1.0391234118e+00;1.0364236011e+00;1.0381781264e+00;1.0396545176e+00;1.0706365685e+00;1.0702592126e+00;1.0562455560e+00
5.7600000000e-05;1.0312167123e+00;1.0354121115e+00;1.0360712183e+00;1.0394871339e+00;1.0479078096e+00;1.0369129571e+00;1.0369052358e+00;1.0386714069e+00;1.0525588765e+00;1.0325933863e+00;1.0303770230e+00;1.0371228970e+00;1.0391502539e+00;1.0378233386e+00;1.0353712398e+00;1.0368687645e+00;1.0385593542e+00;1.0698713642e+00;1.0694663773e+00;1.0552189926e+00
6.4000000000e-05;1.0305947081e+00;1.0342750211e+00;1.0347521903e+00;1.0386670236e+00;1.0472500052e+00;1.0361185630e+00;1.0356036101e+00;1.0376209835e+00;1.0517746052e+00;1.0315296195e+00;1.0298609056e+00;1.0364583774e+00;1.0382389036e+00;1.0370284774e+00;1.0342650658e+00;1.0356933618e+00;1.0371246474e+00;1.0690960645e+00;1.0688512151e+00;1.0542860138e+00
7.0400000000e-05;1.0297829372e+00;1.0332052108e+00;1.0340150899e+00;1.0379755064e+00;1.0461189013e+00;1.0348872836e+00;1.0348257682e+00;1.0366469170e+00;1.0510264446e+00;1.0305954739e+00;1.0291076060e+00;1.0353784825e+00;1.0366511445e+00;1.0357066845e+00;1.0334641057e+00;1.0347186294e+00;1.0361397036e+00;1.0684656677e+00;1.0681087227e+00;1.0537207843e+00
7.6800000000e-05;1.0287734065e+00;1.0325820065e+00;1.0328905758e+00;1.0371465449e+00;1.0452867115e+00;1.0340178145e+00;1.0333600611e+00;1.0354492462e+00;1.0502897624e+00;1.0297858316e+00;1.0282404148e+00;1.0345115176e+00;1.0361138480e+00;1.0345753712e+00;1.0324074518e+00;1.0337755868e+00;1.0350165728e+00;1.0674725748e+00;1.0675138697e+00;1.0531160803e+00
8.3200000000e-05;1.0282672769e+00;1.0313852322e+00;1.0322883559e+00;1.0366906710e+00;1.0447193068e+00;1.0329185400e+00;1.0329738227e+00;1.0343780242e+00;1.0501176523e+00;1.0290239529e+00;1.0278361620e+00;1.0338217836e+00;1.0349457360e+00;1.0339900888e+00;1.0317209765e+00;1.0328778430e+00;1.0344208201e+00;1.0669109100e+00;1.0669593509e+00;1.0526339343e+00
8.9600000000e-05;1.0274932060e+00;1.0310189721e+00;1.0313052668e+00;1.0355697925e+00;1.0439366180e+00;1.0321592539e+00;1.0323283281e+00;1.0335674716e+00;1.0494334856e+00;1.0284089936e+00;1.0269652501e+00;1.0330299129e+00;1.0337771053e+00;1.0334066100e+00;1.0313134139e+00;1.0321483226e+00;1.0335173094e+00;1.0658575160e+00;1.0665087934e+00;1.0519239073e+00
9.6000000000e-05;1.0269812088e+00;1.0299331263e+00;1.0304821544e+00;1.0351238208e+00;1.0431207397e+00;1.0313789308e+00;1.0310399017e+00;1.0333606606e+00;1.0488022136e+00;1.0277616339e+00;1.0264392272e+00;1.0326734760e+00;1.0334583349e+00;1.0324150824e+00;1.0302598486e+00;1.0312692734e+00;1.0328002319e+00;1.0655338439e+00;1.0661359472e+00;1.0513275400e+00
1.0240000000e-04;1.0265520545e+00;1.0291264531e+00;1.0295201879e+00;1.0345324438e+00;1.0431576757e+00;1.0302384412e+00;1.0300561830e+00;1.0321614028e+00;1.0484497315e+00;1.0269112315e+00;1.0261450748e+00;1.0317636633e+00;1.0323288349e+00;1.0317909047e+00;1.0296583288e+00;1.0305863813e+00;1.0319879289e+00;1.0649146551e+00;1.0654830265e+00;1.0506939147e+00
1.1520000000e-04;1.0257527124e+00;1.0280329956e+00;1.0285866164e+00;1.0331794960e+00;1.0419028352e+00;1.0290361228e+00;1.0289292577e+00;1.0308903898e+00;1.0477434554e+00;1.0256368149e+00;1.0248426479e+00;1.0307841776e+00;1.0311041759e+00;1.0304102462e+00;1.0285984411e+00;1.0291612292e+00;1.0304913835e+00;1.0640971177e+00;1.0645600014e+00;1.0499567519e+00
1.2800000000e-04;1.0248195391e+00;1.0270070283e+00;1.0271674214e+00;1.0323892009e+00;1.0407396981e+00;1.0278746126e+00;1.0277872923e+00;1.0298112032e+00;1.0466762295e+00;1.0248025160e+00;1.0240131960e+00;1.0296349177e+00;1.0297272846e+00;1.0290010690e+00;1.0273066946e+00;1.0279426033e+00;1.0292131752e+00;1.0631346766e+00;1.0637961857e+00;1.0489191896e+00
1.4080000000e-04;1.0237871050e+00;1.0259688583e+00;1.0260109991e+00;1.0312152289e+00;1.0397322128e+00;1.0268273294e+00;1.0268368748e+00;1.0283684159e+00;1.0459624204e+00;1.0238237233e+00;1.0230730020e+00;1.0286706956e+00;1.0286114708e+00;1.0281109458e+00;1.0264094486e+00;1.0267425670e+00;1.0281855666e+00;1.0620710734e+00;1.0630449499e+00;1.0481341121e+00
1.5360000000e-04;1.0228074502e+00;1.0249363540e+00;1.0252734977e+00;1.0303463911e+00;1.0392808583e+00;1.0259968277e+00;1.0254972724e+00;1.0275157140e+00;1.0455859607e+00;1.0227682990e+00;1.0223833388e+00;1.0277618596e+00;1.0274275172e+00;1.0270772845e+00;1.0254984421e+00;1.0259407116e+00;1.0270751534e+00;1.0613460588e+00;1.0625049299e+00;1.0475489606e+00
1.6640000000e-04;1.0222241610e+00;1.0238997317e+00;1.0241940163e+00;1.0297195502e+00;1.0385092450e+00;1.0249094939e+00;1.0247065504e+00;1.0268648509e+00;1.0448779035e+00;1.0221303137e+00;1.0217945797e+00;1.0268733492e+00;1.0263015647e+00;1.0261041711e+00;1.0246009139e+00;1.0247924233e+00;1.0262409079e+00;1.0606878768e+00;1.0618135803e+00;1.0467045341e+00
1.7920000000e-04;1.0216098860e+00;1.0230781465e+00;1.0233914484e+00;1.0290743999e+00;1.0377770498e+00;1.0240862543e+00;1.0236312791e+00;1.0261130041e+00;1.0446143595e+00;1.0213559966e+00;1.0212746752e+00;1.0262820129e+00;1.0254920168e+00;1.0251751808e+00;1.0238172118e+00;1.0238655873e+00;1.0252975750e+00;1.0600020435e+00;1.0611523149e+00;1.0462270097e+00
1.9200000000e-04;1.0211334993e+00;1.0223321627e+00;1.0227255256e+00;1.0283779307e+00;1.0374323728e+00;1.0233819641e+00;1.0230342795e+00;1.0254774164e+00;1.0440639581e+00;1.0206804626e+00;1.0206268238e+00;1.0255769659e+00;1.0247575615e+00;1.0244998879e+00;1.0232689460e+00;1.0233410000e+00;1.0242980103e+00;1.0591788598e+00;1.0606601770e+00;1.0457507790e+00
2.0480000000e-04;1.0205410195e+00;1.0216012965e+00;1.0220059562e+00;1.0278078015e+00;1.0365854478e+00;1.0226531444e+00;1.0222865456e+00;1.0245580191e+00;1.0436566528e+00;1.0198392715e+00;1.0198633940e+00;1.0249193931e+00;1.0239775894e+00;1.0238137802e+00;1.0226140522e+00;1.0229529811e+00;1.0235623676e+00;1.0586496017e+00;1.0600044962e+00;1.0453039079e+00
2.3040000000e-04;1.0194704328e+00;1.0203922479e+00;1.0207743651e+00;1.0267151187e+00;1.0356419856e+00;1.0211642157e+00;1.0209774775e+00;1.0232682526e+00;1.0426666554e+00;1.0186715304e+00;1.0192598002e+00;1.0238093632e+00;1.0225597249e+00;1.0224574254e+00;1.0215577661e+00;1.0211163755e+00;1.0221779108e+00;1.0576191392e+00;1.0593553808e+00;1.0442518646e+00
