;06_mNG_2_1_1_1;06_mNG_2_2_1_1;06_mNG_2_3_1_1;06_mNG_2_4_1_1;06_mNG_2_5_1_1;06_mNG_2_6_1_1;06_mNG_2_7_1_1;06_mNG_2_8_1_1;06_mNG_2_9_1_1;06_mNG_2_10_1_1;06_mNG_2_11_1_1;06_mNG_2_12_1_1;06_mNG_2_13_1_1;06_mNG_2_14_1_1;06_mNG_2_15_1_1;06_mNG_2_16_1_1;06_mNG_2_17_1_1;06_mNG_2_18_1_1;06_mNG_2_19_1_1;06_mNG_2_20_1_1
1.7920000000e-04;1.0292376298e+00;1.0288419919e+00;1.0306007963e+00;1.0306961012e+00;1.0323210561e+00;1.0333252525e+00;1.0338143899e+00;1.0341439541e+00;1.0351329651e+00;1.0350930018e+00;1.0351239195e+00;1.0359073713e+00;1.0374936693e+00;1.0370977943e+00;1.0369349084e+00;1.0365133901e+00;1.0373847253e+00;1.0380755939e+00;1.0375133560e+00;1.0379037061e+00
1.9200000000e-04;1.0281139538e+00;1.0281626208e+00;1.0293774917e+00;1.0296072884e+00;1.0312037550e+00;1.0321608006e+00;1.0324787176e+00;1.0334041604e+00;1.0337691338e+00;1.0339410651e+00;1.0338985936e+00;1.0343577386e+00;1.0362633765e+00;1.0350311702e+00;1.0358643189e+00;1.0350967706e+00;1.0358783452e+00;1.0365627789e+00;1.0362515056e+00;1.0364372234e+00
2.0480000000e-04;1.0270420888e+00;1.0267529692e+00;1.0282858021e+00;1.0288696388e+00;1.0300357502e+00;1.0307298232e+00;1.0311996939e+00;1.0322598201e+00;1.0320622037e+00;1.0322048206e+00;1.0319735126e+00;1.0326628141e+00;1.0346847011e+00;1.0342043801e+00;1.0340629822e+00;1.0335881638e+00;1.0349294070e+00;1.0349807769e+00;1.0345992287e+00;1.0352773592e+00
2.3040000000e-04;1.0252514348e+00;1.0250459720e+00;1.0262142159e+00;1.0263879835e+00;1.0276790769e+00;1.0288158019e+00;1.0289751682e+00;1.0295759609e+00;1.0299607240e+00;1.0300455150e+00;1.0295440110e+00;1.0305339137e+00;1.0324898274e+00;1.0321480248e+00;1.0315101871e+00;1.0315425693e+00;1.0319820819e+00;1.0325463830e+00;1.0321463591e+00;1.0324875640e+00
2.5600000000e-04;1.0237080278e+00;1.0232949564e+00;1.0246229018e+00;1.0248255285e+00;1.0260621766e+00;1.0272039954e+00;1.0269497334e+00;1.0275374591e+00;1.0279451445e+00;1.0280429078e+00;1.0275809859e+00;1.0284352266e+00;1.0302282234e+00;1.0300393068e+00;1.0295275602e+00;1.0293864278e+00;1.0299079415e+00;1.0302461006e+00;1.0297836240e+00;1.0301583402e+00
2.8160000000e-04;1.0225405688e+00;1.0217146118e+00;1.0229948610e+00;1.0232920531e+00;1.0243412561e+00;1.0252634119e+00;1.0252419845e+00;1.0258970743e+00;1.0262711733e+00;1.0265438692e+00;1.0255970576e+00;1.0266756640e+00;1.0283484162e+00;1.0282183114e+00;1.0275260328e+00;1.0276884822e+00;1.0283708828e+00;1.0287460787e+00;1.0282371473e+00;1.0282435438e+00
3.0720000000e-04;1.0210977022e+00;1.0206157049e+00;1.0216472645e+00;1.0218608093e+00;1.0228729980e+00;1.0240236307e+00;1.0235906295e+00;1.0246249580e+00;1.0245611651e+00;1.0251890108e+00;1.0242355382e+00;1.0250334492e+00;1.0267304743e+00;1.0268223791e+00;1.0260523617e+00;1.0261784943e+00;1.0265521649e+00;1.0270868148e+00;1.0261519554e+00;1.0265856638e+00
3.3280000000e-04;1.0202594507e+00;1.0193842837e+00;1.0204250618e+00;1.0206635142e+00;1.0217195127e+00;1.0224744362e+00;1.0224729824e+00;1.0231375884e+00;1.0232661498e+00;1.0236353994e+00;1.0228523467e+00;1.0238386246e+00;1.0254128184e+00;1.0253393256e+00;1.0245584694e+00;1.0248154899e+00;1.0252651415e+00;1.0255677816e+00;1.0250733824e+00;1.0249145930e+00
3.5840000000e-04;1.0191354409e+00;1.0185166122e+00;1.0194326132e+00;1.0196735556e+00;1.0206712311e+00;1.0212567255e+00;1.0211036206e+00;1.0218390940e+00;1.0221157704e+00;1.0226646649e+00;1.0217318619e+00;1.0226854927e+00;1.0237406927e+00;1.0241004611e+00;1.0235140206e+00;1.0235326691e+00;1.0237391285e+00;1.0240091789e+00;1.0236426841e+00;1.0236970489e+00
3.8400000000e-04;1.0181856924e+00;1.0173815934e+00;1.0181138215e+00;1.0185627512e+00;1.0196282732e+00;1.0203816583e+00;1.0203034840e+00;1.0207909937e+00;1.0208318985e+00;1.0214675725e+00;1.0206248552e+00;1.0220159083e+00;1.0226687175e+00;1.0227073417e+00;1.0222429311e+00;1.0225602603e+00;1.0224578628e+00;1.0232252965e+00;1.0223836445e+00;1.0222559782e+00
4.0960000000e-04;1.0173248463e+00;1.0167344094e+00;1.0175395369e+00;1.0177639312e+00;1.0186512730e+00;1.0190936982e+00;1.0193220192e+00;1.0201836416e+00;1.0195976702e+00;1.0206043544e+00;1.0196363260e+00;1.0207331429e+00;1.0216050126e+00;1.0216545395e+00;1.0215873057e+00;1.0215320255e+00;1.0211020712e+00;1.0221599293e+00;1.0216048437e+00;1.0209133569e+00
4.6080000000e-04;1.0160339158e+00;1.0153212836e+00;1.0160940810e+00;1.0162458274e+00;1.0168286438e+00;1.0176718872e+00;1.0175507648e+00;1.0181189351e+00;1.0182054979e+00;1.0186543935e+00;1.0179666593e+00;1.0191965568e+00;1.0199908733e+00;1.0199510827e+00;1.0195369783e+00;1.0194359243e+00;1.0192555998e+00;1.0201606195e+00;1.0199260676e+00;1.0191364613e+00
5.1200000000e-04;1.0147412925e+00;1.0141168252e+00;1.0147780421e+00;1.0148937983e+00;1.0152569382e+00;1.0162640616e+00;1.0165043818e+00;1.0167943369e+00;1.0169474920e+00;1.0172285683e+00;1.0163655331e+00;1.0173538753e+00;1.0181987031e+00;1.0181205028e+00;1.0177120899e+00;1.0179982453e+00;1.0176842128e+00;1.0186641585e+00;1.0182573799e+00;1.0175090543e+00
5.6320000000e-04;1.0136653911e+00;1.0130952075e+00;1.0137431207e+00;1.0137782570e+00;1.0139392794e+00;1.0149061574e+00;1.0153920168e+00;1.0156267788e+00;1.0158237943e+00;1.0162067990e+00;1.0153375087e+00;1.0164769027e+00;1.0168434928e+00;1.0167486060e+00;1.0161391686e+00;1.0164100075e+00;1.0164728648e+00;1.0172249100e+00;1.0168969160e+00;1.0161925417e+00
6.1440000000e-04;1.0126400466e+00;1.0119717481e+00;1.0128313276e+00;1.0126943400e+00;1.0131025670e+00;1.0139446572e+00;1.0140715850e+00;1.0145026981e+00;1.0144791796e+00;1.0147227860e+00;1.0142619351e+00;1.0148818761e+00;1.0156666092e+00;1.0158612860e+00;1.0152662125e+00;1.0152620186e+00;1.0150676831e+00;1.0162246805e+00;1.0158290071e+00;1.0150134052e+00
6.6560000000e-04;1.0121982262e+00;1.0112590267e+00;1.0119883672e+00;1.0117486009e+00;1.0122842223e+00;1.0129681222e+00;1.0129633195e+00;1.0134284024e+00;1.0134511262e+00;1.0138860322e+00;1.0132312822e+00;1.0140496880e+00;1.0147382741e+00;1.0147951057e+00;1.0144554561e+00;1.0144166288e+00;1.0142474519e+00;1.0152126308e+00;1.0147805811e+00;1.0137160958e+00
7.1680000000e-04;1.0113875915e+00;1.0104782084e+00;1.0113053896e+00;1.0111808830e+00;1.0115896654e+00;1.0121347213e+00;1.0119984947e+00;1.0125335753e+00;1.0127170309e+00;1.0132151844e+00;1.0122990674e+00;1.0130252962e+00;1.0139396853e+00;1.0141041715e+00;1.0135803951e+00;1.0133802784e+00;1.0135500087e+00;1.0141762885e+00;1.0136680047e+00;1.0133034373e+00
7.6800000000e-04;1.0106468409e+00;1.0100183053e+00;1.0105379083e+00;1.0101861838e+00;1.0106894807e+00;1.0114425502e+00;1.0114565255e+00;1.0119304552e+00;1.0118053916e+00;1.0125843478e+00;1.0115438789e+00;1.0122199991e+00;1.0131295451e+00;1.0133188257e+00;1.0128678448e+00;1.0127151290e+00;1.0128492199e+00;1.0133451081e+00;1.0128755382e+00;1.0125749498e+00
8.1920000000e-04;1.0104824787e+00;1.0093389400e+00;1.0100820338e+00;1.0100024018e+00;1.0105266293e+00;1.0111598919e+00;1.0109578486e+00;1.0114916290e+00;1.0113237961e+00;1.0118985887e+00;1.0109297833e+00;1.0116870417e+00;1.0124033818e+00;1.0125473415e+00;1.0122726045e+00;1.0120740084e+00;1.0122842849e+00;1.0127826645e+00;1.0123616709e+00;1.0118794205e+00
9.2160000000e-04;1.0094768190e+00;1.0085119128e+00;1.0087662559e+00;1.0091026857e+00;1.0091377677e+00;1.0100295447e+00;1.0096392245e+00;1.0103278155e+00;1.0100485840e+00;1.0105903177e+00;1.0098900883e+00;1.0103931644e+00;1.0111480061e+00;1.0113392936e+00;1.0109089736e+00;1.0108339456e+00;1.0106992031e+00;1.0114753796e+00;1.0108958521e+00;1.0104297858e+00
1.0240000000e-03;1.0086076412e+00;1.0075866131e+00;1.0078522071e+00;1.0080733667e+00;1.0083610346e+00;1.0089875696e+00;1.0086537655e+00;1.0093676351e+00;1.0094261166e+00;1.0095946519e+00;1.0088194128e+00;1.0095642684e+00;1.0101228694e+00;1.0102455212e+00;1.0097448871e+00;1.0094790984e+00;1.0096839643e+00;1.0102910834e+00;1.0099365482e+00;1.0095735681e+00
1.1264000000e-03;1.0079596467e+00;1.0071624841e+00;1.0072990168e+00;1.0071711403e+00;1.0076867640e+00;1.0082085457e+00;1.0078949664e+00;1.0087157013e+00;1.0085289312e+00;1.0088415221e+00;1.0080335544e+00;1.0087338410e+00;1.0088137240e+00;1.0096716507e+00;1.0091788748e+00;1.0086739941e+00;1.0088057179e+00;1.0092904211e+00;1.0093679284e+00;1.0090393617e+00
1.2288000000e-03;1.0076467941e+00;1.0064499806e+00;1.0067006223e+00;1.0067974588e+00;1.0070573714e+00;1.0076844110e+00;1.0077479746e+00;1.0079094606e+00;1.0078838586e+00;1.0083112756e+00;1.0074133990e+00;1.0081626710e+00;1.0080899896e+00;1.0088500428e+00;1.0085393101e+00;1.0081688771e+00;1.0081498986e+00;1.0085591871e+00;1.0088604722e+00;1.0082772993e+00
1.3312000000e-03;1.0072413502e+00;1.0057878593e+00;1.0062238994e+00;1.0063431886e+00;1.0066275151e+00;1.0073597155e+00;1.0070677474e+00;1.0071984100e+00;1.0074085703e+00;1.0074937986e+00;1.0067991318e+00;1.0074933289e+00;1.0072478478e+00;1.0079657737e+00;1.0078841721e+00;1.0076575099e+00;1.0075435277e+00;1.0081985260e+00;1.0079789937e+00;1.0074419522e+00
1.4336000000e-03;1.0066811637e+00;1.0056561258e+00;1.0056572443e+00;1.0058615670e+00;1.0062217733e+00;1.0064759906e+00;1.0066543632e+00;1.0065119640e+00;1.0066745285e+00;1.0066850103e+00;1.0063901334e+00;1.0072024680e+00;1.0069437020e+00;1.0076437458e+00;1.0069958262e+00;1.0071512067e+00;1.0071006348e+00;1.0075413965e+00;1.0075056514e+00;1.0071219664e+00
1.5360000000e-03;1.0062663545e+00;1.0051435553e+00;1.0053295161e+00;1.0055455717e+00;1.0059367070e+00;1.0059753534e+00;1.0061272373e+00;1.0062009348e+00;1.0063690991e+00;1.0062305450e+00;1.0061912606e+00;1.0066810846e+00;1.0065206222e+00;1.0069770824e+00;1.0066243622e+00;1.0067318271e+00;1.0066082295e+00;1.0069591143e+00;1.0069949944e+00;1.0068198933e+00
1.6384000000e-03;1.0060689977e+00;1.0049827170e+00;1.0048834798e+00;1.0052342847e+00;1.0056062667e+00;1.0057752569e+00;1.0056038391e+00;1.0057279140e+00;1.0061399289e+00;1.0058065398e+00;1.0056400302e+00;1.0062750093e+00;1.0064095258e+00;1.0067843828e+00;1.0062640685e+00;1.0063660869e+00;1.0062220616e+00;1.0067147075e+00;1.0064253240e+00;1.0064557196e+00
1.8432000000e-03;1.0055293847e+00;1.0045832960e+00;1.0043628559e+00;1.0046809772e+00;1.0048695976e+00;1.0049467568e+00;1.0049166948e+00;1.0053558182e+00;1.0056457782e+00;1.0051373933e+00;1.0051616516e+00;1.0055123232e+00;1.0056950651e+00;1.0060236943e+00;1.0054701395e+00;1.0052886179e+00;1.0056128019e+00;1.0061949318e+00;1.0052779010e+00;1.0053268192e+00
2.0480000000e-03;1.0051190851e+00;1.0040414822e+00;1.0038192350e+00;1.0041278915e+00;1.0043048650e+00;1.0046703145e+00;1.0040692065e+00;1.0047936099e+00;1.0048917648e+00;1.0044281305e+00;1.0043526874e+00;1.0050592184e+00;1.0054347677e+00;1.0052608977e+00;1.0050461001e+00;1.0048760932e+00;1.0050072702e+00;1.0056335168e+00;1.0048975286e+00;1.0048493495e+00
2.2528000000e-03;1.0048883952e+00;1.0035479352e+00;1.0033103205e+00;1.0036241306e+00;1.0040944414e+00;1.0042438141e+00;1.0039318826e+00;1.0042330990e+00;1.0043669076e+00;1.0042601615e+00;1.0039984725e+00;1.0041424090e+00;1.0052282560e+00;1.0045899838e+00;1.0045019910e+00;1.0043490268e+00;1.0046205695e+00;1.0048839874e+00;1.0045425555e+00;1.0041800109e+00
2.4576000000e-03;1.0046947334e+00;1.0031249057e+00;1.0032697814e+00;1.0034416388e+00;1.0039459753e+00;1.0040429028e+00;1.0035058876e+00;1.0040580719e+00;1.0039441024e+00;1.0036729424e+00;1.0036508927e+00;1.0038156568e+00;1.0049027080e+00;1.0038798639e+00;1.0041104984e+00;1.0038592764e+00;1.0040040597e+00;1.0043678929e+00;1.0039679647e+00;1.0038590468e+00
2.6624000000e-03;1.0041503024e+00;1.0027628541e+00;1.0030550796e+00;1.0030702235e+00;1.0035428904e+00;1.0038755364e+00;1.0033182964e+00;1.0032886832e+00;1.0036143746e+00;1.0032720490e+00;1.0033521921e+00;1.0033112396e+00;1.0045720168e+00;1.0035723034e+00;1.0039382099e+00;1.0035456789e+00;1.0038616604e+00;1.0036524307e+00;1.0036651975e+00;1.0037057974e+00
2.8672000000e-03;1.0036441629e+00;1.0025082574e+00;1.0026540990e+00;1.0029274383e+00;1.0030641661e+00;1.0033594383e+00;1.0029491151e+00;1.0030039940e+00;1.0034325873e+00;1.0032491955e+00;1.0031139131e+00;1.0033217880e+00;1.0042779316e+00;1.0032042700e+00;1.0037207220e+00;1.0033536663e+00;1.0033716037e+00;1.0031344761e+00;1.0032038085e+00;1.0032999512e+00
3.0720000000e-03;1.0036553378e+00;1.0024233727e+00;1.0027700186e+00;1.0028492774e+00;1.0027576460e+00;1.0030561444e+00;1.0027766372e+00;1.0029917109e+00;1.0030793664e+00;1.0028707492e+00;1.0030452947e+00;1.0031226059e+00;1.0037311040e+00;1.0030468783e+00;1.0033812148e+00;1.0031275809e+00;1.0031157065e+00;1.0031461184e+00;1.0028113689e+00;1.0030202583e+00
3.2768000000e-03;1.0036358513e+00;1.0024347544e+00;1.0026494025e+00;1.0026355794e+00;1.0024823328e+00;1.0027808760e+00;1.0027315673e+00;1.0025997994e+00;1.0027734420e+00;1.0032205063e+00;1.0029943310e+00;1.0026129056e+00;1.0033764719e+00;1.0028262858e+00;1.0031574881e+00;1.0027296228e+00;1.0029333441e+00;1.0031326447e+00;1.0030079500e+00;1.0027147360e+00
3.6864000000e-03;1.0034585755e+00;1.0022371278e+00;1.0019256965e+00;1.0024055513e+00;1.0022210637e+00;1.0023275963e+00;1.0024114936e+00;1.0022376345e+00;1.0024954944e+00;1.0024272462e+00;1.0026660941e+00;1.0025408774e+00;1.0029289753e+00;1.0025602717e+00;1.0029009184e+00;1.0025932178e+00;1.0027160168e+00;1.0029016338e+00;1.0027792428e+00;1.0024882758e+00
4.0960000000e-03;1.0033003030e+00;1.0021662672e+00;1.0015704090e+00;1.0022228166e+00;1.0020176345e+00;1.0022208533e+00;1.0022175144e+00;1.0020914470e+00;1.0021810691e+00;1.0024869737e+00;1.0024997314e+00;1.0018652572e+00;1.0028360080e+00;1.0023413444e+00;1.0024293743e+00;1.0023476354e+00;1.0021461531e+00;1.0024309786e+00;1.0027835557e+00;1.0019588950e+00
4.5056000000e-03;1.0030884045e+00;1.0017437902e+00;1.0015884203e+00;1.0018911530e+00;1.0017080571e+00;1.0021032563e+00;1.0018015857e+00;1.0018212490e+00;1.0021762886e+00;1.0021606188e+00;1.0022481179e+00;1.0015856389e+00;1.0020813063e+00;1.0022688971e+00;1.0023188470e+00;1.0022166433e+00;1.0016057368e+00;1.0024401431e+00;1.0023809824e+00;1.0016878743e+00
4.9152000000e-03;1.0028303321e+00;1.0014716120e+00;1.0016499145e+00;1.0016112827e+00;1.0018479582e+00;1.0018377986e+00;1.0018376359e+00;1.0013749738e+00;1.0019344290e+00;1.0018109082e+00;1.0017262175e+00;1.0015191983e+00;1.0018737759e+00;1.0020199308e+00;1.0020786534e+00;1.0021797845e+00;1.0015935540e+00;1.0022131288e+00;1.0022267780e+00;1.0017858086e+00
5.3248000000e-03;1.0023828100e+00;1.0013978777e+00;1.0015374982e+00;1.0015988900e+00;1.0015670301e+00;1.0014131973e+00;1.0018007812e+00;1.0013553279e+00;1.0015574974e+00;1.0016155265e+00;1.0016801027e+00;1.0016980110e+00;1.0017683335e+00;1.0016102946e+00;1.0016064925e+00;1.0016371863e+00;1.0014930883e+00;1.0017099725e+00;1.0016410617e+00;1.0016594857e+00
5.7344000000e-03;1.0022940946e+00;1.0014831229e+00;1.0015396897e+00;1.0015138616e+00;1.0015262672e+00;1.0012000491e+00;1.0016267128e+00;1.0013385769e+00;1.0015467876e+00;1.0014909739e+00;1.0016458432e+00;1.0018057421e+00;1.0016765305e+00;1.0013677211e+00;1.0012877124e+00;1.0014254981e+00;1.0015840757e+00;1.0016421850e+00;1.0017742773e+00;1.0018298526e+00
6.1440000000e-03;1.0022738148e+00;1.0015113973e+00;1.0014591892e+00;1.0014281475e+00;1.0013966939e+00;1.0009602600e+00;1.0015255379e+00;1.0010816531e+00;1.0010840629e+00;1.0013257958e+00;1.0015381828e+00;1.0020562141e+00;1.0014448933e+00;1.0010938456e+00;1.0012980436e+00;1.0013752055e+00;1.0011921661e+00;1.0013336005e+00;1.0012961147e+00;1.0016641193e+00
6.5536000000e-03;1.0021980639e+00;1.0013439033e+00;1.0011686457e+00;1.0012978138e+00;1.0010964252e+00;1.0008478129e+00;1.0012688863e+00;1.0010379911e+00;1.0006448393e+00;1.0011175143e+00;1.0015952556e+00;1.0019662220e+00;1.0015446032e+00;1.0009648835e+00;1.0012174669e+00;1.0012750736e+00;1.0008129333e+00;1.0014088937e+00;1.0009907552e+00;1.0016164973e+00
7.3728000000e-03;1.0019917848e+00;1.0010538864e+00;1.0015189668e+00;1.0007498072e+00;1.0010905728e+00;1.0004235918e+00;1.0010742137e+00;1.0011783042e+00;1.0009090421e+00;1.0008440939e+00;1.0008110845e+00;1.0013420188e+00;1.0013344960e+00;1.0007276660e+00;1.0012449905e+00;1.0009123124e+00;1.0006499429e+00;1.0010360953e+00;1.0008647298e+00;1.0013267798e+00
8.1920000000e-03;1.0019347043e+00;1.0009286421e+00;1.0012275210e+00;1.0007265343e+00;1.0009065606e+00;1.0007923435e+00;1.0011207372e+00;1.0006142381e+00;1.0008194934e+00;1.0007578164e+00;1.0011385179e+00;1.0012514408e+00;1.0012291322e+00;1.0004338059e+00;1.0012202115e+00;1.0006830455e+00;1.0009664546e+00;1.0005487477e+00;1.0005744459e+00;1.0009824358e+00
9.0112000000e-03;1.0019191666e+00;1.0007979477e+00;1.0011371155e+00;1.0009791474e+00;1.0006559123e+00;1.0006331187e+00;1.0009735035e+00;1.0002027521e+00;1.0005468393e+00;1.0004478697e+00;1.0010151679e+00;1.0009385135e+00;1.0012928687e+00;1.0002007998e+00;1.0009747181e+00;1.0007426484e+00;1.0005593615e+00;1.0005949685e+00;1.0007841901e+00;1.0008883411e+00
9.8304000000e-03;1.0018250382e+00;1.0010308798e+00;1.0008876360e+00;1.0007547071e+00;1.0005959038e+00;1.0007369616e+00;1.0006515705e+00;1.0004459017e+00;1.0005380149e+00;1.0003556662e+00;1.0008265872e+00;1.0009570154e+00;1.0013397348e+00;1.0004496726e+00;1.0005569375e+00;1.0008784672e+00;1.0002554065e+00;1.0006983328e+00;1.0008343112e+00;1.0008084291e+00
1.0649600000e-02;1.0014323824e+00;1.0008639100e+00;1.0007400704e+00;1.0004172196e+00;1.0005001774e+00;1.0008351766e+00;1.0005582872e+00;1.0003511904e+00;1.0006802823e+00;1.0005812562e+00;1.0006279363e+00;1.0010583611e+00;1.0012849961e+00;1.0002823759e+00;1.0006353215e+00;1.0005654377e+00;1.0002085493e+00;1.0003983281e+00;1.0006854215e+00;1.0005225159e+00
1.1468800000e-02;1.0013871683e+00;1.0005928852e+00;1.0005027539e+00;1.0007233931e+00;1.0002832858e+00;1.0006585026e+00;1.0003541979e+00;1.0004022336e+00;1.0007236364e+00;1.0005143360e+00;1.0003770744e+00;1.0010282343e+00;1.0010760001e+00;1.0001836208e+00;1.0009649597e+00;1.0006460891e+00;1.0005485183e+00;1.0003469527e+00;1.0007976234e+00;1.0003256635e+00
1.2288000000e-02;1.0015403126e+00;1.0006772852e+00;1.0004370805e+00;1.0004574144e+00;1.0004483266e+00;1.0005710398e+00;1.0003964632e+00;1.0003644393e+00;1.0006190832e+00;1.0004518562e+00;1.0001942337e+00;1.0011073310e+00;1.0009395246e+00;1.0001359845e+00;1.0012622035e+00;1.0008475097e+00;1.0003557485e+00;1.0005348952e+00;1.0005414580e+00;1.0005714282e+00
1.3107200000e-02;1.0015785761e+00;1.0008188785e+00;1.0004545300e+00;1.0003171794e+00;1.0000192141e+00;1.0005957110e+00;1.0005602381e+00;1.0002793521e+00;1.0007093212e+00;1.0005069567e+00;1.0002610492e+00;1.0010695434e+00;1.0007750958e+00;1.0000230034e+00;1.0010590140e+00;1.0010114535e+00;1.0001941622e+00;1.0004965626e+00;1.0004551049e+00;1.0004888685e+00
1.4745600000e-02;1.0016420057e+00;1.0007925824e+00;1.0005022167e+00;1.0004762510e+00;1.0003052035e+00;1.0003729609e+00;1.0004572391e+00;1.0001309513e+00;1.0004645901e+00;1.0005955487e+00;1.0003770354e+00;1.0005980385e+00;1.0005154971e+00;1.0000427364e+00;1.0005478818e+00;1.0005621947e+00;1.0001423047e+00;1.0001765614e+00;1.0005982050e+00;1.0004774232e+00
1.6384000000e-02;1.0011960946e+00;1.0006543406e+00;1.0006929708e+00;1.0004094190e+00;1.0004482287e+00;1.0001748530e+00;1.0004949411e+00;9.9974840599e-01;1.0005056460e+00;1.0009642814e+00;1.0004824048e+00;1.0010937650e+00;1.0004839131e+00;1.0001372354e+00;1.0000815827e+00;1.0003676401e+00;1.0005574817e+00;1.0003056396e+00;1.0005977041e+00;1.0003108152e+00
1.8022400000e-02;1.0012845638e+00;1.0006291902e+00;1.0003265030e+00;1.0003648332e+00;1.0005193436e+00;1.0005486596e+00;1.0007280071e+00;9.9989213745e-01;9.9999747520e-01;1.0006619640e+00;1.0003738070e+00;1.0009594986e+00;1.0002673744e+00;1.0000349060e+00;1.0001068343e+00;1.0004732460e+00;1.0003812714e+00;1.0005012782e+00;1.0004335130e+00;1.0003252082e+00
1.9660800000e-02;1.0013143794e+00;1.0006060140e+00;1.0002950378e+00;1.0005051567e+00;1.0003760764e+00;1.0005862220e+00;1.0004593138e+00;1.0000844907e+00;1.0000168447e+00;1.0006363159e+00;9.9999572717e-01;1.0009297347e+00;1.0003101607e+00;9.9986436213e-01;1.0002582416e+00;1.0005974367e+00;1.0008058450e+00;1.0004267746e+00;1.0006393208e+00;1.0003521379e+00
2.1299200000e-02;1.0012256188e+00;1.0005803051e+00;1.0002256126e+00;1.0003751449e+00;1.0002550535e+00;1.0003469018e+00;1.0002636649e+00;1.0002301405e+00;9.9989408637e-01;1.0007550017e+00;9.9982065875e-01;1.0008960165e+00;1.0001419358e+00;1.0001473235e+00;1.0003229099e+00;1.0002837856e+00;1.0009146242e+00;1.0001521457e+00;1.0003389888e+00;9.9986037038e-01
2.2937600000e-02;1.0013793926e+00;1.0005377695e+00;1.0003854533e+00;1.0001609628e+00;1.0003031273e+00;1.0003410622e+00;1.0001516960e+00;1.0003454646e+00;9.9995265222e-01;1.0008476500e+00;1.0002364667e+00;1.0005619492e+00;1.0002172597e+00;1.0001576640e+00;9.9977244917e-01;1.0003592773e+00;1.0007210362e+00;9.9985906565e-01;1.0000957898e+00;1.0001229593e+00
2.4576000000e-02;1.0013949947e+00;1.0006148812e+00;1.0003519672e+00;9.9997724564e-01;1.0003246511e+00;9.9999137055e-01;1.0003637820e+00;1.0005682414e+00;1.0004009775e+00;1.0005820178e+00;1.0002308862e+00;1.0003424857e+00;1.0003080855e+00;1.0001165426e+00;9.9945857088e-01;1.0004301825e+00;1.0005935579e+00;1.0000992377e+00;1.0003217137e+00;1.0000219197e+00
2.6214400000e-02;1.0012472182e+00;1.0005063676e+00;1.0002900659e+00;1.0001719439e+00;1.0005574060e+00;1.0000635893e+00;1.0005781632e+00;1.0003028991e+00;1.0004076442e+00;1.0005485663e+00;1.0002528874e+00;1.0005064585e+00;1.0002253300e+00;9.9996504869e-01;9.9983320314e-01;1.0005445954e+00;1.0001530182e+00;1.0004716041e+00;1.0002241274e+00;9.9988574967e-01
2.9491200000e-02;1.0013386207e+00;1.0006154891e+00;1.0001635928e+00;1.0003318683e+00;1.0000764273e+00;1.0001612880e+00;1.0002036360e+00;1.0002400818e+00;1.0001869641e+00;1.0005021066e+00;1.0005427927e+00;1.0000025024e+00;1.0004732276e+00;1.0001354007e+00;1.0000341630e+00;1.0002692997e+00;1.0001060835e+00;1.0002263650e+00;1.0002616201e+00;1.0000256171e+00
3.2768000000e-02;1.0013167550e+00;1.0004872283e+00;1.0000567815e+00;1.0003407619e+00;1.0004545194e+00;1.0001487492e+00;1.0001657612e+00;1.0001075851e+00;1.0002332284e+00;1.0005871895e+00;1.0005727778e+00;1.0003564625e+00;1.0002352362e+00;1.0003372496e+00;1.0000239396e+00;1.0001418087e+00;1.0001875422e+00;1.0003889907e+00;1.0000915630e+00;1.0001401501e+00
3.6044800000e-02;1.0014151273e+00;1.0002275772e+00;1.0000071194e+00;1.0002242467e+00;1.0001958071e+00;9.9990869948e-01;1.0002165210e+00;1.0000935047e+00;1.0001816869e+00;1.0003636595e+00;1.0003936864e+00;1.0003416222e+00;1.0000229516e+00;1.0003819999e+00;1.0001115334e+00;1.0000497841e+00;1.0002464812e+00;1.0003332887e+00;1.0003146738e+00;9.9964772981e-01
3.9321600000e-02;1.0013828157e+00;1.0002004435e+00;1.0002218537e+00;1.0002428751e+00;1.0002532881e+00;9.9988775582e-01;1.0004926665e+00;1.0004067822e+00;1.0002862323e+00;1.0002361577e+00;1.0005050152e+00;1.0002876660e+00;1.0003075478e+00;1.0002057411e+00;1.0001520899e+00;1.0003847605e+00;1.0000344321e+00;1.0004159006e+00;1.0000763863e+00;9.9998119436e-01
4.2598400000e-02;1.0012786279e+00;1.0002576214e+00;1.0001260013e+00;1.0004481954e+00;1.0001766609e+00;1.0000060361e+00;1.0002837762e+00;1.0002478193e+00;1.0001600713e+00;1.0002530791e+00;1.0005793812e+00;1.0001570777e+00;1.0000385995e+00;9.9993976625e-01;1.0003842136e+00;1.0005470362e+00;1.0002735878e+00;1.0001024093e+00;9.9982983682e-01;1.0000634139e+00
4.5875200000e-02;1.0010034211e+00;1.0004682993e+00;1.0001693124e+00;1.0000101570e+00;1.0003571960e+00;1.0003431841e+00;1.0001525991e+00;1.0000524458e+00;9.9984644184e-01;1.0003227602e+00;1.0003075419e+00;9.9995404196e-01;9.9995488407e-01;1.0000086750e+00;1.0000769441e+00;1.0002089021e+00;1.0004658173e+00;1.0002169974e+00;9.9993618418e-01;9.9989092779e-01
