;05_DP_3_1_1_1;05_DP_3_2_1_1;05_DP_3_3_1_1;05_DP_3_4_1_1;05_DP_3_5_1_1;05_DP_3_6_1_1;05_DP_3_7_1_1;05_DP_3_8_1_1;05_DP_3_9_1_1;05_DP_3_10_1_1;05_DP_3_11_1_1;05_DP_3_12_1_1;05_DP_3_13_1_1;05_DP_3_14_1_1;05_DP_3_15_1_1;05_DP_3_16_1_1;05_DP_3_17_1_1;05_DP_3_18_1_1;05_DP_3_19_1_1;05_DP_3_20_1_1
1.5360000000e-04;1.0291881864e+00;1.0291845312e+00;1.0285058599e+00;1.0290524437e+00;1.0297107422e+00;1.0305321792e+00;1.0299038335e+00;1.0299835155e+00;1.0303740169e+00;1.0307469359e+00;1.0309596692e+00;1.0316275740e+00;1.0309746650e+00;1.0321868269e+00;1.0321899743e+00;1.0321993920e+00;1.0324942231e+00;1.0332024906e+00;1.0328506884e+00;1.0329235090e+00
1.6640000000e-04;1.0278858964e+00;1.0280871088e+00;1.0272759054e+00;1.0279277698e+00;1.0283461016e+00;1.0292298203e+00;1.0289049056e+00;1.0289997746e+00;1.0293433047e+00;1.0293626489e+00;1.0297212307e+00;1.0304572755e+00;1.0296864604e+00;1.0310289154e+00;1.0308304873e+00;1.0310712411e+00;1.0313624157e+00;1.0317828594e+00;1.0315199554e+00;1.0316521048e+00
1.7920000000e-04;1.0268427621e+00;1.0270856138e+00;1.0262132505e+00;1.0270320319e+00;1.0272770326e+00;1.0282311376e+00;1.0277917433e+00;1.0280040080e+00;1.0282782163e+00;1.0282382449e+00;1.0287242976e+00;1.0292309726e+00;1.0287559544e+00;1.0299359381e+00;1.0298686169e+00;1.0299143438e+00;1.0305372262e+00;1.0307368036e+00;1.0304126905e+00;1.0303975863e+00
1.9200000000e-04;1.0259938368e+00;1.0262092924e+00;1.0252291864e+00;1.0259754635e+00;1.0265566457e+00;1.0272720014e+00;1.0268640856e+00;1.0271000746e+00;1.0271365481e+00;1.0272812164e+00;1.0277636581e+00;1.0284176596e+00;1.0277925686e+00;1.0290975001e+00;1.0287132032e+00;1.0289461307e+00;1.0293448355e+00;1.0295700820e+00;1.0295022094e+00;1.0295255489e+00
2.0480000000e-04;1.0251671823e+00;1.0252545718e+00;1.0243712201e+00;1.0253317178e+00;1.0255093609e+00;1.0263668678e+00;1.0257471599e+00;1.0261811550e+00;1.0264034122e+00;1.0264302279e+00;1.0267530490e+00;1.0273770734e+00;1.0267123433e+00;1.0279714654e+00;1.0276953298e+00;1.0280804678e+00;1.0284197773e+00;1.0284574857e+00;1.0287472121e+00;1.0287483402e+00
2.3040000000e-04;1.0237585053e+00;1.0237190579e+00;1.0228641847e+00;1.0237868125e+00;1.0237660060e+00;1.0246916639e+00;1.0243578409e+00;1.0244228951e+00;1.0247363483e+00;1.0247482231e+00;1.0251554980e+00;1.0257079772e+00;1.0250663884e+00;1.0263537521e+00;1.0259802571e+00;1.0263167436e+00;1.0266321280e+00;1.0269200544e+00;1.0267798613e+00;1.0266839144e+00
2.5600000000e-04;1.0224467756e+00;1.0223275703e+00;1.0216118944e+00;1.0225995218e+00;1.0223855758e+00;1.0233634686e+00;1.0229628729e+00;1.0230389030e+00;1.0232878446e+00;1.0231345393e+00;1.0236651332e+00;1.0242594847e+00;1.0236977870e+00;1.0247912774e+00;1.0243806147e+00;1.0248971869e+00;1.0251675371e+00;1.0253044490e+00;1.0252398234e+00;1.0250277411e+00
2.8160000000e-04;1.0212199404e+00;1.0210898978e+00;1.0206151327e+00;1.0213724004e+00;1.0210674501e+00;1.0222005281e+00;1.0217050250e+00;1.0216493147e+00;1.0219034089e+00;1.0218658473e+00;1.0223993864e+00;1.0230855704e+00;1.0223438268e+00;1.0234452482e+00;1.0231826074e+00;1.0236436764e+00;1.0235957574e+00;1.0238218963e+00;1.0239176373e+00;1.0237553892e+00
3.0720000000e-04;1.0199901503e+00;1.0201539958e+00;1.0195025045e+00;1.0201683851e+00;1.0199411277e+00;1.0208978902e+00;1.0206409704e+00;1.0206988216e+00;1.0211723677e+00;1.0209092434e+00;1.0213543592e+00;1.0220252198e+00;1.0212693880e+00;1.0223178254e+00;1.0218794252e+00;1.0224292002e+00;1.0224339584e+00;1.0227753036e+00;1.0228408333e+00;1.0226674426e+00
3.3280000000e-04;1.0192894185e+00;1.0191617006e+00;1.0185398548e+00;1.0189333636e+00;1.0191479593e+00;1.0200876042e+00;1.0195153114e+00;1.0196756373e+00;1.0199559217e+00;1.0199319969e+00;1.0202091334e+00;1.0210086425e+00;1.0202528316e+00;1.0210526711e+00;1.0211102835e+00;1.0212500546e+00;1.0214190043e+00;1.0215490284e+00;1.0215127278e+00;1.0216443405e+00
3.5840000000e-04;1.0184727000e+00;1.0181448973e+00;1.0176932560e+00;1.0183655909e+00;1.0182123303e+00;1.0189799951e+00;1.0186683426e+00;1.0188531117e+00;1.0190288545e+00;1.0190883505e+00;1.0191959714e+00;1.0200935726e+00;1.0191636209e+00;1.0202382121e+00;1.0198394241e+00;1.0203836576e+00;1.0205200498e+00;1.0204963244e+00;1.0206911749e+00;1.0204231437e+00
3.8400000000e-04;1.0176661602e+00;1.0175588977e+00;1.0168928233e+00;1.0174645413e+00;1.0173752448e+00;1.0183154203e+00;1.0179031654e+00;1.0179766528e+00;1.0181349990e+00;1.0179840768e+00;1.0184167201e+00;1.0190669997e+00;1.0183599514e+00;1.0192771211e+00;1.0188220631e+00;1.0194808029e+00;1.0195845186e+00;1.0194281402e+00;1.0197938882e+00;1.0196576966e+00
4.0960000000e-04;1.0169591489e+00;1.0166438436e+00;1.0161046340e+00;1.0166653368e+00;1.0167137081e+00;1.0173954383e+00;1.0171228673e+00;1.0170702091e+00;1.0175252531e+00;1.0174065334e+00;1.0175486309e+00;1.0185404001e+00;1.0175365592e+00;1.0185341780e+00;1.0183092687e+00;1.0186375689e+00;1.0187598579e+00;1.0186563142e+00;1.0189423542e+00;1.0188568702e+00
4.6080000000e-04;1.0156678342e+00;1.0154993620e+00;1.0147750163e+00;1.0154541561e+00;1.0152688092e+00;1.0162804524e+00;1.0158325704e+00;1.0158025303e+00;1.0162041814e+00;1.0160231807e+00;1.0162582723e+00;1.0170320800e+00;1.0160646490e+00;1.0170753931e+00;1.0170020122e+00;1.0171975633e+00;1.0174611257e+00;1.0173827215e+00;1.0176834834e+00;1.0174835918e+00
5.1200000000e-04;1.0146096488e+00;1.0143278882e+00;1.0138065274e+00;1.0144858503e+00;1.0144097994e+00;1.0152395979e+00;1.0146487019e+00;1.0147184805e+00;1.0149287111e+00;1.0148261573e+00;1.0151053422e+00;1.0159535166e+00;1.0150036757e+00;1.0159983686e+00;1.0158241580e+00;1.0159173665e+00;1.0162693546e+00;1.0161280488e+00;1.0164701880e+00;1.0163391939e+00
5.6320000000e-04;1.0135856105e+00;1.0133863392e+00;1.0129329258e+00;1.0135520941e+00;1.0136572528e+00;1.0141634768e+00;1.0136227787e+00;1.0137039675e+00;1.0138909258e+00;1.0137970352e+00;1.0142288243e+00;1.0150118865e+00;1.0140581599e+00;1.0150608162e+00;1.0147593429e+00;1.0149447702e+00;1.0152615780e+00;1.0151827349e+00;1.0153739783e+00;1.0151957936e+00
6.1440000000e-04;1.0127563196e+00;1.0124949711e+00;1.0121956519e+00;1.0128773696e+00;1.0125943850e+00;1.0133426042e+00;1.0128625754e+00;1.0130257898e+00;1.0129311122e+00;1.0128973626e+00;1.0133722535e+00;1.0140643284e+00;1.0131368217e+00;1.0141078499e+00;1.0139093010e+00;1.0141431216e+00;1.0140302408e+00;1.0140094300e+00;1.0145059492e+00;1.0142762556e+00
6.6560000000e-04;1.0121709606e+00;1.0117419282e+00;1.0114390121e+00;1.0120880273e+00;1.0119752007e+00;1.0126337603e+00;1.0119352657e+00;1.0123571395e+00;1.0121836633e+00;1.0120477280e+00;1.0124676561e+00;1.0132423630e+00;1.0120978371e+00;1.0131972751e+00;1.0131326532e+00;1.0132437518e+00;1.0132966319e+00;1.0131847361e+00;1.0139325824e+00;1.0134510150e+00
7.1680000000e-04;1.0114380297e+00;1.0111793504e+00;1.0109977878e+00;1.0114009980e+00;1.0114328829e+00;1.0118869105e+00;1.0112434933e+00;1.0117354575e+00;1.0115675187e+00;1.0113687729e+00;1.0118662381e+00;1.0125539016e+00;1.0113542372e+00;1.0125537530e+00;1.0124326963e+00;1.0125462034e+00;1.0125399893e+00;1.0122560630e+00;1.0130544942e+00;1.0127359861e+00
7.6800000000e-04;1.0109569063e+00;1.0105538984e+00;1.0102732261e+00;1.0107495763e+00;1.0109372771e+00;1.0113379017e+00;1.0106068271e+00;1.0110636562e+00;1.0110823490e+00;1.0107404030e+00;1.0113367027e+00;1.0118643929e+00;1.0108341055e+00;1.0119846232e+00;1.0118875693e+00;1.0120614146e+00;1.0119627358e+00;1.0117992101e+00;1.0125093013e+00;1.0121906554e+00
8.1920000000e-04;1.0104008126e+00;1.0101584376e+00;1.0099353750e+00;1.0102124997e+00;1.0103219177e+00;1.0106640538e+00;1.0101176546e+00;1.0105893640e+00;1.0105671733e+00;1.0103204604e+00;1.0108421910e+00;1.0113701510e+00;1.0103868045e+00;1.0113791666e+00;1.0113434170e+00;1.0115468610e+00;1.0113781421e+00;1.0111601024e+00;1.0120770431e+00;1.0116604092e+00
9.2160000000e-04;1.0093836049e+00;1.0091653805e+00;1.0090036834e+00;1.0092655807e+00;1.0094274929e+00;1.0095452486e+00;1.0092956957e+00;1.0095554227e+00;1.0096270209e+00;1.0093724569e+00;1.0098248199e+00;1.0103224707e+00;1.0094372999e+00;1.0101918777e+00;1.0102453263e+00;1.0103850148e+00;1.0104632916e+00;1.0102684837e+00;1.0108051053e+00;1.0106624905e+00
1.0240000000e-03;1.0086213175e+00;1.0085198404e+00;1.0082001352e+00;1.0084087996e+00;1.0087611881e+00;1.0086056980e+00;1.0085337181e+00;1.0086845672e+00;1.0088828059e+00;1.0085847029e+00;1.0090054339e+00;1.0096441441e+00;1.0086751152e+00;1.0094126707e+00;1.0092977662e+00;1.0095742558e+00;1.0097465261e+00;1.0093203748e+00;1.0097885390e+00;1.0097244138e+00
1.1264000000e-03;1.0079928571e+00;1.0078059086e+00;1.0075804331e+00;1.0077598827e+00;1.0080709445e+00;1.0079999595e+00;1.0078380768e+00;1.0079314425e+00;1.0083945868e+00;1.0079076232e+00;1.0081861828e+00;1.0088312389e+00;1.0079317716e+00;1.0086659861e+00;1.0084571003e+00;1.0088811904e+00;1.0089791620e+00;1.0086421585e+00;1.0088969904e+00;1.0088933946e+00
1.2288000000e-03;1.0074212755e+00;1.0073183367e+00;1.0069017774e+00;1.0072164949e+00;1.0074674016e+00;1.0074039584e+00;1.0073679602e+00;1.0074158066e+00;1.0078687361e+00;1.0073670152e+00;1.0075766014e+00;1.0083036264e+00;1.0072297561e+00;1.0079256542e+00;1.0080009750e+00;1.0082220161e+00;1.0084740620e+00;1.0079602254e+00;1.0082702429e+00;1.0081711291e+00
1.3312000000e-03;1.0070173468e+00;1.0068837603e+00;1.0065050811e+00;1.0066984973e+00;1.0068353329e+00;1.0069874931e+00;1.0067302215e+00;1.0069998832e+00;1.0074170616e+00;1.0067861812e+00;1.0070159686e+00;1.0076923938e+00;1.0068070134e+00;1.0075398114e+00;1.0074383092e+00;1.0076296031e+00;1.0078776677e+00;1.0074414120e+00;1.0077213682e+00;1.0075844933e+00
1.4336000000e-03;1.0064036146e+00;1.0064468647e+00;1.0062011004e+00;1.0060525865e+00;1.0062276054e+00;1.0067708828e+00;1.0063720015e+00;1.0065697422e+00;1.0071256811e+00;1.0063349292e+00;1.0067479023e+00;1.0073962026e+00;1.0063200577e+00;1.0071027262e+00;1.0070522310e+00;1.0071454515e+00;1.0073968022e+00;1.0070111507e+00;1.0072614733e+00;1.0070794843e+00
1.5360000000e-03;1.0060582736e+00;1.0061728896e+00;1.0057303492e+00;1.0056244122e+00;1.0057033863e+00;1.0061516874e+00;1.0060718146e+00;1.0062874070e+00;1.0066030987e+00;1.0060082029e+00;1.0063864195e+00;1.0068213211e+00;1.0058791437e+00;1.0069298445e+00;1.0065650179e+00;1.0065965610e+00;1.0070000603e+00;1.0064899860e+00;1.0068723626e+00;1.0066213945e+00
1.6384000000e-03;1.0058744925e+00;1.0057748025e+00;1.0054075529e+00;1.0052768925e+00;1.0053545998e+00;1.0058345755e+00;1.0056076477e+00;1.0060413874e+00;1.0061723846e+00;1.0057767216e+00;1.0060210397e+00;1.0065640406e+00;1.0056611389e+00;1.0065370907e+00;1.0062583733e+00;1.0062940084e+00;1.0066179575e+00;1.0061884176e+00;1.0064646745e+00;1.0063157072e+00
1.8432000000e-03;1.0051712483e+00;1.0052304775e+00;1.0049347946e+00;1.0048708506e+00;1.0047856948e+00;1.0051229600e+00;1.0049658320e+00;1.0051753533e+00;1.0057502622e+00;1.0053675630e+00;1.0054292956e+00;1.0056425741e+00;1.0049741401e+00;1.0058086336e+00;1.0055886772e+00;1.0056449631e+00;1.0058752091e+00;1.0055539595e+00;1.0057873767e+00;1.0055403207e+00
2.0480000000e-03;1.0046033244e+00;1.0047635668e+00;1.0042257082e+00;1.0044277763e+00;1.0043956360e+00;1.0047201664e+00;1.0046468875e+00;1.0046546412e+00;1.0051981777e+00;1.0048289937e+00;1.0049632071e+00;1.0052331273e+00;1.0044303115e+00;1.0051251103e+00;1.0051966323e+00;1.0051759189e+00;1.0053618490e+00;1.0050172337e+00;1.0052018586e+00;1.0049270266e+00
2.2528000000e-03;1.0040573928e+00;1.0042440545e+00;1.0039709164e+00;1.0039895675e+00;1.0040783075e+00;1.0044397372e+00;1.0041901372e+00;1.0042704104e+00;1.0047317293e+00;1.0043636190e+00;1.0043401481e+00;1.0048785704e+00;1.0040701730e+00;1.0046986938e+00;1.0046990751e+00;1.0045535641e+00;1.0049182929e+00;1.0045740574e+00;1.0047291325e+00;1.0045297229e+00
2.4576000000e-03;1.0038460951e+00;1.0039236414e+00;1.0037923950e+00;1.0036730999e+00;1.0036656249e+00;1.0040735283e+00;1.0038155071e+00;1.0038672649e+00;1.0043981450e+00;1.0040420242e+00;1.0039261995e+00;1.0045131377e+00;1.0036815784e+00;1.0043043439e+00;1.0044634770e+00;1.0043509879e+00;1.0046746660e+00;1.0043157875e+00;1.0043066568e+00;1.0041246594e+00
2.6624000000e-03;1.0036030366e+00;1.0036485497e+00;1.0034973224e+00;1.0035020341e+00;1.0034731854e+00;1.0037057110e+00;1.0035102681e+00;1.0032663088e+00;1.0043631658e+00;1.0036127307e+00;1.0034926794e+00;1.0041176973e+00;1.0033491386e+00;1.0039140451e+00;1.0041417634e+00;1.0040384567e+00;1.0042655786e+00;1.0040412545e+00;1.0041046360e+00;1.0037739181e+00
2.8672000000e-03;1.0033341007e+00;1.0034764495e+00;1.0030611419e+00;1.0032342481e+00;1.0032644695e+00;1.0033624890e+00;1.0033307180e+00;1.0029282911e+00;1.0041772323e+00;1.0033598380e+00;1.0032700572e+00;1.0038030760e+00;1.0029557139e+00;1.0036871139e+00;1.0039443206e+00;1.0037942003e+00;1.0039031328e+00;1.0038168038e+00;1.0036841576e+00;1.0034492507e+00
3.0720000000e-03;1.0029974532e+00;1.0031158813e+00;1.0027716281e+00;1.0029615927e+00;1.0028306865e+00;1.0031134361e+00;1.0031315218e+00;1.0027613585e+00;1.0039257023e+00;1.0032142619e+00;1.0029530479e+00;1.0033224582e+00;1.0027601748e+00;1.0034311103e+00;1.0035862233e+00;1.0036578997e+00;1.0037116283e+00;1.0037159463e+00;1.0034562157e+00;1.0030880333e+00
3.2768000000e-03;1.0028507753e+00;1.0029411411e+00;1.0024480238e+00;1.0025148503e+00;1.0025886658e+00;1.0031643676e+00;1.0028844577e+00;1.0024292463e+00;1.0038225827e+00;1.0030515959e+00;1.0026060574e+00;1.0031758845e+00;1.0027392665e+00;1.0031756994e+00;1.0031536933e+00;1.0032787244e+00;1.0036504146e+00;1.0036094748e+00;1.0032624211e+00;1.0030082290e+00
3.6864000000e-03;1.0027196700e+00;1.0026863978e+00;1.0022095419e+00;1.0024450177e+00;1.0021885932e+00;1.0030716242e+00;1.0025972554e+00;1.0020883362e+00;1.0034273379e+00;1.0027147063e+00;1.0023587676e+00;1.0027848906e+00;1.0023671090e+00;1.0027458536e+00;1.0026396703e+00;1.0029196736e+00;1.0030503837e+00;1.0033159865e+00;1.0027713505e+00;1.0026926098e+00
4.0960000000e-03;1.0023710560e+00;1.0025639447e+00;1.0020853210e+00;1.0021744731e+00;1.0019225770e+00;1.0026501220e+00;1.0023084325e+00;1.0018584114e+00;1.0028388986e+00;1.0022625948e+00;1.0020311930e+00;1.0025159981e+00;1.0023322175e+00;1.0025809961e+00;1.0022050639e+00;1.0025080242e+00;1.0028018346e+00;1.0030085648e+00;1.0027115816e+00;1.0021776538e+00
4.5056000000e-03;1.0020786548e+00;1.0020882766e+00;1.0018724044e+00;1.0018261910e+00;1.0017202234e+00;1.0024010512e+00;1.0022323559e+00;1.0017725583e+00;1.0025593450e+00;1.0021522429e+00;1.0018349422e+00;1.0022137394e+00;1.0023180902e+00;1.0023538873e+00;1.0019905556e+00;1.0022321441e+00;1.0025442551e+00;1.0025218357e+00;1.0023431754e+00;1.0020376214e+00
4.9152000000e-03;1.0018831829e+00;1.0019399113e+00;1.0016507994e+00;1.0017150339e+00;1.0015540429e+00;1.0021096976e+00;1.0021075595e+00;1.0015928273e+00;1.0023681969e+00;1.0020341561e+00;1.0016627021e+00;1.0020699994e+00;1.0020739187e+00;1.0019328367e+00;1.0018147352e+00;1.0022145846e+00;1.0023321732e+00;1.0023622567e+00;1.0020831042e+00;1.0019294570e+00
5.3248000000e-03;1.0018231549e+00;1.0017276285e+00;1.0015758899e+00;1.0016005863e+00;1.0013521395e+00;1.0019261279e+00;1.0014725672e+00;1.0014448401e+00;1.0022981311e+00;1.0017925601e+00;1.0014825959e+00;1.0019506466e+00;1.0015931093e+00;1.0018900314e+00;1.0017593747e+00;1.0019989917e+00;1.0022345608e+00;1.0022052751e+00;1.0017476232e+00;1.0016152853e+00
5.7344000000e-03;1.0018280117e+00;1.0016430876e+00;1.0015836506e+00;1.0014316862e+00;1.0013469757e+00;1.0017961663e+00;1.0011964747e+00;1.0014472793e+00;1.0022291969e+00;1.0016569154e+00;1.0015434402e+00;1.0018617755e+00;1.0014102150e+00;1.0019009882e+00;1.0014534963e+00;1.0017248841e+00;1.0021681663e+00;1.0020974571e+00;1.0014517002e+00;1.0015984891e+00
6.1440000000e-03;1.0017221362e+00;1.0013629354e+00;1.0015307010e+00;1.0013838490e+00;1.0014117028e+00;1.0017585693e+00;1.0013427301e+00;1.0012856135e+00;1.0019926834e+00;1.0013612581e+00;1.0014061143e+00;1.0017326764e+00;1.0010871523e+00;1.0015042806e+00;1.0015560314e+00;1.0016982954e+00;1.0018472286e+00;1.0019134890e+00;1.0014730265e+00;1.0015653302e+00
6.5536000000e-03;1.0014446762e+00;1.0011611925e+00;1.0013274006e+00;1.0013217010e+00;1.0012536362e+00;1.0015899911e+00;1.0012138102e+00;1.0010877303e+00;1.0017550630e+00;1.0012210874e+00;1.0014377956e+00;1.0014298924e+00;1.0009762986e+00;1.0013262231e+00;1.0013584098e+00;1.0015498031e+00;1.0018197687e+00;1.0018398304e+00;1.0014216117e+00;1.0014117021e+00
7.3728000000e-03;1.0015128094e+00;1.0012029755e+00;1.0009563804e+00;1.0011585450e+00;1.0013604737e+00;1.0012925996e+00;1.0009645780e+00;1.0012602020e+00;1.0016715560e+00;1.0010279661e+00;1.0013656234e+00;1.0013934794e+00;1.0009048218e+00;1.0012411862e+00;1.0012265794e+00;1.0012588257e+00;1.0015995271e+00;1.0015562134e+00;1.0013392669e+00;1.0011815902e+00
8.1920000000e-03;1.0010828839e+00;1.0009000410e+00;1.0009871981e+00;1.0009182015e+00;1.0012945437e+00;1.0011254431e+00;1.0008201957e+00;1.0011924858e+00;1.0012591802e+00;1.0009975122e+00;1.0012005695e+00;1.0014972474e+00;1.0006766912e+00;1.0012176407e+00;1.0012757048e+00;1.0008900916e+00;1.0012283236e+00;1.0015417071e+00;1.0011326803e+00;1.0010875840e+00
9.0112000000e-03;1.0009293233e+00;1.0005300857e+00;1.0007709922e+00;1.0007629428e+00;1.0009852598e+00;1.0011054123e+00;1.0007683238e+00;1.0010010371e+00;1.0010567775e+00;1.0009335093e+00;1.0011945703e+00;1.0011646303e+00;1.0008810136e+00;1.0010868231e+00;1.0012645918e+00;1.0008906739e+00;1.0011278840e+00;1.0015116602e+00;1.0011681973e+00;1.0011383199e+00
9.8304000000e-03;1.0008237605e+00;1.0006138703e+00;1.0006665256e+00;1.0008429093e+00;1.0007324608e+00;1.0009657868e+00;1.0009149710e+00;1.0007292111e+00;1.0006782114e+00;1.0008009278e+00;1.0012368132e+00;1.0010404415e+00;1.0006404660e+00;1.0007891168e+00;1.0010094653e+00;1.0005543035e+00;1.0009091775e+00;1.0011438337e+00;1.0008267307e+00;1.0008965927e+00
1.0649600000e-02;1.0006874863e+00;1.0007844123e+00;1.0007682698e+00;1.0008653373e+00;1.0005876853e+00;1.0005932104e+00;1.0007433921e+00;1.0005346363e+00;1.0008856144e+00;1.0008263967e+00;1.0009263772e+00;1.0010517482e+00;1.0004829194e+00;1.0008965809e+00;1.0008719233e+00;1.0004606918e+00;1.0010484377e+00;1.0010995051e+00;1.0006168584e+00;1.0005706823e+00
1.1468800000e-02;1.0003814996e+00;1.0008956658e+00;1.0006552595e+00;1.0006970630e+00;1.0005401855e+00;1.0005677476e+00;1.0006627843e+00;1.0004543612e+00;1.0009023699e+00;1.0006499764e+00;1.0006935119e+00;1.0008839010e+00;1.0003880877e+00;1.0008154745e+00;1.0008047694e+00;1.0005841451e+00;1.0008687028e+00;1.0011520809e+00;1.0004760972e+00;1.0006233801e+00
1.2288000000e-02;1.0004941916e+00;1.0009521373e+00;1.0006586266e+00;1.0007018763e+00;1.0005515292e+00;1.0006974304e+00;1.0005401747e+00;1.0004171447e+00;1.0007519407e+00;1.0004126283e+00;1.0006895602e+00;1.0007661372e+00;1.0004184115e+00;1.0007335620e+00;1.0008102132e+00;1.0005298565e+00;1.0007447108e+00;1.0010187039e+00;1.0004251184e+00;1.0006414590e+00
1.3107200000e-02;1.0007048722e+00;1.0011005061e+00;1.0006776182e+00;1.0008348788e+00;1.0006368789e+00;1.0007308994e+00;1.0003881265e+00;1.0005494812e+00;1.0008109296e+00;1.0006200822e+00;1.0007750031e+00;1.0008058717e+00;1.0006937963e+00;1.0006872758e+00;1.0006892907e+00;1.0004909216e+00;1.0006936016e+00;1.0009118783e+00;1.0004600085e+00;1.0008513696e+00
1.4745600000e-02;1.0005028958e+00;1.0006813736e+00;1.0005342236e+00;1.0004838838e+00;1.0005130737e+00;1.0006709075e+00;1.0003405263e+00;1.0005841893e+00;1.0006749384e+00;1.0005887415e+00;1.0005663516e+00;1.0005523912e+00;1.0006071506e+00;1.0006958197e+00;1.0006607903e+00;1.0003939508e+00;1.0004841769e+00;1.0008722109e+00;1.0005394668e+00;1.0008011172e+00
1.6384000000e-02;1.0005600664e+00;1.0004790598e+00;1.0004924836e+00;1.0004401808e+00;1.0007023114e+00;1.0004639894e+00;1.0004834385e+00;1.0006079326e+00;1.0005966900e+00;1.0002873823e+00;1.0005548701e+00;1.0006485702e+00;1.0004164408e+00;1.0006935950e+00;1.0003973585e+00;1.0004239497e+00;1.0002832729e+00;1.0007154195e+00;1.0004027968e+00;1.0005806035e+00
1.8022400000e-02;1.0003546060e+00;1.0003514736e+00;1.0005593425e+00;1.0006417986e+00;1.0004017133e+00;1.0004848217e+00;1.0002766385e+00;1.0003852234e+00;1.0003861098e+00;1.0001899222e+00;1.0007690893e+00;1.0005083702e+00;1.0001737150e+00;1.0007312372e+00;1.0005234666e+00;1.0002913197e+00;1.0002345976e+00;1.0005334314e+00;1.0001752703e+00;1.0004100921e+00
1.9660800000e-02;1.0003452392e+00;1.0003575960e+00;1.0005787951e+00;1.0004528380e+00;1.0004201445e+00;1.0002403415e+00;1.0003170258e+00;1.0006054748e+00;1.0003520807e+00;1.0001395852e+00;1.0006686171e+00;1.0003210878e+00;1.0001671657e+00;1.0005961328e+00;1.0006486447e+00;1.0001618784e+00;1.0000735753e+00;1.0001591685e+00;1.0002925288e+00;1.0002641277e+00
2.1299200000e-02;1.0004458189e+00;1.0004356526e+00;1.0004237949e+00;1.0003200066e+00;1.0004332471e+00;1.0000882612e+00;9.9996930438e-01;1.0003471405e+00;1.0003318832e+00;1.0000999679e+00;1.0003550991e+00;1.0003926691e+00;1.0003061892e+00;1.0004055677e+00;1.0004993385e+00;1.0003217776e+00;1.0002248328e+00;1.0002021192e+00;1.0003151196e+00;1.0001281339e+00
2.2937600000e-02;1.0005008411e+00;1.0003076625e+00;1.0003647861e+00;1.0002284862e+00;1.0004860441e+00;1.0002165734e+00;1.0000524880e+00;1.0004505613e+00;1.0003519184e+00;9.9992451976e-01;1.0007487288e+00;1.0002475338e+00;1.0003221010e+00;1.0002761612e+00;1.0005424208e+00;1.0001828647e+00;1.0004123934e+00;1.0002984650e+00;1.0003143548e+00;1.0002281307e+00
2.4576000000e-02;1.0003817796e+00;1.0002614559e+00;1.0005166115e+00;1.0001928751e+00;1.0007952742e+00;1.0002236948e+00;1.0002200344e+00;1.0004132281e+00;1.0002114269e+00;1.0000184774e+00;1.0004471151e+00;1.0003065949e+00;1.0003609620e+00;9.9991401467e-01;1.0004391375e+00;1.0003969797e+00;1.0005958423e+00;1.0005900230e+00;1.0002478615e+00;1.0002614737e+00
2.6214400000e-02;1.0004998620e+00;1.0000596513e+00;1.0001436836e+00;1.0003293971e+00;1.0004726246e+00;1.0003045842e+00;1.0000129370e+00;1.0003425438e+00;1.0001017548e+00;1.0001285095e+00;1.0004334577e+00;1.0003065455e+00;1.0003126707e+00;9.9966700439e-01;1.0003204228e+00;1.0004052711e+00;1.0004468886e+00;1.0005072143e+00;1.0000594731e+00;1.0000793591e+00
2.9491200000e-02;1.0004682279e+00;1.0001447261e+00;1.0000264413e+00;1.0001645037e+00;1.0002177135e+00;1.0004384018e+00;1.0000835031e+00;1.0003454847e+00;1.0003801277e+00;1.0000327972e+00;1.0005680735e+00;1.0001626272e+00;1.0002317458e+00;1.0000325346e+00;1.0005536514e+00;9.9999259575e-01;1.0002972958e+00;1.0005014223e+00;1.0002276231e+00;1.0002533859e+00
3.2768000000e-02;1.0004531883e+00;9.9989093345e-01;1.0000506853e+00;1.0003547030e+00;1.0002577847e+00;1.0004453816e+00;1.0001014099e+00;1.0005693038e+00;1.0004238876e+00;1.0000387159e+00;1.0006079201e+00;1.0001365077e+00;1.0000208722e+00;1.0000724867e+00;1.0003436578e+00;1.0003273900e+00;1.0003703600e+00;1.0004171709e+00;1.0000673955e+00;1.0000739158e+00
3.6044800000e-02;1.0004302937e+00;9.9995968389e-01;1.0000775305e+00;1.0003157705e+00;1.0003915655e+00;1.0004886238e+00;1.0001270991e+00;1.0002061838e+00;1.0002647289e+00;1.0002957959e+00;1.0005074433e+00;1.0001157444e+00;1.0000283155e+00;1.0000554624e+00;1.0003302312e+00;1.0005460343e+00;9.9997213238e-01;1.0002609831e+00;1.0002887888e+00;1.0003042470e+00
3.9321600000e-02;1.0002778486e+00;1.0001502549e+00;1.0000398950e+00;1.0001396779e+00;1.0004234416e+00;1.0004220481e+00;1.0001463967e+00;1.0002027794e+00;1.0002522619e+00;1.0000270487e+00;1.0004937347e+00;9.9992041319e-01;1.0001012902e+00;1.0001013121e+00;1.0002467871e+00;1.0001722600e+00;1.0000994585e+00;1.0004284438e+00;1.0001315881e+00;1.0001526104e+00
