;03_DM100_2_1_1_1;03_DM100_2_2_1_1;03_DM100_2_3_1_1;03_DM100_2_4_1_1;03_DM100_2_5_1_1;03_DM100_2_6_1_1;03_DM100_2_7_1_1;03_DM100_2_8_1_1;03_DM100_2_9_1_1;03_DM100_2_10_1_1;03_DM100_2_11_1_1;03_DM100_2_12_1_1;03_DM100_2_13_1_1;03_DM100_2_14_1_1;03_DM100_2_15_1_1;03_DM100_2_16_1_1;03_DM100_2_17_1_1;03_DM100_2_18_1_1
1.9200000000e-04;1.0107565620e+00;1.0108211189e+00;1.0109382339e+00;1.0110382861e+00;1.0108517115e+00;1.0109757951e+00;1.0110498045e+00;1.0110766118e+00;1.0116834161e+00;1.0117243780e+00;1.0110276645e+00;1.0111694157e+00;1.0110932893e+00;1.0109714227e+00;1.0110013127e+00;1.0110639249e+00;1.0112202466e+00;1.0107632542e+00
2.0480000000e-04;1.0103986742e+00;1.0104825488e+00;1.0106427343e+00;1.0106759280e+00;1.0104481014e+00;1.0106701694e+00;1.0106741759e+00;1.0106315204e+00;1.0113046500e+00;1.0113832659e+00;1.0107862944e+00;1.0107597507e+00;1.0108164684e+00;1.0106247109e+00;1.0106132976e+00;1.0107202987e+00;1.0109507584e+00;1.0104284014e+00
2.3040000000e-04;1.0098478583e+00;1.0098271572e+00;1.0100032300e+00;1.0100892491e+00;1.0099325693e+00;1.0101069084e+00;1.0100170068e+00;1.0100477868e+00;1.0106796512e+00;1.0106774666e+00;1.0102461383e+00;1.0102187128e+00;1.0101428273e+00;1.0100071300e+00;1.0099541409e+00;1.0101151027e+00;1.0102884443e+00;1.0098033404e+00
2.5600000000e-04;1.0092714712e+00;1.0093724274e+00;1.0094465822e+00;1.0095356860e+00;1.0093842009e+00;1.0095732998e+00;1.0094294001e+00;1.0095025554e+00;1.0101470696e+00;1.0101326133e+00;1.0097385803e+00;1.0096693674e+00;1.0095290969e+00;1.0094355224e+00;1.0094621797e+00;1.0095602267e+00;1.0097384230e+00;1.0092253274e+00
2.8160000000e-04;1.0088548574e+00;1.0089043109e+00;1.0089241842e+00;1.0090760445e+00;1.0088167178e+00;1.0090334833e+00;1.0089282461e+00;1.0090089382e+00;1.0096292798e+00;1.0095910446e+00;1.0091921508e+00;1.0091301762e+00;1.0091028334e+00;1.0089363694e+00;1.0089734669e+00;1.0090908407e+00;1.0092096637e+00;1.0086773972e+00
3.0720000000e-04;1.0084354267e+00;1.0084171715e+00;1.0085421095e+00;1.0086408214e+00;1.0084034324e+00;1.0085647883e+00;1.0085230490e+00;1.0085551182e+00;1.0092257911e+00;1.0091458927e+00;1.0087782321e+00;1.0087183433e+00;1.0085741285e+00;1.0084707738e+00;1.0085286402e+00;1.0086158112e+00;1.0087930409e+00;1.0083129180e+00
3.3280000000e-04;1.0079628890e+00;1.0081118933e+00;1.0079942264e+00;1.0082408084e+00;1.0080496715e+00;1.0081302943e+00;1.0082352522e+00;1.0081713254e+00;1.0087664976e+00;1.0087549955e+00;1.0082979330e+00;1.0083769764e+00;1.0082193715e+00;1.0081176225e+00;1.0080996990e+00;1.0081942102e+00;1.0084039920e+00;1.0079201632e+00
3.5840000000e-04;1.0075524970e+00;1.0077175078e+00;1.0077393203e+00;1.0079444143e+00;1.0077186412e+00;1.0078392526e+00;1.0077555412e+00;1.0078832848e+00;1.0084664493e+00;1.0084285801e+00;1.0080394354e+00;1.0080006831e+00;1.0078619290e+00;1.0077483018e+00;1.0077818644e+00;1.0078129506e+00;1.0080274874e+00;1.0075306317e+00
3.8400000000e-04;1.0072229590e+00;1.0073279044e+00;1.0073292234e+00;1.0075947710e+00;1.0073735567e+00;1.0074693859e+00;1.0074808447e+00;1.0075115415e+00;1.0081476318e+00;1.0080411130e+00;1.0076782298e+00;1.0077136303e+00;1.0075599795e+00;1.0074509544e+00;1.0073991796e+00;1.0074744944e+00;1.0076718025e+00;1.0072575183e+00
4.0960000000e-04;1.0069131616e+00;1.0071037226e+00;1.0070838935e+00;1.0072651230e+00;1.0071315824e+00;1.0072056445e+00;1.0071727943e+00;1.0071776348e+00;1.0077688530e+00;1.0077752692e+00;1.0073333922e+00;1.0074048939e+00;1.0072507790e+00;1.0071301687e+00;1.0071393051e+00;1.0071370899e+00;1.0073733232e+00;1.0069269193e+00
4.6080000000e-04;1.0064618935e+00;1.0064881536e+00;1.0065357801e+00;1.0067812823e+00;1.0065470425e+00;1.0067592393e+00;1.0066552782e+00;1.0066738700e+00;1.0073105906e+00;1.0072958696e+00;1.0068472429e+00;1.0068429246e+00;1.0066573284e+00;1.0066551590e+00;1.0066398737e+00;1.0066483644e+00;1.0068529479e+00;1.0064614922e+00
5.1200000000e-04;1.0060360973e+00;1.0060807574e+00;1.0061017671e+00;1.0062962438e+00;1.0061180202e+00;1.0063475207e+00;1.0061822952e+00;1.0062337323e+00;1.0068437469e+00;1.0067914939e+00;1.0063406122e+00;1.0062537967e+00;1.0062217900e+00;1.0062346254e+00;1.0061723201e+00;1.0062021856e+00;1.0063967198e+00;1.0060127124e+00
5.6320000000e-04;1.0056752614e+00;1.0056789506e+00;1.0056480161e+00;1.0059057802e+00;1.0057557130e+00;1.0059498606e+00;1.0057821466e+00;1.0058564826e+00;1.0063620762e+00;1.0063784195e+00;1.0059242371e+00;1.0059380428e+00;1.0058440792e+00;1.0058557205e+00;1.0057634340e+00;1.0057774646e+00;1.0060037911e+00;1.0055607478e+00
6.1440000000e-04;1.0053109825e+00;1.0053618699e+00;1.0054371510e+00;1.0055959112e+00;1.0053767489e+00;1.0055666546e+00;1.0054495398e+00;1.0055105624e+00;1.0060349387e+00;1.0060444856e+00;1.0055782708e+00;1.0055650205e+00;1.0055128223e+00;1.0055430347e+00;1.0054226693e+00;1.0055002127e+00;1.0056293672e+00;1.0052668984e+00
6.6560000000e-04;1.0049974845e+00;1.0051338337e+00;1.0051470979e+00;1.0053016709e+00;1.0051379238e+00;1.0052981786e+00;1.0050745582e+00;1.0051781452e+00;1.0057702738e+00;1.0057306429e+00;1.0053329724e+00;1.0052288019e+00;1.0051541648e+00;1.0052073271e+00;1.0049991000e+00;1.0052143245e+00;1.0053180043e+00;1.0049754494e+00
7.1680000000e-04;1.0047794568e+00;1.0048855487e+00;1.0048675381e+00;1.0050142453e+00;1.0048256705e+00;1.0049700100e+00;1.0047674910e+00;1.0049373359e+00;1.0054713371e+00;1.0054351793e+00;1.0050484281e+00;1.0049569933e+00;1.0049924253e+00;1.0049479599e+00;1.0047312054e+00;1.0049319124e+00;1.0050453895e+00;1.0047943185e+00
7.6800000000e-04;1.0045213052e+00;1.0046053979e+00;1.0045909112e+00;1.0048269487e+00;1.0045747350e+00;1.0047407526e+00;1.0045165788e+00;1.0046684989e+00;1.0052199809e+00;1.0051303285e+00;1.0047438807e+00;1.0047209894e+00;1.0046926121e+00;1.0046543122e+00;1.0045365868e+00;1.0047197571e+00;1.0047590335e+00;1.0045008231e+00
8.1920000000e-04;1.0043438545e+00;1.0044376131e+00;1.0043914904e+00;1.0045017749e+00;1.0043689823e+00;1.0045324869e+00;1.0043094300e+00;1.0044446530e+00;1.0049819551e+00;1.0049802821e+00;1.0045537265e+00;1.0045491262e+00;1.0044693898e+00;1.0044814074e+00;1.0043022473e+00;1.0044336683e+00;1.0044557613e+00;1.0043576258e+00
9.2160000000e-04;1.0038996583e+00;1.0040520538e+00;1.0040586009e+00;1.0040877193e+00;1.0040343145e+00;1.0041480731e+00;1.0039383869e+00;1.0040656439e+00;1.0045791089e+00;1.0045718119e+00;1.0042123225e+00;1.0041368966e+00;1.0040969660e+00;1.0040279788e+00;1.0038888526e+00;1.0041210335e+00;1.0041298859e+00;1.0039753394e+00
1.0240000000e-03;1.0035624391e+00;1.0037256627e+00;1.0037129748e+00;1.0037456356e+00;1.0037201384e+00;1.0038222022e+00;1.0036258389e+00;1.0037496896e+00;1.0042506242e+00;1.0042257567e+00;1.0038357196e+00;1.0038575386e+00;1.0036872112e+00;1.0036949096e+00;1.0035773477e+00;1.0038163220e+00;1.0037908048e+00;1.0037094601e+00
1.1264000000e-03;1.0033465379e+00;1.0034359299e+00;1.0034207527e+00;1.0034498766e+00;1.0034501569e+00;1.0035210512e+00;1.0033822214e+00;1.0034386320e+00;1.0039722822e+00;1.0039113612e+00;1.0035332579e+00;1.0036420024e+00;1.0034291902e+00;1.0033927389e+00;1.0033070476e+00;1.0035230899e+00;1.0035984008e+00;1.0034211378e+00
1.2288000000e-03;1.0031250877e+00;1.0031678950e+00;1.0031613554e+00;1.0032399214e+00;1.0031912530e+00;1.0032949568e+00;1.0030918115e+00;1.0032659161e+00;1.0037459756e+00;1.0036642188e+00;1.0032888541e+00;1.0033916978e+00;1.0031628121e+00;1.0030377444e+00;1.0030694143e+00;1.0032968386e+00;1.0033391529e+00;1.0032145368e+00
1.3312000000e-03;1.0028570552e+00;1.0029915511e+00;1.0029885448e+00;1.0030387085e+00;1.0030230916e+00;1.0031213205e+00;1.0029171946e+00;1.0031119403e+00;1.0035019821e+00;1.0034498022e+00;1.0030795840e+00;1.0031512871e+00;1.0030298751e+00;1.0028483250e+00;1.0028536589e+00;1.0031002570e+00;1.0031297054e+00;1.0030129946e+00
1.4336000000e-03;1.0026848167e+00;1.0028011369e+00;1.0027839153e+00;1.0028441248e+00;1.0028036480e+00;1.0029220183e+00;1.0027444136e+00;1.0029736195e+00;1.0032861514e+00;1.0032927097e+00;1.0028909366e+00;1.0030045298e+00;1.0028552541e+00;1.0027034448e+00;1.0025918228e+00;1.0029720214e+00;1.0030126950e+00;1.0028020547e+00
1.5360000000e-03;1.0025325607e+00;1.0026610910e+00;1.0026268634e+00;1.0027121054e+00;1.0026507259e+00;1.0027400879e+00;1.0025527290e+00;1.0028128877e+00;1.0030896609e+00;1.0031637065e+00;1.0027609056e+00;1.0028345212e+00;1.0026796274e+00;1.0025562889e+00;1.0024419433e+00;1.0027499031e+00;1.0028752956e+00;1.0026207612e+00
1.6384000000e-03;1.0023628408e+00;1.0024847181e+00;1.0025130979e+00;1.0025121009e+00;1.0024942818e+00;1.0025675093e+00;1.0023870561e+00;1.0026377076e+00;1.0029475466e+00;1.0029827162e+00;1.0026723009e+00;1.0026940058e+00;1.0025598987e+00;1.0024683073e+00;1.0023084113e+00;1.0026004877e+00;1.0027504364e+00;1.0024207633e+00
1.8432000000e-03;1.0021592232e+00;1.0022567184e+00;1.0022411579e+00;1.0022387397e+00;1.0022681160e+00;1.0023703632e+00;1.0021938099e+00;1.0023076090e+00;1.0027569987e+00;1.0026996854e+00;1.0024328314e+00;1.0024856341e+00;1.0023288027e+00;1.0022041363e+00;1.0020393740e+00;1.0022889270e+00;1.0024938294e+00;1.0021878645e+00
2.0480000000e-03;1.0019479015e+00;1.0021305041e+00;1.0020177125e+00;1.0019981380e+00;1.0020079944e+00;1.0021603488e+00;1.0020023983e+00;1.0021564502e+00;1.0025817982e+00;1.0024454439e+00;1.0022086814e+00;1.0022601044e+00;1.0021439974e+00;1.0020328445e+00;1.0018759660e+00;1.0020864859e+00;1.0023302009e+00;1.0020084643e+00
2.2528000000e-03;1.0017832701e+00;1.0019784167e+00;1.0019113186e+00;1.0018702499e+00;1.0018809757e+00;1.0019347860e+00;1.0018543483e+00;1.0019752048e+00;1.0023326870e+00;1.0023642790e+00;1.0021058597e+00;1.0020659591e+00;1.0020210439e+00;1.0018688596e+00;1.0017166431e+00;1.0019786727e+00;1.0021663826e+00;1.0018835203e+00
2.4576000000e-03;1.0016742368e+00;1.0018657278e+00;1.0017287659e+00;1.0018020447e+00;1.0017573065e+00;1.0018085109e+00;1.0016995197e+00;1.0018118063e+00;1.0021180599e+00;1.0021913612e+00;1.0019912774e+00;1.0019236121e+00;1.0018744580e+00;1.0016842922e+00;1.0015971936e+00;1.0018181151e+00;1.0019949645e+00;1.0016774918e+00
2.6624000000e-03;1.0015117763e+00;1.0017108201e+00;1.0016800726e+00;1.0016780614e+00;1.0015904977e+00;1.0016921188e+00;1.0015705311e+00;1.0016829898e+00;1.0019841336e+00;1.0020359463e+00;1.0018778457e+00;1.0017721413e+00;1.0017476363e+00;1.0015797128e+00;1.0014548475e+00;1.0016657411e+00;1.0018887241e+00;1.0015392658e+00
2.8672000000e-03;1.0013708755e+00;1.0016160441e+00;1.0015343721e+00;1.0015451017e+00;1.0014367351e+00;1.0016000721e+00;1.0015325693e+00;1.0016118564e+00;1.0019219384e+00;1.0019330702e+00;1.0017451971e+00;1.0016818097e+00;1.0015903695e+00;1.0014223262e+00;1.0012932438e+00;1.0015063729e+00;1.0017309769e+00;1.0014052134e+00
3.0720000000e-03;1.0013015263e+00;1.0014933011e+00;1.0014282557e+00;1.0014794787e+00;1.0013813229e+00;1.0014815999e+00;1.0014167979e+00;1.0014638500e+00;1.0017116756e+00;1.0017941765e+00;1.0016046433e+00;1.0015226492e+00;1.0014720738e+00;1.0012822082e+00;1.0011588841e+00;1.0013917362e+00;1.0015731406e+00;1.0013107095e+00
3.2768000000e-03;1.0012868062e+00;1.0013618276e+00;1.0013378020e+00;1.0014223423e+00;1.0013192657e+00;1.0013763447e+00;1.0014141332e+00;1.0013816513e+00;1.0015999714e+00;1.0016869410e+00;1.0015545536e+00;1.0014329907e+00;1.0013793446e+00;1.0011570603e+00;1.0010077071e+00;1.0013212126e+00;1.0014483844e+00;1.0012759465e+00
3.6864000000e-03;1.0012154973e+00;1.0011549094e+00;1.0011319138e+00;1.0012709905e+00;1.0012506826e+00;1.0013453393e+00;1.0012473983e+00;1.0011762792e+00;1.0013565032e+00;1.0014774849e+00;1.0013397202e+00;1.0012664767e+00;1.0012319721e+00;1.0009608800e+00;1.0009991226e+00;1.0011186663e+00;1.0013469675e+00;1.0011617521e+00
4.0960000000e-03;1.0011332578e+00;1.0009958447e+00;1.0010204926e+00;1.0011431609e+00;1.0011816599e+00;1.0011735630e+00;1.0010829581e+00;1.0009946058e+00;1.0011824866e+00;1.0013480084e+00;1.0011903172e+00;1.0011305398e+00;1.0011477282e+00;1.0008944796e+00;1.0009438710e+00;1.0009991508e+00;1.0011377897e+00;1.0010676176e+00
4.5056000000e-03;1.0010270470e+00;1.0008847594e+00;1.0007958862e+00;1.0010526746e+00;1.0010034348e+00;1.0010142975e+00;1.0009791777e+00;1.0009116027e+00;1.0010638131e+00;1.0012875563e+00;1.0010848617e+00;1.0010739898e+00;1.0010475940e+00;1.0008537412e+00;1.0008933542e+00;1.0009239545e+00;1.0010267286e+00;1.0010247304e+00
4.9152000000e-03;1.0008901910e+00;1.0008537315e+00;1.0007403056e+00;1.0010042594e+00;1.0009556500e+00;1.0009298307e+00;1.0009325383e+00;1.0008094099e+00;1.0009736459e+00;1.0011243593e+00;1.0009954330e+00;1.0010456247e+00;1.0009407615e+00;1.0008204386e+00;1.0007679806e+00;1.0007447216e+00;1.0009058324e+00;1.0008886312e+00
5.3248000000e-03;1.0008023850e+00;1.0008088525e+00;1.0006384888e+00;1.0009641080e+00;1.0008288405e+00;1.0009036638e+00;1.0008022122e+00;1.0007094924e+00;1.0010183430e+00;1.0010580749e+00;1.0009267095e+00;1.0009719866e+00;1.0009304110e+00;1.0006935713e+00;1.0006385255e+00;1.0006596679e+00;1.0008106340e+00;1.0007810110e+00
5.7344000000e-03;1.0007197134e+00;1.0007116718e+00;1.0005945463e+00;1.0008486592e+00;1.0007878723e+00;1.0008618081e+00;1.0006889232e+00;1.0007246035e+00;1.0009665679e+00;1.0009673582e+00;1.0008180123e+00;1.0008705530e+00;1.0007960279e+00;1.0006550214e+00;1.0006022350e+00;1.0006483120e+00;1.0007409993e+00;1.0007690323e+00
6.1440000000e-03;1.0006661584e+00;1.0006541975e+00;1.0005720365e+00;1.0007963015e+00;1.0007218666e+00;1.0008241389e+00;1.0006868551e+00;1.0006971371e+00;1.0009513219e+00;1.0008866553e+00;1.0007548055e+00;1.0008360859e+00;1.0006950898e+00;1.0005516845e+00;1.0005690104e+00;1.0006571810e+00;1.0007152130e+00;1.0007062604e+00
6.5536000000e-03;1.0006395619e+00;1.0005872453e+00;1.0005245447e+00;1.0007920145e+00;1.0006225592e+00;1.0007315234e+00;1.0006653458e+00;1.0006761606e+00;1.0009849514e+00;1.0008773602e+00;1.0007262234e+00;1.0007794322e+00;1.0006373256e+00;1.0005444190e+00;1.0005465797e+00;1.0006459280e+00;1.0006706255e+00;1.0007113040e+00
7.3728000000e-03;1.0005836153e+00;1.0005856579e+00;1.0005095142e+00;1.0007236842e+00;1.0006203664e+00;1.0005948630e+00;1.0004849234e+00;1.0006265416e+00;1.0008765876e+00;1.0007753340e+00;1.0006041569e+00;1.0006098818e+00;1.0006333361e+00;1.0004546272e+00;1.0003748805e+00;1.0005797821e+00;1.0006074341e+00;1.0005839138e+00
8.1920000000e-03;1.0005128948e+00;1.0005581721e+00;1.0004440343e+00;1.0006479071e+00;1.0006048071e+00;1.0005254094e+00;1.0003629095e+00;1.0005426597e+00;1.0007448843e+00;1.0006843841e+00;1.0005405326e+00;1.0003739846e+00;1.0005586468e+00;1.0004518690e+00;1.0003494307e+00;1.0005678584e+00;1.0005616484e+00;1.0005539166e+00
9.0112000000e-03;1.0004240806e+00;1.0004998694e+00;1.0003642704e+00;1.0006694665e+00;1.0005716706e+00;1.0003822096e+00;1.0003293236e+00;1.0003985025e+00;1.0007999717e+00;1.0006707723e+00;1.0005558716e+00;1.0004437338e+00;1.0005301870e+00;1.0003354012e+00;1.0003073792e+00;1.0004911942e+00;1.0004788978e+00;1.0005158139e+00
9.8304000000e-03;1.0003212894e+00;1.0005029398e+00;1.0003583805e+00;1.0006325505e+00;1.0005195940e+00;1.0004823684e+00;1.0003377398e+00;1.0003449926e+00;1.0006997599e+00;1.0005784163e+00;1.0004263460e+00;1.0004027394e+00;1.0003732024e+00;1.0002759969e+00;1.0002657683e+00;1.0004984377e+00;1.0004947063e+00;1.0003581684e+00
1.0649600000e-02;1.0003882247e+00;1.0004613226e+00;1.0003634900e+00;1.0006219839e+00;1.0004999038e+00;1.0004387087e+00;1.0002896788e+00;1.0003781564e+00;1.0006660837e+00;1.0005451518e+00;1.0003653994e+00;1.0003982741e+00;1.0003799553e+00;1.0002866202e+00;1.0002079918e+00;1.0004409834e+00;1.0004027660e+00;1.0003202950e+00
1.1468800000e-02;1.0004137409e+00;1.0004750465e+00;1.0002842118e+00;1.0005283691e+00;1.0004018699e+00;1.0003250356e+00;1.0003081197e+00;1.0003438699e+00;1.0006740638e+00;1.0005113002e+00;1.0003385135e+00;1.0003261979e+00;1.0003891894e+00;1.0003022843e+00;1.0002081217e+00;1.0004366179e+00;1.0004232853e+00;1.0003210721e+00
1.2288000000e-02;1.0004474247e+00;1.0004230512e+00;1.0002845175e+00;1.0004011835e+00;1.0002970825e+00;1.0003147881e+00;1.0003184947e+00;1.0003719707e+00;1.0006347244e+00;1.0005053965e+00;1.0003076310e+00;1.0003768154e+00;1.0003278961e+00;1.0003034651e+00;1.0001717616e+00;1.0004124452e+00;1.0003408385e+00;1.0002879559e+00
1.3107200000e-02;1.0004104349e+00;1.0003248149e+00;1.0002422317e+00;1.0003639206e+00;1.0003403578e+00;1.0002823528e+00;1.0002562041e+00;1.0003892385e+00;1.0005812494e+00;1.0004031782e+00;1.0003036347e+00;1.0003651951e+00;1.0003215612e+00;1.0003059533e+00;1.0000778754e+00;1.0004821332e+00;1.0002185369e+00;1.0003174297e+00
1.4745600000e-02;1.0003075098e+00;1.0002909106e+00;1.0001573522e+00;1.0003601039e+00;1.0003865199e+00;1.0002501977e+00;1.0002425196e+00;1.0002481497e+00;1.0005714663e+00;1.0002730874e+00;1.0002623245e+00;1.0003139551e+00;1.0004492384e+00;1.0002677935e+00;1.0001748420e+00;1.0003328068e+00;1.0002522294e+00;1.0001986879e+00
1.6384000000e-02;1.0003235956e+00;1.0003222141e+00;1.0002404045e+00;1.0003514234e+00;1.0002989314e+00;1.0002311531e+00;1.0002318531e+00;1.0000827131e+00;1.0006127173e+00;1.0001825629e+00;1.0003088949e+00;1.0002652303e+00;1.0003436882e+00;1.0001974253e+00;1.0001306844e+00;1.0002843194e+00;1.0002474024e+00;1.0001420987e+00
1.8022400000e-02;1.0003644159e+00;1.0002070798e+00;1.0002117145e+00;1.0002162455e+00;1.0002978526e+00;1.0002365534e+00;1.0001119612e+00;1.0000830330e+00;1.0006098452e+00;1.0001477694e+00;1.0003785498e+00;1.0002688283e+00;1.0003128752e+00;1.0001552023e+00;1.0000709810e+00;1.0002623980e+00;1.0001802520e+00;1.0000754220e+00
1.9660800000e-02;1.0002858407e+00;1.0002092159e+00;1.0002128129e+00;1.0001856727e+00;1.0001034630e+00;1.0002136655e+00;1.0001194483e+00;1.0001738293e+00;1.0005588066e+00;1.0001789821e+00;1.0002960384e+00;1.0002735832e+00;1.0002739567e+00;1.0000176348e+00;1.0000567671e+00;1.0001221849e+00;1.0000664807e+00;1.0000578871e+00
2.1299200000e-02;1.0002601976e+00;1.0002089262e+00;1.0001969758e+00;1.0002132865e+00;1.0000591041e+00;1.0001336545e+00;1.0001252811e+00;1.0002086274e+00;1.0004434055e+00;1.0001857066e+00;1.0001959497e+00;1.0003527576e+00;1.0002445413e+00;1.0000665471e+00;1.0000344465e+00;1.0001089825e+00;1.0001197061e+00;1.0001178837e+00
2.2937600000e-02;1.0002720019e+00;1.0001317724e+00;1.0001513034e+00;1.0001880818e+00;1.0000996145e+00;1.0001927545e+00;1.0001016825e+00;1.0001994458e+00;1.0003271244e+00;1.0002134033e+00;1.0002308009e+00;1.0003315085e+00;1.0002289928e+00;1.0000649345e+00;1.0000335666e+00;1.0002341920e+00;1.0000809935e+00;1.0001354053e+00
2.4576000000e-02;1.0002463772e+00;1.0001237332e+00;1.0001232501e+00;1.0001455080e+00;1.0000402776e+00;1.0002435224e+00;1.0000279275e+00;1.0001607924e+00;1.0002566717e+00;1.0002793474e+00;1.0001317276e+00;1.0002480027e+00;1.0002594484e+00;1.0001096593e+00;1.0001814002e+00;1.0001447930e+00;1.0001182848e+00;1.0001111308e+00
2.6214400000e-02;1.0001950931e+00;1.0001399030e+00;9.9999769896e-01;1.0001780359e+00;1.0000749460e+00;1.0002369785e+00;9.9997555893e-01;1.0001932973e+00;1.0003172109e+00;1.0002065799e+00;1.0001106572e+00;1.0002773791e+00;1.0001993827e+00;1.0000324209e+00;1.0000800205e+00;1.0001049558e+00;1.0001547495e+00;1.0000713175e+00
2.9491200000e-02;1.0001942051e+00;1.0000364210e+00;1.0000100687e+00;1.0001487089e+00;1.0001872886e+00;1.0000515771e+00;1.0000899810e+00;1.0001621305e+00;1.0002728630e+00;1.0001870172e+00;1.0001155220e+00;1.0002424674e+00;1.0001794822e+00;1.0000860842e+00;1.0001218644e+00;1.0001015583e+00;1.0001179463e+00;1.0001236138e+00
3.2768000000e-02;1.0001342901e+00;1.0001292373e+00;1.0000663766e+00;1.0000603465e+00;1.0001111521e+00;9.9999504099e-01;9.9999772108e-01;1.0000454457e+00;1.0002305218e+00;1.0002843148e+00;9.9996271246e-01;1.0002163322e+00;1.0001291458e+00;1.0000458965e+00;1.0001012719e+00;1.0000312638e+00;1.0001897367e+00;1.0002675992e+00
3.6044800000e-02;1.0000864079e+00;1.0000719504e+00;1.0000731139e+00;1.0001300398e+00;1.0001332743e+00;9.9996263441e-01;1.0000362764e+00;1.0001389801e+00;1.0002030160e+00;1.0003548678e+00;9.9997732648e-01;1.0002266865e+00;1.0001612460e+00;1.0001176213e+00;1.0001854097e+00;1.0000062505e+00;1.0001841686e+00;1.0001081344e+00
3.9321600000e-02;1.0000655134e+00;1.0000561298e+00;1.0000499947e+00;1.0000910387e+00;1.0000494096e+00;1.0000154284e+00;9.9999947357e-01;1.0000553944e+00;1.0001173605e+00;1.0002107663e+00;9.9999093991e-01;1.0001540205e+00;1.0001592647e+00;1.0001227459e+00;1.0001527476e+00;1.0000232401e+00;1.0000297011e+00;1.0001663922e+00
4.2598400000e-02;1.0001044168e+00;1.0000257982e+00;1.0000013928e+00;1.0000041354e+00;1.0000588412e+00;1.0001654185e+00;1.0000412934e+00;1.0001195987e+00;1.0001809419e+00;1.0001270881e+00;1.0000787560e+00;1.0001845389e+00;1.0001960261e+00;1.0000277183e+00;1.0001865183e+00;1.0000104395e+00;1.0000205166e+00;1.0001541873e+00
4.5875200000e-02;1.0001072762e+00;9.9999607206e-01;1.0000059234e+00;9.9989030355e-01;9.9992194576e-01;1.0000662537e+00;9.9991667597e-01;1.0001458813e+00;1.0001686843e+00;1.0000142257e+00;1.0001141577e+00;1.0001745351e+00;1.0001968896e+00;1.0000479889e+00;1.0001823072e+00;9.9999696723e-01;1.0001021811e+00;1.0001203241e+00
4.9152000000e-02;1.0000875262e+00;9.9999398292e-01;1.0000087507e+00;9.9992995729e-01;9.9997460954e-01;1.0000965663e+00;1.0000189334e+00;1.0001154164e+00;1.0001627113e+00;9.9997587282e-01;1.0000470085e+00;1.0001414644e+00;1.0001946196e+00;1.0000269751e+00;1.0002235506e+00;9.9997562362e-01;1.0001035243e+00;1.0000890337e+00
5.2428800000e-02;1.0000744341e+00;1.0000086701e+00;9.9998806172e-01;1.0000183322e+00;9.9987146411e-01;1.0000826143e+00;1.0000648592e+00;1.0001675982e+00;1.0000675729e+00;9.9989796666e-01;1.0000919154e+00;1.0001200307e+00;1.0001919193e+00;1.0001226786e+00;1.0001208152e+00;1.0000361886e+00;1.0000879827e+00;1.0000880448e+00
5.8982400000e-02;1.0001281316e+00;1.0000997391e+00;1.0000315546e+00;1.0000742971e+00;9.9994393937e-01;1.0000426071e+00;1.0000050069e+00;9.9998352978e-01;1.0001015015e+00;9.9991867050e-01;1.0000827677e+00;1.0001191216e+00;1.0001846666e+00;1.0000905887e+00;1.0001423139e+00;1.0000492106e+00;1.0000531888e+00;1.0000175753e+00
6.5536000000e-02;1.0001624437e+00;1.0000820546e+00;1.0000189588e+00;9.9993705390e-01;9.9997049479e-01;9.9997408786e-01;1.0000702698e+00;1.0000368022e+00;1.0001014563e+00;1.0000765056e+00;1.0000739643e+00;1.0001805594e+00;1.0001064054e+00;1.0000518862e+00;1.0000968662e+00;1.0000087596e+00;1.0000572330e+00;1.0000336595e+00
7.2089600000e-02;1.0001641222e+00;1.0000584324e+00;1.0000555383e+00;1.0000705084e+00;9.9997851077e-01;9.9996648150e-01;1.0000538754e+00;1.0000229329e+00;1.0000327994e+00;1.0000213177e+00;1.0000600570e+00;1.0001301410e+00;1.0001503254e+00;1.0001156944e+00;1.0000511690e+00;1.0001551221e+00;1.0000071861e+00;1.0000621883e+00
7.8643200000e-02;1.0000562805e+00;1.0000258305e+00;9.9998662170e-01;1.0000058298e+00;9.9999814684e-01;1.0000674958e+00;1.0000481480e+00;1.0000832687e+00;1.0001214850e+00;1.0000382263e+00;1.0001032713e+00;1.0000757358e+00;1.0001603407e+00;1.0001662555e+00;1.0000602584e+00;1.0001031947e+00;1.0000709377e+00;1.0000014420e+00
8.5196800000e-02;1.0000718794e+00;1.0000263616e+00;9.9999058791e-01;1.0000011012e+00;9.9991807442e-01;1.0000812878e+00;1.0001060547e+00;1.0000128897e+00;1.0001327999e+00;1.0000693498e+00;9.9999264808e-01;1.0000849628e+00;1.0001564237e+00;1.0000685653e+00;1.0000455555e+00;1.0000319995e+00;1.0000240299e+00;1.0000551220e+00
9.1750400000e-02;1.0000524264e+00;9.9996888093e-01;9.9996368620e-01;1.0000277868e+00;1.0000342626e+00;1.0000534812e+00;1.0000381873e+00;9.9998325128e-01;1.0001125744e+00;1.0001033046e+00;9.9998763441e-01;1.0000609614e+00;1.0001419719e+00;9.9996788208e-01;9.9999675607e-01;1.0000893415e+00;1.0000503699e+00;1.0000223541e+00
